Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Luis Amarilla,PAR,FW,28,9.5,210.0,265.0,79.2,2942.0,648.0,124.0,152.0,81.6,58.0,74.0,78.4,14.0,17.0,82.4,1,1.4,1.4,-0.4,9.0,12.0,10.0,0.0,22.0,Mazatlán,Brasileiro,Luis Amarilla (Mazatlán)
Jair Díaz,MEX,DF,25,9.0,314.0,418.0,75.1,5321.0,2307.0,147.0,164.0,89.6,149.0,193.0,77.2,16.0,44.0,36.4,0,0.2,0.2,-0.2,3.0,26.0,4.0,3.0,29.0,Mazatlán,Brasileiro,Jair Díaz (Mazatlán)
Édgar Yoel Bárcenas,PAN,"FW,MF",30,8.9,249.0,320.0,77.8,3986.0,1036.0,129.0,147.0,87.8,93.0,114.0,81.6,18.0,32.0,56.3,3,2.4,1.7,0.6,9.0,21.0,14.0,3.0,27.0,Mazatlán,Brasileiro,Édgar Yoel Bárcenas (Mazatlán)
Sergio Adrián Flores,MEX,MF,28,10.3,398.0,474.0,84.0,6653.0,2652.0,181.0,205.0,88.3,175.0,198.0,88.4,32.0,51.0,62.7,0,0.1,0.2,-0.1,5.0,45.0,2.0,0.0,41.0,Mazatlán,Brasileiro,Sergio Adrián Flores (Mazatlán)
Luis Olivas,MEX,DF,23,9.5,385.0,470.0,81.9,7875.0,3348.0,123.0,139.0,88.5,207.0,236.0,87.7,52.0,87.0,59.8,0,0.0,0.1,0.0,2.0,38.0,3.0,1.0,33.0,Mazatlán,Brasileiro,Luis Olivas (Mazatlán)
Alan Medina,MEX,"FW,MF",26,7.5,175.0,234.0,74.8,2674.0,786.0,100.0,122.0,82.0,52.0,68.0,76.5,15.0,23.0,65.2,0,1.2,0.6,-1.2,10.0,19.0,9.0,3.0,33.0,Mazatlán,Brasileiro,Alan Medina (Mazatlán)
Arnaud Ake,CIV,FW,25,5.9,71.0,89.0,79.8,1023.0,126.0,41.0,49.0,83.7,26.0,32.0,81.3,3.0,3.0,100.0,1,0.3,0.1,0.7,7.0,2.0,1.0,0.0,6.0,Mazatlán,Brasileiro,Arnaud Ake (Mazatlán)
Nicolás Benedetti,COL,"MF,FW",26,5.9,172.0,240.0,71.7,2911.0,845.0,85.0,99.0,85.9,61.0,86.0,70.9,20.0,38.0,52.6,3,2.0,1.1,1.0,14.0,12.0,9.0,3.0,29.0,Mazatlán,Brasileiro,Nicolás Benedetti (Mazatlán)
Andres Montaño,MEX,MF,21,4.7,165.0,193.0,85.5,2807.0,715.0,71.0,83.0,85.5,74.0,81.0,91.4,14.0,17.0,82.4,2,0.2,0.1,1.8,5.0,15.0,2.0,0.0,17.0,Mazatlán,Brasileiro,Andres Montaño (Mazatlán)
Eduard Bello,VEN,"FW,MF",28,7.2,180.0,241.0,74.7,2788.0,870.0,98.0,111.0,88.3,63.0,79.0,79.7,14.0,21.0,66.7,0,1.4,1.0,-1.4,14.0,14.0,5.0,2.0,17.0,Mazatlán,Brasileiro,Eduard Bello (Mazatlán)
José Madueña,MEX,DF,33,5.5,176.0,217.0,81.1,2820.0,1076.0,89.0,100.0,89.0,74.0,84.0,88.1,10.0,17.0,58.8,0,0.0,0.1,0.0,2.0,11.0,1.0,1.0,10.0,Mazatlán,Brasileiro,José Madueña (Mazatlán)
José Joaquín Esquivel,MEX,MF,25,5.2,129.0,151.0,85.4,2270.0,589.0,56.0,66.0,84.8,64.0,69.0,92.8,9.0,10.0,90.0,1,0.6,0.4,0.4,3.0,11.0,1.0,0.0,17.0,Mazatlán,Brasileiro,José Joaquín Esquivel (Mazatlán)
Ventura Alvarado,USA,DF,31,4.5,166.0,206.0,80.6,3056.0,1166.0,62.0,70.0,88.6,91.0,101.0,90.1,12.0,30.0,40.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Mazatlán,Brasileiro,Ventura Alvarado (Mazatlán)
Francisco Eduardo Venegas,MEX,DF,25,4.5,178.0,240.0,74.2,3278.0,1653.0,85.0,96.0,88.5,73.0,97.0,75.3,19.0,37.0,51.4,0,0.0,0.2,0.0,2.0,17.0,5.0,2.0,22.0,Mazatlán,Brasileiro,Francisco Eduardo Venegas (Mazatlán)
Néstor Vidrio,MEX,DF,34,3.2,98.0,119.0,82.4,1598.0,629.0,43.0,47.0,91.5,49.0,53.0,92.5,3.0,14.0,21.4,0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,Mazatlán,Brasileiro,Néstor Vidrio (Mazatlán)
Lucas Merolla,ARG,DF,28,3.1,91.0,117.0,77.8,1767.0,713.0,30.0,35.0,85.7,54.0,66.0,81.8,7.0,14.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Mazatlán,Brasileiro,Lucas Merolla (Mazatlán)
Ramiro Árciga,MEX,"MF,FW",19,2.4,67.0,91.0,73.6,1046.0,181.0,38.0,46.0,82.6,25.0,31.0,80.6,3.0,8.0,37.5,0,0.0,0.2,0.0,1.0,2.0,1.0,1.0,2.0,Mazatlán,Brasileiro,Ramiro Árciga (Mazatlán)
Raúl Camacho,MEX,FW,21,2.0,31.0,50.0,62.0,410.0,42.0,12.0,17.0,70.6,13.0,19.0,68.4,0.0,1.0,0.0,0,0.2,0.0,-0.2,2.0,4.0,0.0,0.0,3.0,Mazatlán,Brasileiro,Raúl Camacho (Mazatlán)
Ricardo Gutiérrez,MEX,GK,26,1.7,48.0,59.0,81.4,1220.0,853.0,8.0,8.0,100.0,28.0,28.0,100.0,12.0,23.0,52.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Ricardo Gutiérrez (Mazatlán)
Roberto Meraz,MEX,MF,24,1.1,20.0,25.0,80.0,368.0,114.0,10.0,11.0,90.9,7.0,9.0,77.8,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,Mazatlán,Brasileiro,Roberto Meraz (Mazatlán)
Miguel Sansores,MEX,"FW,MF",32,0.8,13.0,22.0,59.1,178.0,25.0,8.0,12.0,66.7,5.0,8.0,62.5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mazatlán,Brasileiro,Miguel Sansores (Mazatlán)
Omar Moreno,MEX,"FW,DF",18,0.6,14.0,18.0,77.8,211.0,88.0,9.0,10.0,90.0,5.0,8.0,62.5,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,2.0,1.0,1.0,Mazatlán,Brasileiro,Omar Moreno (Mazatlán)
Edson Mata,MEX,DF,20,0.3,4.0,7.0,57.1,36.0,33.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Edson Mata (Mazatlán)
Esteban Andrada,ARG,GK,32,16.0,543.0,666.0,81.5,14827.0,11251.0,72.0,73.0,98.6,301.0,304.0,99.0,170.0,288.0,59.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Monterrey,Brasileiro,Esteban Andrada (Monterrey)
Maximiliano Meza,ARG,"MF,FW",31,12.3,442.0,585.0,75.6,7519.0,2332.0,221.0,249.0,88.8,168.0,214.0,78.5,42.0,88.0,47.7,4,4.0,3.9,0.0,23.0,58.0,25.0,6.0,84.0,Monterrey,Brasileiro,Maximiliano Meza (Monterrey)
Stefan Medina,COL,DF,31,13.0,643.0,757.0,84.9,11579.0,4107.0,262.0,288.0,91.0,315.0,351.0,89.7,57.0,97.0,58.8,0,0.7,0.8,-0.7,12.0,60.0,9.0,4.0,63.0,Monterrey,Brasileiro,Stefan Medina (Monterrey)
Luis Romo,MEX,MF,28,12.8,698.0,845.0,82.6,13624.0,4626.0,269.0,312.0,86.2,332.0,375.0,88.5,90.0,135.0,66.7,2,1.8,2.3,0.2,18.0,96.0,30.0,3.0,139.0,Monterrey,Brasileiro,Luis Romo (Monterrey)
Víctor Guzmán,MEX,DF,21,12.5,499.0,579.0,86.2,9905.0,4191.0,132.0,145.0,91.0,313.0,349.0,89.7,50.0,78.0,64.1,0,0.1,0.2,-0.1,2.0,34.0,1.0,0.0,37.0,Monterrey,Brasileiro,Víctor Guzmán (Monterrey)
Rogelio Funes Mori,MEX,FW,32,11.4,171.0,211.0,81.0,2772.0,379.0,90.0,106.0,84.9,60.0,70.0,85.7,15.0,20.0,75.0,2,0.7,0.9,1.3,6.0,12.0,7.0,0.0,21.0,Monterrey,Brasileiro,Rogelio Funes Mori (Monterrey)
Sebastián Vegas,CHI,DF,27,13.2,562.0,668.0,84.1,11123.0,4295.0,191.0,196.0,97.4,299.0,345.0,86.7,64.0,111.0,57.7,0,0.5,0.6,-0.5,7.0,41.0,5.0,2.0,43.0,Monterrey,Brasileiro,Sebastián Vegas (Monterrey)
Jesús Gallardo,MEX,DF,29,12.1,492.0,621.0,79.2,8792.0,2835.0,199.0,221.0,90.0,249.0,299.0,83.3,41.0,82.0,50.0,0,0.6,1.1,-0.6,9.0,39.0,12.0,4.0,57.0,Monterrey,Brasileiro,Jesús Gallardo (Monterrey)
Jordi Cortizo,MEX,"MF,FW",27,7.6,281.0,345.0,81.4,4454.0,1186.0,152.0,175.0,86.9,102.0,121.0,84.3,21.0,29.0,72.4,2,1.0,1.9,1.0,11.0,35.0,16.0,3.0,55.0,Monterrey,Brasileiro,Jordi Cortizo (Monterrey)
Omar Govea,MEX,MF,27,9.9,649.0,724.0,89.6,12256.0,3827.0,245.0,264.0,92.8,330.0,348.0,94.8,67.0,89.0,75.3,3,1.1,1.4,1.9,12.0,102.0,8.0,3.0,78.0,Monterrey,Brasileiro,Omar Govea (Monterrey)
Héctor Moreno,MEX,DF,35,7.7,440.0,484.0,90.9,8032.0,3318.0,169.0,175.0,96.6,228.0,239.0,95.4,37.0,58.0,63.8,0,0.0,0.1,0.0,1.0,31.0,2.0,0.0,40.0,Monterrey,Brasileiro,Héctor Moreno (Monterrey)
Jesús Corona,MEX,"MF,FW",30,6.6,226.0,301.0,75.1,3835.0,916.0,119.0,138.0,86.2,79.0,107.0,73.8,24.0,37.0,64.9,3,1.3,1.6,1.7,13.0,13.0,16.0,6.0,34.0,Monterrey,Brasileiro,Jesús Corona (Monterrey)
Jonathan González,MEX,MF,24,6.6,292.0,333.0,87.7,5409.0,1894.0,104.0,112.0,92.9,162.0,173.0,93.6,24.0,36.0,66.7,0,0.0,0.1,0.0,1.0,29.0,0.0,0.0,40.0,Monterrey,Brasileiro,Jonathan González (Monterrey)
Alfonso González,MEX,"MF,FW",29,5.6,185.0,248.0,74.6,3404.0,868.0,75.0,89.0,84.3,85.0,101.0,84.2,22.0,35.0,62.9,3,1.0,0.9,2.0,18.0,18.0,6.0,1.0,25.0,Monterrey,Brasileiro,Alfonso González (Monterrey)
Germán Berterame,ARG,"FW,MF",25,6.1,131.0,165.0,79.4,1922.0,366.0,80.0,91.0,87.9,42.0,50.0,84.0,6.0,11.0,54.5,1,0.8,0.5,0.2,6.0,6.0,3.0,1.0,12.0,Monterrey,Brasileiro,Germán Berterame (Monterrey)
Érick Aguirre,MEX,DF,26,5.1,188.0,241.0,78.0,2939.0,1304.0,110.0,118.0,93.2,70.0,88.0,79.5,7.0,28.0,25.0,0,0.6,0.5,-0.6,6.0,14.0,7.0,3.0,25.0,Monterrey,Brasileiro,Érick Aguirre (Monterrey)
Sergio Canales,ESP,"FW,MF",32,4.2,148.0,193.0,76.7,2308.0,566.0,76.0,86.0,88.4,59.0,69.0,85.5,10.0,26.0,38.5,0,0.3,0.5,-0.3,8.0,24.0,4.0,0.0,28.0,Monterrey,Brasileiro,Sergio Canales (Monterrey)
Joao Joshimar Rojas,ECU,"MF,FW",26,4.4,138.0,182.0,75.8,2345.0,618.0,79.0,89.0,88.8,40.0,58.0,69.0,17.0,29.0,58.6,0,0.7,0.6,-0.7,8.0,9.0,5.0,2.0,18.0,Monterrey,Brasileiro,Joao Joshimar Rojas (Monterrey)
César Bustos,MEX,DF,18,3.1,100.0,128.0,78.1,1818.0,702.0,37.0,41.0,90.2,54.0,66.0,81.8,9.0,15.0,60.0,0,0.0,0.1,0.0,2.0,11.0,2.0,0.0,15.0,Monterrey,Brasileiro,César Bustos (Monterrey)
Ali Ávila,MEX,FW,20,3.0,30.0,44.0,68.2,462.0,81.0,16.0,24.0,66.7,9.0,12.0,75.0,3.0,4.0,75.0,0,0.1,0.1,-0.1,2.0,0.0,2.0,0.0,2.0,Monterrey,Brasileiro,Ali Ávila (Monterrey)
Celso Ortiz,PAR,MF,34,2.1,106.0,121.0,87.6,1748.0,540.0,52.0,55.0,94.5,49.0,53.0,92.5,5.0,11.0,45.5,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,Monterrey,Brasileiro,Celso Ortiz (Monterrey)
César Garza,MEX,"MF,FW",18,2.8,112.0,130.0,86.2,1560.0,257.0,74.0,82.0,90.2,27.0,33.0,81.8,5.0,6.0,83.3,0,0.0,0.1,0.0,0.0,11.0,0.0,0.0,6.0,Monterrey,Brasileiro,César Garza (Monterrey)
Daniel Alexis Parra,MEX,DF,24,1.0,49.0,55.0,89.1,817.0,300.0,25.0,25.0,100.0,21.0,25.0,84.0,3.0,5.0,60.0,0,0.0,0.1,0.0,0.0,7.0,0.0,0.0,8.0,Monterrey,Brasileiro,Daniel Alexis Parra (Monterrey)
Luis Cárdenas,MEX,GK,30,1.0,50.0,57.0,87.7,1279.0,979.0,5.0,5.0,100.0,33.0,34.0,97.1,12.0,18.0,66.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Monterrey,Brasileiro,Luis Cárdenas (Monterrey)
Victor Lopez,MEX,"MF,FW",20,2.3,92.0,111.0,82.9,1356.0,342.0,50.0,59.0,84.7,34.0,40.0,85.0,5.0,7.0,71.4,1,0.5,0.8,0.5,7.0,9.0,4.0,0.0,16.0,Monterrey,Brasileiro,Victor Lopez (Monterrey)
Rodrigo Aguirre,URU,"FW,MF",29,1.7,29.0,43.0,67.4,404.0,167.0,16.0,18.0,88.9,9.0,17.0,52.9,1.0,2.0,50.0,0,0.0,0.1,0.0,1.0,6.0,3.0,1.0,8.0,Monterrey,Brasileiro,Rodrigo Aguirre (Monterrey)
Ángel Jordán Acosta,MEX,"MF,FW",18,0.5,6.0,8.0,75.0,97.0,13.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Monterrey,Brasileiro,Ángel Jordán Acosta (Monterrey)
Edson Gutiérrez,MEX,DF,27,0.4,14.0,18.0,77.8,292.0,130.0,7.0,8.0,87.5,3.0,5.0,60.0,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Monterrey,Brasileiro,Edson Gutiérrez (Monterrey)
Isidro Suárez,MEX,FW,20,0.2,3.0,4.0,75.0,27.0,13.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Isidro Suárez (Monterrey)
Joaquín Moxica,MEX,FW,17,0.2,5.0,6.0,83.3,45.0,0.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Joaquín Moxica (Monterrey)
Kevin Ortega,MEX,"MF,FW",21,0.2,23.0,25.0,92.0,404.0,154.0,12.0,12.0,100.0,8.0,10.0,80.0,3.0,3.0,100.0,0,0.0,0.1,0.0,1.0,7.0,1.0,0.0,7.0,Monterrey,Brasileiro,Kevin Ortega (Monterrey)
Ricardo Rentería,MEX,FW,21,0.1,2.0,2.0,100.0,41.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Ricardo Rentería (Monterrey)
Alexis Francisco Peña,MEX,DF,27,17.0,500.0,612.0,81.7,10955.0,4336.0,117.0,133.0,88.0,293.0,321.0,91.3,87.0,145.0,60.0,0,0.3,0.1,-0.3,2.0,32.0,0.0,0.0,48.0,Necaxa,Brasileiro,Alexis Francisco Peña (Necaxa)
Bryan Garnica,MEX,MF,27,14.9,317.0,494.0,64.2,6270.0,2512.0,138.0,169.0,81.7,114.0,155.0,73.5,57.0,129.0,44.2,3,4.4,4.3,-1.4,40.0,27.0,31.0,22.0,45.0,Necaxa,Brasileiro,Bryan Garnica (Necaxa)
Alán Montes,MEX,DF,23,14.6,436.0,603.0,72.3,9901.0,4358.0,125.0,152.0,82.2,222.0,253.0,87.7,84.0,175.0,48.0,1,0.4,0.4,0.6,5.0,61.0,6.0,1.0,50.0,Necaxa,Brasileiro,Alán Montes (Necaxa)
Facundo Batista,URU,FW,24,12.3,105.0,159.0,66.0,1557.0,271.0,59.0,81.0,72.8,35.0,56.0,62.5,6.0,9.0,66.7,1,0.7,0.6,0.3,9.0,6.0,3.0,1.0,10.0,Necaxa,Brasileiro,Facundo Batista (Necaxa)
Fernando Arce Jr.,USA,MF,27,10.9,268.0,357.0,75.1,5132.0,1695.0,109.0,129.0,84.5,123.0,152.0,80.9,34.0,59.0,57.6,0,0.1,0.2,-0.1,2.0,33.0,4.0,2.0,41.0,Necaxa,Brasileiro,Fernando Arce Jr. (Necaxa)
Raúl Gudiño,MEX,GK,27,9.5,179.0,294.0,60.9,6143.0,5002.0,25.0,26.0,96.2,76.0,79.0,96.2,76.0,185.0,41.1,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Necaxa,Brasileiro,Raúl Gudiño (Necaxa)
Jorge Rodríguez,MEX,DF,22,9.5,235.0,363.0,64.7,4038.0,2034.0,110.0,135.0,81.5,94.0,147.0,63.9,20.0,59.0,33.9,0,0.3,0.8,-0.3,5.0,21.0,6.0,5.0,19.0,Necaxa,Brasileiro,Jorge Rodríguez (Necaxa)
Édgar Méndez,ESP,"FW,MF",33,8.5,107.0,177.0,60.5,1684.0,269.0,48.0,69.0,69.6,37.0,52.0,71.2,10.0,27.0,37.0,0,0.1,0.4,-0.1,1.0,9.0,0.0,0.0,15.0,Necaxa,Brasileiro,Édgar Méndez (Necaxa)
Heriberto Jurado,MEX,MF,18,6.6,93.0,154.0,60.4,1435.0,325.0,54.0,63.0,85.7,27.0,48.0,56.3,9.0,28.0,32.1,3,1.3,1.0,1.7,8.0,4.0,2.0,2.0,8.0,Necaxa,Brasileiro,Heriberto Jurado (Necaxa)
Jair Cortés,MEX,"DF,MF",23,8.3,218.0,342.0,63.7,3964.0,1763.0,98.0,122.0,80.3,97.0,141.0,68.8,21.0,56.0,37.5,0,0.0,0.3,0.0,1.0,31.0,2.0,2.0,35.0,Necaxa,Brasileiro,Jair Cortés (Necaxa)
Emilio Martínez González,MEX,DF,20,7.5,187.0,290.0,64.5,3526.0,1595.0,69.0,84.0,82.1,96.0,144.0,66.7,20.0,48.0,41.7,0,0.4,0.6,-0.4,4.0,19.0,7.0,4.0,36.0,Necaxa,Brasileiro,Emilio Martínez González (Necaxa)
Ezequiel Unsain,ARG,GK,28,7.5,119.0,206.0,57.8,4371.0,3465.0,13.0,13.0,100.0,47.0,48.0,97.9,59.0,145.0,40.7,0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,Necaxa,Brasileiro,Ezequiel Unsain (Necaxa)
Ricardo Monreal,MEX,FW,22,6.3,119.0,177.0,67.2,1870.0,458.0,61.0,78.0,78.2,35.0,53.0,66.0,11.0,18.0,61.1,3,1.4,1.2,1.6,16.0,13.0,4.0,1.0,13.0,Necaxa,Brasileiro,Ricardo Monreal (Necaxa)
Agustín Oliveros,URU,DF,25,6.0,130.0,198.0,65.7,2634.0,1488.0,52.0,65.0,80.0,55.0,78.0,70.5,23.0,46.0,50.0,1,0.4,0.7,0.6,7.0,27.0,6.0,3.0,18.0,Necaxa,Brasileiro,Agustín Oliveros (Necaxa)
Vicente Poggi,URU,MF,21,5.8,185.0,227.0,81.5,3360.0,1020.0,76.0,86.0,88.4,88.0,104.0,84.6,18.0,25.0,72.0,1,0.2,0.2,0.8,6.0,24.0,2.0,1.0,29.0,Necaxa,Brasileiro,Vicente Poggi (Necaxa)
Andrés Colorado,COL,MF,25,5.7,149.0,178.0,83.7,2781.0,590.0,60.0,67.0,89.6,71.0,79.0,89.9,17.0,27.0,63.0,0,0.0,0.1,0.0,2.0,17.0,1.0,0.0,24.0,Necaxa,Brasileiro,Andrés Colorado (Necaxa)
Alejandro Andrade,MEX,MF,22,4.3,78.0,120.0,65.0,1388.0,430.0,28.0,40.0,70.0,39.0,55.0,70.9,8.0,17.0,47.1,0,0.1,0.1,-0.1,2.0,8.0,1.0,0.0,7.0,Necaxa,Brasileiro,Alejandro Andrade (Necaxa)
Cristian González Bautista,MEX,"DF,MF",25,4.4,102.0,158.0,64.6,2101.0,962.0,39.0,46.0,84.8,44.0,61.0,72.1,18.0,38.0,47.4,1,0.4,0.7,0.6,6.0,13.0,7.0,5.0,7.0,Necaxa,Brasileiro,Cristian González Bautista (Necaxa)
Jhon Chancellor,VEN,DF,31,4.3,114.0,139.0,82.0,2491.0,1198.0,37.0,39.0,94.9,53.0,57.0,93.0,22.0,38.0,57.9,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,11.0,Necaxa,Brasileiro,Jhon Chancellor (Necaxa)
Diego Gómez,MEX,"MF,FW",20,3.4,63.0,85.0,74.1,957.0,357.0,34.0,48.0,70.8,19.0,21.0,90.5,6.0,9.0,66.7,1,0.6,0.4,0.4,4.0,10.0,1.0,0.0,8.0,Necaxa,Brasileiro,Diego Gómez (Necaxa)
José Joaquín Esquivel,MEX,MF,25,3.0,65.0,86.0,75.6,1124.0,334.0,27.0,34.0,79.4,31.0,40.0,77.5,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,Necaxa,Brasileiro,José Joaquín Esquivel (Necaxa)
Fabricio Formiliano,URU,DF,30,2.8,82.0,100.0,82.0,1901.0,817.0,17.0,19.0,89.5,41.0,47.0,87.2,23.0,31.0,74.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Necaxa,Brasileiro,Fabricio Formiliano (Necaxa)
Braian Samudio,PAR,"MF,FW",28,3.8,118.0,170.0,69.4,1953.0,408.0,56.0,73.0,76.7,47.0,63.0,74.6,10.0,18.0,55.6,0,0.5,0.6,-0.5,7.0,9.0,6.0,3.0,14.0,Necaxa,Brasileiro,Braian Samudio (Necaxa)
Daniel Mantilla,COL,"MF,FW",27,3.0,58.0,81.0,71.6,856.0,229.0,39.0,47.0,83.0,14.0,24.0,58.3,4.0,6.0,66.7,0,0.1,0.5,-0.1,2.0,2.0,2.0,2.0,4.0,Necaxa,Brasileiro,Daniel Mantilla (Necaxa)
Rogelio Cortéz Pineda,MEX,MF,19,2.1,44.0,58.0,75.9,750.0,231.0,16.0,19.0,84.2,23.0,28.0,82.1,4.0,10.0,40.0,0,0.1,0.0,-0.1,3.0,6.0,0.0,0.0,5.0,Necaxa,Brasileiro,Rogelio Cortéz Pineda (Necaxa)
Maximiliano Silvera,URU,FW,26,1.2,11.0,13.0,84.6,165.0,14.0,7.0,8.0,87.5,3.0,4.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Necaxa,Brasileiro,Maximiliano Silvera (Necaxa)
Alfredo Gutierrez,MEX,DF,20,0.9,17.0,23.0,73.9,325.0,122.0,3.0,5.0,60.0,13.0,15.0,86.7,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Necaxa,Brasileiro,Alfredo Gutierrez (Necaxa)
Misael Domínguez,MEX,"MF,DF",24,1.2,55.0,70.0,78.6,816.0,438.0,32.0,34.0,94.1,19.0,24.0,79.2,3.0,8.0,37.5,0,0.3,0.4,-0.3,6.0,8.0,9.0,0.0,19.0,Necaxa,Brasileiro,Misael Domínguez (Necaxa)
Waldo Madrid,MEX,"DF,FW",20,0.5,7.0,16.0,43.8,85.0,44.0,4.0,6.0,66.7,3.0,5.0,60.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Necaxa,Brasileiro,Waldo Madrid (Necaxa)
Arath Moreno,MEX,MF,18,0.4,11.0,18.0,61.1,164.0,70.0,7.0,10.0,70.0,3.0,4.0,75.0,1.0,3.0,33.3,0,0.0,0.1,0.0,1.0,1.0,0.0,0.0,1.0,Necaxa,Brasileiro,Arath Moreno (Necaxa)
César López,MEX,FW,21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Necaxa,Brasileiro,César López (Necaxa)
Alek Álvarez,MEX,DF,20,0.1,7.0,7.0,100.0,140.0,24.0,2.0,2.0,100.0,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Necaxa,Brasileiro,Alek Álvarez (Necaxa)
Miguel Rodríguez,MEX,DF,20,16.7,562.0,804.0,69.9,8959.0,4437.0,311.0,369.0,84.3,200.0,265.0,75.5,37.0,110.0,33.6,1,3.0,2.3,-2.0,28.0,45.0,12.0,7.0,48.0,Pachuca,Brasileiro,Miguel Rodríguez (Pachuca)
Gustavo Cabral,ARG,DF,38,16.0,628.0,732.0,85.8,12338.0,5243.0,209.0,232.0,90.1,336.0,363.0,92.6,75.0,111.0,67.6,0,0.1,0.4,-0.1,4.0,30.0,0.0,0.0,39.0,Pachuca,Brasileiro,Gustavo Cabral (Pachuca)
Sergio Barreto,ARG,DF,24,15.3,456.0,610.0,74.8,9186.0,4335.0,139.0,173.0,80.3,251.0,298.0,84.2,59.0,118.0,50.0,1,0.4,0.4,0.6,4.0,25.0,1.0,0.0,44.0,Pachuca,Brasileiro,Sergio Barreto (Pachuca)
Carlos Moreno,MEX,GK,25,14.0,237.0,403.0,58.8,8933.0,7834.0,25.0,26.0,96.2,80.0,81.0,98.8,132.0,296.0,44.6,0,0.1,0.0,-0.1,1.0,10.0,0.0,0.0,0.0,Pachuca,Brasileiro,Carlos Moreno (Pachuca)
Erick Sánchez,MEX,"MF,FW",24,12.8,560.0,710.0,78.9,10373.0,3723.0,233.0,284.0,82.0,232.0,278.0,83.5,78.0,106.0,73.6,2,1.7,1.2,0.3,27.0,108.0,16.0,1.0,134.0,Pachuca,Brasileiro,Erick Sánchez (Pachuca)
Lucas Di Yorio,ARG,FW,27,11.3,126.0,205.0,61.5,1640.0,370.0,73.0,108.0,67.6,39.0,55.0,70.9,2.0,7.0,28.6,0,2.0,1.2,-2.0,15.0,10.0,2.0,0.0,15.0,Pachuca,Brasileiro,Lucas Di Yorio (Pachuca)
Elias Montiel,MEX,MF,18,10.0,407.0,457.0,89.1,8289.0,2307.0,144.0,158.0,91.1,177.0,185.0,95.7,73.0,84.0,86.9,2,0.5,0.6,1.5,10.0,70.0,2.0,1.0,85.0,Pachuca,Brasileiro,Elias Montiel (Pachuca)
Roberto de la Rosa,MEX,"FW,MF",23,8.7,181.0,264.0,68.6,3074.0,603.0,89.0,113.0,78.8,73.0,93.0,78.5,16.0,35.0,45.7,1,1.8,1.1,-0.8,15.0,10.0,9.0,1.0,28.0,Pachuca,Brasileiro,Roberto de la Rosa (Pachuca)
