Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Team,Championship,Player_Team
Ricardo Rentería,MEX,FW,21,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Monterrey,Brasileiro,Ricardo Rentería (Monterrey)
Alexis Francisco Peña,MEX,DF,27,17.0,17.0,12,9.0,6.0,2.0,8.0,16.0,50.0,8.0,17.0,10.0,7.0,20,37.0,68.0,0.0,Necaxa,Brasileiro,Alexis Francisco Peña (Necaxa)
Bryan Garnica,MEX,MF,27,14.9,13.0,7,6.0,3.0,4.0,4.0,16.0,25.0,12.0,19.0,3.0,16.0,8,21.0,10.0,0.0,Necaxa,Brasileiro,Bryan Garnica (Necaxa)
Alán Montes,MEX,DF,23,14.6,33.0,19,18.0,15.0,0.0,16.0,23.0,69.6,7.0,27.0,15.0,12.0,25,58.0,72.0,0.0,Necaxa,Brasileiro,Alán Montes (Necaxa)
Facundo Batista,URU,FW,24,12.3,5.0,1,2.0,1.0,2.0,1.0,9.0,11.1,8.0,19.0,5.0,14.0,0,5.0,22.0,0.0,Necaxa,Brasileiro,Facundo Batista (Necaxa)
Fernando Arce Jr.,USA,MF,27,10.9,35.0,21,20.0,13.0,2.0,17.0,34.0,50.0,17.0,22.0,5.0,17.0,22,57.0,17.0,0.0,Necaxa,Brasileiro,Fernando Arce Jr. (Necaxa)
Raúl Gudiño,MEX,GK,27,9.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Necaxa,Brasileiro,Raúl Gudiño (Necaxa)
Jorge Rodríguez,MEX,DF,22,9.5,22.0,14,12.0,8.0,2.0,8.0,18.0,44.4,10.0,11.0,3.0,8.0,10,32.0,22.0,0.0,Necaxa,Brasileiro,Jorge Rodríguez (Necaxa)
Édgar Méndez,ESP,"FW,MF",33,8.5,13.0,7,2.0,10.0,1.0,6.0,12.0,50.0,6.0,4.0,1.0,3.0,4,17.0,4.0,0.0,Necaxa,Brasileiro,Édgar Méndez (Necaxa)
Heriberto Jurado,MEX,MF,18,6.6,18.0,11,8.0,8.0,2.0,8.0,17.0,47.1,9.0,6.0,0.0,6.0,3,21.0,3.0,0.0,Necaxa,Brasileiro,Heriberto Jurado (Necaxa)
Jair Cortés,MEX,"DF,MF",23,8.3,27.0,20,13.0,13.0,1.0,19.0,32.0,59.4,13.0,11.0,1.0,10.0,11,38.0,25.0,0.0,Necaxa,Brasileiro,Jair Cortés (Necaxa)
Emilio Martínez González,MEX,DF,20,7.5,18.0,9,13.0,2.0,3.0,14.0,29.0,48.3,15.0,9.0,2.0,7.0,9,27.0,19.0,0.0,Necaxa,Brasileiro,Emilio Martínez González (Necaxa)
Ezequiel Unsain,ARG,GK,28,7.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Necaxa,Brasileiro,Ezequiel Unsain (Necaxa)
Ricardo Monreal,MEX,FW,22,6.3,5.0,4,1.0,1.0,3.0,1.0,6.0,16.7,5.0,8.0,2.0,6.0,1,6.0,2.0,0.0,Necaxa,Brasileiro,Ricardo Monreal (Necaxa)
Agustín Oliveros,URU,DF,25,6.0,5.0,2,3.0,1.0,1.0,2.0,3.0,66.7,1.0,5.0,2.0,3.0,3,8.0,12.0,0.0,Necaxa,Brasileiro,Agustín Oliveros (Necaxa)
Vicente Poggi,URU,MF,21,5.8,16.0,15,11.0,5.0,0.0,5.0,17.0,29.4,12.0,8.0,1.0,7.0,11,27.0,5.0,1.0,Necaxa,Brasileiro,Vicente Poggi (Necaxa)
Andrés Colorado,COL,MF,25,5.7,9.0,6,6.0,2.0,1.0,7.0,14.0,50.0,7.0,1.0,0.0,1.0,8,17.0,14.0,1.0,Necaxa,Brasileiro,Andrés Colorado (Necaxa)
Alejandro Andrade,MEX,MF,22,4.3,9.0,4,2.0,7.0,0.0,4.0,7.0,57.1,3.0,7.0,4.0,3.0,2,11.0,3.0,0.0,Necaxa,Brasileiro,Alejandro Andrade (Necaxa)
Cristian González Bautista,MEX,"DF,MF",25,4.4,5.0,3,4.0,1.0,0.0,5.0,10.0,50.0,5.0,6.0,1.0,5.0,1,6.0,4.0,0.0,Necaxa,Brasileiro,Cristian González Bautista (Necaxa)
Jhon Chancellor,VEN,DF,31,4.3,8.0,6,7.0,1.0,0.0,3.0,5.0,60.0,2.0,10.0,2.0,8.0,6,14.0,27.0,0.0,Necaxa,Brasileiro,Jhon Chancellor (Necaxa)
Diego Gómez,MEX,"MF,FW",20,3.4,6.0,4,3.0,3.0,0.0,1.0,8.0,12.5,7.0,6.0,1.0,5.0,2,8.0,3.0,0.0,Necaxa,Brasileiro,Diego Gómez (Necaxa)
José Joaquín Esquivel,MEX,MF,25,3.0,8.0,3,6.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,4.0,4,12.0,1.0,0.0,Necaxa,Brasileiro,José Joaquín Esquivel (Necaxa)
Fabricio Formiliano,URU,DF,30,2.8,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,7,7.0,17.0,0.0,Necaxa,Brasileiro,Fabricio Formiliano (Necaxa)
Braian Samudio,PAR,"MF,FW",28,3.8,5.0,3,1.0,4.0,0.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,1,6.0,2.0,0.0,Necaxa,Brasileiro,Braian Samudio (Necaxa)
Daniel Mantilla,COL,"MF,FW",27,3.0,1.0,0,1.0,0.0,0.0,1.0,6.0,16.7,5.0,3.0,1.0,2.0,1,2.0,3.0,0.0,Necaxa,Brasileiro,Daniel Mantilla (Necaxa)
Rogelio Cortéz Pineda,MEX,MF,19,2.1,7.0,3,3.0,4.0,0.0,4.0,10.0,40.0,6.0,6.0,3.0,3.0,0,7.0,2.0,0.0,Necaxa,Brasileiro,Rogelio Cortéz Pineda (Necaxa)
Maximiliano Silvera,URU,FW,26,1.2,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2,3.0,0.0,0.0,Necaxa,Brasileiro,Maximiliano Silvera (Necaxa)
Alfredo Gutierrez,MEX,DF,20,0.9,4.0,3,2.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,7.0,1.0,0.0,Necaxa,Brasileiro,Alfredo Gutierrez (Necaxa)
Misael Domínguez,MEX,"MF,DF",24,1.2,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,1.0,0.0,0.0,Necaxa,Brasileiro,Misael Domínguez (Necaxa)
Waldo Madrid,MEX,"DF,FW",20,0.5,3.0,3,2.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,4.0,0.0,0.0,Necaxa,Brasileiro,Waldo Madrid (Necaxa)
Arath Moreno,MEX,MF,18,0.4,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,1.0,0.0,Necaxa,Brasileiro,Arath Moreno (Necaxa)
César López,MEX,FW,21,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Necaxa,Brasileiro,César López (Necaxa)
Alek Álvarez,MEX,DF,20,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Necaxa,Brasileiro,Alek Álvarez (Necaxa)
Miguel Rodríguez,MEX,DF,20,16.7,38.0,30,22.0,11.0,5.0,20.0,29.0,69.0,9.0,22.0,1.0,21.0,21,59.0,42.0,0.0,Pachuca,Brasileiro,Miguel Rodríguez (Pachuca)
Gustavo Cabral,ARG,DF,38,16.0,17.0,11,12.0,5.0,0.0,7.0,16.0,43.8,9.0,25.0,17.0,8.0,21,38.0,59.0,0.0,Pachuca,Brasileiro,Gustavo Cabral (Pachuca)
Sergio Barreto,ARG,DF,24,15.3,31.0,18,24.0,7.0,0.0,19.0,27.0,70.4,8.0,19.0,7.0,12.0,27,58.0,96.0,0.0,Pachuca,Brasileiro,Sergio Barreto (Pachuca)
Carlos Moreno,MEX,GK,25,14.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,3.0,3.0,Pachuca,Brasileiro,Carlos Moreno (Pachuca)
Erick Sánchez,MEX,"MF,FW",24,12.8,26.0,16,9.0,14.0,3.0,14.0,31.0,45.2,17.0,20.0,5.0,15.0,15,41.0,16.0,0.0,Pachuca,Brasileiro,Erick Sánchez (Pachuca)
Lucas Di Yorio,ARG,FW,27,11.3,16.0,9,0.0,11.0,5.0,5.0,13.0,38.5,8.0,11.0,2.0,9.0,3,19.0,9.0,0.0,Pachuca,Brasileiro,Lucas Di Yorio (Pachuca)
Elias Montiel,MEX,MF,18,10.0,17.0,12,4.0,10.0,3.0,3.0,20.0,15.0,17.0,5.0,3.0,2.0,8,25.0,6.0,0.0,Pachuca,Brasileiro,Elias Montiel (Pachuca)
Roberto de la Rosa,MEX,"FW,MF",23,8.7,1.0,1,1.0,0.0,0.0,1.0,4.0,25.0,3.0,5.0,0.0,5.0,1,2.0,16.0,0.0,Pachuca,Brasileiro,Roberto de la Rosa (Pachuca)
José Castillo Pérez,MEX,DF,22,8.3,21.0,14,11.0,9.0,1.0,16.0,18.0,88.9,2.0,15.0,5.0,10.0,8,29.0,22.0,0.0,Pachuca,Brasileiro,José Castillo Pérez (Pachuca)
Marino Hinestroza,COL,"MF,FW",21,7.7,9.0,6,2.0,6.0,1.0,4.0,12.0,33.3,8.0,10.0,0.0,10.0,3,12.0,3.0,0.0,Pachuca,Brasileiro,Marino Hinestroza (Pachuca)
David Terans,URU,"MF,FW",29,6.1,4.0,3,1.0,2.0,1.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,0,4.0,1.0,0.0,Pachuca,Brasileiro,David Terans (Pachuca)
Byron Castillo,ECU,DF,25,7.3,25.0,15,14.0,9.0,2.0,9.0,17.0,52.9,8.0,10.0,2.0,8.0,5,30.0,27.0,0.0,Pachuca,Brasileiro,Byron Castillo (Pachuca)
Jesús Hernández,MEX,"MF,FW",22,5.9,7.0,4,3.0,3.0,1.0,3.0,9.0,33.3,6.0,13.0,0.0,13.0,1,8.0,3.0,0.0,Pachuca,Brasileiro,Jesús Hernández (Pachuca)
Celso Ortiz,PAR,MF,34,5.6,23.0,12,8.0,13.0,2.0,10.0,22.0,45.5,12.0,5.0,2.0,3.0,10,33.0,7.0,0.0,Pachuca,Brasileiro,Celso Ortiz (Pachuca)
Jorge Berlanga,MEX,DF,20,5.3,6.0,5,2.0,4.0,0.0,3.0,7.0,42.9,4.0,8.0,1.0,7.0,8,14.0,21.0,0.0,Pachuca,Brasileiro,Jorge Berlanga (Pachuca)
Bryan González,MEX,"MF,FW",20,3.9,5.0,3,1.0,2.0,2.0,0.0,3.0,0.0,3.0,7.0,0.0,7.0,2,7.0,2.0,1.0,Pachuca,Brasileiro,Bryan González (Pachuca)
Pedro Pedraza,MEX,MF,23,5.2,22.0,13,11.0,11.0,0.0,13.0,26.0,50.0,13.0,11.0,1.0,10.0,11,33.0,1.0,0.0,Pachuca,Brasileiro,Pedro Pedraza (Pachuca)
Oussama Idrissi,MAR,"FW,MF",27,3.6,10.0,7,3.0,4.0,3.0,5.0,14.0,35.7,9.0,4.0,0.0,4.0,1,11.0,1.0,0.0,Pachuca,Brasileiro,Oussama Idrissi (Pachuca)
Óscar Ustari,ARG,GK,37,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Pachuca,Brasileiro,Óscar Ustari (Pachuca)
Illian Hernandez,MEX,FW,23,4.5,3.0,2,0.0,2.0,1.0,1.0,5.0,20.0,4.0,5.0,0.0,5.0,0,3.0,11.0,0.0,Pachuca,Brasileiro,Illian Hernandez (Pachuca)
Francisco Antonio Figueroa,MEX,"MF,FW",24,2.2,2.0,2,1.0,1.0,0.0,1.0,9.0,11.1,8.0,6.0,0.0,6.0,2,4.0,0.0,0.0,Pachuca,Brasileiro,Francisco Antonio Figueroa (Pachuca)
Jahaziel Marchand,MEX,MF,22,2.2,5.0,5,1.0,3.0,1.0,3.0,5.0,60.0,2.0,6.0,1.0,5.0,3,8.0,2.0,0.0,Pachuca,Brasileiro,Jahaziel Marchand (Pachuca)
Alexei Dominguez,MEX,"MF,FW",18,2.0,6.0,6,2.0,4.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,1,7.0,1.0,0.0,Pachuca,Brasileiro,Alexei Dominguez (Pachuca)
Paulino,ESP,MF,26,1.4,3.0,0,1.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,4.0,0.0,0.0,Pachuca,Brasileiro,Paulino (Pachuca)
Israel Luna,MEX,MF,21,1.2,4.0,2,2.0,2.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1,5.0,1.0,0.0,Pachuca,Brasileiro,Israel Luna (Pachuca)
Javier Eduardo López,MEX,"MF,FW",29,2.9,4.0,2,2.0,1.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,0,4.0,1.0,0.0,Pachuca,Brasileiro,Javier Eduardo López (Pachuca)
René López,MEX,DF,21,0.8,3.0,2,1.0,0.0,2.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0,3.0,0.0,0.0,Pachuca,Brasileiro,René López (Pachuca)
Luis Sánchez,MEX,DF,23,0.7,1.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,2,3.0,2.0,0.0,Pachuca,Brasileiro,Luis Sánchez (Pachuca)
Owen González,MEX,"MF,FW",20,1.6,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1,2.0,0.0,0.0,Pachuca,Brasileiro,Owen González (Pachuca)
Fernando Ovelar,PAR,"MF,FW",19,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pachuca,Brasileiro,Fernando Ovelar (Pachuca)
Diego De Buen,MEX,"MF,DF",32,17.0,29.0,17,12.0,14.0,3.0,12.0,32.0,37.5,20.0,17.0,9.0,8.0,23,52.0,42.0,0.0,Puebla,Brasileiro,Diego De Buen (Puebla)
Jesús Rodríguez,MEX,GK,30,17.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0,0.0,6.0,3.0,Puebla,Brasileiro,Jesús Rodríguez (Puebla)
Gastón Silva,URU,DF,29,17.0,37.0,23,26.0,10.0,1.0,25.0,41.0,61.0,16.0,30.0,14.0,16.0,16,53.0,79.0,0.0,Puebla,Brasileiro,Gastón Silva (Puebla)
Brayan Angulo,COL,"DF,MF",34,16.8,30.0,20,17.0,12.0,1.0,17.0,33.0,51.5,16.0,10.0,2.0,8.0,18,48.0,24.0,0.0,Puebla,Brasileiro,Brayan Angulo (Puebla)
Guillermo Martínez Ayala,MEX,FW,28,15.0,6.0,1,1.0,3.0,2.0,2.0,7.0,28.6,5.0,9.0,3.0,6.0,1,7.0,17.0,0.0,Puebla,Brasileiro,Guillermo Martínez Ayala (Puebla)
Gustavo Ferrareis,BRA,DF,27,14.4,30.0,17,18.0,10.0,2.0,16.0,33.0,48.5,17.0,13.0,2.0,11.0,16,46.0,35.0,0.0,Puebla,Brasileiro,Gustavo Ferrareis (Puebla)
Pablo González Díaz,MEX,MF,31,14.3,28.0,21,20.0,8.0,0.0,14.0,22.0,63.6,8.0,18.0,13.0,5.0,26,54.0,39.0,0.0,Puebla,Brasileiro,Pablo González Díaz (Puebla)
Kevin Velasco,COL,MF,26,13.1,22.0,12,13.0,7.0,2.0,5.0,14.0,35.7,9.0,10.0,0.0,10.0,6,28.0,5.0,0.0,Puebla,Brasileiro,Kevin Velasco (Puebla)
Sebastián Olmedo,PAR,DF,22,14.0,30.0,19,22.0,8.0,0.0,15.0,28.0,53.6,13.0,23.0,14.0,9.0,24,54.0,65.0,5.0,Puebla,Brasileiro,Sebastián Olmedo (Puebla)
Daniel Álvarez López,MEX,"MF,FW",29,9.4,9.0,7,1.0,7.0,1.0,5.0,15.0,33.3,10.0,10.0,3.0,7.0,5,14.0,6.0,0.0,Puebla,Brasileiro,Daniel Álvarez López (Puebla)
Martín Barragán,MEX,FW,32,9.3,3.0,1,0.0,0.0,3.0,1.0,4.0,25.0,3.0,9.0,2.0,7.0,2,5.0,7.0,0.0,Puebla,Brasileiro,Martín Barragán (Puebla)
Carlos Baltazar,MEX,MF,26,6.1,11.0,8,1.0,9.0,1.0,4.0,6.0,66.7,2.0,5.0,1.0,4.0,3,14.0,6.0,0.0,Puebla,Brasileiro,Carlos Baltazar (Puebla)
Luis García,MEX,"DF,MF",30,4.0,4.0,2,3.0,1.0,0.0,3.0,8.0,37.5,5.0,1.0,0.0,1.0,4,8.0,4.0,0.0,Puebla,Brasileiro,Luis García (Puebla)
Ángel Robles,MEX,"FW,MF",22,3.2,5.0,3,1.0,3.0,1.0,2.0,7.0,28.6,5.0,5.0,0.0,5.0,0,5.0,0.0,0.0,Puebla,Brasileiro,Ángel Robles (Puebla)
Miguel Sansores,MEX,"FW,MF",32,3.5,9.0,6,3.0,5.0,1.0,4.0,9.0,44.4,5.0,3.0,1.0,2.0,2,11.0,4.0,0.0,Puebla,Brasileiro,Miguel Sansores (Puebla)
Federico Mancuello,ARG,MF,34,3.0,4.0,2,1.0,3.0,0.0,1.0,4.0,25.0,3.0,3.0,1.0,2.0,3,7.0,5.0,0.0,Puebla,Brasileiro,Federico Mancuello (Puebla)
Alberto Herrera,MEX,"DF,MF",22,1.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1,2.0,5.0,0.0,Puebla,Brasileiro,Alberto Herrera (Puebla)
Efraín Orona,MEX,"DF,MF",24,1.2,3.0,3,2.0,1.0,0.0,3.0,3.0,100.0,0.0,4.0,3.0,1.0,4,7.0,8.0,0.0,Puebla,Brasileiro,Efraín Orona (Puebla)
Diego Zago,MEX,MF,21,1.0,3.0,3,1.0,2.0,0.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,1,4.0,5.0,0.0,Puebla,Brasileiro,Diego Zago (Puebla)
Gabriel Carabajal,ARG,"MF,FW",32,1.6,6.0,6,0.0,3.0,3.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0,6.0,2.0,0.0,Puebla,Brasileiro,Gabriel Carabajal (Puebla)
Lucas de los Santos,URU,"MF,FW",22,1.5,5.0,2,3.0,1.0,1.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,0,5.0,10.0,0.0,Puebla,Brasileiro,Lucas de los Santos (Puebla)
Daniel Aguilar,MEX,"FW,MF",25,1.3,2.0,0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1,3.0,3.0,0.0,Puebla,Brasileiro,Daniel Aguilar (Puebla)
Facundo Waller,URU,MF,26,0.9,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,Puebla,Brasileiro,Facundo Waller (Puebla)
Fernando Arce Jr.,USA,"MF,DF",27,0.7,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,2.0,1.0,0.0,Puebla,Brasileiro,Fernando Arce Jr. (Puebla)
S. González,MEX,FW,20,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Puebla,Brasileiro,S. González (Puebla)
Emanuel Gularte,URU,DF,26,17.0,28.0,19,21.0,6.0,1.0,8.0,13.0,61.5,5.0,13.0,10.0,3.0,16,44.0,77.0,0.0,Querétaro,Brasileiro,Emanuel Gularte (Querétaro)
Federico Lértora,ARG,MF,33,15.7,34.0,18,13.0,18.0,3.0,13.0,37.0,35.1,24.0,30.0,16.0,14.0,23,57.0,30.0,1.0,Querétaro,Brasileiro,Federico Lértora (Querétaro)
Pablo Barrera,MEX,"MF,FW",36,14.8,23.0,7,5.0,16.0,2.0,7.0,22.0,31.8,15.0,10.0,1.0,9.0,11,34.0,1.0,0.0,Querétaro,Brasileiro,Pablo Barrera (Querétaro)
Kevin Escamilla,MEX,MF,29,13.1,24.0,16,4.0,18.0,2.0,13.0,28.0,46.4,15.0,16.0,4.0,12.0,11,35.0,14.0,0.0,Querétaro,Brasileiro,Kevin Escamilla (Querétaro)
Óscar Manzanarez,MEX,DF,28,11.6,19.0,12,15.0,3.0,1.0,8.0,13.0,61.5,5.0,22.0,8.0,14.0,19,38.0,43.0,0.0,Querétaro,Brasileiro,Óscar Manzanarez (Querétaro)
Omar Israel Mendoza,MEX,DF,35,11.4,24.0,15,19.0,5.0,0.0,15.0,30.0,50.0,15.0,9.0,6.0,3.0,17,41.0,26.0,0.0,Querétaro,Brasileiro,Omar Israel Mendoza (Querétaro)
Raúl Sandoval,MEX,"DF,MF",23,12.0,16.0,6,10.0,6.0,0.0,9.0,18.0,50.0,9.0,11.0,2.0,9.0,10,26.0,21.0,0.0,Querétaro,Brasileiro,Raúl Sandoval (Querétaro)
Guillermo Allison,MEX,GK,33,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,4.0,2.0,Querétaro,Brasileiro,Guillermo Allison (Querétaro)
Jaime Gómez Valencia,MEX,"DF,MF",30,10.3,27.0,14,15.0,8.0,4.0,13.0,24.0,54.2,11.0,7.0,1.0,6.0,8,35.0,13.0,0.0,Querétaro,Brasileiro,Jaime Gómez Valencia (Querétaro)
José Zúñiga,COL,FW,29,9.5,5.0,1,1.0,1.0,3.0,2.0,6.0,33.3,4.0,2.0,0.0,2.0,2,7.0,3.0,0.0,Querétaro,Brasileiro,José Zúñiga (Querétaro)
Miguel Barbieri,ARG,DF,30,8.6,17.0,15,14.0,3.0,0.0,8.0,14.0,57.1,6.0,14.0,9.0,5.0,16,33.0,55.0,0.0,Querétaro,Brasileiro,Miguel Barbieri (Querétaro)
Jordan Sierra,ECU,"MF,FW",26,9.0,19.0,11,7.0,11.0,1.0,8.0,22.0,36.4,14.0,9.0,2.0,7.0,11,30.0,4.0,0.0,Querétaro,Brasileiro,Jordan Sierra (Querétaro)
Camilo Sanvezzo,BRA,"FW,MF",35,6.6,6.0,3,1.0,2.0,3.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,1,7.0,6.0,0.0,Querétaro,Brasileiro,Camilo Sanvezzo (Querétaro)
Ettson Ayon,MEX,"FW,MF",22,5.4,1.0,0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,1,2.0,3.0,0.0,Querétaro,Brasileiro,Ettson Ayon (Querétaro)
Fernando Tapia Méndez,MEX,GK,22,5.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Querétaro,Brasileiro,Fernando Tapia Méndez (Querétaro)
Ángel Sepúlveda,MEX,FW,32,3.6,5.0,4,2.0,3.0,0.0,3.0,5.0,60.0,2.0,2.0,1.0,1.0,0,5.0,0.0,0.0,Querétaro,Brasileiro,Ángel Sepúlveda (Querétaro)
Jonathan Perlaza,ECU,DF,26,3.1,13.0,10,7.0,5.0,1.0,4.0,6.0,66.7,2.0,3.0,0.0,3.0,6,19.0,8.0,0.0,Querétaro,Brasileiro,Jonathan Perlaza (Querétaro)
Marco García,MEX,MF,23,3.1,6.0,3,3.0,3.0,0.0,1.0,8.0,12.5,7.0,1.0,0.0,1.0,1,7.0,2.0,0.0,Querétaro,Brasileiro,Marco García (Querétaro)
Nicolás Cordero,ARG,FW,24,3.5,4.0,1,2.0,1.0,1.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,2,6.0,8.0,0.0,Querétaro,Brasileiro,Nicolás Cordero (Querétaro)
Joaquín Montecinos,CHI,"FW,MF",28,2.6,1.0,0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,2,3.0,2.0,0.0,Querétaro,Brasileiro,Joaquín Montecinos (Querétaro)
Pablo Ortiz,MEX,DF,21,2.4,9.0,5,7.0,2.0,0.0,5.0,10.0,50.0,5.0,3.0,0.0,3.0,4,13.0,9.0,1.0,Querétaro,Brasileiro,Pablo Ortiz (Querétaro)
Rodrigo López,MEX,MF,36,1.6,4.0,3,1.0,2.0,1.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,1,5.0,0.0,0.0,Querétaro,Brasileiro,Rodrigo López (Querétaro)
Mauro Laínez,MEX,"MF,FW",27,2.2,3.0,0,2.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,0,3.0,2.0,0.0,Querétaro,Brasileiro,Mauro Laínez (Querétaro)
Alberto García Jr.,MEX,"MF,FW",30,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Querétaro,Brasileiro,Alberto García Jr. (Querétaro)
Paolo Yrizar,MEX,MF,26,0.2,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Querétaro,Brasileiro,Paolo Yrizar (Querétaro)
Jonathan Torres,ARG,MF,27,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Querétaro,Brasileiro,Jonathan Torres (Querétaro)
Marco González,MEX,MF,21,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Querétaro,Brasileiro,Marco González (Querétaro)
Omar Campos,MEX,DF,21,16.7,50.0,30,31.0,16.0,3.0,25.0,52.0,48.1,27.0,25.0,6.0,19.0,18,68.0,32.0,0.0,Santos,Brasileiro,Omar Campos (Santos)
Harold Preciado,COL,FW,29,15.7,7.0,3,0.0,4.0,3.0,2.0,6.0,33.3,4.0,10.0,2.0,8.0,1,8.0,17.0,0.0,Santos,Brasileiro,Harold Preciado (Santos)
Alan Cervantes,MEX,MF,25,15.4,21.0,13,7.0,13.0,1.0,8.0,24.0,33.3,16.0,15.0,6.0,9.0,10,31.0,19.0,2.0,Santos,Brasileiro,Alan Cervantes (Santos)
Emerson Rodríguez,COL,"FW,MF",23,13.6,23.0,15,8.0,10.0,5.0,9.0,24.0,37.5,15.0,19.0,2.0,17.0,3,26.0,7.0,0.0,Santos,Brasileiro,Emerson Rodríguez (Santos)
Juan Brunetta,ARG,"MF,FW",26,15.7,17.0,14,0.0,13.0,4.0,4.0,8.0,50.0,4.0,17.0,0.0,17.0,4,21.0,5.0,0.0,Santos,Brasileiro,Juan Brunetta (Santos)
Félix Torres Caicedo,ECU,DF,26,15.1,16.0,12,15.0,1.0,0.0,6.0,9.0,66.7,3.0,20.0,14.0,6.0,39,55.0,77.0,0.0,Santos,Brasileiro,Félix Torres Caicedo (Santos)
Duván Vergara,COL,"FW,MF",27,11.0,14.0,8,7.0,7.0,0.0,3.0,11.0,27.3,8.0,6.0,0.0,6.0,9,23.0,4.0,0.0,Santos,Brasileiro,Duván Vergara (Santos)
Pedro Aquino,PER,MF,28,9.8,34.0,23,13.0,20.0,1.0,15.0,27.0,55.6,12.0,10.0,6.0,4.0,13,47.0,28.0,0.0,Santos,Brasileiro,Pedro Aquino (Santos)
