Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Luis Olivas,MEX,DF,23,9.5,560.0,65.0,279.0,243.0,43.0,4.0,560.0,5.0,2.0,40.0,3.0,60.0,329.0,1765.0,1027.0,8.0,9.0,0.0,3.0,1.0,360.0,5.0,Mazatlán,Brasileiro,Luis Olivas (Mazatlán)
Alan Medina,MEX,"FW,MF",26,7.5,322.0,1.0,48.0,172.0,117.0,8.0,322.0,35.0,17.0,48.6,16.0,45.7,231.0,2053.0,841.0,28.0,26.0,3.0,27.0,21.0,233.0,41.0,Mazatlán,Brasileiro,Alan Medina (Mazatlán)
Arnaud Ake,CIV,FW,25,5.9,163.0,6.0,11.0,72.0,83.0,23.0,163.0,11.0,3.0,27.3,7.0,63.6,87.0,489.0,162.0,5.0,7.0,2.0,27.0,9.0,118.0,22.0,Mazatlán,Brasileiro,Arnaud Ake (Mazatlán)
Nicolás Benedetti,COL,"MF,FW",26,5.9,314.0,0.0,18.0,139.0,165.0,27.0,313.0,25.0,9.0,36.0,15.0,60.0,214.0,1176.0,593.0,18.0,17.0,9.0,20.0,21.0,236.0,36.0,Mazatlán,Brasileiro,Nicolás Benedetti (Mazatlán)
Andres Montaño,MEX,MF,21,4.7,236.0,9.0,39.0,151.0,46.0,2.0,236.0,8.0,5.0,62.5,3.0,37.5,143.0,749.0,414.0,8.0,7.0,1.0,5.0,4.0,174.0,8.0,Mazatlán,Brasileiro,Andres Montaño (Mazatlán)
Eduard Bello,VEN,"FW,MF",28,7.2,339.0,16.0,67.0,136.0,142.0,20.0,338.0,18.0,7.0,38.9,9.0,50.0,197.0,1123.0,479.0,16.0,15.0,2.0,17.0,7.0,203.0,64.0,Mazatlán,Brasileiro,Eduard Bello (Mazatlán)
José Madueña,MEX,DF,33,5.5,262.0,17.0,73.0,150.0,43.0,2.0,262.0,7.0,3.0,42.9,3.0,42.9,125.0,638.0,292.0,8.0,5.0,2.0,6.0,1.0,143.0,12.0,Mazatlán,Brasileiro,José Madueña (Mazatlán)
José Joaquín Esquivel,MEX,MF,25,5.2,209.0,10.0,53.0,119.0,37.0,9.0,209.0,7.0,3.0,42.9,4.0,57.1,120.0,528.0,195.0,3.0,4.0,0.0,3.0,3.0,139.0,10.0,Mazatlán,Brasileiro,José Joaquín Esquivel (Mazatlán)
Ventura Alvarado,USA,DF,31,4.5,252.0,31.0,159.0,90.0,4.0,2.0,252.0,1.0,0.0,0.0,1.0,100.0,126.0,591.0,181.0,0.0,1.0,0.0,3.0,0.0,139.0,0.0,Mazatlán,Brasileiro,Ventura Alvarado (Mazatlán)
Francisco Eduardo Venegas,MEX,DF,25,4.5,295.0,14.0,106.0,123.0,70.0,12.0,295.0,7.0,4.0,57.1,3.0,42.9,154.0,697.0,413.0,4.0,1.0,3.0,6.0,4.0,170.0,23.0,Mazatlán,Brasileiro,Francisco Eduardo Venegas (Mazatlán)
Néstor Vidrio,MEX,DF,34,3.2,154.0,32.0,94.0,57.0,6.0,0.0,154.0,2.0,2.0,100.0,0.0,0.0,69.0,286.0,156.0,1.0,1.0,0.0,2.0,0.0,80.0,1.0,Mazatlán,Brasileiro,Néstor Vidrio (Mazatlán)
Lucas Merolla,ARG,DF,28,3.1,164.0,33.0,108.0,54.0,5.0,4.0,164.0,2.0,1.0,50.0,1.0,50.0,75.0,384.0,240.0,0.0,0.0,0.0,2.0,0.0,82.0,0.0,Mazatlán,Brasileiro,Lucas Merolla (Mazatlán)
Ramiro Árciga,MEX,"MF,FW",19,2.4,124.0,3.0,28.0,53.0,44.0,4.0,124.0,5.0,4.0,80.0,1.0,20.0,59.0,336.0,84.0,1.0,6.0,1.0,9.0,2.0,79.0,21.0,Mazatlán,Brasileiro,Ramiro Árciga (Mazatlán)
Raúl Camacho,MEX,FW,21,2.0,83.0,5.0,6.0,46.0,31.0,8.0,83.0,3.0,3.0,100.0,0.0,0.0,45.0,237.0,36.0,1.0,1.0,0.0,13.0,4.0,55.0,12.0,Mazatlán,Brasileiro,Raúl Camacho (Mazatlán)
Ricardo Gutiérrez,MEX,GK,26,1.7,63.0,56.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,38.0,225.0,130.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,Mazatlán,Brasileiro,Ricardo Gutiérrez (Mazatlán)
Roberto Meraz,MEX,MF,24,1.1,34.0,0.0,8.0,19.0,8.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,19.0,66.0,12.0,0.0,0.0,0.0,1.0,1.0,25.0,5.0,Mazatlán,Brasileiro,Roberto Meraz (Mazatlán)
Miguel Sansores,MEX,"FW,MF",32,0.8,36.0,2.0,7.0,17.0,12.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,13.0,91.0,61.0,2.0,2.0,0.0,4.0,0.0,27.0,1.0,Mazatlán,Brasileiro,Miguel Sansores (Mazatlán)
Omar Moreno,MEX,"FW,DF",18,0.6,19.0,0.0,0.0,7.0,12.0,2.0,19.0,2.0,2.0,100.0,0.0,0.0,15.0,61.0,30.0,1.0,0.0,1.0,0.0,1.0,17.0,3.0,Mazatlán,Brasileiro,Omar Moreno (Mazatlán)
Edson Mata,MEX,DF,20,0.3,12.0,1.0,9.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,Mazatlán,Brasileiro,Edson Mata (Mazatlán)
Esteban Andrada,ARG,GK,32,16.0,698.0,520.0,696.0,2.0,0.0,0.0,698.0,3.0,2.0,66.7,1.0,33.3,419.0,2556.0,1758.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,Monterrey,Brasileiro,Esteban Andrada (Monterrey)
Maximiliano Meza,ARG,"MF,FW",31,12.3,738.0,12.0,62.0,353.0,339.0,43.0,737.0,47.0,23.0,48.9,19.0,40.4,429.0,2690.0,1420.0,41.0,36.0,11.0,24.0,23.0,534.0,112.0,Monterrey,Brasileiro,Maximiliano Meza (Monterrey)
Stefan Medina,COL,DF,31,13.0,898.0,54.0,277.0,453.0,177.0,14.0,898.0,15.0,8.0,53.3,6.0,40.0,435.0,2366.0,1177.0,16.0,10.0,3.0,13.0,5.0,574.0,57.0,Monterrey,Brasileiro,Stefan Medina (Monterrey)
Luis Romo,MEX,MF,28,12.8,970.0,25.0,158.0,593.0,225.0,31.0,970.0,23.0,13.0,56.5,10.0,43.5,514.0,2399.0,1207.0,20.0,25.0,1.0,24.0,10.0,705.0,50.0,Monterrey,Brasileiro,Luis Romo (Monterrey)
Víctor Guzmán,MEX,DF,21,12.5,702.0,77.0,366.0,324.0,18.0,5.0,702.0,8.0,5.0,62.5,3.0,37.5,333.0,1723.0,1039.0,5.0,5.0,0.0,10.0,3.0,446.0,1.0,Monterrey,Brasileiro,Víctor Guzmán (Monterrey)
Rogelio Funes Mori,MEX,FW,32,11.4,300.0,8.0,14.0,144.0,145.0,43.0,299.0,8.0,1.0,12.5,5.0,62.5,146.0,627.0,251.0,5.0,4.0,2.0,24.0,13.0,236.0,77.0,Monterrey,Brasileiro,Rogelio Funes Mori (Monterrey)
Sebastián Vegas,CHI,DF,27,13.2,787.0,99.0,380.0,326.0,84.0,15.0,787.0,7.0,4.0,57.1,2.0,28.6,393.0,1998.0,1098.0,9.0,7.0,1.0,6.0,5.0,495.0,23.0,Monterrey,Brasileiro,Sebastián Vegas (Monterrey)
Jesús Gallardo,MEX,DF,29,12.1,748.0,35.0,166.0,369.0,222.0,27.0,748.0,19.0,10.0,52.6,8.0,42.1,330.0,1967.0,1159.0,27.0,26.0,8.0,11.0,6.0,428.0,82.0,Monterrey,Brasileiro,Jesús Gallardo (Monterrey)
Jordi Cortizo,MEX,"MF,FW",27,7.6,457.0,4.0,44.0,207.0,212.0,22.0,457.0,38.0,27.0,71.1,7.0,18.4,293.0,1751.0,755.0,20.0,17.0,4.0,29.0,11.0,346.0,64.0,Monterrey,Brasileiro,Jordi Cortizo (Monterrey)
Omar Govea,MEX,MF,27,9.9,805.0,27.0,163.0,546.0,99.0,0.0,805.0,4.0,3.0,75.0,1.0,25.0,423.0,2233.0,891.0,6.0,10.0,0.0,11.0,8.0,600.0,16.0,Monterrey,Brasileiro,Omar Govea (Monterrey)
Héctor Moreno,MEX,DF,35,7.7,530.0,53.0,243.0,280.0,7.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,272.0,1779.0,1308.0,12.0,1.0,0.0,1.0,1.0,375.0,1.0,Monterrey,Brasileiro,Héctor Moreno (Monterrey)
Jesús Corona,MEX,"MF,FW",30,6.6,406.0,3.0,31.0,169.0,210.0,23.0,406.0,51.0,24.0,47.1,23.0,45.1,252.0,1814.0,735.0,24.0,13.0,6.0,24.0,15.0,324.0,75.0,Monterrey,Brasileiro,Jesús Corona (Monterrey)
Jonathan González,MEX,MF,24,6.6,373.0,16.0,96.0,261.0,20.0,0.0,373.0,3.0,2.0,66.7,1.0,33.3,219.0,849.0,384.0,2.0,4.0,0.0,3.0,3.0,274.0,2.0,Monterrey,Brasileiro,Jonathan González (Monterrey)
Alfonso González,MEX,"MF,FW",29,5.6,300.0,1.0,32.0,144.0,130.0,13.0,300.0,10.0,7.0,70.0,2.0,20.0,141.0,779.0,346.0,8.0,10.0,1.0,11.0,5.0,204.0,45.0,Monterrey,Brasileiro,Alfonso González (Monterrey)
Germán Berterame,ARG,"FW,MF",25,6.1,228.0,6.0,15.0,106.0,107.0,25.0,228.0,12.0,9.0,75.0,2.0,16.7,122.0,630.0,254.0,9.0,10.0,3.0,20.0,3.0,177.0,37.0,Monterrey,Brasileiro,Germán Berterame (Monterrey)
Érick Aguirre,MEX,DF,26,5.1,288.0,14.0,79.0,128.0,81.0,7.0,288.0,1.0,0.0,0.0,0.0,0.0,114.0,525.0,294.0,7.0,6.0,0.0,1.0,0.0,164.0,40.0,Monterrey,Brasileiro,Érick Aguirre (Monterrey)
Sergio Canales,ESP,"FW,MF",32,4.2,225.0,1.0,5.0,94.0,129.0,13.0,223.0,8.0,6.0,75.0,1.0,12.5,134.0,725.0,351.0,13.0,12.0,2.0,9.0,4.0,174.0,34.0,Monterrey,Brasileiro,Sergio Canales (Monterrey)
Joao Joshimar Rojas,ECU,"MF,FW",26,4.4,242.0,2.0,15.0,75.0,154.0,20.0,242.0,20.0,7.0,35.0,12.0,60.0,158.0,1190.0,500.0,16.0,12.0,9.0,11.0,13.0,183.0,57.0,Monterrey,Brasileiro,Joao Joshimar Rojas (Monterrey)
César Bustos,MEX,DF,18,3.1,157.0,4.0,51.0,84.0,23.0,4.0,157.0,3.0,2.0,66.7,0.0,0.0,59.0,282.0,160.0,5.0,4.0,1.0,4.0,1.0,83.0,9.0,Monterrey,Brasileiro,César Bustos (Monterrey)
Ali Ávila,MEX,FW,20,3.0,60.0,4.0,7.0,23.0,30.0,10.0,60.0,1.0,1.0,100.0,0.0,0.0,32.0,113.0,34.0,0.0,0.0,1.0,4.0,2.0,43.0,15.0,Monterrey,Brasileiro,Ali Ávila (Monterrey)
Celso Ortiz,PAR,MF,34,2.1,138.0,4.0,41.0,88.0,10.0,0.0,138.0,1.0,0.0,0.0,0.0,0.0,73.0,287.0,111.0,1.0,1.0,0.0,0.0,1.0,95.0,3.0,Monterrey,Brasileiro,Celso Ortiz (Monterrey)
César Garza,MEX,"MF,FW",18,2.8,163.0,4.0,24.0,105.0,34.0,8.0,163.0,6.0,4.0,66.7,1.0,16.7,102.0,762.0,272.0,6.0,4.0,2.0,3.0,4.0,119.0,18.0,Monterrey,Brasileiro,César Garza (Monterrey)
Daniel Alexis Parra,MEX,DF,24,1.0,67.0,3.0,14.0,38.0,15.0,2.0,67.0,2.0,0.0,0.0,2.0,100.0,22.0,108.0,27.0,0.0,0.0,0.0,1.0,2.0,48.0,7.0,Monterrey,Brasileiro,Daniel Alexis Parra (Monterrey)
Luis Cárdenas,MEX,GK,30,1.0,61.0,39.0,61.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,36.0,186.0,144.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,Monterrey,Brasileiro,Luis Cárdenas (Monterrey)
Victor Lopez,MEX,"MF,FW",20,2.3,153.0,0.0,12.0,63.0,80.0,8.0,153.0,14.0,4.0,28.6,9.0,64.3,88.0,536.0,287.0,7.0,9.0,1.0,7.0,4.0,119.0,26.0,Monterrey,Brasileiro,Victor Lopez (Monterrey)
Rodrigo Aguirre,URU,"FW,MF",29,1.7,71.0,0.0,3.0,24.0,44.0,16.0,71.0,4.0,1.0,25.0,3.0,75.0,46.0,366.0,154.0,6.0,4.0,4.0,8.0,4.0,62.0,13.0,Monterrey,Brasileiro,Rodrigo Aguirre (Monterrey)
Ángel Jordán Acosta,MEX,"MF,FW",18,0.5,14.0,0.0,0.0,11.0,4.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,8.0,42.0,29.0,2.0,2.0,0.0,4.0,0.0,9.0,1.0,Monterrey,Brasileiro,Ángel Jordán Acosta (Monterrey)
Edson Gutiérrez,MEX,DF,27,0.4,22.0,2.0,16.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Monterrey,Brasileiro,Edson Gutiérrez (Monterrey)
Isidro Suárez,MEX,FW,20,0.2,9.0,0.0,2.0,4.0,3.0,1.0,9.0,1.0,0.0,0.0,1.0,100.0,7.0,34.0,12.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,Monterrey,Brasileiro,Isidro Suárez (Monterrey)
Joaquín Moxica,MEX,FW,17,0.2,9.0,1.0,1.0,3.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,Monterrey,Brasileiro,Joaquín Moxica (Monterrey)
Kevin Ortega,MEX,"MF,FW",21,0.2,29.0,0.0,3.0,18.0,8.0,0.0,29.0,1.0,1.0,100.0,0.0,0.0,12.0,63.0,29.0,1.0,0.0,0.0,2.0,0.0,18.0,1.0,Monterrey,Brasileiro,Kevin Ortega (Monterrey)
Ricardo Rentería,MEX,FW,21,0.1,4.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Monterrey,Brasileiro,Ricardo Rentería (Monterrey)
Alexis Francisco Peña,MEX,DF,27,17.0,765.0,118.0,406.0,324.0,40.0,14.0,765.0,4.0,1.0,25.0,2.0,50.0,369.0,1671.0,871.0,4.0,2.0,0.0,7.0,2.0,410.0,4.0,Necaxa,Brasileiro,Alexis Francisco Peña (Necaxa)
Bryan Garnica,MEX,MF,27,14.9,632.0,12.0,92.0,190.0,361.0,32.0,632.0,47.0,24.0,51.1,17.0,36.2,334.0,1728.0,791.0,30.0,17.0,9.0,28.0,21.0,351.0,107.0,Necaxa,Brasileiro,Bryan Garnica (Necaxa)
Alán Montes,MEX,DF,23,14.6,809.0,110.0,465.0,325.0,32.0,21.0,809.0,11.0,6.0,54.5,4.0,36.4,391.0,2347.0,1469.0,7.0,2.0,0.0,12.0,3.0,399.0,3.0,Necaxa,Brasileiro,Alán Montes (Necaxa)
Facundo Batista,URU,FW,24,12.3,291.0,27.0,36.0,109.0,148.0,46.0,289.0,11.0,7.0,63.6,3.0,27.3,115.0,423.0,180.0,9.0,3.0,4.0,29.0,7.0,175.0,38.0,Necaxa,Brasileiro,Facundo Batista (Necaxa)
Fernando Arce Jr.,USA,MF,27,10.9,484.0,29.0,150.0,286.0,53.0,6.0,484.0,8.0,4.0,50.0,3.0,37.5,207.0,1113.0,504.0,4.0,1.0,0.0,10.0,5.0,227.0,10.0,Necaxa,Brasileiro,Fernando Arce Jr. (Necaxa)
Raúl Gudiño,MEX,GK,27,9.5,317.0,277.0,316.0,1.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,134.0,672.0,460.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,Necaxa,Brasileiro,Raúl Gudiño (Necaxa)
Jorge Rodríguez,MEX,DF,22,9.5,462.0,33.0,150.0,228.0,93.0,12.0,462.0,10.0,8.0,80.0,2.0,20.0,163.0,817.0,454.0,15.0,7.0,0.0,8.0,5.0,180.0,15.0,Necaxa,Brasileiro,Jorge Rodríguez (Necaxa)
Édgar Méndez,ESP,"FW,MF",33,8.5,275.0,6.0,21.0,108.0,150.0,34.0,275.0,14.0,7.0,50.0,6.0,42.9,162.0,692.0,223.0,6.0,7.0,2.0,24.0,16.0,205.0,44.0,Necaxa,Brasileiro,Édgar Méndez (Necaxa)
Heriberto Jurado,MEX,MF,18,6.6,242.0,5.0,33.0,106.0,109.0,12.0,242.0,32.0,16.0,50.0,16.0,50.0,121.0,1007.0,424.0,17.0,14.0,3.0,15.0,9.0,133.0,24.0,Necaxa,Brasileiro,Heriberto Jurado (Necaxa)
Jair Cortés,MEX,"DF,MF",23,8.3,458.0,28.0,137.0,203.0,123.0,8.0,458.0,10.0,3.0,30.0,6.0,60.0,200.0,1015.0,565.0,16.0,15.0,5.0,12.0,8.0,211.0,32.0,Necaxa,Brasileiro,Jair Cortés (Necaxa)
Emilio Martínez González,MEX,DF,20,7.5,370.0,27.0,109.0,185.0,76.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,134.0,584.0,259.0,5.0,12.0,0.0,8.0,6.0,160.0,17.0,Necaxa,Brasileiro,Emilio Martínez González (Necaxa)
Ezequiel Unsain,ARG,GK,28,7.5,220.0,184.0,218.0,2.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,95.0,597.0,336.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,Necaxa,Brasileiro,Ezequiel Unsain (Necaxa)
Ricardo Monreal,MEX,FW,22,6.3,273.0,2.0,13.0,105.0,163.0,29.0,273.0,33.0,15.0,45.5,16.0,48.5,168.0,936.0,387.0,21.0,14.0,6.0,29.0,16.0,200.0,44.0,Necaxa,Brasileiro,Ricardo Monreal (Necaxa)
Agustín Oliveros,URU,DF,25,6.0,256.0,21.0,86.0,121.0,49.0,5.0,256.0,4.0,1.0,25.0,2.0,50.0,108.0,504.0,221.0,2.0,3.0,0.0,8.0,2.0,125.0,10.0,Necaxa,Brasileiro,Agustín Oliveros (Necaxa)
Vicente Poggi,URU,MF,21,5.8,291.0,9.0,62.0,178.0,57.0,2.0,291.0,9.0,6.0,66.7,3.0,33.3,141.0,686.0,359.0,9.0,11.0,0.0,7.0,8.0,156.0,13.0,Necaxa,Brasileiro,Vicente Poggi (Necaxa)
Andrés Colorado,COL,MF,25,5.7,233.0,15.0,54.0,139.0,43.0,5.0,233.0,6.0,4.0,66.7,1.0,16.7,112.0,565.0,241.0,2.0,7.0,0.0,11.0,2.0,143.0,10.0,Necaxa,Brasileiro,Andrés Colorado (Necaxa)
Alejandro Andrade,MEX,MF,22,4.3,159.0,8.0,39.0,87.0,35.0,2.0,159.0,6.0,4.0,66.7,2.0,33.3,65.0,390.0,137.0,1.0,5.0,0.0,5.0,1.0,73.0,2.0,Necaxa,Brasileiro,Alejandro Andrade (Necaxa)
Cristian González Bautista,MEX,"DF,MF",25,4.4,200.0,4.0,61.0,90.0,53.0,2.0,200.0,6.0,4.0,66.7,2.0,33.3,99.0,566.0,313.0,8.0,8.0,1.0,8.0,4.0,106.0,13.0,Necaxa,Brasileiro,Cristian González Bautista (Necaxa)
Jhon Chancellor,VEN,DF,31,4.3,202.0,35.0,120.0,78.0,6.0,1.0,202.0,1.0,0.0,0.0,1.0,100.0,89.0,524.0,308.0,2.0,1.0,0.0,4.0,2.0,89.0,1.0,Necaxa,Brasileiro,Jhon Chancellor (Necaxa)
Diego Gómez,MEX,"MF,FW",20,3.4,121.0,3.0,32.0,70.0,20.0,5.0,121.0,3.0,1.0,33.3,2.0,66.7,55.0,187.0,77.0,0.0,2.0,0.0,7.0,2.0,55.0,4.0,Necaxa,Brasileiro,Diego Gómez (Necaxa)
José Joaquín Esquivel,MEX,MF,25,3.0,112.0,5.0,29.0,75.0,10.0,0.0,112.0,3.0,1.0,33.3,1.0,33.3,51.0,159.0,82.0,1.0,1.0,1.0,1.0,2.0,58.0,4.0,Necaxa,Brasileiro,José Joaquín Esquivel (Necaxa)
Fabricio Formiliano,URU,DF,30,2.8,132.0,25.0,78.0,51.0,3.0,3.0,132.0,0.0,0.0,0.0,0.0,0.0,57.0,171.0,62.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,Necaxa,Brasileiro,Fabricio Formiliano (Necaxa)
Braian Samudio,PAR,"MF,FW",28,3.8,220.0,3.0,19.0,105.0,98.0,13.0,220.0,5.0,1.0,20.0,4.0,80.0,119.0,735.0,221.0,6.0,5.0,0.0,15.0,8.0,163.0,23.0,Necaxa,Brasileiro,Braian Samudio (Necaxa)
Daniel Mantilla,COL,"MF,FW",27,3.0,116.0,2.0,20.0,45.0,52.0,11.0,116.0,7.0,5.0,71.4,2.0,28.6,67.0,422.0,74.0,4.0,1.0,3.0,13.0,7.0,80.0,28.0,Necaxa,Brasileiro,Daniel Mantilla (Necaxa)
Rogelio Cortéz Pineda,MEX,MF,19,2.1,82.0,4.0,18.0,47.0,19.0,1.0,82.0,1.0,1.0,100.0,0.0,0.0,38.0,232.0,127.0,3.0,2.0,0.0,4.0,1.0,39.0,1.0,Necaxa,Brasileiro,Rogelio Cortéz Pineda (Necaxa)
Maximiliano Silvera,URU,FW,26,1.2,38.0,0.0,1.0,18.0,19.0,10.0,38.0,3.0,1.0,33.3,1.0,33.3,30.0,132.0,9.0,1.0,0.0,2.0,5.0,5.0,31.0,9.0,Necaxa,Brasileiro,Maximiliano Silvera (Necaxa)
Alfredo Gutierrez,MEX,DF,20,0.9,33.0,2.0,19.0,13.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,88.0,52.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,Necaxa,Brasileiro,Alfredo Gutierrez (Necaxa)
Misael Domínguez,MEX,"MF,DF",24,1.2,84.0,0.0,3.0,29.0,55.0,2.0,84.0,6.0,3.0,50.0,2.0,33.3,58.0,462.0,327.0,9.0,8.0,0.0,4.0,2.0,65.0,13.0,Necaxa,Brasileiro,Misael Domínguez (Necaxa)
Waldo Madrid,MEX,"DF,FW",20,0.5,26.0,1.0,6.0,7.0,13.0,2.0,26.0,2.0,2.0,100.0,0.0,0.0,14.0,71.0,26.0,1.0,0.0,0.0,3.0,1.0,15.0,6.0,Necaxa,Brasileiro,Waldo Madrid (Necaxa)
Arath Moreno,MEX,MF,18,0.4,25.0,0.0,6.0,15.0,4.0,0.0,25.0,1.0,0.0,0.0,1.0,100.0,12.0,61.0,25.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,Necaxa,Brasileiro,Arath Moreno (Necaxa)
César López,MEX,FW,21,0.1,4.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,Necaxa,Brasileiro,César López (Necaxa)
Alek Álvarez,MEX,DF,20,0.1,9.0,1.0,4.0,4.0,1.0,0.0,9.0,1.0,1.0,100.0,0.0,0.0,5.0,51.0,38.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,Necaxa,Brasileiro,Alek Álvarez (Necaxa)
Miguel Rodríguez,MEX,DF,20,16.7,1011.0,31.0,297.0,489.0,240.0,22.0,1011.0,42.0,20.0,47.6,21.0,50.0,482.0,2882.0,1488.0,41.0,29.0,13.0,33.0,17.0,480.0,66.0,Pachuca,Brasileiro,Miguel Rodríguez (Pachuca)
Gustavo Cabral,ARG,DF,38,16.0,887.0,82.0,404.0,462.0,30.0,17.0,886.0,2.0,1.0,50.0,1.0,50.0,449.0,1783.0,882.0,2.0,2.0,0.0,3.0,6.0,466.0,0.0,Pachuca,Brasileiro,Gustavo Cabral (Pachuca)
Sergio Barreto,ARG,DF,24,15.3,828.0,98.0,411.0,404.0,19.0,12.0,828.0,1.0,0.0,0.0,1.0,100.0,361.0,1542.0,743.0,5.0,1.0,0.0,14.0,0.0,369.0,1.0,Pachuca,Brasileiro,Sergio Barreto (Pachuca)
Carlos Moreno,MEX,GK,25,14.0,443.0,385.0,442.0,1.0,0.0,0.0,443.0,1.0,0.0,0.0,1.0,100.0,182.0,920.0,588.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,Pachuca,Brasileiro,Carlos Moreno (Pachuca)
Erick Sánchez,MEX,"MF,FW",24,12.8,878.0,22.0,137.0,541.0,214.0,12.0,878.0,33.0,18.0,54.5,11.0,33.3,501.0,2912.0,1664.0,31.0,40.0,3.0,28.0,11.0,556.0,37.0,Pachuca,Brasileiro,Erick Sánchez (Pachuca)
Lucas Di Yorio,ARG,FW,27,11.3,358.0,13.0,21.0,138.0,202.0,68.0,358.0,26.0,8.0,30.8,16.0,61.5,187.0,1335.0,522.0,25.0,14.0,14.0,26.0,20.0,264.0,71.0,Pachuca,Brasileiro,Lucas Di Yorio (Pachuca)
Elias Montiel,MEX,MF,18,10.0,562.0,11.0,77.0,391.0,103.0,5.0,562.0,23.0,15.0,65.2,8.0,34.8,362.0,2092.0,994.0,19.0,16.0,1.0,19.0,20.0,393.0,21.0,Pachuca,Brasileiro,Elias Montiel (Pachuca)
Roberto de la Rosa,MEX,"FW,MF",23,8.7,387.0,12.0,28.0,188.0,175.0,33.0,387.0,20.0,10.0,50.0,10.0,50.0,246.0,1359.0,549.0,15.0,14.0,5.0,28.0,9.0,296.0,76.0,Pachuca,Brasileiro,Roberto de la Rosa (Pachuca)
José Castillo Pérez,MEX,DF,22,8.3,624.0,30.0,159.0,306.0,164.0,20.0,624.0,7.0,2.0,28.6,5.0,71.4,308.0,1652.0,868.0,20.0,16.0,5.0,8.0,7.0,323.0,40.0,Pachuca,Brasileiro,José Castillo Pérez (Pachuca)
Marino Hinestroza,COL,"MF,FW",21,7.7,371.0,2.0,30.0,184.0,166.0,25.0,371.0,51.0,27.0,52.9,21.0,41.2,261.0,1830.0,855.0,21.0,19.0,8.0,29.0,20.0,273.0,61.0,Pachuca,Brasileiro,Marino Hinestroza (Pachuca)
David Terans,URU,"MF,FW",29,6.1,293.0,1.0,10.0,137.0,148.0,22.0,293.0,13.0,9.0,69.2,4.0,30.8,176.0,997.0,471.0,13.0,10.0,5.0,20.0,6.0,203.0,34.0,Pachuca,Brasileiro,David Terans (Pachuca)
Byron Castillo,ECU,DF,25,7.3,460.0,23.0,106.0,219.0,139.0,7.0,460.0,23.0,6.0,26.1,11.0,47.8,225.0,1086.0,514.0,16.0,13.0,2.0,14.0,8.0,256.0,45.0,Pachuca,Brasileiro,Byron Castillo (Pachuca)
Jesús Hernández,MEX,"MF,FW",22,5.9,317.0,5.0,35.0,134.0,150.0,28.0,317.0,19.0,10.0,52.6,9.0,47.4,195.0,1316.0,615.0,27.0,9.0,12.0,28.0,21.0,224.0,50.0,Pachuca,Brasileiro,Jesús Hernández (Pachuca)
Celso Ortiz,PAR,MF,34,5.6,330.0,19.0,72.0,229.0,34.0,6.0,330.0,3.0,2.0,66.7,1.0,33.3,167.0,776.0,329.0,4.0,5.0,1.0,6.0,5.0,174.0,3.0,Pachuca,Brasileiro,Celso Ortiz (Pachuca)
