Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Rodrigo Lugo,ARG,GK,31.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Rodrigo Lugo (CA Huracán)
Alexis Martínez,ARG,DF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Alexis Martínez (CA Huracán)
Leonel Pérez,ARG,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Leonel Pérez (CA Huracán)
Milton Ríos,ARG,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Milton Ríos (CA Huracán)
Iván Valenzuela,ARG,MF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Iván Valenzuela (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,25,2225.0,89.0,91.6,24.7,25,89.0,24,0,0.0,1,1.2,18.0,18.0,0.0,0.0,2.63,20.4,24.7,-4.3,-0.17,0.81,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,24,1887.0,79.0,77.7,21.0,24,79.0,9,0,0.0,2,1.13,12.0,16.0,-4.0,-0.19,0.14,15.1,19.0,-3.9,-0.19,0.24,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,22,1970.0,90.0,81.1,21.9,22,90.0,21,0,0.0,1,1.14,15.0,20.0,-5.0,-0.23,-0.03,18.1,23.6,-5.6,-0.25,-0.07,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,22,1860.0,85.0,76.5,20.7,22,85.0,11,0,0.0,0,1.14,16.0,16.0,0.0,0.0,0.95,16.8,21.6,-4.8,-0.23,0.04,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,25,1824.0,73.0,75.1,20.3,22,79.0,6,3,25.0,0,1.2,16.0,13.0,3.0,0.15,1.48,17.0,18.3,-1.4,-0.07,0.7,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,23,1791.0,78.0,73.7,19.9,20,86.0,16,3,26.0,0,1.09,16.0,13.0,3.0,0.15,1.42,16.5,16.9,-0.4,-0.02,0.84,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,21,1503.0,72.0,61.9,16.7,17,80.0,11,4,35.0,4,1.14,13.0,17.0,-4.0,-0.24,-0.05,12.7,17.7,-5.1,-0.3,-0.16,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,24,1487.0,62.0,61.2,16.5,17,78.0,5,7,22.0,3,1.17,11.0,13.0,-2.0,-0.12,0.26,13.7,17.1,-3.4,-0.21,0.09,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16,1440.0,90.0,59.3,16.0,16,90.0,16,0,0.0,3,1.19,11.0,15.0,-4.0,-0.25,-0.07,13.8,17.9,-4.2,-0.26,-0.04,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,21,1150.0,55.0,47.3,12.8,13,78.0,3,8,16.0,4,1.14,9.0,9.0,0.0,0.0,0.42,9.4,13.8,-4.5,-0.35,-0.2,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
Oscar Piris,ARG,DF,33.0,13,1079.0,83.0,44.4,12.0,12,88.0,11,1,25.0,12,0.92,9.0,12.0,-3.0,-0.25,-0.05,12.0,11.0,1.0,0.09,0.59,CA Unión,Brasileiro,Oscar Piris (CA Unión)
Luciano Aued,ARG,MF,35.0,18,1013.0,56.0,41.7,11.3,12,73.0,4,6,24.0,9,0.83,7.0,14.0,-7.0,-0.62,-0.69,10.8,11.1,-0.4,-0.03,0.36,CA Unión,Brasileiro,Luciano Aued (CA Unión)
Lucas Esquivel,ARG,DF,21.0,12,1035.0,86.0,42.6,11.5,11,90.0,11,1,45.0,4,0.75,6.0,16.0,-10.0,-0.87,-1.13,8.4,17.0,-8.5,-0.74,-0.87,CA Unión,Brasileiro,Lucas Esquivel (CA Unión)
Sebastián Moyano,ARG,GK,32.0,11,990.0,90.0,40.7,11.0,11,90.0,11,0,0.0,16,1.0,8.0,10.0,-2.0,-0.18,0.07,8.6,11.0,-2.4,-0.22,0.04,CA Unión,Brasileiro,Sebastián Moyano (CA Unión)
Nicolás Paz,ARG,DF,20.0,11,894.0,81.0,36.8,9.9,11,81.0,5,0,0.0,5,1.64,8.0,3.0,5.0,0.5,1.15,6.2,9.0,-2.9,-0.29,-0.07,CA Unión,Brasileiro,Nicolás Paz (CA Unión)
Daniel Juárez,ARG,"MF,FW",21.0,16,651.0,41.0,26.8,7.2,9,61.0,0,7,14.0,5,0.81,5.0,10.0,-5.0,-0.69,-0.64,7.2,8.5,-1.3,-0.18,0.09,CA Unión,Brasileiro,Daniel Juárez (CA Unión)
Ezequiel Cañete,ARG,"FW,MF",23.0,17,593.0,35.0,24.4,6.6,7,67.0,1,10,12.0,6,1.06,4.0,9.0,-5.0,-0.76,-0.71,5.4,8.0,-2.6,-0.4,-0.2,CA Unión,Brasileiro,Ezequiel Cañete (CA Unión)
Junior Marabel,PAR,FW,24.0,18,585.0,33.0,24.1,6.5,5,72.0,1,13,17.0,4,1.06,3.0,10.0,-7.0,-1.08,-1.13,5.1,9.8,-4.7,-0.73,-0.64,CA Unión,Brasileiro,Junior Marabel (CA Unión)
Thiago Vecino,URU,FW,23.0,11,441.0,40.0,18.1,4.9,5,63.0,0,6,21.0,3,0.82,3.0,4.0,-1.0,-0.2,0.02,4.2,5.4,-1.2,-0.24,0.0,CA Unión,Brasileiro,Thiago Vecino (CA Unión)
Francisco Gerometta,ARG,"DF,MF",23.0,16,516.0,32.0,21.2,5.7,3,90.0,3,13,19.0,9,1.13,5.0,8.0,-3.0,-0.52,-0.38,5.9,9.1,-3.2,-0.56,-0.41,CA Unión,Brasileiro,Francisco Gerometta (CA Unión)
Joaquín Mosqueira,,MF,,11,395.0,36.0,16.3,4.4,3,85.0,1,8,17.0,10,1.55,3.0,7.0,-4.0,-0.91,-0.82,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Joaquín Mosqueira (CA Unión)
Mateo Del Blanco,ARG,"DF,MF",19.0,6,331.0,55.0,13.6,3.7,3,89.0,2,3,22.0,7,1.17,2.0,1.0,1.0,0.27,0.57,3.1,2.6,0.5,0.14,0.44,CA Unión,Brasileiro,Mateo Del Blanco (CA Unión)
Tomás González,ARG,"MF,FW",19.0,10,252.0,25.0,10.4,2.8,3,55.0,0,7,13.0,13,0.6,1.0,5.0,-4.0,-1.43,-1.35,3.7,3.4,0.2,0.09,0.37,CA Unión,Brasileiro,Tomás González (CA Unión)
Juan Ludueña,ARG,DF,19.0,6,242.0,40.0,10.0,2.7,2,83.0,1,4,19.0,20,1.67,1.0,7.0,-6.0,-2.23,-2.23,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Juan Ludueña (CA Unión)
Mariano Meynier,ARG,FW,19.0,2,85.0,43.0,3.5,0.9,1,57.0,0,1,28.0,1,1.0,0.0,0.0,0.0,0.0,0.23,0.2,0.3,-0.1,-0.09,0.16,CA Unión,Brasileiro,Mariano Meynier (CA Unión)
Gastón Comas,ARG,MF,24.0,2,67.0,34.0,2.8,0.7,1,58.0,0,1,9.0,13,1.5,1.0,0.0,1.0,1.34,1.61,0.6,0.9,-0.3,-0.44,-0.2,CA Unión,Brasileiro,Gastón Comas (CA Unión)
Bryan Castrillón,COL,"FW,MF",23.0,12,236.0,20.0,9.7,2.6,0,0.0,0,12,20.0,13,1.0,3.0,4.0,-1.0,-0.38,-0.18,4.2,2.5,1.7,0.66,1.0,CA Unión,Brasileiro,Bryan Castrillón (CA Unión)
Lisandro Morales,ARG,DF,19.0,1,25.0,25.0,1.0,0.3,0,0.0,0,1,25.0,1,3.0,2.0,0.0,2.0,7.2,7.5,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lisandro Morales (CA Unión)
Valentino Venetucci,,,,1,3.0,3.0,0.1,0.0,0,0.0,0,1,3.0,5,3.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Valentino Venetucci (CA Unión)
Mateo García,ARG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Mateo García (CA Unión)
Diego Gonzalez,,GK,,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Diego Gonzalez (CA Unión)
Diego Gutiérrez,ARG,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Diego Gutiérrez (CA Unión)
Lucas Meuli,ARG,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lucas Meuli (CA Unión)
Rafael Profini,,DF,,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Rafael Profini (CA Unión)
Fabio Pereyra,ARG,DF,33.0,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,0.0,0,1.08,18.0,28.0,-10.0,-0.38,-0.38,23.9,33.8,-9.9,-0.38,0.46,CC Córdoba,Brasileiro,Fabio Pereyra (CC Córdoba)
Brian Blasi,ARG,DF,26.0,24,2019.0,84.0,83.1,22.4,24,84.0,16,0,0.0,2,1.21,19.0,22.0,-3.0,-0.13,1.4,21.0,28.4,-7.4,-0.33,0.38,CC Córdoba,Brasileiro,Brian Blasi (CC Córdoba)
Mauro Pittón,ARG,MF,28.0,26,2098.0,81.0,86.3,23.3,23,88.0,21,3,23.0,0,1.08,16.0,26.0,-10.0,-0.43,-0.43,21.2,32.5,-11.3,-0.48,-0.64,CC Córdoba,Brasileiro,Mauro Pittón (CC Córdoba)
Gustavo Canto,ARG,DF,28.0,24,2087.0,87.0,85.9,23.2,23,90.0,23,1,17.0,1,1.04,17.0,28.0,-11.0,-0.47,-0.74,18.9,29.9,-11.0,-0.47,-0.55,CC Córdoba,Brasileiro,Gustavo Canto (CC Córdoba)
Brian Farioli,ARG,"MF,FW",24.0,26,1804.0,69.0,74.2,20.0,23,74.0,5,3,36.0,0,1.12,14.0,21.0,-7.0,-0.35,0.08,17.8,24.3,-6.5,-0.33,0.28,CC Córdoba,Brasileiro,Brian Farioli (CC Córdoba)
Ciro Rius,ARG,"MF,FW",34.0,24,1707.0,71.0,70.2,19.0,21,79.0,9,3,19.0,2,1.17,17.0,20.0,-3.0,-0.16,0.71,16.6,22.2,-5.6,-0.29,0.34,CC Córdoba,Brasileiro,Ciro Rius (CC Córdoba)
Leandro Maciel,ARG,MF,27.0,24,1639.0,68.0,67.4,18.2,21,75.0,3,3,23.0,1,1.17,13.0,19.0,-6.0,-0.33,0.13,15.5,22.2,-6.7,-0.37,0.09,CC Córdoba,Brasileiro,Leandro Maciel (CC Córdoba)
Lucas Gamba,ARG,FW,35.0,26,1830.0,70.0,75.3,20.3,20,83.0,13,6,27.0,1,1.0,14.0,23.0,-9.0,-0.44,-0.29,17.9,27.6,-9.8,-0.48,-0.34,CC Córdoba,Brasileiro,Lucas Gamba (CC Córdoba)
Lucas Besozzi,ARG,"MF,FW",20.0,24,1596.0,67.0,65.7,17.7,19,75.0,4,5,34.0,3,1.17,14.0,19.0,-5.0,-0.28,0.26,18.1,18.5,-0.4,-0.02,1.09,CC Córdoba,Brasileiro,Lucas Besozzi (CC Córdoba)
Marcos Ignacio Ledesma,ARG,GK,26.0,18,1620.0,90.0,66.7,18.0,18,90.0,18,0,0.0,8,1.11,14.0,21.0,-7.0,-0.39,-0.06,18.6,24.6,-6.0,-0.33,0.19,CC Córdoba,Brasileiro,Marcos Ignacio Ledesma (CC Córdoba)
Gonzalo Goñi,ARG,DF,24.0,16,1246.0,78.0,51.3,13.8,15,80.0,10,1,45.0,8,1.38,13.0,13.0,0.0,0.0,0.76,15.2,18.6,-3.3,-0.24,0.32,CC Córdoba,Brasileiro,Gonzalo Goñi (CC Córdoba)
Marcelo Benitez,ARG,DF,32.0,19,1329.0,70.0,54.7,14.8,14,83.0,12,5,35.0,5,0.95,10.0,16.0,-6.0,-0.41,-0.08,13.6,21.0,-7.4,-0.5,-0.23,CC Córdoba,Brasileiro,Marcelo Benitez (CC Córdoba)
Facundo Castelli,ARG,FW,27.0,18,868.0,48.0,35.7,9.6,9,74.0,2,9,22.0,5,1.17,8.0,10.0,-2.0,-0.21,0.25,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Facundo Castelli (CC Córdoba)
Matías Mansilla,ARG,GK,26.0,9,810.0,90.0,33.3,9.0,9,90.0,9,0,0.0,18,1.0,6.0,9.0,-3.0,-0.33,0.06,6.5,11.2,-4.7,-0.52,-0.19,CC Córdoba,Brasileiro,Matías Mansilla (CC Córdoba)
Enzo Kalinski,ARG,MF,35.0,14,658.0,47.0,27.1,7.3,8,71.0,4,6,16.0,8,0.93,6.0,9.0,-3.0,-0.41,-0.05,6.7,10.7,-4.0,-0.54,-0.2,CC Córdoba,Brasileiro,Enzo Kalinski (CC Córdoba)
Cristian Torres,ARG,"FW,MF",23.0,20,733.0,37.0,30.2,8.1,7,69.0,1,13,19.0,7,1.2,5.0,12.0,-7.0,-0.86,-0.7,7.5,14.1,-6.6,-0.81,-0.59,CC Córdoba,Brasileiro,Cristian Torres (CC Córdoba)
Jesús Soraire,ARG,MF,34.0,19,631.0,33.0,26.0,7.0,4,67.0,1,15,24.0,2,1.42,7.0,7.0,0.0,0.0,0.5,5.9,11.8,-6.0,-0.85,-0.62,CC Córdoba,Brasileiro,Jesús Soraire (CC Córdoba)
Julián Navas,ARG,DF,29.0,8,387.0,48.0,15.9,4.3,4,73.0,2,4,24.0,17,1.5,2.0,5.0,-3.0,-0.7,-0.39,3.5,7.2,-3.7,-0.86,-0.55,CC Córdoba,Brasileiro,Julián Navas (CC Córdoba)
José Gómez,ARG,DF,22.0,4,311.0,78.0,12.8,3.5,3,84.0,1,1,59.0,14,0.5,2.0,6.0,-4.0,-1.16,-0.9,3.6,4.0,-0.4,-0.12,0.32,CC Córdoba,Brasileiro,José Gómez (CC Córdoba)
Federico Jourdan,ARG,"MF,DF",32.0,12,370.0,31.0,15.2,4.1,2,72.0,0,10,23.0,14,0.69,2.0,5.0,-3.0,-0.73,-0.42,5.3,7.2,-1.9,-0.46,-0.08,CC Córdoba,Brasileiro,Federico Jourdan (CC Córdoba)
Luis Miguel Rodríguez,ARG,"MF,FW",38.0,9,224.0,25.0,9.2,2.5,1,90.0,1,8,17.0,5,0.67,1.0,5.0,-4.0,-1.61,-1.36,1.2,6.5,-5.3,-2.11,-1.89,CC Córdoba,Brasileiro,Luis Miguel Rodríguez (CC Córdoba)
Ramón Cansinos,,MF,,5,117.0,23.0,4.8,1.3,1,58.0,0,4,15.0,17,0.2,1.0,2.0,-1.0,-0.77,-0.42,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Ramón Cansinos (CC Córdoba)
Sebastián Valdez,ARG,DF,27.0,2,66.0,33.0,2.7,0.7,1,45.0,0,1,21.0,16,0.0,0.0,1.0,-1.0,-1.36,-1.02,0.3,1.1,-0.8,-1.08,-0.7,CC Córdoba,Brasileiro,Sebastián Valdez (CC Córdoba)
Leandro Ciccoloni,ARG,MF,27.0,4,65.0,16.0,2.7,0.7,1,45.0,0,3,7.0,13,0.0,0.0,2.0,-2.0,-2.77,-2.46,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Leandro Ciccoloni (CC Córdoba)
Diego Vásquez,ARG,"MF,FW",22.0,8,112.0,14.0,4.6,1.2,0,0.0,0,8,14.0,6,1.0,1.0,1.0,0.0,0.0,0.39,2.7,1.4,1.3,1.05,1.52,CC Córdoba,Brasileiro,Diego Vásquez (CC Córdoba)
Nicolás Leguizamón,ARG,FW,28.0,3,55.0,18.0,2.3,0.6,0,0.0,0,3,18.0,3,0.33,0.0,0.0,0.0,0.0,0.38,0.6,0.8,-0.2,-0.33,0.07,CC Córdoba,Brasileiro,Nicolás Leguizamón (CC Córdoba)
Lucas Angelini,ARG,DF,28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Lucas Angelini (CC Córdoba)
Mauricio Duarte,COL,DF,30.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Mauricio Duarte (CC Córdoba)
Matías Laba,ARG,MF,31.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Matías Laba (CC Córdoba)
Gino Olguín,ARG,MF,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Gino Olguín (CC Córdoba)
Javier Vallejos,ARG,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Javier Vallejos (CC Córdoba)
Santiago Longo,ARG,MF,24.0,27,2413.0,89.0,99.3,26.8,27,89.0,25,0,0.0,0,1.33,20.0,25.0,-5.0,-0.19,5.11,24.3,31.6,-7.2,-0.27,-0.73,Club Atlético Belgrano,Brasileiro,Santiago Longo (Club Atlético Belgrano)
Pablo Vegetti,ARG,FW,34.0,27,2381.0,88.0,98.0,26.5,27,88.0,21,0,0.0,0,1.33,20.0,26.0,-6.0,-0.23,-0.23,24.1,31.1,-7.0,-0.27,-0.09,Club Atlético Belgrano,Brasileiro,Pablo Vegetti (Club Atlético Belgrano)
Nahuel Losada,ARG,GK,29.0,26,2292.0,88.0,94.3,25.5,26,88.0,25,0,0.0,0,1.27,19.0,24.0,-5.0,-0.2,0.46,22.7,29.4,-6.7,-0.26,-0.01,Club Atlético Belgrano,Brasileiro,Nahuel Losada (Club Atlético Belgrano)
Ulises Sánchez,ARG,MF,24.0,26,2141.0,82.0,88.1,23.8,25,85.0,11,1,10.0,0,1.35,18.0,24.0,-6.0,-0.25,-0.25,20.0,27.8,-7.8,-0.33,-0.54,Club Atlético Belgrano,Brasileiro,Ulises Sánchez (Club Atlético Belgrano)
Alejandro Rébola,ARG,DF,34.0,24,2071.0,86.0,85.2,23.0,24,86.0,21,0,0.0,0,1.5,20.0,20.0,0.0,0.0,1.5,22.6,23.1,-0.5,-0.02,1.63,Club Atlético Belgrano,Brasileiro,Alejandro Rébola (Club Atlético Belgrano)
Bruno Zapelli,ARG,"MF,FW",20.0,24,1820.0,76.0,74.9,20.2,22,79.0,4,2,41.0,1,1.33,17.0,15.0,2.0,0.1,1.28,17.9,21.7,-3.8,-0.19,0.3,Club Atlético Belgrano,Brasileiro,Bruno Zapelli (Club Atlético Belgrano)
Nicolás Meriano,ARG,DF,22.0,19,1568.0,83.0,64.5,17.4,18,85.0,13,1,45.0,1,1.32,12.0,17.0,-5.0,-0.29,-0.18,15.8,21.8,-6.0,-0.34,-0.22,Club Atlético Belgrano,Brasileiro,Nicolás Meriano (Club Atlético Belgrano)
Juan Barinaga,ARG,DF,22.0,19,1237.0,65.0,50.9,13.7,17,73.0,1,2,1.0,2,1.37,15.0,13.0,2.0,0.15,0.75,12.6,15.3,-2.8,-0.2,0.13,Club Atlético Belgrano,Brasileiro,Juan Barinaga (Club Atlético Belgrano)
Erik Godoy,ARG,DF,29.0,15,1298.0,87.0,53.4,14.4,15,87.0,13,0,0.0,5,1.53,12.0,14.0,-2.0,-0.14,0.18,11.9,16.1,-4.2,-0.29,-0.06,Club Atlético Belgrano,Brasileiro,Erik Godoy (Club Atlético Belgrano)
Matias Ibacache,CHI,DF,24.0,15,1084.0,72.0,44.6,12.0,15,72.0,3,0,0.0,2,1.2,10.0,14.0,-4.0,-0.33,-0.2,8.3,16.5,-8.2,-0.68,-0.75,Club Atlético Belgrano,Brasileiro,Matias Ibacache (Club Atlético Belgrano)
Ariel Rojas,ARG,MF,37.0,19,1050.0,55.0,43.2,11.7,12,73.0,1,7,24.0,8,1.47,6.0,12.0,-6.0,-0.51,-0.51,11.1,13.4,-2.3,-0.19,0.12,Club Atlético Belgrano,Brasileiro,Ariel Rojas (Club Atlético Belgrano)
Franco Jara,ARG,FW,34.0,19,889.0,47.0,36.6,9.9,11,68.0,1,8,18.0,6,1.11,10.0,11.0,-1.0,-0.1,0.19,8.5,11.5,-3.0,-0.3,-0.06,Club Atlético Belgrano,Brasileiro,Franco Jara (Club Atlético Belgrano)
Lucas Diarte,ARG,DF,29.0,20,973.0,49.0,40.0,10.8,10,72.0,5,10,25.0,6,1.5,7.0,9.0,-2.0,-0.18,0.06,10.9,10.0,1.0,0.09,0.59,Club Atlético Belgrano,Brasileiro,Lucas Diarte (Club Atlético Belgrano)
Gabriel Compagnucci,ARG,"DF,MF",31.0,18,971.0,54.0,40.0,10.8,10,81.0,7,8,20.0,0,1.67,6.0,10.0,-4.0,-0.37,-0.25,10.6,15.6,-5.0,-0.46,-0.33,Club Atlético Belgrano,Brasileiro,Gabriel Compagnucci (Club Atlético Belgrano)
Matías García,ARG,MF,31.0,10,735.0,74.0,30.2,8.2,9,81.0,3,1,6.0,0,1.8,9.0,4.0,5.0,0.61,1.2,8.9,5.9,3.1,0.38,0.92,Club Atlético Belgrano,Brasileiro,Matías García (Club Atlético Belgrano)
Tomas Castro,ARG,MF,20.0,8,412.0,52.0,17.0,4.6,6,63.0,0,2,19.0,2,1.0,1.0,5.0,-4.0,-0.87,-0.78,2.7,4.3,-1.6,-0.36,-0.11,Club Atlético Belgrano,Brasileiro,Tomas Castro (Club Atlético Belgrano)
Iván Ortigoza,ARG,"FW,MF",27.0,11,401.0,36.0,16.5,4.5,5,58.0,0,6,18.0,7,0.91,4.0,5.0,-1.0,-0.22,0.0,7.6,4.8,2.8,0.63,1.08,Club Atlético Belgrano,Brasileiro,Iván Ortigoza (Club Atlético Belgrano)
Guillermo Pereira,ARG,"DF,MF",29.0,16,521.0,33.0,21.4,5.8,4,71.0,0,12,20.0,9,1.13,3.0,7.0,-4.0,-0.69,-0.6,5.0,7.0,-2.0,-0.34,-0.1,Club Atlético Belgrano,Brasileiro,Guillermo Pereira (Club Atlético Belgrano)
Matias Moreno,ARG,DF,19.0,4,280.0,70.0,11.5,3.1,4,70.0,1,0,0.0,1,0.5,0.0,3.0,-3.0,-0.96,-0.84,1.7,1.0,0.8,0.25,0.58,Club Atlético Belgrano,Brasileiro,Matias Moreno (Club Atlético Belgrano)
Ibrahim Hesar,SYR,"MF,FW",29.0,16,532.0,33.0,21.9,5.9,3,69.0,0,13,25.0,11,1.38,4.0,4.0,0.0,0.0,0.28,6.4,7.4,-1.1,-0.18,0.11,Club Atlético Belgrano,Brasileiro,Ibrahim Hesar (Club Atlético Belgrano)
Diego Novaretti,ARG,DF,37.0,9,231.0,26.0,9.5,2.6,2,90.0,2,7,7.0,16,1.56,0.0,3.0,-3.0,-1.17,-1.05,2.2,4.9,-2.7,-1.06,-0.88,Club Atlético Belgrano,Brasileiro,Diego Novaretti (Club Atlético Belgrano)
Fabián Bordagaray,ARG,"FW,MF",35.0,10,237.0,24.0,9.8,2.6,1,56.0,0,9,20.0,15,1.5,3.0,3.0,0.0,0.0,0.25,3.1,3.8,-0.7,-0.27,-0.01,Club Atlético Belgrano,Brasileiro,Fabián Bordagaray (Club Atlético Belgrano)
Daniel Barrea,ARG,FW,21.0,8,192.0,24.0,7.9,2.1,1,69.0,0,7,18.0,15,1.0,0.0,3.0,-3.0,-1.41,-1.29,1.4,2.9,-1.5,-0.68,-0.45,Club Atlético Belgrano,Brasileiro,Daniel Barrea (Club Atlético Belgrano)
Mariano Miño,ARG,MF,28.0,8,158.0,20.0,6.5,1.8,1,17.0,0,7,20.0,8,0.63,1.0,3.0,-2.0,-1.14,-0.98,2.9,2.9,-0.1,-0.03,0.25,Club Atlético Belgrano,Brasileiro,Mariano Miño (Club Atlético Belgrano)
Manuel Vicentini,ARG,GK,32.0,2,136.0,68.0,5.6,1.5,1,90.0,1,1,46.0,25,1.5,1.0,2.0,-1.0,-0.66,-0.47,1.9,2.3,-0.4,-0.26,0.0,Club Atlético Belgrano,Brasileiro,Manuel Vicentini (Club Atlético Belgrano)
Francisco Oliver,ARG,DF,27.0,4,103.0,26.0,4.2,1.1,1,68.0,0,3,12.0,2,1.75,1.0,1.0,0.0,0.0,0.23,1.5,2.7,-1.1,-0.98,-0.75,Club Atlético Belgrano,Brasileiro,Francisco Oliver (Club Atlético Belgrano)
Joaquín Susvielles,ARG,"FW,DF",31.0,11,178.0,16.0,7.3,2.0,0,0.0,0,11,16.0,12,0.91,0.0,3.0,-3.0,-1.52,-1.4,1.4,4.9,-3.5,-1.76,-1.61,Club Atlético Belgrano,Brasileiro,Joaquín Susvielles (Club Atlético Belgrano)
Iván Ramírez,ARG,MF,32.0,7,140.0,20.0,5.8,1.6,0,0.0,0,7,20.0,9,2.0,0.0,2.0,-2.0,-1.29,-1.13,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Iván Ramírez (Club Atlético Belgrano)
Gerónimo Tomasetti,ARG,MF,22.0,5,54.0,11.0,2.2,0.6,0,0.0,0,5,11.0,4,2.0,1.0,0.0,1.0,1.67,1.93,0.9,1.5,-0.5,-0.9,-0.65,Club Atlético Belgrano,Brasileiro,Gerónimo Tomasetti (Club Atlético Belgrano)
Andrés Felipe Amaya,COL,"FW,MF",21.0,1,26.0,26.0,1.1,0.3,0,0.0,0,1,26.0,16,1.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Andrés Felipe Amaya (Club Atlético Belgrano)
