Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team,Championship,Player_Team
Nicolás Leguizamón,ARG,FW,28.0,0.6,4.0,6.55,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Nicolás Leguizamón (CC Córdoba)
Santiago Longo,ARG,MF,24.0,26.8,27.0,1.01,23.0,0.0,0.0,2.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Santiago Longo (Club Atlético Belgrano)
Pablo Vegetti,ARG,FW,34.0,26.5,43.0,1.63,25.0,0.0,2.0,7.0,8.0,1.0,5.0,0.19,3.0,0.0,0.0,0.0,2.0,0.0,Club Atlético Belgrano,Brasileiro,Pablo Vegetti (Club Atlético Belgrano)
Nahuel Losada,ARG,GK,29.0,25.5,3.0,0.12,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Nahuel Losada (Club Atlético Belgrano)
Ulises Sánchez,ARG,MF,24.0,23.8,74.0,3.11,43.0,16.0,8.0,3.0,3.0,1.0,7.0,0.29,4.0,2.0,1.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Ulises Sánchez (Club Atlético Belgrano)
Alejandro Rébola,ARG,DF,34.0,23.0,11.0,0.48,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Alejandro Rébola (Club Atlético Belgrano)
Bruno Zapelli,ARG,"MF,FW",20.0,20.2,62.0,3.07,48.0,1.0,6.0,3.0,4.0,0.0,6.0,0.3,5.0,0.0,0.0,1.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Bruno Zapelli (Club Atlético Belgrano)
Nicolás Meriano,ARG,DF,22.0,17.4,11.0,0.63,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Nicolás Meriano (Club Atlético Belgrano)
Juan Barinaga,ARG,DF,22.0,13.7,21.0,1.53,14.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Juan Barinaga (Club Atlético Belgrano)
Erik Godoy,ARG,DF,29.0,14.4,9.0,0.62,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.21,1.0,0.0,0.0,2.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Erik Godoy (Club Atlético Belgrano)
Matias Ibacache,CHI,DF,24.0,12.0,15.0,1.25,11.0,4.0,0.0,0.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Matias Ibacache (Club Atlético Belgrano)
Ariel Rojas,ARG,MF,37.0,11.7,31.0,2.65,24.0,7.0,0.0,0.0,0.0,0.0,5.0,0.43,4.0,1.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Ariel Rojas (Club Atlético Belgrano)
Franco Jara,ARG,FW,34.0,9.9,25.0,2.53,16.0,0.0,1.0,2.0,6.0,0.0,3.0,0.3,2.0,0.0,0.0,1.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Franco Jara (Club Atlético Belgrano)
Lucas Diarte,ARG,DF,29.0,10.8,20.0,1.85,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Lucas Diarte (Club Atlético Belgrano)
Gabriel Compagnucci,ARG,"DF,MF",31.0,10.8,30.0,2.78,20.0,7.0,0.0,0.0,2.0,1.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Gabriel Compagnucci (Club Atlético Belgrano)
Matías García,ARG,MF,31.0,8.2,31.0,3.79,15.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Matías García (Club Atlético Belgrano)
Tomas Castro,ARG,MF,20.0,4.6,7.0,1.53,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Tomas Castro (Club Atlético Belgrano)
Iván Ortigoza,ARG,"FW,MF",27.0,4.5,13.0,2.91,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,1.0,0.0,Club Atlético Belgrano,Brasileiro,Iván Ortigoza (Club Atlético Belgrano)
Guillermo Pereira,ARG,"DF,MF",29.0,5.8,13.0,2.25,9.0,0.0,1.0,1.0,1.0,1.0,1.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Guillermo Pereira (Club Atlético Belgrano)
Matias Moreno,ARG,DF,19.0,3.1,2.0,0.64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Matias Moreno (Club Atlético Belgrano)
Ibrahim Hesar,SYR,"MF,FW",29.0,5.9,9.0,1.53,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Ibrahim Hesar (Club Atlético Belgrano)
Diego Novaretti,ARG,DF,37.0,2.6,2.0,0.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Diego Novaretti (Club Atlético Belgrano)
Fabián Bordagaray,ARG,"FW,MF",35.0,2.6,5.0,1.9,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Fabián Bordagaray (Club Atlético Belgrano)
Daniel Barrea,ARG,FW,21.0,2.1,4.0,1.87,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Daniel Barrea (Club Atlético Belgrano)
Mariano Miño,ARG,MF,28.0,1.8,8.0,4.53,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Mariano Miño (Club Atlético Belgrano)
Manuel Vicentini,ARG,GK,32.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Manuel Vicentini (Club Atlético Belgrano)
Francisco Oliver,ARG,DF,27.0,1.1,3.0,2.62,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Oliver (Club Atlético Belgrano)
Joaquín Susvielles,ARG,"FW,DF",31.0,2.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Joaquín Susvielles (Club Atlético Belgrano)
Iván Ramírez,ARG,MF,32.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Iván Ramírez (Club Atlético Belgrano)
Gerónimo Tomasetti,ARG,MF,22.0,0.6,1.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Gerónimo Tomasetti (Club Atlético Belgrano)
Andrés Felipe Amaya,COL,"FW,MF",21.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Andrés Felipe Amaya (Club Atlético Belgrano)
Francisco Facello,ARG,DF,20.0,0.2,1.0,4.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Facello (Club Atlético Belgrano)
Facundo Lencioni,ARG,MF,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Facundo Lencioni (Club Atlético Belgrano)
Ignacio Chicco,ARG,GK,26.0,27.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Ignacio Chicco (Colón)
Facundo Garcés,ARG,DF,23.0,26.0,13.0,0.5,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Facundo Garcés (Colón)
Santiago Pierotti,ARG,"FW,MF",21.0,23.5,60.0,2.55,37.0,2.0,11.0,4.0,4.0,2.0,4.0,0.17,2.0,0.0,0.0,0.0,2.0,0.0,Colón,Brasileiro,Santiago Pierotti (Colón)
Paolo Goltz,ARG,DF,37.0,22.2,17.0,0.76,11.0,1.0,0.0,5.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Paolo Goltz (Colón)
Eric Meza,ARG,"DF,FW",23.0,20.8,49.0,2.36,26.0,17.0,4.0,0.0,2.0,0.0,3.0,0.14,1.0,2.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Eric Meza (Colón)
Baldomero Perlaza,COL,MF,30.0,21.1,36.0,1.71,30.0,0.0,2.0,0.0,2.0,2.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Baldomero Perlaza (Colón)
Rafael Marcelo Delgado,ARG,DF,33.0,20.0,51.0,2.55,23.0,25.0,0.0,1.0,2.0,0.0,3.0,0.15,1.0,2.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Rafael Marcelo Delgado (Colón)
Ramón Ábila,ARG,FW,33.0,17.5,48.0,2.75,31.0,0.0,1.0,6.0,10.0,0.0,8.0,0.46,5.0,0.0,0.0,3.0,0.0,0.0,Colón,Brasileiro,Ramón Ábila (Colón)
Juan Álvarez,ARG,"MF,FW",26.0,15.2,26.0,1.71,20.0,1.0,3.0,1.0,1.0,0.0,3.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,Colón,Brasileiro,Juan Álvarez (Colón)
Gian Nardelli,ARG,DF,22.0,13.3,5.0,0.38,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Gian Nardelli (Colón)
Carlos Arrua,PAR,MF,25.0,11.2,37.0,3.3,25.0,5.0,2.0,3.0,2.0,0.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Carlos Arrua (Colón)
Julián Chicco,ARG,MF,25.0,10.6,15.0,1.41,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Julián Chicco (Colón)
Cristian Vega,ARG,MF,29.0,10.0,9.0,0.9,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Cristian Vega (Colón)
Stéfano Moreyra,ARG,MF,21.0,7.2,6.0,0.84,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Stéfano Moreyra (Colón)
Jorge Benítez,PAR,FW,30.0,8.0,18.0,2.25,10.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Jorge Benítez (Colón)
Leonel Picco,ARG,MF,23.0,6.2,12.0,1.93,8.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Leonel Picco (Colón)
Andrew Teuten,URU,"DF,MF",24.0,5.6,15.0,2.65,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Andrew Teuten (Colón)
Facundo Farías,ARG,"FW,MF",20.0,5.1,15.0,2.96,10.0,0.0,1.0,1.0,3.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Facundo Farías (Colón)
Joaquín Ibáñez,ARG,"FW,MF",26.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Joaquín Ibáñez (Colón)
Tomás Galván,ARG,"MF,FW",22.0,5.9,15.0,2.52,10.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Tomás Galván (Colón)
José Neris,URU,FW,22.0,4.3,6.0,1.4,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,José Neris (Colón)
Augusto Schott,ARG,DF,23.0,3.8,11.0,2.86,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Augusto Schott (Colón)
Lucas Acevedo,ARG,DF,31.0,2.1,1.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Lucas Acevedo (Colón)
Natanael Troncoso,ARG,"MF,FW",21.0,3.2,10.0,3.12,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Natanael Troncoso (Colón)
Thiago Yossen,ARG,DF,18.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Thiago Yossen (Colón)
Gonzalo Silva,ARG,"DF,MF",23.0,0.6,3.0,4.74,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Gonzalo Silva (Colón)
Guillermo Gonzálvez,ARG,MF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Guillermo Gonzálvez (Colón)
Facundo Taborda,ARG,"FW,MF",22.0,0.2,1.0,6.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Facundo Taborda (Colón)
Nicolás Fernández,ARG,FW,26.0,23.6,85.0,3.61,54.0,1.0,12.0,10.0,6.0,2.0,9.0,0.38,4.0,0.0,2.0,1.0,2.0,0.0,Defensa y Just,Brasileiro,Nicolás Fernández (Defensa y Just)
Alexis Soto,ARG,DF,29.0,22.5,33.0,1.47,24.0,6.0,2.0,0.0,1.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Alexis Soto (Defensa y Just)
Tomás Cardona,ARG,DF,27.0,22.0,13.0,0.59,8.0,0.0,0.0,2.0,0.0,3.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Tomás Cardona (Defensa y Just)
Kevin Facundo Gutiérrez,ARG,MF,25.0,21.8,42.0,1.92,36.0,3.0,1.0,1.0,1.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Kevin Facundo Gutiérrez (Defensa y Just)
Ezequiel Unsain,ARG,GK,27.0,21.0,5.0,0.24,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Ezequiel Unsain (Defensa y Just)
Agustín Sant'Anna,URU,DF,25.0,20.7,47.0,2.27,38.0,5.0,2.0,1.0,0.0,1.0,7.0,0.34,4.0,0.0,2.0,1.0,0.0,0.0,Defensa y Just,Brasileiro,Agustín Sant'Anna (Defensa y Just)
Julián López,ARG,MF,23.0,17.7,33.0,1.79,25.0,0.0,4.0,1.0,1.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Julián López (Defensa y Just)
Nazareno Colombo,ARG,DF,23.0,17.0,14.0,0.79,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,Defensa y Just,Brasileiro,Nazareno Colombo (Defensa y Just)
David Barbona,ARG,"MF,FW",27.0,16.9,81.0,4.7,64.0,9.0,4.0,4.0,0.0,0.0,12.0,0.7,9.0,2.0,0.0,1.0,0.0,0.0,Defensa y Just,Brasileiro,David Barbona (Defensa y Just)
Santiago Solari,ARG,"FW,MF",25.0,15.5,53.0,3.41,38.0,4.0,5.0,1.0,3.0,2.0,5.0,0.32,3.0,0.0,1.0,0.0,1.0,0.0,Defensa y Just,Brasileiro,Santiago Solari (Defensa y Just)
Gastón Togni,ARG,"FW,MF",25.0,14.6,74.0,4.82,49.0,13.0,8.0,2.0,2.0,0.0,8.0,0.52,7.0,0.0,1.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Gastón Togni (Defensa y Just)
Gabriel Alanís,ARG,"FW,MF",28.0,13.1,35.0,2.68,20.0,0.0,5.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Gabriel Alanís (Defensa y Just)
Julián Malatini,ARG,DF,21.0,10.8,8.0,0.8,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Julián Malatini (Defensa y Just)
Rodrigo Bogarín,PAR,MF,25.0,6.5,24.0,3.7,16.0,4.0,2.0,1.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Rodrigo Bogarín (Defensa y Just)
Nicolás Tripichio,ARG,"MF,DF",27.0,9.1,25.0,2.99,19.0,1.0,2.0,1.0,2.0,0.0,2.0,0.24,1.0,1.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Nicolás Tripichio (Defensa y Just)
Lautaro Escalante,ARG,MF,23.0,7.1,26.0,3.66,19.0,1.0,2.0,2.0,2.0,0.0,2.0,0.28,1.0,0.0,0.0,1.0,0.0,0.0,Defensa y Just,Brasileiro,Lautaro Escalante (Defensa y Just)
Enrique Bologna,ARG,GK,40.0,6.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Enrique Bologna (Defensa y Just)
Darío Cáceres,PAR,"DF,MF",25.0,6.1,11.0,1.81,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Darío Cáceres (Defensa y Just)
Santi Ramos Mingo,ARG,DF,21.0,5.3,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Santi Ramos Mingo (Defensa y Just)
Gonzalo Castellani,ARG,MF,35.0,3.5,5.0,1.42,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Gonzalo Castellani (Defensa y Just)
Benjamín Schamine,ARG,"MF,FW",19.0,1.6,3.0,1.84,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.61,1.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Benjamín Schamine (Defensa y Just)
Federico Versaci,ARG,"FW,MF",20.0,1.5,1.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Federico Versaci (Defensa y Just)
Juan Miritello,ARG,"FW,MF",23.0,2.4,9.0,3.7,7.0,0.0,0.0,1.0,1.0,0.0,2.0,0.82,1.0,0.0,0.0,0.0,1.0,0.0,Defensa y Just,Brasileiro,Juan Miritello (Defensa y Just)
Andrés Ríos,ARG,"FW,MF",33.0,1.3,2.0,1.49,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Andrés Ríos (Defensa y Just)
Thiago Schiavulli,ARG,DF,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Thiago Schiavulli (Defensa y Just)
Esteban Lucero,ARG,DF,17.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Esteban Lucero (Defensa y Just)
Alan Morinigo,ARG,FW,17.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Alan Morinigo (Defensa y Just)
Edwin Mosquera,COL,"FW,MF",21.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Edwin Mosquera (Defensa y Just)
Ángel Benítez,PAR,MF,27.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Ángel Benítez (Defensa y Just)
Facundo Echevarría,ARG,FW,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Facundo Echevarría (Defensa y Just)
Tomás Ortiz,ARG,FW,22.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Tomás Ortiz (Defensa y Just)
Lautaro Fedele,ARG,FW,21.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Lautaro Fedele (Defensa y Just)
Lautaro Vargas,ARG,DF,17.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Lautaro Vargas (Defensa y Just)
Ricardo Solbes,ARG,MF,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Ricardo Solbes (Defensa y Just)
Jorge Agustín Rodríguez,ARG,"MF,DF",27.0,25.8,53.0,2.06,49.0,1.0,0.0,3.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Jorge Agustín Rodríguez (Estudiantes)
Benjamín Rollheiser,ARG,"MF,FW",22.0,22.5,106.0,4.72,68.0,13.0,5.0,14.0,5.0,1.0,6.0,0.27,5.0,0.0,0.0,1.0,0.0,0.0,Estudiantes,Brasileiro,Benjamín Rollheiser (Estudiantes)
Mariano Andújar,ARG,GK,39.0,25.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Mariano Andújar (Estudiantes)
Santiago Ascacíbar,ARG,MF,25.0,24.3,50.0,2.02,43.0,0.0,2.0,3.0,1.0,1.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Santiago Ascacíbar (Estudiantes)
Luciano Lollo,ARG,DF,35.0,22.9,20.0,0.87,15.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Luciano Lollo (Estudiantes)
Zaid Romero,ARG,DF,23.0,21.2,16.0,0.76,13.0,0.0,1.0,2.0,0.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,Estudiantes,Brasileiro,Zaid Romero (Estudiantes)
Leonardo Godoy,ARG,"DF,FW",27.0,19.7,51.0,2.59,32.0,10.0,4.0,0.0,5.0,0.0,8.0,0.41,6.0,1.0,1.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Leonardo Godoy (Estudiantes)
Mauro Boselli,ARG,FW,37.0,15.2,28.0,1.85,18.0,0.0,1.0,7.0,2.0,0.0,4.0,0.26,2.0,0.0,0.0,2.0,0.0,0.0,Estudiantes,Brasileiro,Mauro Boselli (Estudiantes)
Fernando Zuqui,ARG,MF,31.0,16.1,81.0,5.04,43.0,30.0,1.0,0.0,6.0,1.0,6.0,0.37,2.0,4.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Fernando Zuqui (Estudiantes)
Gastón Benedetti,ARG,"DF,FW",21.0,15.6,27.0,1.73,23.0,0.0,2.0,2.0,0.0,0.0,4.0,0.26,3.0,0.0,0.0,1.0,0.0,0.0,Estudiantes,Brasileiro,Gastón Benedetti (Estudiantes)
Santiago Núñez,ARG,DF,22.0,14.4,11.0,0.77,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Santiago Núñez (Estudiantes)
Emmanuel Más,ARG,DF,34.0,11.8,39.0,3.32,28.0,5.0,1.0,3.0,1.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Emmanuel Más (Estudiantes)
Guido Carrillo,ARG,FW,31.0,8.5,24.0,2.83,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Guido Carrillo (Estudiantes)
Mauro Méndez,URU,"FW,MF",24.0,8.2,19.0,2.32,12.0,0.0,1.0,5.0,1.0,0.0,4.0,0.49,2.0,0.0,1.0,1.0,0.0,0.0,Estudiantes,Brasileiro,Mauro Méndez (Estudiantes)
José Sosa,ARG,"MF,FW",37.0,8.9,45.0,5.05,29.0,12.0,0.0,2.0,1.0,1.0,4.0,0.45,3.0,0.0,0.0,1.0,0.0,0.0,Estudiantes,Brasileiro,José Sosa (Estudiantes)
Eros Mancuso,ARG,DF,23.0,7.9,19.0,2.4,12.0,2.0,2.0,1.0,2.0,0.0,3.0,0.38,0.0,2.0,1.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Eros Mancuso (Estudiantes)
Matías Godoy,ARG,"MF,FW",21.0,7.9,40.0,5.08,24.0,7.0,0.0,0.0,9.0,0.0,2.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,Estudiantes,Brasileiro,Matías Godoy (Estudiantes)
