Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Team,Championship,Player_Team
Ariel Rojas,ARG,MF,37.0,11.7,492.0,453.0,36.0,21.0,2.0,8.0,28,0.0,14.0,1.0,9.0,0.0,357.0,3.0,12.0,Club Atlético Belgrano,Brasileiro,Ariel Rojas (Club Atlético Belgrano)
Franco Jara,ARG,FW,34.0,9.9,214.0,202.0,11.0,0.0,0.0,2.0,19,2.0,0.0,0.0,0.0,0.0,152.0,1.0,17.0,Club Atlético Belgrano,Brasileiro,Franco Jara (Club Atlético Belgrano)
Lucas Diarte,ARG,DF,29.0,10.8,495.0,353.0,141.0,8.0,0.0,2.0,40,132.0,1.0,0.0,1.0,0.0,341.0,1.0,20.0,Club Atlético Belgrano,Brasileiro,Lucas Diarte (Club Atlético Belgrano)
Gabriel Compagnucci,ARG,"DF,MF",31.0,10.8,448.0,344.0,104.0,10.0,0.0,3.0,62,79.0,15.0,1.0,13.0,0.0,319.0,0.0,19.0,Club Atlético Belgrano,Brasileiro,Gabriel Compagnucci (Club Atlético Belgrano)
Matías García,ARG,MF,31.0,8.2,375.0,331.0,42.0,15.0,0.0,7.0,53,3.0,24.0,5.0,18.0,0.0,267.0,2.0,11.0,Club Atlético Belgrano,Brasileiro,Matías García (Club Atlético Belgrano)
Tomas Castro,ARG,MF,20.0,4.6,179.0,172.0,6.0,2.0,0.0,1.0,5,2.0,1.0,1.0,0.0,0.0,142.0,1.0,1.0,Club Atlético Belgrano,Brasileiro,Tomas Castro (Club Atlético Belgrano)
Iván Ortigoza,ARG,"FW,MF",27.0,4.5,157.0,151.0,4.0,0.0,0.0,3.0,22,2.0,1.0,1.0,0.0,0.0,108.0,2.0,7.0,Club Atlético Belgrano,Brasileiro,Iván Ortigoza (Club Atlético Belgrano)
Guillermo Pereira,ARG,"DF,MF",29.0,5.8,245.0,203.0,40.0,2.0,1.0,5.0,27,37.0,1.0,0.0,1.0,0.0,155.0,2.0,8.0,Club Atlético Belgrano,Brasileiro,Guillermo Pereira (Club Atlético Belgrano)
Matias Moreno,ARG,DF,19.0,3.1,129.0,118.0,11.0,11.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,Club Atlético Belgrano,Brasileiro,Matias Moreno (Club Atlético Belgrano)
Ibrahim Hesar,SYR,"MF,FW",29.0,5.9,152.0,141.0,7.0,0.0,0.0,2.0,27,6.0,1.0,0.0,1.0,0.0,82.0,4.0,16.0,Club Atlético Belgrano,Brasileiro,Ibrahim Hesar (Club Atlético Belgrano)
Diego Novaretti,ARG,DF,37.0,2.6,97.0,90.0,7.0,6.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Diego Novaretti (Club Atlético Belgrano)
Fabián Bordagaray,ARG,"FW,MF",35.0,2.6,99.0,95.0,4.0,0.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,75.0,0.0,2.0,Club Atlético Belgrano,Brasileiro,Fabián Bordagaray (Club Atlético Belgrano)
Daniel Barrea,ARG,FW,21.0,2.1,53.0,52.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,32.0,0.0,4.0,Club Atlético Belgrano,Brasileiro,Daniel Barrea (Club Atlético Belgrano)
Mariano Miño,ARG,MF,28.0,1.8,94.0,90.0,4.0,3.0,2.0,1.0,6,0.0,0.0,0.0,0.0,0.0,76.0,0.0,1.0,Club Atlético Belgrano,Brasileiro,Mariano Miño (Club Atlético Belgrano)
Manuel Vicentini,ARG,GK,32.0,1.5,50.0,34.0,16.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Manuel Vicentini (Club Atlético Belgrano)
Francisco Oliver,ARG,DF,27.0,1.1,47.0,34.0,13.0,0.0,0.0,1.0,0,13.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,Club Atlético Belgrano,Brasileiro,Francisco Oliver (Club Atlético Belgrano)
Joaquín Susvielles,ARG,"FW,DF",31.0,2.0,70.0,68.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,42.0,1.0,3.0,Club Atlético Belgrano,Brasileiro,Joaquín Susvielles (Club Atlético Belgrano)
Iván Ramírez,ARG,MF,32.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Iván Ramírez (Club Atlético Belgrano)
Gerónimo Tomasetti,ARG,MF,22.0,0.6,26.0,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,Club Atlético Belgrano,Brasileiro,Gerónimo Tomasetti (Club Atlético Belgrano)
Andrés Felipe Amaya,COL,"FW,MF",21.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Andrés Felipe Amaya (Club Atlético Belgrano)
Francisco Facello,ARG,DF,20.0,0.2,12.0,9.0,3.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Facello (Club Atlético Belgrano)
Facundo Lencioni,ARG,MF,21.0,0.2,7.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,Club Atlético Belgrano,Brasileiro,Facundo Lencioni (Club Atlético Belgrano)
Ignacio Chicco,ARG,GK,26.0,27.0,803.0,479.0,321.0,39.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,558.0,3.0,2.0,Colón,Brasileiro,Ignacio Chicco (Colón)
Facundo Garcés,ARG,DF,23.0,26.0,1001.0,958.0,37.0,23.0,1.0,4.0,5,14.0,0.0,0.0,0.0,0.0,738.0,6.0,16.0,Colón,Brasileiro,Facundo Garcés (Colón)
Santiago Pierotti,ARG,"FW,MF",21.0,23.5,527.0,504.0,16.0,2.0,1.0,1.0,39,11.0,0.0,0.0,0.0,0.0,338.0,7.0,27.0,Colón,Brasileiro,Santiago Pierotti (Colón)
Paolo Goltz,ARG,DF,37.0,22.2,944.0,871.0,72.0,68.0,0.0,11.0,0,2.0,0.0,0.0,0.0,0.0,735.0,1.0,8.0,Colón,Brasileiro,Paolo Goltz (Colón)
Eric Meza,ARG,"DF,FW",23.0,20.8,1013.0,674.0,334.0,32.0,2.0,17.0,128,267.0,35.0,1.0,32.0,1.0,561.0,5.0,49.0,Colón,Brasileiro,Eric Meza (Colón)
Baldomero Perlaza,COL,MF,30.0,21.1,658.0,651.0,5.0,5.0,2.0,6.0,2,0.0,0.0,0.0,0.0,0.0,486.0,2.0,11.0,Colón,Brasileiro,Baldomero Perlaza (Colón)
Rafael Marcelo Delgado,ARG,DF,33.0,20.0,1090.0,895.0,188.0,57.0,1.0,18.0,82,103.0,27.0,3.0,23.0,1.0,726.0,7.0,22.0,Colón,Brasileiro,Rafael Marcelo Delgado (Colón)
Ramón Ábila,ARG,FW,33.0,17.5,319.0,283.0,35.0,1.0,5.0,2.0,3,0.0,0.0,0.0,0.0,0.0,213.0,1.0,18.0,Colón,Brasileiro,Ramón Ábila (Colón)
Juan Álvarez,ARG,"MF,FW",26.0,15.2,575.0,486.0,89.0,3.0,0.0,7.0,48,82.0,4.0,0.0,3.0,0.0,396.0,0.0,27.0,Colón,Brasileiro,Juan Álvarez (Colón)
Gian Nardelli,ARG,DF,22.0,13.3,558.0,515.0,42.0,16.0,0.0,12.0,9,25.0,0.0,0.0,0.0,0.0,384.0,1.0,20.0,Colón,Brasileiro,Gian Nardelli (Colón)
Carlos Arrua,PAR,MF,25.0,11.2,383.0,335.0,46.0,14.0,5.0,1.0,50,5.0,27.0,5.0,21.0,0.0,261.0,2.0,8.0,Colón,Brasileiro,Carlos Arrua (Colón)
Julián Chicco,ARG,MF,25.0,10.6,499.0,486.0,10.0,8.0,0.0,6.0,2,1.0,1.0,0.0,1.0,0.0,393.0,3.0,5.0,Colón,Brasileiro,Julián Chicco (Colón)
Cristian Vega,ARG,MF,29.0,10.0,502.0,479.0,20.0,14.0,1.0,6.0,3,6.0,0.0,0.0,0.0,0.0,393.0,3.0,14.0,Colón,Brasileiro,Cristian Vega (Colón)
Stéfano Moreyra,ARG,MF,21.0,7.2,282.0,275.0,2.0,0.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,214.0,5.0,6.0,Colón,Brasileiro,Stéfano Moreyra (Colón)
Jorge Benítez,PAR,FW,30.0,8.0,214.0,201.0,12.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,145.0,1.0,11.0,Colón,Brasileiro,Jorge Benítez (Colón)
Leonel Picco,ARG,MF,23.0,6.2,282.0,279.0,2.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,229.0,1.0,7.0,Colón,Brasileiro,Leonel Picco (Colón)
Andrew Teuten,URU,"DF,MF",24.0,5.6,267.0,210.0,56.0,8.0,1.0,0.0,32,39.0,9.0,4.0,5.0,0.0,194.0,1.0,9.0,Colón,Brasileiro,Andrew Teuten (Colón)
Facundo Farías,ARG,"FW,MF",20.0,5.1,161.0,144.0,14.0,5.0,1.0,1.0,5,2.0,3.0,1.0,1.0,0.0,131.0,3.0,2.0,Colón,Brasileiro,Facundo Farías (Colón)
Joaquín Ibáñez,ARG,"FW,MF",26.0,5.0,192.0,146.0,46.0,0.0,0.0,2.0,10,46.0,0.0,0.0,0.0,0.0,119.0,0.0,12.0,Colón,Brasileiro,Joaquín Ibáñez (Colón)
Tomás Galván,ARG,"MF,FW",22.0,5.9,223.0,212.0,10.0,3.0,0.0,0.0,6,2.0,5.0,0.0,5.0,0.0,171.0,1.0,5.0,Colón,Brasileiro,Tomás Galván (Colón)
José Neris,URU,FW,22.0,4.3,82.0,74.0,8.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,Colón,Brasileiro,José Neris (Colón)
Augusto Schott,ARG,DF,23.0,3.8,136.0,101.0,35.0,2.0,0.0,1.0,12,33.0,0.0,0.0,0.0,0.0,85.0,0.0,6.0,Colón,Brasileiro,Augusto Schott (Colón)
Lucas Acevedo,ARG,DF,31.0,2.1,70.0,68.0,2.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,Colón,Brasileiro,Lucas Acevedo (Colón)
Natanael Troncoso,ARG,"MF,FW",21.0,3.2,109.0,108.0,1.0,0.0,0.0,1.0,5,0.0,1.0,0.0,1.0,0.0,75.0,0.0,10.0,Colón,Brasileiro,Natanael Troncoso (Colón)
Thiago Yossen,ARG,DF,18.0,0.4,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Colón,Brasileiro,Thiago Yossen (Colón)
Gonzalo Silva,ARG,"DF,MF",23.0,0.6,40.0,29.0,11.0,3.0,0.0,0.0,11,1.0,7.0,0.0,7.0,0.0,23.0,0.0,0.0,Colón,Brasileiro,Gonzalo Silva (Colón)
Guillermo Gonzálvez,ARG,MF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Guillermo Gonzálvez (Colón)
Facundo Taborda,ARG,"FW,MF",22.0,0.2,6.0,4.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Colón,Brasileiro,Facundo Taborda (Colón)
Nicolás Fernández,ARG,FW,26.0,23.6,469.0,416.0,49.0,1.0,2.0,4.0,7,2.0,1.0,0.0,1.0,0.0,355.0,4.0,11.0,Defensa y Just,Brasileiro,Nicolás Fernández (Defensa y Just)
Alexis Soto,ARG,DF,29.0,22.5,1124.0,892.0,227.0,25.0,3.0,16.0,38,199.0,3.0,0.0,2.0,0.0,827.0,5.0,38.0,Defensa y Just,Brasileiro,Alexis Soto (Defensa y Just)
Tomás Cardona,ARG,DF,27.0,22.0,1109.0,1063.0,39.0,29.0,2.0,29.0,0,3.0,0.0,0.0,0.0,0.0,853.0,7.0,10.0,Defensa y Just,Brasileiro,Tomás Cardona (Defensa y Just)
Kevin Facundo Gutiérrez,ARG,MF,25.0,21.8,1234.0,1142.0,82.0,74.0,4.0,16.0,6,3.0,4.0,0.0,2.0,0.0,999.0,10.0,27.0,Defensa y Just,Brasileiro,Kevin Facundo Gutiérrez (Defensa y Just)
Ezequiel Unsain,ARG,GK,27.0,21.0,810.0,544.0,262.0,49.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,649.0,4.0,0.0,Defensa y Just,Brasileiro,Ezequiel Unsain (Defensa y Just)
Agustín Sant'Anna,URU,DF,25.0,20.7,885.0,683.0,200.0,10.0,3.0,9.0,70,188.0,2.0,0.0,1.0,0.0,574.0,2.0,33.0,Defensa y Just,Brasileiro,Agustín Sant'Anna (Defensa y Just)
Julián López,ARG,MF,23.0,17.7,645.0,628.0,15.0,14.0,1.0,7.0,15,1.0,0.0,0.0,0.0,0.0,482.0,2.0,20.0,Defensa y Just,Brasileiro,Julián López (Defensa y Just)
Nazareno Colombo,ARG,DF,23.0,17.0,905.0,846.0,53.0,37.0,0.0,24.0,10,16.0,0.0,0.0,0.0,0.0,646.0,6.0,10.0,Defensa y Just,Brasileiro,Nazareno Colombo (Defensa y Just)
David Barbona,ARG,"MF,FW",27.0,16.9,668.0,601.0,62.0,9.0,3.0,7.0,64,6.0,47.0,7.0,25.0,0.0,506.0,5.0,11.0,Defensa y Just,Brasileiro,David Barbona (Defensa y Just)
Santiago Solari,ARG,"FW,MF",25.0,15.5,443.0,429.0,12.0,1.0,2.0,2.0,32,7.0,4.0,0.0,0.0,0.0,300.0,2.0,29.0,Defensa y Just,Brasileiro,Santiago Solari (Defensa y Just)
Gastón Togni,ARG,"FW,MF",25.0,14.6,461.0,407.0,50.0,10.0,1.0,1.0,117,3.0,37.0,8.0,24.0,0.0,278.0,4.0,25.0,Defensa y Just,Brasileiro,Gastón Togni (Defensa y Just)
Gabriel Alanís,ARG,"FW,MF",28.0,13.1,245.0,241.0,3.0,0.0,1.0,2.0,16,1.0,2.0,0.0,1.0,0.0,167.0,1.0,15.0,Defensa y Just,Brasileiro,Gabriel Alanís (Defensa y Just)
Julián Malatini,ARG,DF,21.0,10.8,465.0,451.0,12.0,11.0,0.0,6.0,0,1.0,0.0,0.0,0.0,0.0,372.0,2.0,8.0,Defensa y Just,Brasileiro,Julián Malatini (Defensa y Just)
Rodrigo Bogarín,PAR,MF,25.0,6.5,233.0,209.0,23.0,7.0,3.0,3.0,17,0.0,15.0,6.0,6.0,0.0,164.0,1.0,9.0,Defensa y Just,Brasileiro,Rodrigo Bogarín (Defensa y Just)
Nicolás Tripichio,ARG,"MF,DF",27.0,9.1,386.0,348.0,38.0,1.0,0.0,2.0,15,37.0,0.0,0.0,0.0,0.0,318.0,0.0,10.0,Defensa y Just,Brasileiro,Nicolás Tripichio (Defensa y Just)
Lautaro Escalante,ARG,MF,23.0,7.1,273.0,270.0,1.0,0.0,1.0,1.0,8,0.0,1.0,0.0,1.0,0.0,204.0,2.0,6.0,Defensa y Just,Brasileiro,Lautaro Escalante (Defensa y Just)
Enrique Bologna,ARG,GK,40.0,6.0,191.0,124.0,67.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,Defensa y Just,Brasileiro,Enrique Bologna (Defensa y Just)
Darío Cáceres,PAR,"DF,MF",25.0,6.1,320.0,264.0,53.0,1.0,0.0,0.0,16,52.0,0.0,0.0,0.0,0.0,235.0,3.0,6.0,Defensa y Just,Brasileiro,Darío Cáceres (Defensa y Just)
Santi Ramos Mingo,ARG,DF,21.0,5.3,241.0,235.0,6.0,6.0,0.0,3.0,2,0.0,0.0,0.0,0.0,0.0,203.0,0.0,2.0,Defensa y Just,Brasileiro,Santi Ramos Mingo (Defensa y Just)
Gonzalo Castellani,ARG,MF,35.0,3.5,224.0,210.0,14.0,6.0,1.0,0.0,9,3.0,5.0,1.0,4.0,0.0,181.0,0.0,3.0,Defensa y Just,Brasileiro,Gonzalo Castellani (Defensa y Just)
Benjamín Schamine,ARG,"MF,FW",19.0,1.6,36.0,32.0,3.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,22.0,1.0,2.0,Defensa y Just,Brasileiro,Benjamín Schamine (Defensa y Just)
Federico Versaci,ARG,"FW,MF",20.0,1.5,34.0,32.0,2.0,2.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,Defensa y Just,Brasileiro,Federico Versaci (Defensa y Just)
Juan Miritello,ARG,"FW,MF",23.0,2.4,80.0,78.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,Defensa y Just,Brasileiro,Juan Miritello (Defensa y Just)
Andrés Ríos,ARG,"FW,MF",33.0,1.3,29.0,27.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,Defensa y Just,Brasileiro,Andrés Ríos (Defensa y Just)
Thiago Schiavulli,ARG,DF,19.0,1.0,48.0,44.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,37.0,0.0,2.0,Defensa y Just,Brasileiro,Thiago Schiavulli (Defensa y Just)
Esteban Lucero,ARG,DF,17.0,0.9,42.0,40.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,Defensa y Just,Brasileiro,Esteban Lucero (Defensa y Just)
Alan Morinigo,ARG,FW,17.0,0.6,7.0,7.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Defensa y Just,Brasileiro,Alan Morinigo (Defensa y Just)
Edwin Mosquera,COL,"FW,MF",21.0,1.4,22.0,22.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,Defensa y Just,Brasileiro,Edwin Mosquera (Defensa y Just)
Ángel Benítez,PAR,MF,27.0,0.9,22.0,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,Defensa y Just,Brasileiro,Ángel Benítez (Defensa y Just)
Facundo Echevarría,ARG,FW,20.0,0.5,12.0,12.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Defensa y Just,Brasileiro,Facundo Echevarría (Defensa y Just)
Tomás Ortiz,ARG,FW,22.0,0.4,11.0,9.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,Defensa y Just,Brasileiro,Tomás Ortiz (Defensa y Just)
Lautaro Fedele,ARG,FW,21.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Defensa y Just,Brasileiro,Lautaro Fedele (Defensa y Just)
Lautaro Vargas,ARG,DF,17.0,0.1,16.0,9.0,7.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,Defensa y Just,Brasileiro,Lautaro Vargas (Defensa y Just)
Ricardo Solbes,ARG,MF,16.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Defensa y Just,Brasileiro,Ricardo Solbes (Defensa y Just)
Jorge Agustín Rodríguez,ARG,"MF,DF",27.0,25.8,1590.0,1533.0,54.0,51.0,6.0,15.0,5,3.0,0.0,0.0,0.0,0.0,1254.0,3.0,27.0,Estudiantes,Brasileiro,Jorge Agustín Rodríguez (Estudiantes)
Benjamín Rollheiser,ARG,"MF,FW",22.0,22.5,1119.0,1042.0,74.0,28.0,9.0,27.0,78,15.0,30.0,14.0,14.0,0.0,829.0,3.0,14.0,Estudiantes,Brasileiro,Benjamín Rollheiser (Estudiantes)
Mariano Andújar,ARG,GK,39.0,25.0,685.0,404.0,280.0,77.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,484.0,1.0,0.0,Estudiantes,Brasileiro,Mariano Andújar (Estudiantes)
Santiago Ascacíbar,ARG,MF,25.0,24.3,1231.0,1210.0,18.0,15.0,3.0,9.0,13,3.0,0.0,0.0,0.0,0.0,1009.0,3.0,25.0,Estudiantes,Brasileiro,Santiago Ascacíbar (Estudiantes)
Luciano Lollo,ARG,DF,35.0,22.9,1008.0,957.0,47.0,44.0,1.0,6.0,2,1.0,0.0,0.0,0.0,0.0,823.0,4.0,6.0,Estudiantes,Brasileiro,Luciano Lollo (Estudiantes)
Zaid Romero,ARG,DF,23.0,21.2,1052.0,995.0,55.0,44.0,0.0,11.0,7,11.0,0.0,0.0,0.0,0.0,837.0,2.0,20.0,Estudiantes,Brasileiro,Zaid Romero (Estudiantes)
Leonardo Godoy,ARG,"DF,FW",27.0,19.7,809.0,623.0,186.0,1.0,2.0,3.0,73,185.0,0.0,0.0,0.0,0.0,553.0,0.0,24.0,Estudiantes,Brasileiro,Leonardo Godoy (Estudiantes)
Mauro Boselli,ARG,FW,37.0,15.2,302.0,269.0,31.0,2.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,202.0,2.0,8.0,Estudiantes,Brasileiro,Mauro Boselli (Estudiantes)
Fernando Zuqui,ARG,MF,31.0,16.1,813.0,699.0,108.0,52.0,2.0,4.0,96,3.0,53.0,20.0,29.0,0.0,597.0,6.0,20.0,Estudiantes,Brasileiro,Fernando Zuqui (Estudiantes)
Gastón Benedetti,ARG,"DF,FW",21.0,15.6,791.0,636.0,154.0,9.0,2.0,8.0,52,145.0,0.0,0.0,0.0,0.0,567.0,1.0,22.0,Estudiantes,Brasileiro,Gastón Benedetti (Estudiantes)
Santiago Núñez,ARG,DF,22.0,14.4,637.0,613.0,23.0,21.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,507.0,1.0,3.0,Estudiantes,Brasileiro,Santiago Núñez (Estudiantes)
Emmanuel Más,ARG,DF,34.0,11.8,557.0,444.0,113.0,2.0,0.0,3.0,42,111.0,0.0,0.0,0.0,0.0,419.0,0.0,12.0,Estudiantes,Brasileiro,Emmanuel Más (Estudiantes)
Guido Carrillo,ARG,FW,31.0,8.5,264.0,255.0,7.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,1.0,Estudiantes,Brasileiro,Guido Carrillo (Estudiantes)
Mauro Méndez,URU,"FW,MF",24.0,8.2,175.0,161.0,13.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,121.0,1.0,3.0,Estudiantes,Brasileiro,Mauro Méndez (Estudiantes)
José Sosa,ARG,"MF,FW",37.0,8.9,564.0,518.0,43.0,18.0,0.0,3.0,43,1.0,24.0,8.0,14.0,1.0,438.0,3.0,12.0,Estudiantes,Brasileiro,José Sosa (Estudiantes)
Eros Mancuso,ARG,DF,23.0,7.9,397.0,328.0,68.0,1.0,2.0,1.0,37,67.0,0.0,0.0,0.0,0.0,270.0,1.0,16.0,Estudiantes,Brasileiro,Eros Mancuso (Estudiantes)
Matías Godoy,ARG,"MF,FW",21.0,7.9,277.0,250.0,27.0,2.0,0.0,1.0,39,11.0,14.0,2.0,11.0,0.0,193.0,0.0,13.0,Estudiantes,Brasileiro,Matías Godoy (Estudiantes)
Pablo Piatti,ARG,"MF,FW",33.0,4.1,151.0,145.0,6.0,1.0,1.0,0.0,18,0.0,5.0,3.0,2.0,0.0,104.0,0.0,8.0,Estudiantes,Brasileiro,Pablo Piatti (Estudiantes)
Franco Zapiola,ARG,"MF,FW",21.0,3.7,196.0,180.0,15.0,3.0,0.0,1.0,32,3.0,9.0,0.0,7.0,0.0,125.0,1.0,6.0,Estudiantes,Brasileiro,Franco Zapiola (Estudiantes)
Ezequiel Muñoz,ARG,DF,32.0,3.3,113.0,109.0,3.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,2.0,Estudiantes,Brasileiro,Ezequiel Muñoz (Estudiantes)
Juan Guasone,ARG,DF,21.0,2.5,89.0,85.0,4.0,2.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,Estudiantes,Brasileiro,Juan Guasone (Estudiantes)
Daniel Sappa,ARG,GK,27.0,2.0,48.0,32.0,16.0,7.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,Estudiantes,Brasileiro,Daniel Sappa (Estudiantes)
Mateo Pellegrino,ARG,"FW,MF",21.0,2.4,49.0,48.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,Estudiantes,Brasileiro,Mateo Pellegrino (Estudiantes)
Nicolás Fernández,ARG,"DF,FW",20.0,1.1,33.0,32.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,Estudiantes,Brasileiro,Nicolás Fernández (Estudiantes)
Nicolás Palavecino,ARG,"MF,FW",19.0,0.7,19.0,19.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,Estudiantes,Brasileiro,Nicolás Palavecino (Estudiantes)
Martiniano Moreno,ARG,"FW,MF",19.0,0.7,18.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Estudiantes,Brasileiro,Martiniano Moreno (Estudiantes)
Deian Verón,ARG,MF,22.0,0.4,25.0,24.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,Estudiantes,Brasileiro,Deian Verón (Estudiantes)
Axel Atum,ARG,"FW,MF",17.0,0.4,20.0,20.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Estudiantes,Brasileiro,Axel Atum (Estudiantes)
Gonzalo Piñeiro,ARG,MF,22.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Estudiantes,Brasileiro,Gonzalo Piñeiro (Estudiantes)
Tomás Durso,ARG,GK,23.0,26.0,614.0,325.0,286.0,83.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,349.0,3.0,0.0,Gimnasia ELP,Brasileiro,Tomás Durso (Gimnasia ELP)
Felipe Sánchez,,DF,,25.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Felipe Sánchez (Gimnasia ELP)
Leonardo Morales,ARG,DF,31.0,23.9,905.0,827.0,74.0,64.0,0.0,11.0,4,10.0,0.0,0.0,0.0,0.0,653.0,4.0,15.0,Gimnasia ELP,Brasileiro,Leonardo Morales (Gimnasia ELP)
Ignacio Miramon,ARG,MF,19.0,18.8,768.0,743.0,21.0,15.0,1.0,16.0,18,6.0,0.0,0.0,0.0,0.0,561.0,4.0,10.0,Gimnasia ELP,Brasileiro,Ignacio Miramon (Gimnasia ELP)
Matías Melluso,ARG,DF,24.0,15.7,724.0,548.0,175.0,21.0,2.0,14.0,33,154.0,0.0,0.0,0.0,0.0,482.0,1.0,22.0,Gimnasia ELP,Brasileiro,Matías Melluso (Gimnasia ELP)
