Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Championship,Player_Team
Erik Godoy,ARG,DF,29.0,14.4,0,6,0,0.0,0.42,0.0,0.0,0.0,15.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Club Atlético Belgrano,Brasileiro,Erik Godoy (Club Atlético Belgrano)
Matias Ibacache,CHI,DF,24.0,12.0,0,3,1,33.3,0.25,0.08,0.0,0.0,25.7,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Club Atlético Belgrano,Brasileiro,Matias Ibacache (Club Atlético Belgrano)
Ariel Rojas,ARG,MF,37.0,11.7,0,3,1,33.3,0.26,0.09,0.0,0.0,29.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Club Atlético Belgrano,Brasileiro,Ariel Rojas (Club Atlético Belgrano)
Franco Jara,ARG,FW,34.0,9.9,1,15,5,33.3,1.52,0.51,0.07,0.2,21.0,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Club Atlético Belgrano,Brasileiro,Franco Jara (Club Atlético Belgrano)
Lucas Diarte,ARG,DF,29.0,10.8,1,7,2,28.6,0.65,0.18,0.14,0.5,28.9,0.0,0,0,0.1,0.1,0.02,0.9,0.9,Club Atlético Belgrano,Brasileiro,Lucas Diarte (Club Atlético Belgrano)
Gabriel Compagnucci,ARG,"DF,MF",31.0,10.8,0,6,3,50.0,0.56,0.28,0.0,0.0,20.3,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Club Atlético Belgrano,Brasileiro,Gabriel Compagnucci (Club Atlético Belgrano)
Matías García,ARG,MF,31.0,8.2,1,10,5,50.0,1.22,0.61,0.1,0.2,20.5,1.0,0,0,0.6,0.6,0.06,0.4,0.4,Club Atlético Belgrano,Brasileiro,Matías García (Club Atlético Belgrano)
Tomas Castro,ARG,MF,20.0,4.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Tomas Castro (Club Atlético Belgrano)
Iván Ortigoza,ARG,"FW,MF",27.0,4.5,0,10,5,50.0,2.24,1.12,0.0,0.0,22.3,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Club Atlético Belgrano,Brasileiro,Iván Ortigoza (Club Atlético Belgrano)
Guillermo Pereira,ARG,"DF,MF",29.0,5.8,1,4,2,50.0,0.69,0.35,0.25,0.5,11.9,0.0,0,0,0.4,0.4,0.09,0.6,0.6,Club Atlético Belgrano,Brasileiro,Guillermo Pereira (Club Atlético Belgrano)
Matias Moreno,ARG,DF,19.0,3.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Matias Moreno (Club Atlético Belgrano)
Ibrahim Hesar,SYR,"MF,FW",29.0,5.9,0,17,4,23.5,2.88,0.68,0.0,0.0,17.5,0.0,0,0,1.3,1.3,0.07,-1.3,-1.3,Club Atlético Belgrano,Brasileiro,Ibrahim Hesar (Club Atlético Belgrano)
Diego Novaretti,ARG,DF,37.0,2.6,0,2,0,0.0,0.78,0.0,0.0,0.0,15.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Club Atlético Belgrano,Brasileiro,Diego Novaretti (Club Atlético Belgrano)
Fabián Bordagaray,ARG,"FW,MF",35.0,2.6,0,3,1,33.3,1.14,0.38,0.0,0.0,20.0,1.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Club Atlético Belgrano,Brasileiro,Fabián Bordagaray (Club Atlético Belgrano)
Daniel Barrea,ARG,FW,21.0,2.1,0,3,3,100.0,1.41,1.41,0.0,0.0,10.9,0.0,0,0,0.4,0.4,0.14,-0.4,-0.4,Club Atlético Belgrano,Brasileiro,Daniel Barrea (Club Atlético Belgrano)
Mariano Miño,ARG,MF,28.0,1.8,0,1,1,100.0,0.57,0.57,0.0,0.0,22.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Club Atlético Belgrano,Brasileiro,Mariano Miño (Club Atlético Belgrano)
Manuel Vicentini,ARG,GK,32.0,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Manuel Vicentini (Club Atlético Belgrano)
Francisco Oliver,ARG,DF,27.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Oliver (Club Atlético Belgrano)
Joaquín Susvielles,ARG,"FW,DF",31.0,2.0,0,2,2,100.0,1.01,1.01,0.0,0.0,14.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Club Atlético Belgrano,Brasileiro,Joaquín Susvielles (Club Atlético Belgrano)
Iván Ramírez,ARG,MF,32.0,1.6,0,1,0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Iván Ramírez (Club Atlético Belgrano)
Gerónimo Tomasetti,ARG,MF,22.0,0.6,0,1,0,0.0,1.67,0.0,0.0,0.0,34.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Club Atlético Belgrano,Brasileiro,Gerónimo Tomasetti (Club Atlético Belgrano)
Andrés Felipe Amaya,COL,"FW,MF",21.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Andrés Felipe Amaya (Club Atlético Belgrano)
Francisco Facello,ARG,DF,20.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Facello (Club Atlético Belgrano)
Facundo Lencioni,ARG,MF,21.0,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,34.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Club Atlético Belgrano,Brasileiro,Facundo Lencioni (Club Atlético Belgrano)
Ignacio Chicco,ARG,GK,26.0,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Ignacio Chicco (Colón)
Facundo Garcés,ARG,DF,23.0,26.0,1,14,5,35.7,0.54,0.19,0.07,0.2,14.1,0.0,0,0,1.5,1.5,0.1,-0.5,-0.5,Colón,Brasileiro,Facundo Garcés (Colón)
Santiago Pierotti,ARG,"FW,MF",21.0,23.5,2,35,14,40.0,1.49,0.6,0.06,0.14,16.6,0.0,0,0,3.8,3.8,0.11,-1.8,-1.8,Colón,Brasileiro,Santiago Pierotti (Colón)
Paolo Goltz,ARG,DF,37.0,22.2,0,17,7,41.2,0.76,0.31,0.0,0.0,15.2,1.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Colón,Brasileiro,Paolo Goltz (Colón)
Eric Meza,ARG,"DF,FW",23.0,20.8,2,17,4,23.5,0.82,0.19,0.12,0.5,23.6,2.0,0,0,0.9,0.9,0.05,1.1,1.1,Colón,Brasileiro,Eric Meza (Colón)
Baldomero Perlaza,COL,MF,30.0,21.1,1,14,4,28.6,0.66,0.19,0.07,0.25,15.6,0.0,0,0,1.8,1.8,0.13,-0.8,-0.8,Colón,Brasileiro,Baldomero Perlaza (Colón)
Rafael Marcelo Delgado,ARG,DF,33.0,20.0,0,6,2,33.3,0.3,0.1,0.0,0.0,28.2,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Colón,Brasileiro,Rafael Marcelo Delgado (Colón)
Ramón Ábila,ARG,FW,33.0,17.5,6,29,15,51.7,1.66,0.86,0.21,0.4,15.1,0.0,0,1,5.0,4.1,0.14,1.0,1.9,Colón,Brasileiro,Ramón Ábila (Colón)
Juan Álvarez,ARG,"MF,FW",26.0,15.2,1,24,6,25.0,1.58,0.39,0.04,0.17,23.3,0.0,0,0,1.0,1.0,0.04,0.0,0.0,Colón,Brasileiro,Juan Álvarez (Colón)
Gian Nardelli,ARG,DF,22.0,13.3,0,2,0,0.0,0.15,0.0,0.0,0.0,25.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Colón,Brasileiro,Gian Nardelli (Colón)
Carlos Arrua,PAR,MF,25.0,11.2,0,19,6,31.6,1.69,0.54,0.0,0.0,23.7,2.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Colón,Brasileiro,Carlos Arrua (Colón)
Julián Chicco,ARG,MF,25.0,10.6,0,14,2,14.3,1.32,0.19,0.0,0.0,24.1,3.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Colón,Brasileiro,Julián Chicco (Colón)
Cristian Vega,ARG,MF,29.0,10.0,1,9,2,22.2,0.9,0.2,0.11,0.5,29.7,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Colón,Brasileiro,Cristian Vega (Colón)
Stéfano Moreyra,ARG,MF,21.0,7.2,0,6,0,0.0,0.84,0.0,0.0,0.0,31.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Colón,Brasileiro,Stéfano Moreyra (Colón)
Jorge Benítez,PAR,FW,30.0,8.0,2,18,9,50.0,2.26,1.13,0.11,0.22,18.5,0.0,0,1,2.5,1.7,0.09,-0.5,0.3,Colón,Brasileiro,Jorge Benítez (Colón)
Leonel Picco,ARG,MF,23.0,6.2,0,4,0,0.0,0.64,0.0,0.0,0.0,12.7,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Colón,Brasileiro,Leonel Picco (Colón)
Andrew Teuten,URU,"DF,MF",24.0,5.6,1,2,2,100.0,0.35,0.35,0.5,0.5,26.1,1.0,0,0,0.1,0.1,0.06,0.9,0.9,Colón,Brasileiro,Andrew Teuten (Colón)
Facundo Farías,ARG,"FW,MF",20.0,5.1,0,7,2,28.6,1.38,0.39,0.0,0.0,21.3,0.0,0,1,1.5,0.7,0.1,-1.5,-0.7,Colón,Brasileiro,Facundo Farías (Colón)
Joaquín Ibáñez,ARG,"FW,MF",26.0,5.0,1,5,1,20.0,1.0,0.2,0.2,1.0,14.5,0.0,0,0,0.3,0.3,0.06,0.7,0.7,Colón,Brasileiro,Joaquín Ibáñez (Colón)
Tomás Galván,ARG,"MF,FW",22.0,5.9,0,11,1,9.1,1.85,0.17,0.0,0.0,18.7,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Colón,Brasileiro,Tomás Galván (Colón)
José Neris,URU,FW,22.0,4.3,0,11,4,36.4,2.56,0.93,0.0,0.0,12.9,0.0,0,1,2.6,1.8,0.16,-2.6,-1.8,Colón,Brasileiro,José Neris (Colón)
Augusto Schott,ARG,DF,23.0,3.8,0,4,1,25.0,1.05,0.26,0.0,0.0,20.1,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Colón,Brasileiro,Augusto Schott (Colón)
Lucas Acevedo,ARG,DF,31.0,2.1,0,2,0,0.0,0.95,0.0,0.0,0.0,20.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Colón,Brasileiro,Lucas Acevedo (Colón)
Natanael Troncoso,ARG,"MF,FW",21.0,3.2,1,12,5,41.7,3.72,1.55,0.08,0.2,20.2,0.0,0,0,0.8,0.8,0.06,0.2,0.2,Colón,Brasileiro,Natanael Troncoso (Colón)
Thiago Yossen,ARG,DF,18.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Thiago Yossen (Colón)
Gonzalo Silva,ARG,"DF,MF",23.0,0.6,0,1,0,0.0,1.58,0.0,0.0,0.0,24.7,1.0,0,0,0.0,0.0,0.04,0.0,0.0,Colón,Brasileiro,Gonzalo Silva (Colón)
Guillermo Gonzálvez,ARG,MF,19.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Guillermo Gonzálvez (Colón)
Facundo Taborda,ARG,"FW,MF",22.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Colón,Brasileiro,Facundo Taborda (Colón)
Nicolás Fernández,ARG,FW,26.0,23.6,12,82,32,39.0,3.47,1.36,0.11,0.28,18.7,0.0,3,3,11.5,9.1,0.11,0.5,-0.1,Defensa y Just,Brasileiro,Nicolás Fernández (Defensa y Just)
Alexis Soto,ARG,DF,29.0,22.5,0,6,0,0.0,0.27,0.0,0.0,0.0,27.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Defensa y Just,Brasileiro,Alexis Soto (Defensa y Just)
Tomás Cardona,ARG,DF,27.0,22.0,2,16,5,31.3,0.73,0.23,0.13,0.4,12.3,0.0,0,0,1.6,1.6,0.1,0.4,0.4,Defensa y Just,Brasileiro,Tomás Cardona (Defensa y Just)
Kevin Facundo Gutiérrez,ARG,MF,25.0,21.8,1,16,2,12.5,0.73,0.09,0.06,0.5,25.7,3.0,0,0,0.6,0.6,0.04,0.4,0.4,Defensa y Just,Brasileiro,Kevin Facundo Gutiérrez (Defensa y Just)
Ezequiel Unsain,ARG,GK,27.0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Ezequiel Unsain (Defensa y Just)
Agustín Sant'Anna,URU,DF,25.0,20.7,0,22,3,13.6,1.06,0.14,0.0,0.0,25.0,2.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Defensa y Just,Brasileiro,Agustín Sant'Anna (Defensa y Just)
Julián López,ARG,MF,23.0,17.7,0,9,1,11.1,0.51,0.06,0.0,0.0,26.6,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Defensa y Just,Brasileiro,Julián López (Defensa y Just)
Nazareno Colombo,ARG,DF,23.0,17.0,1,12,3,25.0,0.71,0.18,0.08,0.33,16.0,0.0,0,0,1.0,1.0,0.07,0.0,0.0,Defensa y Just,Brasileiro,Nazareno Colombo (Defensa y Just)
David Barbona,ARG,"MF,FW",27.0,16.9,3,31,17,54.8,1.84,1.01,0.1,0.18,24.2,2.0,0,0,2.4,2.4,0.07,0.6,0.6,Defensa y Just,Brasileiro,David Barbona (Defensa y Just)
Santiago Solari,ARG,"FW,MF",25.0,15.5,4,31,12,38.7,2.0,0.77,0.13,0.33,17.3,0.0,0,0,4.1,4.1,0.13,-0.1,-0.1,Defensa y Just,Brasileiro,Santiago Solari (Defensa y Just)
Gastón Togni,ARG,"FW,MF",25.0,14.6,4,37,16,43.2,2.53,1.09,0.11,0.25,21.1,5.0,0,0,2.4,2.4,0.06,1.6,1.6,Defensa y Just,Brasileiro,Gastón Togni (Defensa y Just)
Gabriel Alanís,ARG,"FW,MF",28.0,13.1,1,36,14,38.9,2.76,1.07,0.03,0.07,15.9,0.0,0,0,6.0,6.0,0.17,-5.0,-5.0,Defensa y Just,Brasileiro,Gabriel Alanís (Defensa y Just)
Julián Malatini,ARG,DF,21.0,10.8,0,3,1,33.3,0.28,0.09,0.0,0.0,10.0,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Defensa y Just,Brasileiro,Julián Malatini (Defensa y Just)
Rodrigo Bogarín,PAR,MF,25.0,6.5,1,12,3,25.0,1.85,0.46,0.08,0.33,24.4,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Defensa y Just,Brasileiro,Rodrigo Bogarín (Defensa y Just)
Nicolás Tripichio,ARG,"MF,DF",27.0,9.1,1,7,2,28.6,0.77,0.22,0.14,0.5,18.4,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Defensa y Just,Brasileiro,Nicolás Tripichio (Defensa y Just)
Lautaro Escalante,ARG,MF,23.0,7.1,0,8,0,0.0,1.13,0.0,0.0,0.0,22.4,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Defensa y Just,Brasileiro,Lautaro Escalante (Defensa y Just)
Enrique Bologna,ARG,GK,40.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Enrique Bologna (Defensa y Just)
Darío Cáceres,PAR,"DF,MF",25.0,6.1,1,6,1,16.7,0.99,0.16,0.17,1.0,17.1,0.0,0,0,0.4,0.4,0.06,0.6,0.6,Defensa y Just,Brasileiro,Darío Cáceres (Defensa y Just)
Santi Ramos Mingo,ARG,DF,21.0,5.3,0,1,0,0.0,0.19,0.0,0.0,0.0,11.3,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Defensa y Just,Brasileiro,Santi Ramos Mingo (Defensa y Just)
Gonzalo Castellani,ARG,MF,35.0,3.5,0,3,0,0.0,0.85,0.0,0.0,0.0,20.5,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Defensa y Just,Brasileiro,Gonzalo Castellani (Defensa y Just)
Benjamín Schamine,ARG,"MF,FW",19.0,1.6,0,1,1,100.0,0.62,0.62,0.0,0.0,14.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Defensa y Just,Brasileiro,Benjamín Schamine (Defensa y Just)
Federico Versaci,ARG,"FW,MF",20.0,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Federico Versaci (Defensa y Just)
Juan Miritello,ARG,"FW,MF",23.0,2.4,3,7,3,42.9,2.9,1.24,0.29,0.67,14.5,0.0,1,1,2.8,2.0,0.28,0.2,0.0,Defensa y Just,Brasileiro,Juan Miritello (Defensa y Just)
Andrés Ríos,ARG,"FW,MF",33.0,1.3,0,3,1,33.3,2.25,0.75,0.0,0.0,24.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Defensa y Just,Brasileiro,Andrés Ríos (Defensa y Just)
Thiago Schiavulli,ARG,DF,19.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Thiago Schiavulli (Defensa y Just)
Esteban Lucero,ARG,DF,17.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Esteban Lucero (Defensa y Just)
Alan Morinigo,ARG,FW,17.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Alan Morinigo (Defensa y Just)
Edwin Mosquera,COL,"FW,MF",21.0,1.4,0,2,1,50.0,1.48,0.74,0.0,0.0,13.9,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Defensa y Just,Brasileiro,Edwin Mosquera (Defensa y Just)
Ángel Benítez,PAR,MF,27.0,0.9,0,1,1,100.0,1.15,1.15,0.0,0.0,11.3,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Defensa y Just,Brasileiro,Ángel Benítez (Defensa y Just)
Facundo Echevarría,ARG,FW,20.0,0.5,1,1,1,100.0,2.05,2.05,1.0,1.0,21.4,0.0,0,0,0.1,0.1,0.06,0.9,0.9,Defensa y Just,Brasileiro,Facundo Echevarría (Defensa y Just)
Tomás Ortiz,ARG,FW,22.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Tomás Ortiz (Defensa y Just)
Lautaro Fedele,ARG,FW,21.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Lautaro Fedele (Defensa y Just)
Lautaro Vargas,ARG,DF,17.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Lautaro Vargas (Defensa y Just)
Ricardo Solbes,ARG,MF,16.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Defensa y Just,Brasileiro,Ricardo Solbes (Defensa y Just)
Jorge Agustín Rodríguez,ARG,"MF,DF",27.0,25.8,2,18,5,27.8,0.7,0.19,0.11,0.4,24.6,0.0,0,0,0.5,0.5,0.03,1.5,1.5,Estudiantes,Brasileiro,Jorge Agustín Rodríguez (Estudiantes)
Benjamín Rollheiser,ARG,"MF,FW",22.0,22.5,6,73,26,35.6,3.25,1.16,0.08,0.23,22.8,4.0,0,1,5.5,4.7,0.06,0.5,1.3,Estudiantes,Brasileiro,Benjamín Rollheiser (Estudiantes)
Mariano Andújar,ARG,GK,39.0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Mariano Andújar (Estudiantes)
Santiago Ascacíbar,ARG,MF,25.0,24.3,4,44,12,27.3,1.81,0.49,0.09,0.33,22.6,0.0,0,0,3.1,3.1,0.07,0.9,0.9,Estudiantes,Brasileiro,Santiago Ascacíbar (Estudiantes)
Luciano Lollo,ARG,DF,35.0,22.9,3,18,5,27.8,0.78,0.22,0.17,0.6,11.0,0.0,0,0,1.1,1.1,0.06,1.9,1.9,Estudiantes,Brasileiro,Luciano Lollo (Estudiantes)
Zaid Romero,ARG,DF,23.0,21.2,1,10,5,50.0,0.47,0.24,0.1,0.2,19.1,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Estudiantes,Brasileiro,Zaid Romero (Estudiantes)
Leonardo Godoy,ARG,"DF,FW",27.0,19.7,1,12,2,16.7,0.61,0.1,0.08,0.5,18.6,0.0,0,0,1.4,1.4,0.12,-0.4,-0.4,Estudiantes,Brasileiro,Leonardo Godoy (Estudiantes)
Mauro Boselli,ARG,FW,37.0,15.2,6,36,11,30.6,2.37,0.72,0.17,0.55,12.6,0.0,0,1,6.3,5.4,0.15,-0.3,0.6,Estudiantes,Brasileiro,Mauro Boselli (Estudiantes)
Fernando Zuqui,ARG,MF,31.0,16.1,0,18,3,16.7,1.12,0.19,0.0,0.0,25.3,2.0,0,0,1.7,1.7,0.09,-1.7,-1.7,Estudiantes,Brasileiro,Fernando Zuqui (Estudiantes)
Gastón Benedetti,ARG,"DF,FW",21.0,15.6,2,14,8,57.1,0.9,0.51,0.14,0.25,21.3,0.0,0,0,1.1,1.1,0.08,0.9,0.9,Estudiantes,Brasileiro,Gastón Benedetti (Estudiantes)
Santiago Núñez,ARG,DF,22.0,14.4,0,10,1,10.0,0.7,0.07,0.0,0.0,11.4,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Estudiantes,Brasileiro,Santiago Núñez (Estudiantes)
Emmanuel Más,ARG,DF,34.0,11.8,0,8,2,25.0,0.68,0.17,0.0,0.0,15.6,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Estudiantes,Brasileiro,Emmanuel Más (Estudiantes)
Guido Carrillo,ARG,FW,31.0,8.5,1,19,8,42.1,2.25,0.95,0.05,0.13,13.3,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4,Estudiantes,Brasileiro,Guido Carrillo (Estudiantes)
Mauro Méndez,URU,"FW,MF",24.0,8.2,4,30,12,40.0,3.68,1.47,0.13,0.33,13.3,0.0,0,0,4.9,4.9,0.17,-0.9,-0.9,Estudiantes,Brasileiro,Mauro Méndez (Estudiantes)
José Sosa,ARG,"MF,FW",37.0,8.9,2,13,7,53.8,1.46,0.79,0.15,0.29,22.2,4.0,0,0,1.0,1.0,0.07,1.0,1.0,Estudiantes,Brasileiro,José Sosa (Estudiantes)
Eros Mancuso,ARG,DF,23.0,7.9,1,12,3,25.0,1.52,0.38,0.08,0.33,18.3,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Estudiantes,Brasileiro,Eros Mancuso (Estudiantes)
Matías Godoy,ARG,"MF,FW",21.0,7.9,2,15,2,13.3,1.91,0.25,0.13,1.0,17.9,0.0,0,0,1.3,1.3,0.09,0.7,0.7,Estudiantes,Brasileiro,Matías Godoy (Estudiantes)
Pablo Piatti,ARG,"MF,FW",33.0,4.1,0,9,1,11.1,2.2,0.24,0.0,0.0,22.2,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Estudiantes,Brasileiro,Pablo Piatti (Estudiantes)
Franco Zapiola,ARG,"MF,FW",21.0,3.7,0,6,2,33.3,1.61,0.54,0.0,0.0,26.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Estudiantes,Brasileiro,Franco Zapiola (Estudiantes)
Ezequiel Muñoz,ARG,DF,32.0,3.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Ezequiel Muñoz (Estudiantes)
Juan Guasone,ARG,DF,21.0,2.5,0,2,1,50.0,0.81,0.41,0.0,0.0,17.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Estudiantes,Brasileiro,Juan Guasone (Estudiantes)
Daniel Sappa,ARG,GK,27.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Daniel Sappa (Estudiantes)
Mateo Pellegrino,ARG,"FW,MF",21.0,2.4,0,7,0,0.0,2.88,0.0,0.0,0.0,11.7,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Estudiantes,Brasileiro,Mateo Pellegrino (Estudiantes)
Nicolás Fernández,ARG,"DF,FW",20.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Nicolás Fernández (Estudiantes)
Nicolás Palavecino,ARG,"MF,FW",19.0,0.7,0,1,1,100.0,1.45,1.45,0.0,0.0,16.5,0.0,0,0,0.3,0.3,0.25,-0.3,-0.3,Estudiantes,Brasileiro,Nicolás Palavecino (Estudiantes)
Martiniano Moreno,ARG,"FW,MF",19.0,0.7,0,6,0,0.0,8.18,0.0,0.0,0.0,12.9,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6,Estudiantes,Brasileiro,Martiniano Moreno (Estudiantes)
Deian Verón,ARG,MF,22.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Deian Verón (Estudiantes)
Axel Atum,ARG,"FW,MF",17.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Axel Atum (Estudiantes)
Gonzalo Piñeiro,ARG,MF,22.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estudiantes,Brasileiro,Gonzalo Piñeiro (Estudiantes)
Tomás Durso,ARG,GK,23.0,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Tomás Durso (Gimnasia ELP)
Felipe Sánchez,,DF,,25.8,0,9,1,11.1,0.35,0.04,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gimnasia ELP,Brasileiro,Felipe Sánchez (Gimnasia ELP)
