Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition,Playing Time_90s
25,Dominik Reimann,GER,GK,Magdeburg,,26-204,1997,17,17,1530,,1.65,1.65,5.29,3.71,71.1,0.29,0.29,0.41,0.12,11.8,0.12,0.12,0.0,0.0,0.0,https://fbref.com/en/players/4bdecfcd/Dominik-Reimann,4bdecfcd,2. Bundesliga,17.0
26,Florian Stritzel,GER,GK,Wehen,,29-342,1994,17,17,1530,,1.29,1.29,5.06,3.71,77.9,0.35,0.24,0.41,0.24,23.5,0.29,0.18,0.06,0.06,25.0,https://fbref.com/en/players/ae7717b9/Florian-Stritzel,ae7717b9,2. Bundesliga,17.0
27,Jonas Urbig,GER,GK,Greuther Fürth,,20-153,2003,16,16,1440,,1.19,1.19,3.94,2.75,71.4,0.5,0.25,0.25,0.5,50.0,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/925bbcdc/Jonas-Urbig,925bbcdc,2. Bundesliga,16.0
28,Nikola Vasilj,BIH,GK,St. Pauli,,28-037,1995,17,17,1530,,0.88,0.88,2.47,1.59,69.0,0.47,0.53,0.0,0.29,29.4,0.12,0.12,0.0,0.0,0.0,https://fbref.com/en/players/f038585f/Nikola-Vasilj,f038585f,2. Bundesliga,17.0
29,Timon Weiner,GER,GK,Holstein Kiel,,24-355,1999,14,14,1260,,1.29,1.29,4.57,3.21,75.0,0.64,0.14,0.21,0.36,35.7,0.21,0.14,0.07,0.0,33.3,https://fbref.com/en/players/1fb2d1b0/Timon-Weiner,1fb2d1b0,2. Bundesliga,14.0
30,Ron-Robert Zieler,GER,GK,Hannover 96,,34-330,1989,17,17,1530,,1.35,1.35,4.65,3.41,75.9,0.35,0.35,0.29,0.24,23.5,0.24,0.24,0.0,0.0,0.0,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler,a0606ae8,2. Bundesliga,17.0
1,Rúnar Alex Rúnarsson,ISL,GK,Cardiff City,,28-324,1995,6,6,540,,1.33,1.33,4.0,2.67,66.7,0.33,0.0,0.67,0.17,16.7,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson,8fa8f8d2,EFL Championship,6.0
2,Ryan Allsop,ENG,GK,Hull City,,31-205,1992,17,17,1521,,1.3,1.3,4.08,2.78,69.6,0.41,0.24,0.36,0.3,29.4,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/af615123/Ryan-Allsop,af615123,EFL Championship,16.9
3,Jak Alnwick,ENG,GK,Cardiff City,,30-205,1993,20,20,1800,,1.25,1.25,3.7,2.5,66.2,0.45,0.2,0.35,0.3,30.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/b0835fc0/Jak-Alnwick,b0835fc0,EFL Championship,20.0
4,Daniel Bachmann,AUT,GK,Watford,,29-183,1994,16,16,1439,,1.19,1.19,3.69,2.5,67.8,0.25,0.38,0.38,0.38,37.5,0.06,0.0,0.06,0.0,100.0,https://fbref.com/en/players/1c0eea98/Daniel-Bachmann,1c0eea98,EFL Championship,16.0
5,Gavin Bazunu,IRL,GK,Southampton,,21-322,2002,26,26,2340,,1.19,1.19,3.27,2.08,64.7,0.58,0.27,0.15,0.27,26.9,0.04,0.04,0.0,0.0,0.0,https://fbref.com/en/players/c91441dc/Gavin-Bazunu,c91441dc,EFL Championship,26.0
6,Asmir Begović,BIH,GK,QPR,,36-202,1987,26,26,2339,,1.42,1.42,4.38,2.96,68.4,0.19,0.23,0.58,0.27,26.9,0.04,0.04,0.0,0.0,0.0,https://fbref.com/en/players/7b4de647/Asmir-Begovic,7b4de647,EFL Championship,26.0
7,Bartosz Białkowski,POL,GK,Millwall,,36-186,1987,14,14,1260,,1.5,1.5,4.5,3.0,69.8,0.21,0.36,0.43,0.29,28.6,0.14,0.14,0.0,0.0,0.0,https://fbref.com/en/players/4b5e809f/Bartosz-Bialkowski,4b5e809f,EFL Championship,14.0
8,Jack Bonham,IRL,GK,Stoke City,,30-116,1993,12,12,1080,,1.08,1.08,4.0,3.0,75.0,0.17,0.58,0.25,0.42,41.7,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/3539472e/Jack-Bonham,3539472e,EFL Championship,12.0
9,Jacob Chapman,AUS,GK,Huddersfield,,23-078,2000,2,1,139,,1.33,1.29,2.67,0.67,50.0,0.0,0.0,0.67,0.67,100.0,0.67,0.0,0.67,0.0,100.0,https://fbref.com/en/players/0849ef2d/Jacob-Chapman,0849ef2d,EFL Championship,1.5
10,Bradley Collins,ENG,GK,Coventry City,,26-324,1997,11,11,990,,0.64,0.64,4.09,3.45,84.4,0.55,0.36,0.09,0.55,54.5,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f679abe1/Bradley-Collins,f679abe1,EFL Championship,11.0
11,Michael Cooper,ENG,GK,Plymouth Argyle,,24-092,1999,9,9,810,,1.56,1.56,4.89,3.33,70.5,0.33,0.22,0.44,0.33,33.3,0.22,0.11,0.11,0.0,50.0,https://fbref.com/en/players/17186929/Michael-Cooper,17186929,EFL Championship,9.0
12,David Cornell,WAL,GK,Preston,,32-286,1991,1,1,90,,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/0c9aad01/David-Cornell,0c9aad01,EFL Championship,1.0
13,Karl Darlow,ENG,GK,Leeds United,,33-092,1990,2,1,126,,2.14,2.14,3.57,1.43,40.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/cde3309f/Karl-Darlow,cde3309f,EFL Championship,1.4
14,Cameron Dawson,ENG,GK,Sheffield Weds,,28-185,1995,17,17,1530,,1.41,1.41,3.35,2.0,59.6,0.35,0.12,0.53,0.24,23.5,0.12,0.06,0.06,0.0,50.0,https://fbref.com/en/players/872891bc/Cameron-Dawson,872891bc,EFL Championship,17.0
15,Seny Dieng,SEN,GK,Middlesbrough,,29-046,1994,22,22,1979,,1.55,1.55,3.95,2.5,63.2,0.41,0.14,0.45,0.23,22.7,0.09,0.09,0.0,0.0,0.0,https://fbref.com/en/players/c135cddd/Seny-Dieng,c135cddd,EFL Championship,22.0
16,Tom Glover,AUS,GK,Middlesbrough,,26-015,1997,5,4,361,,1.25,1.25,3.75,2.5,66.7,0.5,0.0,0.5,0.25,25.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/682573d9/Tom-Glover,682573d9,EFL Championship,4.0
17,Angus Gunn,SCO,GK,Norwich City,,27-351,1996,20,20,1740,,1.35,1.34,3.99,2.69,70.1,0.41,0.26,0.36,0.26,25.0,0.16,0.16,0.0,0.0,0.0,https://fbref.com/en/players/e082af5b/Angus-Gunn,e082af5b,EFL Championship,19.3
18,Ben Hamer,ENG,GK,Watford,,36-049,1987,10,10,900,,1.6,1.6,5.7,4.1,71.9,0.5,0.3,0.2,0.1,10.0,0.1,0.0,0.1,0.0,100.0,https://fbref.com/en/players/d822a850/Ben-Hamer,d822a850,EFL Championship,10.0
19,Conor Hazard,NIR,GK,Plymouth Argyle,,25-309,1998,17,17,1530,,1.82,1.82,5.35,3.59,67.0,0.24,0.35,0.41,0.18,17.6,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/10161491/Conor-Hazard,10161491,EFL Championship,17.0
20,Mads Hermansen,DEN,GK,Leicester City,,23-181,2000,25,25,2250,,0.72,0.72,3.52,2.8,79.5,0.8,0.08,0.12,0.36,36.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/c924b17d/Mads-Hermansen,c924b17d,EFL Championship,25.0
21,Václav Hladký,CZE,GK,Ipswich Town,,33-055,1990,26,26,2340,,1.27,1.27,3.62,2.5,66.0,0.62,0.27,0.12,0.35,34.6,0.08,0.04,0.0,0.04,0.0,https://fbref.com/en/players/6658971d/Vaclav-Hladky,6658971d,EFL Championship,26.0
22,Matt Ingram,ENG,GK,Hull City,,30-021,1993,10,9,819,,1.54,1.54,3.19,1.65,51.7,0.44,0.22,0.33,0.11,11.1,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/6f9dcb31/Matt-Ingram,6f9dcb31,EFL Championship,9.1
23,Viktor Johansson,SWE,GK,Rotherham Utd,,25-116,1998,26,26,2340,,1.92,1.92,6.08,4.15,69.6,0.12,0.35,0.54,0.12,11.5,0.12,0.08,0.0,0.04,0.0,https://fbref.com/en/players/e4a588a7/Viktor-Johansson,e4a588a7,EFL Championship,26.0
24,Kristoffer Klaesson,NOR,GK,Leeds United,,23-042,2000,1,1,90,,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/3f70db80/Kristoffer-Klaesson,3f70db80,EFL Championship,1.0
25,George Long,ENG,GK,Norwich City,,30-064,1993,7,6,600,,2.39,2.4,6.57,4.33,65.9,0.3,0.0,0.6,0.15,16.7,0.15,0.15,0.0,0.0,0.0,https://fbref.com/en/players/754e3f2d/George-Long,754e3f2d,EFL Championship,6.7
26,Chris Maxwell,WAL,GK,Huddersfield,,33-162,1990,8,7,606,,1.34,1.34,5.22,3.88,74.3,0.3,0.45,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/609f9b60/Chris-Maxwell,609f9b60,EFL Championship,6.7
27,Illan Meslier,FRA,GK,Leeds United,,23-312,2000,24,24,2122,,0.93,0.93,2.54,1.69,65.0,0.55,0.25,0.21,0.34,33.3,0.04,0.04,0.0,0.0,0.0,https://fbref.com/en/players/6b625ac2/Illan-Meslier,6b625ac2,EFL Championship,23.6
28,Lee Nicholls,ENG,GK,Huddersfield,,31-095,1992,18,18,1595,,1.86,1.86,4.69,2.88,61.4,0.17,0.4,0.45,0.17,16.7,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/b105cebe/Lee-Nicholls,b105cebe,EFL Championship,17.7
29,Max O'Leary,IRL,GK,Bristol City,,27-090,1996,26,26,2340,,1.08,1.08,3.77,2.77,73.5,0.38,0.23,0.38,0.27,26.9,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/a77c1ce8/Max-OLeary,a77c1ce8,EFL Championship,26.0
30,Alex Palmer,ENG,GK,West Brom,,27-151,1996,26,26,2340,,0.92,0.92,2.69,1.73,68.6,0.46,0.23,0.31,0.46,46.2,0.12,0.08,0.04,0.0,33.3,https://fbref.com/en/players/6ea97fd5/Alex-Palmer,6ea97fd5,EFL Championship,26.0
31,Anthony Patterson,ENG,GK,Sunderland,,23-243,2000,26,26,2340,,1.08,1.08,3.54,2.42,70.7,0.46,0.15,0.38,0.31,30.8,0.08,0.04,0.04,0.0,50.0,https://fbref.com/en/players/b2470c6f/Anthony-Patterson,b2470c6f,EFL Championship,26.0
32,Aynsley Pears,ENG,GK,Blackburn,,25-260,1998,9,9,781,,2.07,2.07,5.52,3.45,64.6,0.34,0.11,0.57,0.11,11.1,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/dfa084b2/Aynsley-Pears,dfa084b2,EFL Championship,8.7
33,John Ruddy,ENG,GK,Birmingham City,,37-076,1986,26,26,2340,,1.58,1.58,4.88,3.38,67.7,0.27,0.27,0.46,0.23,23.1,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/da8b19e2/John-Ruddy,da8b19e2,EFL Championship,26.0
34,Carl Rushworth,ENG,GK,Swansea City,,22-190,2001,26,26,2340,,1.5,1.5,4.85,3.42,72.2,0.31,0.31,0.38,0.19,19.2,0.15,0.15,0.0,0.0,0.0,https://fbref.com/en/players/810912d5/Carl-Rushworth,810912d5,EFL Championship,26.0
35,Matija Šarkić,MNE,GK,Millwall,,26-169,1997,12,12,1080,,0.83,0.83,2.83,1.92,73.5,0.42,0.25,0.33,0.5,50.0,0.17,0.08,0.08,0.0,50.0,https://fbref.com/en/players/a89e7b29/Matija-Sarkic,a89e7b29,EFL Championship,12.0
36,Tommy Simkim,ENG,GK,Stoke City,,19-031,2004,1,1,90,,1.0,1.0,2.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/ae7f5d8a/Tommy-Simkim,ae7f5d8a,EFL Championship,1.0
37,Jakub Stolarczyk,POL,GK,Leicester City,,23-020,2000,1,1,90,,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a4a76b3d/Jakub-Stolarczyk,a4a76b3d,EFL Championship,1.0
38,Mark Travers,IRL,GK,Stoke City,,24-235,1999,13,13,1170,,1.38,1.38,4.92,3.54,73.4,0.38,0.08,0.54,0.15,15.4,0.15,0.08,0.0,0.08,0.0,https://fbref.com/en/players/fe558029/Mark-Travers,fe558029,EFL Championship,13.0
39,Devis Vásquez,COL,GK,Sheffield Weds,,25-241,1998,9,9,810,,1.78,1.78,4.22,2.44,68.4,0.0,0.22,0.78,0.11,11.1,0.44,0.44,0.0,0.0,0.0,https://fbref.com/en/players/fac1f795/Devis-Vasquez,fac1f795,EFL Championship,9.0
40,Leopold Wahlstedt,SWE,GK,Blackburn,,24-188,1999,18,17,1559,,1.73,1.73,5.26,3.53,68.1,0.4,0.06,0.52,0.17,17.6,0.12,0.06,0.0,0.06,0.0,https://fbref.com/en/players/9b26a433/Leopold-Wahlstedt,9b26a433,EFL Championship,17.3
41,Ben Wilson,ENG,GK,Coventry City,,31-152,1992,15,15,1350,,1.4,1.4,3.93,2.53,66.1,0.2,0.4,0.4,0.2,20.0,0.07,0.07,0.0,0.0,0.0,https://fbref.com/en/players/0118dd71/Ben-Wilson,0118dd71,EFL Championship,15.0
42,Freddie Woodman,ENG,GK,Preston,,26-310,1997,25,25,2250,,1.68,1.68,4.28,2.64,62.6,0.4,0.2,0.4,0.12,12.0,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/19e50035/Freddie-Woodman,19e50035,EFL Championship,25.0
1,Mio Backhaus,GER,GK,Volendam,,19-267,2004,16,16,1440,,2.5,2.5,7.31,4.81,66.7,0.19,0.13,0.69,0.06,6.3,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/0d41f821/Mio-Backhaus,0d41f821,Eredivisie,16.0
2,Nordin Bakker,NED,GK,Almere City,,26-069,1997,16,16,1440,,2.13,2.12,6.63,4.56,68.9,0.25,0.25,0.5,0.31,31.3,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/12f664ca/Nordin-Bakker,12f664ca,Eredivisie,16.0
3,Vasilios Barkas,GRE,GK,Utrecht,,29-223,1994,15,15,1350,,1.53,1.53,5.47,3.87,76.8,0.27,0.33,0.4,0.13,13.3,0.33,0.27,0.07,0.0,20.0,https://fbref.com/en/players/c2e41cfb/Vasilios-Barkas,c2e41cfb,Eredivisie,15.0
4,Walter Benítez,ARG,GK,PSV Eindhoven,,30-354,1993,16,16,1440,,0.38,0.37,1.81,1.44,86.2,1.0,0.0,0.0,0.69,68.8,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/8a2248b4/Walter-Benitez,8a2248b4,Eredivisie,16.0
5,Justin Bijlow,NED,GK,Feyenoord,,25-351,1998,9,9,810,,0.89,0.89,2.67,1.78,66.7,0.67,0.11,0.22,0.44,44.4,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/53d93280/Justin-Bijlow,53d93280,Eredivisie,9.0
6,Mattijs Branderhorst,NED,GK,Utrecht,,30-008,1993,1,1,90,,3.0,3.0,5.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/b74a2c78/Mattijs-Branderhorst,b74a2c78,Eredivisie,1.0
7,Michael Brouwer,NED,GK,Heracles Almelo,,30-352,1993,16,16,1440,,2.44,2.44,6.94,4.56,66.7,0.25,0.19,0.56,0.06,6.3,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/4f521fcf/Michael-Brouwer,4f521fcf,Eredivisie,16.0
8,Jasper Cillessen,NED,GK,NEC Nijmegen,,34-261,1989,13,13,1110,,1.87,1.86,5.53,3.66,70.6,0.41,0.33,0.33,0.08,7.7,0.24,0.24,0.0,0.0,0.0,https://fbref.com/en/players/04ac8285/Jasper-Cillessen,04ac8285,Eredivisie,12.3
9,Jeffrey De Lange,NED,GK,Go Ahead Eag,,25-282,1998,16,16,1440,,1.44,1.44,5.5,4.06,75.0,0.38,0.31,0.31,0.31,31.3,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/c31cf14b/Jeffrey-De-Lange,c31cf14b,Eredivisie,16.0
10,Stijn van Gassel,NED,GK,Excelsior,,27-082,1996,16,16,1440,,2.0,2.0,6.06,4.06,68.0,0.19,0.5,0.31,0.19,18.8,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/af72ff2d/Stijn-van-Gassel,af72ff2d,Eredivisie,16.0
11,Jay Gorter,NED,GK,Ajax,,23-223,2000,8,7,665,,2.3,2.3,4.73,2.43,51.4,0.14,0.27,0.54,0.14,14.3,0.14,0.0,0.0,0.14,,https://fbref.com/en/players/e0ee850b/Jay-Gorter,e0ee850b,Eredivisie,7.4
12,Jeroen Houwen,NED,GK,RKC Waalwijk,,27-324,1996,3,3,270,,1.33,1.33,4.33,3.0,76.9,0.33,0.0,0.67,0.0,0.0,0.33,0.33,0.0,0.0,0.0,https://fbref.com/en/players/6d8ec266/Jeroen-Houwen,6d8ec266,Eredivisie,3.0
13,Andries Noppert,NED,GK,Heerenveen,,29-276,1994,16,16,1440,,1.88,1.87,4.69,2.81,62.7,0.38,0.06,0.56,0.25,25.0,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/2dc9d6fb/Andries-Noppert,2dc9d6fb,Eredivisie,16.0
14,Nick Olij,NED,GK,Sparta R'dam,,28-160,1995,16,16,1440,,1.38,1.37,5.25,3.81,75.0,0.38,0.25,0.38,0.25,25.0,0.13,0.06,0.06,0.0,50.0,https://fbref.com/en/players/fdc67d9a/Nick-Olij,fdc67d9a,Eredivisie,16.0
15,Ivor Pandur,CRO,GK,Fortuna Sittard,,23-289,2000,16,16,1440,,1.75,1.75,4.88,3.19,66.7,0.31,0.25,0.44,0.25,25.0,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/457cb02f/Ivor-Pandur,457cb02f,Eredivisie,16.0
16,Diant Ramaj,GER,GK,Ajax,,22-111,2001,10,8,744,,1.57,1.57,4.1,2.53,64.7,0.6,0.24,0.12,0.24,25.0,0.12,0.12,0.0,0.0,0.0,https://fbref.com/en/players/b90c4a43/Diant-Ramaj,b90c4a43,Eredivisie,8.3
17,Robin Roefs,NED,GK,NEC Nijmegen,,20-356,2003,4,3,330,,1.35,1.36,4.59,3.24,70.6,0.0,0.54,0.27,0.27,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/349fa918/Robin-Roefs,349fa918,Eredivisie,3.7
18,Eloy Room,CUW,GK,Vitesse,,34-336,1989,16,16,1440,,2.31,2.31,6.94,4.56,69.4,0.19,0.13,0.69,0.13,12.5,0.31,0.19,0.13,0.0,40.0,https://fbref.com/en/players/6b33d86b/Eloy-Room,6b33d86b,Eredivisie,16.0
19,Gerónimo Rulli,ARG,GK,Ajax,,31-233,1992,1,1,31,,,,,,,3.33,,,,,,,,,,https://fbref.com/en/players/625c144a/Geronimo-Rulli,625c144a,Eredivisie,0.3
20,Mathew Ryan,AUS,GK,AZ Alkmaar,,31-275,1992,15,15,1350,,0.67,0.67,3.13,2.47,80.9,0.67,0.2,0.13,0.4,40.0,0.07,0.07,0.0,0.0,0.0,https://fbref.com/en/players/4535e4bb/Mathew-Ryan,4535e4bb,Eredivisie,15.0
21,Jasper Schendelaar,NED,GK,Zwolle,,23-128,2000,16,16,1440,,1.75,1.75,4.63,3.06,63.5,0.31,0.19,0.5,0.19,18.8,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/0c43c76c/Jasper-Schendelaar,0c43c76c,Eredivisie,16.0
22,Mark Spenkelink,NED,GK,RKC Waalwijk,,26-346,1997,1,1,90,,2.0,2.0,12.0,10.0,83.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,https://fbref.com/en/players/e69c30bb/Mark-Spenkelink,e69c30bb,Eredivisie,1.0
23,Lars Unnerstall,GER,GK,Twente,,33-172,1990,16,16,1440,,1.19,1.19,4.25,3.13,76.5,0.63,0.25,0.13,0.25,25.0,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/4b1793b0/Lars-Unnerstall,4b1793b0,Eredivisie,16.0
24,Etienne Vaessen,NED,GK,RKC Waalwijk,,28-166,1995,12,12,1080,,1.83,1.83,5.58,3.83,68.7,0.25,0.17,0.58,0.17,16.7,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/5622d68b/Etienne-Vaessen,5622d68b,Eredivisie,12.0
25,Hobie Verhulst,NED,GK,AZ Alkmaar,,30-281,1993,1,1,90,,4.0,4.0,8.0,4.0,62.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/9f82f7c2/Hobie-Verhulst,9f82f7c2,Eredivisie,1.0
26,Timon Wellenreuther,GER,GK,Feyenoord,,28-036,1995,7,7,630,,0.86,0.86,2.0,1.14,57.1,0.86,0.14,0.0,0.29,28.6,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/2f18d0b8/Timon-Wellenreuther,2f18d0b8,Eredivisie,7.0
1,Arnaud Bodart,BEL,GK,Standard Liège,,25-303,1998,19,19,1710,,1.21,1.21,4.84,3.58,78.3,0.26,0.42,0.32,0.16,15.8,0.21,0.16,0.05,0.0,25.0,https://fbref.com/en/players/79c536d7/Arnaud-Bodart,79c536d7,Jupiler Pro League,19.0
2,Sinan Bolat,TUR,GK,Westerlo,,35-127,1988,16,16,1440,,1.56,1.56,5.88,4.31,75.5,0.31,0.38,0.31,0.31,31.3,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League,16.0
3,Jean Butez,FRA,GK,Antwerp,,28-214,1995,20,20,1800,,1.0,1.0,3.45,2.45,78.3,0.4,0.4,0.2,0.4,40.0,0.25,0.25,0.0,0.0,0.0,https://fbref.com/en/players/7f40333d/Jean-Butez,7f40333d,Jupiler Pro League,20.0
4,Valentin Cojocaru,ROU,GK,OH Leuven,,28-099,1995,3,3,270,,2.67,2.67,5.0,2.33,73.3,0.0,0.33,0.67,0.0,0.0,1.33,1.33,0.0,0.0,0.0,https://fbref.com/en/players/04d9bce8/Valentin-Cojocaru,04d9bce8,Jupiler Pro League,3.0
5,Gaëtan Coucke,BEL,GK,Mechelen,,25-036,1998,20,20,1800,,1.25,1.25,4.4,3.15,72.7,0.3,0.2,0.5,0.35,35.0,0.15,0.05,0.05,0.05,50.0,https://fbref.com/en/players/c56ee8f7/Gaetan-Coucke,c56ee8f7,Jupiler Pro League,20.0
6,Théo Defourny,BEL,GK,RWD Molenbeek,,31-258,1992,20,20,1779,,1.97,1.97,5.81,3.74,71.3,0.25,0.3,0.45,0.2,20.0,0.45,0.3,0.15,0.0,33.3,https://fbref.com/en/players/b21f2a09/Theo-Defourny,b21f2a09,Jupiler Pro League,19.8
7,Martin Delavallée,BEL,GK,Charleroi,,19-296,2004,1,0,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/6e9c13e6/Martin-Delavallee,6e9c13e6,Jupiler Pro League,0.0
8,Maxime Dupé,FRA,GK,Anderlecht,,30-310,1993,7,7,630,,1.0,1.0,3.43,2.43,79.2,0.57,0.29,0.14,0.29,28.6,0.29,0.29,0.0,0.0,0.0,https://fbref.com/en/players/0e12089d/Maxime-Dupe,0e12089d,Jupiler Pro League,7.0
9,Nick Gillekens,BEL,GK,Westerlo,,28-187,1995,4,4,360,,2.5,2.5,5.75,3.5,56.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/e1143dbd/Nick-Gillekens,e1143dbd,Jupiler Pro League,4.0
10,Laurent Henkinet,BEL,GK,Standard Liège,,31-116,1992,1,1,90,,6.0,6.0,9.0,3.0,44.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/362106da/Laurent-Henkinet,362106da,Jupiler Pro League,1.0
11,Guillaume Hubert,BEL,GK,RWD Molenbeek,,29-362,1994,1,0,17,,5.0,5.29,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/b2a71e2c/Guillaume-Hubert,b2a71e2c,Jupiler Pro League,0.2
12,Joachim Imbrechts,SWE,GK,Union SG,,22-091,2001,1,0,21,,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/0940a7e0/Joachim-Imbrechts,0940a7e0,Jupiler Pro League,0.2
13,Hervé Koffi,BFA,GK,Charleroi,,27-084,1996,20,20,1799,,1.5,1.5,5.25,3.75,76.2,0.25,0.3,0.45,0.2,20.0,0.25,0.25,0.0,0.0,0.0,https://fbref.com/en/players/faf873a7/Herve-Koffi,faf873a7,Jupiler Pro League,20.0
14,Tobe Leysen,BEL,GK,OH Leuven,,21-305,2002,6,6,540,,1.5,1.5,6.83,5.33,80.5,0.17,0.17,0.67,0.17,16.7,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/098525c6/Tobe-Leysen,098525c6,Jupiler Pro League,6.0
15,Simon Mignolet,BEL,GK,Club Brugge,,35-308,1988,20,20,1800,,0.85,0.85,3.15,2.3,73.0,0.45,0.35,0.2,0.35,35.0,0.05,0.0,0.0,0.05,,https://fbref.com/en/players/d436eb94/Simon-Mignolet,d436eb94,Jupiler Pro League,20.0
16,Anthony Moris,LUX,GK,Union SG,,33-254,1990,20,20,1778,,1.01,1.01,3.03,2.02,70.0,0.76,0.15,0.1,0.3,30.0,0.1,0.1,0.0,0.0,0.0,https://fbref.com/en/players/99351886/Anthony-Moris,99351886,Jupiler Pro League,19.8
17,Paul Nardi,FRA,GK,Gent,,29-235,1994,10,10,900,,1.2,1.2,4.2,3.0,73.8,0.4,0.5,0.1,0.1,10.0,0.1,0.1,0.0,0.0,0.0,https://fbref.com/en/players/2d70dbe5/Paul-Nardi,2d70dbe5,Jupiler Pro League,10.0
18,Manaf Nurudeen,GHA,GK,Eupen,,24-334,1999,2,2,180,,1.0,1.0,4.0,3.0,87.5,0.5,0.5,0.0,0.5,50.0,0.5,0.5,0.0,0.0,0.0,https://fbref.com/en/players/4152a80c/Manaf-Nurudeen,4152a80c,Jupiler Pro League,2.0
19,Maxence Prevot,FRA,GK,OH Leuven,,26-274,1997,11,11,990,,1.91,1.91,5.09,3.09,66.1,0.27,0.18,0.55,0.18,18.2,0.27,0.18,0.09,0.0,33.3,https://fbref.com/en/players/c657586f/Maxence-Prevot,c657586f,Jupiler Pro League,11.0
20,Davy Roef,BEL,GK,Gent,,29-336,1994,10,10,900,,0.8,0.8,3.2,2.1,84.4,0.6,0.3,0.1,0.4,40.0,0.6,0.3,0.3,0.0,50.0,https://fbref.com/en/players/6fe2aba3/Davy-Roef,6fe2aba3,Jupiler Pro League,10.0
