Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Nkanyiso Shinga,RSA,"DF,MF",23,6,336.0,56.0,24.9,3.7,4,81.0,2,2,6.0,6,1.5,4.0,6.0,-2.0,-0.54,-0.18,4.2,6.0,-1.9,-0.5,-0.17,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,9,342.0,38.0,25.3,3.8,3,69.0,0,6,23.0,1,1.22,6.0,6.0,0.0,0.0,0.54,5.2,5.0,0.2,0.06,0.57,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3,270.0,90.0,20.0,3.0,3,90.0,3,0,0.0,7,2.0,4.0,3.0,1.0,0.33,0.92,4.5,3.1,1.4,0.46,1.04,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,8,267.0,33.0,19.8,3.0,1,90.0,1,7,25.0,1,1.0,5.0,10.0,-5.0,-1.69,-1.6,5.1,9.1,-4.0,-1.35,-1.23,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,8,195.0,24.0,14.4,2.2,1,45.0,0,7,21.0,1,0.88,3.0,7.0,-4.0,-1.85,-1.69,2.8,4.1,-1.3,-0.61,-0.28,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,9,169.0,19.0,12.5,1.9,0,0.0,0,9,19.0,3,1.0,5.0,7.0,-2.0,-1.07,-0.76,4.1,6.0,-1.9,-1.0,-0.72,Estrela,Brasileiro,Alioune Ndour (Estrela)
Keliano,ANG,MF,20,9,120.0,13.0,8.9,1.3,0,0.0,0,9,13.0,5,1.33,3.0,9.0,-6.0,-4.5,-4.5,1.2,6.1,-4.9,-3.64,-3.59,Estrela,Brasileiro,Keliano (Estrela)
Gustavo Henrique,BRA,FW,24,2,19.0,10.0,1.4,0.2,0,0.0,0,2,10.0,2,1.0,1.0,1.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Gustavo Henrique (Estrela)
Cambila,ANG,GK,21,1,17.0,17.0,1.3,0.2,0,0.0,0,1,17.0,4,0.0,0.0,3.0,-3.0,-15.88,-15.68,0.0,2.8,-2.8,-15.04,-14.86,Estrela,Brasileiro,Cambila (Estrela)
Brenner,BRA,FW,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Brenner (Estrela)
Euri Carvalho,POR,FW,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Euri Carvalho (Estrela)
Manuel Figueiredo,POR,MF,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Manuel Figueiredo (Estrela)
Pedro Mendes,POR,DF,33,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Pedro Mendes (Estrela)
Luiz Lúcio Reis Júnior,BRA,GK,22,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,1.2,13.0,18.0,-5.0,-0.33,0.0,13.0,17.8,-4.7,-0.32,0.0,Famalicão,Brasileiro,Luiz Lúcio Reis Júnior (Famalicão)
Moura,POR,DF,24,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,1.2,13.0,18.0,-5.0,-0.33,0.0,13.0,17.8,-4.7,-0.32,0.0,Famalicão,Brasileiro,Moura (Famalicão)
Zaydou Youssouf,FRA,MF,24,14,1177.0,84.0,87.2,13.1,14,84.0,9,0,0.0,0,1.21,10.0,14.0,-4.0,-0.31,0.21,10.5,15.6,-5.1,-0.39,-0.58,Famalicão,Brasileiro,Zaydou Youssouf (Famalicão)
Otavio Ataide,BRA,DF,21,13,1094.0,84.0,81.0,12.2,12,90.0,12,1,14.0,0,1.15,11.0,14.0,-3.0,-0.25,0.46,9.9,15.4,-5.5,-0.45,-0.71,Famalicão,Brasileiro,Otavio Ataide (Famalicão)
Jhonder Cádiz,VEN,FW,28,13,842.0,65.0,62.4,9.4,10,79.0,4,3,17.0,0,1.38,8.0,12.0,-4.0,-0.43,-0.25,7.8,11.0,-3.2,-0.34,-0.06,Famalicão,Brasileiro,Jhonder Cádiz (Famalicão)
Riccieli,BRA,DF,25,10,808.0,81.0,59.9,9.0,10,81.0,8,0,0.0,0,1.2,6.0,9.0,-3.0,-0.33,0.0,7.5,10.2,-2.7,-0.3,0.04,Famalicão,Brasileiro,Riccieli (Famalicão)
Mirko Topić,SRB,MF,22,14,841.0,60.0,62.3,9.3,8,83.0,5,6,30.0,1,1.21,9.0,12.0,-3.0,-0.32,0.03,7.7,11.6,-3.9,-0.42,-0.26,Famalicão,Brasileiro,Mirko Topić (Famalicão)
Nathan,BRA,DF,22,12,724.0,60.0,53.6,8.0,8,79.0,3,4,24.0,3,1.17,8.0,11.0,-3.0,-0.37,-0.09,8.1,9.0,-0.9,-0.11,0.43,Famalicão,Brasileiro,Nathan (Famalicão)
José Luis Rodríguez,PAN,FW,25,9,684.0,76.0,50.7,7.6,8,83.0,3,1,18.0,0,1.22,7.0,8.0,-1.0,-0.13,0.41,6.6,7.9,-1.3,-0.17,0.3,Famalicão,Brasileiro,José Luis Rodríguez (Famalicão)
Gustavo sá,POR,MF,19,10,609.0,61.0,45.1,6.8,8,72.0,2,2,18.0,3,0.8,6.0,8.0,-2.0,-0.3,0.07,6.1,8.0,-2.0,-0.29,0.05,Famalicão,Brasileiro,Gustavo sá (Famalicão)
Chiquinho,POR,"FW,MF",23,10,602.0,60.0,44.6,6.7,8,69.0,0,2,27.0,0,1.1,7.0,7.0,0.0,0.0,0.6,5.9,9.7,-3.8,-0.55,-0.44,Famalicão,Brasileiro,Chiquinho (Famalicão)
Martin Agirregabiria,ESP,DF,27,13,656.0,50.0,48.6,7.3,7,80.0,3,6,16.0,2,1.38,5.0,7.0,-2.0,-0.27,0.11,5.0,8.9,-3.9,-0.54,-0.44,Famalicão,Brasileiro,Martin Agirregabiria (Famalicão)
Henrique Araújo,POR,FW,21,13,544.0,42.0,40.3,6.0,6,70.0,0,7,18.0,1,1.31,7.0,5.0,2.0,0.33,1.11,5.2,7.1,-1.9,-0.31,0.01,Famalicão,Brasileiro,Henrique Araújo (Famalicão)
Óscar Aranda,ESP,"FW,MF",21,12,539.0,45.0,39.9,6.0,6,63.0,0,6,27.0,0,1.42,6.0,5.0,1.0,0.17,0.83,5.3,6.4,-1.0,-0.17,0.24,Famalicão,Brasileiro,Óscar Aranda (Famalicão)
Justin de Haas,NED,DF,23,9,553.0,61.0,41.0,6.1,5,90.0,5,4,26.0,6,1.44,5.0,8.0,-3.0,-0.49,-0.26,6.5,6.2,0.3,0.05,0.61,Famalicão,Brasileiro,Justin de Haas (Famalicão)
Otso Liimatta,FIN,MF,19,6,365.0,61.0,27.0,4.1,5,67.0,1,1,32.0,7,1.33,3.0,5.0,-2.0,-0.49,-0.22,3.4,3.7,-0.2,-0.06,0.35,Famalicão,Brasileiro,Otso Liimatta (Famalicão)
Gustavo Assuncao,POR,MF,23,11,446.0,41.0,33.0,5.0,4,80.0,1,7,18.0,3,0.73,4.0,6.0,-2.0,-0.4,-0.1,5.0,5.7,-0.6,-0.13,0.28,Famalicão,Brasileiro,Gustavo Assuncao (Famalicão)
Tom Lacoux,FRA,MF,21,7,276.0,39.0,20.4,3.1,4,59.0,0,3,13.0,7,1.71,3.0,4.0,-1.0,-0.33,0.01,3.0,3.2,-0.2,-0.05,0.33,Famalicão,Brasileiro,Tom Lacoux (Famalicão)
Théo Fonseca,FRA,FW,23,5,274.0,55.0,20.3,3.0,4,65.0,0,1,15.0,0,0.4,2.0,6.0,-4.0,-1.31,-1.23,3.8,3.4,0.4,0.14,0.58,Famalicão,Brasileiro,Théo Fonseca (Famalicão)
Enea Mihaj,ALB,DF,25,3,245.0,82.0,18.1,2.7,3,82.0,1,0,0.0,2,1.33,4.0,5.0,-1.0,-0.37,-0.04,2.3,3.8,-1.5,-0.54,-0.28,Famalicão,Brasileiro,Enea Mihaj (Famalicão)
Mihai Dobre,ROU,"FW,MF",25,9,268.0,30.0,19.9,3.0,2,56.0,0,7,22.0,3,1.11,0.0,4.0,-4.0,-1.34,-1.26,1.9,4.2,-2.2,-0.75,-0.54,Famalicão,Brasileiro,Mihai Dobre (Famalicão)
Pablo,BRA,"FW,MF",19,8,197.0,25.0,14.6,2.2,2,54.0,0,6,15.0,3,1.38,1.0,4.0,-3.0,-1.37,-1.21,1.3,2.6,-1.3,-0.59,-0.32,Famalicão,Brasileiro,Pablo (Famalicão)
Afonso Rodrigues,POR,"FW,MF",21,8,236.0,30.0,17.5,2.6,1,85.0,0,7,22.0,1,1.0,4.0,6.0,-2.0,-0.76,-0.52,3.2,3.3,-0.1,-0.03,0.35,Famalicão,Brasileiro,Afonso Rodrigues (Famalicão)
Rúben Lima,POR,"DF,MF",34,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Rúben Lima (Famalicão)
Ivan Zlobin,RUS,GK,26,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Ivan Zlobin (Famalicão)
Ricardo Velho,POR,GK,25,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,0.0,0,1.29,22.0,18.0,4.0,0.29,0.0,17.6,25.9,-8.3,-0.59,0.0,Farense,Brasileiro,Ricardo Velho (Farense)
Talocha,POR,DF,34,14,1244.0,89.0,98.7,13.8,14,89.0,12,0,0.0,0,1.29,22.0,18.0,4.0,0.29,0.29,17.5,25.5,-8.0,-0.58,1.19,Farense,Brasileiro,Talocha (Farense)
Claudio Falcão,BRA,MF,29,14,1220.0,87.0,96.8,13.6,14,87.0,12,0,0.0,0,1.29,22.0,17.0,5.0,0.37,2.62,17.3,24.6,-7.2,-0.53,1.77,Farense,Brasileiro,Claudio Falcão (Farense)
Mattheus Oliveira,BRA,MF,29,14,1053.0,75.0,83.6,11.7,14,75.0,3,0,0.0,0,1.29,17.0,14.0,3.0,0.26,-0.18,14.2,21.8,-7.6,-0.65,-0.36,Farense,Brasileiro,Mattheus Oliveira (Farense)
Gonçalo Silva,POR,DF,32,13,1097.0,84.0,87.1,12.2,13,84.0,12,0,0.0,0,1.31,20.0,15.0,5.0,0.41,0.96,16.1,22.0,-5.8,-0.48,0.88,Farense,Brasileiro,Gonçalo Silva (Farense)
Bachir Belloumi,ALG,"FW,MF",21,14,956.0,68.0,75.9,10.6,13,71.0,0,1,30.0,0,1.29,18.0,13.0,5.0,0.47,0.77,14.1,18.6,-4.5,-0.43,0.68,Farense,Brasileiro,Bachir Belloumi (Farense)
David Pastor,BRA,DF,23,13,1072.0,82.0,85.1,11.9,12,88.0,10,1,11.0,0,1.38,18.0,11.0,7.0,0.59,2.02,16.2,20.9,-4.8,-0.4,1.28,Farense,Brasileiro,David Pastor (Farense)
Marco Matias,POR,"FW,MF",34,13,891.0,69.0,70.7,9.9,11,75.0,2,2,32.0,0,1.15,16.0,9.0,7.0,0.71,1.44,11.6,17.1,-5.5,-0.55,0.14,Farense,Brasileiro,Marco Matias (Farense)
Bruno Duarte,BRA,FW,27,14,904.0,65.0,71.7,10.0,10,78.0,3,4,31.0,0,1.29,14.0,14.0,0.0,0.0,-1.01,11.9,20.0,-8.1,-0.81,-0.77,Farense,Brasileiro,Bruno Duarte (Farense)
Zach Muscat,MLT,DF,30,10,791.0,79.0,62.8,8.8,9,87.0,8,1,8.0,2,1.1,13.0,10.0,3.0,0.34,0.15,10.7,17.2,-6.4,-0.73,-0.38,Farense,Brasileiro,Zach Muscat (Farense)
Fabrício Isidoro,BRA,MF,31,13,778.0,60.0,61.7,8.6,9,77.0,2,4,22.0,0,1.31,16.0,13.0,3.0,0.35,0.16,11.0,13.5,-2.5,-0.29,0.8,Farense,Brasileiro,Fabrício Isidoro (Farense)
Rui Costa,POR,"FW,MF",27,14,539.0,39.0,42.8,6.0,6,64.0,0,8,19.0,0,1.29,13.0,7.0,6.0,1.0,1.25,8.4,9.0,-0.7,-0.11,0.84,Farense,Brasileiro,Rui Costa (Farense)
Artur Jorge Marques Amorim,POR,DF,29,7,484.0,69.0,38.4,5.4,5,90.0,5,2,17.0,7,1.43,9.0,9.0,0.0,0.0,-0.46,6.9,9.6,-2.7,-0.5,0.14,Farense,Brasileiro,Artur Jorge Marques Amorim (Farense)
Vítor Gonçalves,POR,MF,31,9,391.0,43.0,31.0,4.3,5,66.0,0,4,15.0,4,1.89,6.0,3.0,3.0,0.69,0.59,6.8,9.2,-2.4,-0.56,0.05,Farense,Brasileiro,Vítor Gonçalves (Farense)
Elves Baldé,POR,"FW,MF",24,9,209.0,23.0,16.6,2.3,2,55.0,0,7,14.0,4,1.0,3.0,2.0,1.0,0.43,0.17,2.9,5.4,-2.5,-1.08,-0.58,Farense,Brasileiro,Elves Baldé (Farense)
Fran Delgado,ESP,DF,22,4,188.0,47.0,14.9,2.1,2,85.0,1,2,10.0,3,1.5,4.0,7.0,-3.0,-1.44,-2.02,1.4,4.9,-3.5,-1.68,-1.28,Farense,Brasileiro,Fran Delgado (Farense)
Igor Rossi Branco,BRA,DF,34,3,125.0,42.0,9.9,1.4,1,90.0,1,2,18.0,5,0.33,0.0,2.0,-2.0,-1.44,-1.92,1.2,2.7,-1.5,-1.09,-0.55,Farense,Brasileiro,Igor Rossi Branco (Farense)
Rafael Barbosa,POR,"FW,MF",27,11,209.0,19.0,16.6,2.3,0,0.0,0,11,19.0,2,1.27,3.0,5.0,-2.0,-0.86,-1.38,3.2,5.1,-1.9,-0.84,-0.3,Farense,Brasileiro,Rafael Barbosa (Farense)
Zé Luís,CPV,"FW,MF",32,5,134.0,27.0,10.6,1.5,0,0.0,0,5,27.0,0,1.4,2.0,1.0,1.0,0.67,0.43,2.3,2.9,-0.5,-0.36,0.26,Farense,Brasileiro,Zé Luís (Farense)
Facundo Cáseres,ARG,"MF,DF",22,5,99.0,20.0,7.9,1.1,0,0.0,0,5,20.0,5,1.4,2.0,2.0,0.0,0.0,-0.31,0.5,2.2,-1.7,-1.51,-1.0,Farense,Brasileiro,Facundo Cáseres (Farense)
Cristian Ponde,POR,MF,28,2,46.0,23.0,3.7,0.5,0,0.0,0,2,23.0,5,0.5,0.0,2.0,-2.0,-3.91,-4.36,0.2,1.3,-1.1,-2.13,-1.59,Farense,Brasileiro,Cristian Ponde (Farense)
André Seruca,POR,MF,23,5,33.0,7.0,2.6,0.4,0,0.0,0,5,7.0,3,1.0,0.0,1.0,-1.0,-2.73,-3.09,0.7,1.7,-1.0,-2.77,-2.24,Farense,Brasileiro,André Seruca (Farense)
Talys Oliveira,BRA,DF,24,1,9.0,9.0,0.7,0.1,0,0.0,0,1,9.0,4,3.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.1,0.0,-0.24,0.36,Farense,Brasileiro,Talys Oliveira (Farense)
Luiz Felipe,BRA,GK,26,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Luiz Felipe (Farense)
Maxuel Silva,BRA,FW,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Maxuel Silva (Farense)
Rúben Fernandes,POR,DF,37,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,0.0,0,0.86,25.0,29.0,-4.0,-0.29,0.0,17.0,23.1,-6.1,-0.43,0.0,Gil Vicente FC,Brasileiro,Rúben Fernandes (Gil Vicente FC)
José Carlos,POR,DF,25,13,1144.0,88.0,90.8,12.7,13,88.0,10,0,0.0,0,0.92,24.0,26.0,-2.0,-0.16,1.39,14.1,21.5,-7.4,-0.58,-1.61,Gil Vicente FC,Brasileiro,José Carlos (Gil Vicente FC)
Maxime Dominguez,SUI,"MF,FW",27,14,1083.0,77.0,86.0,12.0,13,81.0,7,1,30.0,0,0.86,22.0,26.0,-4.0,-0.33,-0.33,13.0,22.2,-9.2,-0.76,-2.32,Gil Vicente FC,Brasileiro,Maxime Dominguez (Gil Vicente FC)
Pedro Tiba,POR,MF,35,13,1046.0,80.0,83.0,11.6,13,80.0,5,0,0.0,0,0.92,22.0,21.0,1.0,0.09,2.19,13.1,19.2,-6.1,-0.52,-0.53,Gil Vicente FC,Brasileiro,Pedro Tiba (Gil Vicente FC)
Leonardo Buta,POR,DF,21,14,1083.0,77.0,86.0,12.0,12,87.0,9,2,20.0,0,0.86,23.0,24.0,-1.0,-0.08,1.44,16.4,19.4,-3.0,-0.25,1.32,Gil Vicente FC,Brasileiro,Leonardo Buta (Gil Vicente FC)
Andrew,BRA,GK,22,12,1080.0,90.0,85.7,12.0,12,90.0,12,0,0.0,0,0.92,21.0,23.0,-2.0,-0.17,0.83,13.6,21.3,-7.7,-0.64,-1.44,Gil Vicente FC,Brasileiro,Andrew (Gil Vicente FC)
Gabriel Pereira,BRA,DF,23,12,1068.0,89.0,84.8,11.9,12,89.0,11,0,0.0,1,0.92,23.0,25.0,-2.0,-0.17,0.77,16.4,19.0,-2.6,-0.22,1.38,Gil Vicente FC,Brasileiro,Gabriel Pereira (Gil Vicente FC)
Kanya Fujimoto,JPN,MF,24,13,827.0,64.0,65.6,9.2,9,84.0,5,4,19.0,1,0.69,14.0,20.0,-6.0,-0.65,-1.07,9.1,14.6,-5.5,-0.6,-0.49,Gil Vicente FC,Brasileiro,Kanya Fujimoto (Gil Vicente FC)
Martim Carvalho,POR,MF,20,13,757.0,58.0,60.1,8.4,9,73.0,2,4,25.0,0,0.92,14.0,14.0,0.0,0.0,0.72,10.7,10.0,0.7,0.08,1.29,Gil Vicente FC,Brasileiro,Martim Carvalho (Gil Vicente FC)
Félix Correia,POR,FW,22,10,711.0,71.0,56.4,7.9,8,82.0,2,2,27.0,0,0.8,16.0,16.0,0.0,0.0,0.66,11.9,12.0,-0.1,-0.02,0.95,Gil Vicente FC,Brasileiro,Félix Correia (Gil Vicente FC)
Murilo Costa,BRA,FW,29,11,640.0,58.0,50.8,7.1,8,74.0,2,3,15.0,0,0.82,14.0,15.0,-1.0,-0.14,0.29,9.5,10.9,-1.4,-0.2,0.47,Gil Vicente FC,Brasileiro,Murilo Costa (Gil Vicente FC)
Roko Baturina,CRO,FW,23,12,558.0,47.0,44.3,6.2,7,69.0,1,5,16.0,1,0.75,9.0,13.0,-4.0,-0.65,-0.65,6.5,10.0,-3.5,-0.56,-0.23,Gil Vicente FC,Brasileiro,Roko Baturina (Gil Vicente FC)
Marlon,BRA,"FW,MF",26,11,386.0,35.0,30.6,4.3,4,67.0,0,7,17.0,3,1.0,5.0,12.0,-7.0,-1.63,-1.94,4.8,8.7,-3.8,-0.89,-0.66,Gil Vicente FC,Brasileiro,Marlon (Gil Vicente FC)
Depú,ANG,FW,23,7,365.0,52.0,29.0,4.1,4,71.0,1,3,27.0,0,0.86,11.0,6.0,5.0,1.23,2.14,6.3,7.0,-0.7,-0.18,0.36,Gil Vicente FC,Brasileiro,Depú (Gil Vicente FC)
Mory Gbane,CIV,MF,23,10,361.0,36.0,28.7,4.0,3,73.0,0,7,20.0,4,1.1,7.0,10.0,-3.0,-0.75,-0.65,5.2,9.1,-3.9,-0.96,-0.74,Gil Vicente FC,Brasileiro,Mory Gbane (Gil Vicente FC)
Né lopes,POR,DF,23,3,249.0,83.0,19.8,2.8,3,83.0,2,0,0.0,6,0.33,2.0,6.0,-4.0,-1.45,-1.45,1.5,4.9,-3.5,-1.25,-1.02,Gil Vicente FC,Brasileiro,Né lopes (Gil Vicente FC)
Tidjany Chabrol,FRA,"FW,MF",21,12,362.0,30.0,28.7,4.0,2,69.0,0,10,22.0,1,0.92,7.0,7.0,0.0,0.0,0.4,4.9,7.5,-2.6,-0.65,-0.31,Gil Vicente FC,Brasileiro,Tidjany Chabrol (Gil Vicente FC)
Vinicius Dias,BRA,GK,26,2,180.0,90.0,14.3,2.0,2,90.0,2,0,0.0,6,0.5,4.0,6.0,-2.0,-1.0,-0.83,3.4,1.8,1.6,0.8,1.44,Gil Vicente FC,Brasileiro,Vinicius Dias (Gil Vicente FC)
Kiko Vilas Boas,POR,DF,24,5,177.0,35.0,14.0,2.0,2,71.0,0,3,12.0,8,0.8,2.0,5.0,-3.0,-1.53,-1.44,0.7,3.7,-3.1,-1.57,-1.32,Gil Vicente FC,Brasileiro,Kiko Vilas Boas (Gil Vicente FC)
Ali Alipour,IRN,FW,28,3,155.0,52.0,12.3,1.7,2,76.0,1,1,4.0,0,0.33,1.0,3.0,-2.0,-1.16,-1.0,2.5,1.7,0.9,0.51,1.07,Gil Vicente FC,Brasileiro,Ali Alipour (Gil Vicente FC)
Miguel Monteiro,POR,FW,20,7,199.0,28.0,15.8,2.2,1,59.0,0,6,23.0,2,0.71,5.0,7.0,-2.0,-0.9,-0.73,3.2,4.7,-1.5,-0.68,-0.29,Gil Vicente FC,Brasileiro,Miguel Monteiro (Gil Vicente FC)
Roan Wilson,CRC,"MF,DF",21,4,91.0,23.0,7.2,1.0,1,67.0,0,3,8.0,2,0.5,2.0,4.0,-2.0,-1.98,-1.82,2.5,1.1,1.4,1.39,1.97,Gil Vicente FC,Brasileiro,Roan Wilson (Gil Vicente FC)
Jesús Castillo,PER,MF,22,3,30.0,10.0,2.4,0.3,0,0.0,0,3,10.0,4,2.0,1.0,1.0,0.0,0.0,0.29,0.5,0.5,0.1,0.24,0.69,Gil Vicente FC,Brasileiro,Jesús Castillo (Gil Vicente FC)
Thomas Luciano,BRA,DF,21,2,22.0,11.0,1.7,0.2,0,0.0,0,2,11.0,6,0.5,0.0,0.0,0.0,0.0,0.29,0.3,0.2,0.1,0.42,0.87,Gil Vicente FC,Brasileiro,Thomas Luciano (Gil Vicente FC)
André Simões,POR,FW,20,1,14.0,14.0,1.1,0.2,0,0.0,0,1,14.0,2,3.0,1.0,0.0,1.0,6.43,6.79,0.2,0.0,0.1,0.9,1.35,Gil Vicente FC,Brasileiro,André Simões (Gil Vicente FC)
Felipe Silva Lipe,BRA,DF,21,1,12.0,12.0,1.0,0.1,0,0.0,0,1,12.0,3,0.0,0.0,0.0,0.0,0.0,0.29,0.1,0.0,0.0,0.28,0.72,Gil Vicente FC,Brasileiro,Felipe Silva Lipe (Gil Vicente FC)
Brian Araújo,FRA,GK,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,Brian Araújo (Gil Vicente FC)
Marcelo dos Santos Ferreira,BRA,DF,34,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,1.73,20.0,13.0,7.0,0.47,0.0,15.4,13.9,1.5,0.1,0.0,Moreirense,Brasileiro,Marcelo dos Santos Ferreira (Moreirense)
Kewin,BRA,GK,28,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,1.73,20.0,13.0,7.0,0.47,0.0,15.4,13.9,1.5,0.1,0.0,Moreirense,Brasileiro,Kewin (Moreirense)
André Luis,BRA,FW,29,15,1330.0,89.0,98.5,14.8,15,89.0,10,0,0.0,0,1.73,19.0,13.0,6.0,0.41,-4.09,15.1,13.7,1.3,0.09,-0.7,Moreirense,Brasileiro,André Luis (Moreirense)
Alan,BRA,MF,23,15,1198.0,80.0,88.7,13.3,15,80.0,0,0,0.0,0,1.73,16.0,11.0,5.0,0.38,-0.81,12.9,11.8,1.1,0.08,-0.15,Moreirense,Brasileiro,Alan (Moreirense)
Lawrence Ofori,GHA,MF,25,14,1233.0,88.0,91.3,13.7,14,88.0,9,0,0.0,0,1.79,20.0,12.0,8.0,0.58,1.35,14.7,11.5,3.3,0.24,1.57,Moreirense,Brasileiro,Lawrence Ofori (Moreirense)
Gonçalo Franco,POR,MF,23,14,1166.0,83.0,86.4,13.0,14,83.0,5,0,0.0,0,1.64,13.0,9.0,4.0,0.31,-1.16,11.3,11.2,0.1,0.0,-0.71,Moreirense,Brasileiro,Gonçalo Franco (Moreirense)
Maracás,BRA,DF,29,12,1077.0,90.0,79.8,12.0,12,90.0,11,0,0.0,2,1.58,14.0,11.0,3.0,0.25,-1.07,10.9,11.3,-0.4,-0.03,-0.65,Moreirense,Brasileiro,Maracás (Moreirense)
Fabiano,BRA,DF,23,13,1074.0,83.0,79.6,11.9,11,90.0,11,2,42.0,0,1.69,14.0,9.0,5.0,0.42,-0.23,12.2,11.6,0.6,0.05,-0.24,Moreirense,Brasileiro,Fabiano (Moreirense)
Pedro Amador,POR,DF,25,15,897.0,60.0,66.4,10.0,11,80.0,4,4,4.0,0,1.73,11.0,6.0,5.0,0.5,0.1,9.7,9.1,0.7,0.07,-0.11,Moreirense,Brasileiro,Pedro Amador (Moreirense)
Kobamelo Kodisang,RSA,FW,24,13,816.0,63.0,60.4,9.1,11,69.0,0,2,29.0,1,2.0,12.0,6.0,6.0,0.66,0.49,9.7,7.6,2.1,0.23,0.33,Moreirense,Brasileiro,Kobamelo Kodisang (Moreirense)
João Pedro Gomes Camacho,POR,FW,29,12,803.0,67.0,59.5,8.9,10,77.0,2,2,19.0,0,1.42,13.0,10.0,3.0,0.34,-0.32,9.6,8.1,1.5,0.17,0.16,Moreirense,Brasileiro,João Pedro Gomes Camacho (Moreirense)
Madson,BRA,FW,24,15,791.0,53.0,58.6,8.8,8,80.0,1,7,22.0,0,1.73,8.0,5.0,3.0,0.34,-0.3,7.9,8.4,-0.5,-0.05,-0.37,Moreirense,Brasileiro,Madson (Moreirense)
Godfried Frimpong,NED,DF,24,12,524.0,44.0,38.8,5.8,5,88.0,3,7,12.0,0,1.58,9.0,9.0,0.0,0.0,-0.76,5.8,5.9,0.0,0.0,-0.17,Moreirense,Brasileiro,Godfried Frimpong (Moreirense)
Dinis Pinto,POR,DF,23,4,276.0,69.0,20.4,3.1,4,69.0,2,0,0.0,0,1.25,6.0,4.0,2.0,0.65,0.23,3.1,2.2,0.9,0.29,0.24,Moreirense,Brasileiro,Dinis Pinto (Moreirense)
Carlos Ponck,CPV,DF,28,5,294.0,59.0,21.8,3.3,3,90.0,3,2,12.0,5,2.2,6.0,1.0,5.0,1.53,1.36,4.5,2.4,2.1,0.64,0.69,Moreirense,Brasileiro,Carlos Ponck (Moreirense)
Wallisson Luiz,BRA,"MF,FW",26,11,200.0,18.0,14.8,2.2,1,77.0,0,10,12.0,0,2.18,5.0,3.0,2.0,0.9,0.51,3.1,2.7,0.4,0.18,0.1,Moreirense,Brasileiro,Wallisson Luiz (Moreirense)
