Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Team,Championship,Player_Team
Kanya Fujimoto,JPN,MF,24,9.2,13.0,8,4.0,5.0,4.0,3.0,6.0,50.0,3.0,13.0,1.0,12.0,6,19.0,2.0,0.0,Gil Vicente FC,Brasileiro,Kanya Fujimoto (Gil Vicente FC)
Martim Carvalho,POR,MF,20,8.4,17.0,12,10.0,6.0,1.0,8.0,23.0,34.8,15.0,8.0,0.0,8.0,8,25.0,13.0,0.0,Gil Vicente FC,Brasileiro,Martim Carvalho (Gil Vicente FC)
Félix Correia,POR,FW,22,7.9,8.0,3,2.0,5.0,1.0,5.0,7.0,71.4,2.0,13.0,2.0,11.0,7,15.0,8.0,1.0,Gil Vicente FC,Brasileiro,Félix Correia (Gil Vicente FC)
Murilo Costa,BRA,FW,29,7.1,10.0,7,5.0,5.0,0.0,4.0,8.0,50.0,4.0,3.0,0.0,3.0,1,11.0,3.0,0.0,Gil Vicente FC,Brasileiro,Murilo Costa (Gil Vicente FC)
Roko Baturina,CRO,FW,23,6.2,1.0,1,0.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0,1.0,4.0,0.0,Gil Vicente FC,Brasileiro,Roko Baturina (Gil Vicente FC)
Marlon,BRA,"FW,MF",26,4.3,3.0,3,1.0,1.0,1.0,2.0,11.0,18.2,9.0,7.0,0.0,7.0,3,6.0,5.0,0.0,Gil Vicente FC,Brasileiro,Marlon (Gil Vicente FC)
Depú,ANG,FW,23,4.1,2.0,2,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2,4.0,2.0,0.0,Gil Vicente FC,Brasileiro,Depú (Gil Vicente FC)
Mory Gbane,CIV,MF,23,4.0,11.0,6,6.0,3.0,2.0,4.0,6.0,66.7,2.0,6.0,3.0,3.0,8,19.0,9.0,0.0,Gil Vicente FC,Brasileiro,Mory Gbane (Gil Vicente FC)
Né lopes,POR,DF,23,2.8,4.0,3,2.0,1.0,1.0,3.0,3.0,100.0,0.0,3.0,1.0,2.0,4,8.0,10.0,0.0,Gil Vicente FC,Brasileiro,Né lopes (Gil Vicente FC)
Tidjany Chabrol,FRA,"FW,MF",21,4.0,3.0,1,0.0,3.0,0.0,1.0,2.0,50.0,1.0,7.0,2.0,5.0,1,4.0,3.0,0.0,Gil Vicente FC,Brasileiro,Tidjany Chabrol (Gil Vicente FC)
Vinicius Dias,BRA,GK,26,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Gil Vicente FC,Brasileiro,Vinicius Dias (Gil Vicente FC)
Kiko Vilas Boas,POR,DF,24,2.0,7.0,4,6.0,1.0,0.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,5,12.0,10.0,0.0,Gil Vicente FC,Brasileiro,Kiko Vilas Boas (Gil Vicente FC)
Ali Alipour,IRN,FW,28,1.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,Ali Alipour (Gil Vicente FC)
Miguel Monteiro,POR,FW,20,2.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,2.0,0.0,Gil Vicente FC,Brasileiro,Miguel Monteiro (Gil Vicente FC)
Roan Wilson,CRC,"MF,DF",21,1.0,3.0,2,1.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,1,4.0,1.0,0.0,Gil Vicente FC,Brasileiro,Roan Wilson (Gil Vicente FC)
Jesús Castillo,PER,MF,22,0.3,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Gil Vicente FC,Brasileiro,Jesús Castillo (Gil Vicente FC)
Thomas Luciano,BRA,DF,21,0.2,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Gil Vicente FC,Brasileiro,Thomas Luciano (Gil Vicente FC)
André Simões,POR,FW,20,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,André Simões (Gil Vicente FC)
Felipe Silva Lipe,BRA,DF,21,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,Felipe Silva Lipe (Gil Vicente FC)
Marcelo dos Santos Ferreira,BRA,DF,34,15.0,22.0,12,19.0,3.0,0.0,12.0,16.0,75.0,4.0,28.0,20.0,8.0,18,40.0,75.0,0.0,Moreirense,Brasileiro,Marcelo dos Santos Ferreira (Moreirense)
Kewin,BRA,GK,28,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,Moreirense,Brasileiro,Kewin (Moreirense)
André Luis,BRA,FW,29,14.8,8.0,6,2.0,4.0,2.0,4.0,10.0,40.0,6.0,11.0,3.0,8.0,6,14.0,24.0,0.0,Moreirense,Brasileiro,André Luis (Moreirense)
Alan,BRA,MF,23,13.3,21.0,17,3.0,12.0,6.0,3.0,17.0,17.6,14.0,14.0,1.0,13.0,2,23.0,3.0,0.0,Moreirense,Brasileiro,Alan (Moreirense)
Lawrence Ofori,GHA,MF,25,13.7,11.0,7,4.0,7.0,0.0,2.0,15.0,13.3,13.0,10.0,2.0,8.0,7,18.0,10.0,1.0,Moreirense,Brasileiro,Lawrence Ofori (Moreirense)
Gonçalo Franco,POR,MF,23,13.0,32.0,22,15.0,14.0,3.0,11.0,35.0,31.4,24.0,23.0,2.0,21.0,30,62.0,19.0,0.0,Moreirense,Brasileiro,Gonçalo Franco (Moreirense)
Maracás,BRA,DF,29,12.0,17.0,16,13.0,4.0,0.0,10.0,10.0,100.0,0.0,22.0,18.0,4.0,10,27.0,74.0,0.0,Moreirense,Brasileiro,Maracás (Moreirense)
Fabiano,BRA,DF,23,11.9,17.0,9,10.0,3.0,4.0,11.0,15.0,73.3,4.0,8.0,2.0,6.0,12,29.0,34.0,1.0,Moreirense,Brasileiro,Fabiano (Moreirense)
Pedro Amador,POR,DF,25,10.0,23.0,15,13.0,8.0,2.0,14.0,26.0,53.8,12.0,12.0,2.0,10.0,14,37.0,26.0,0.0,Moreirense,Brasileiro,Pedro Amador (Moreirense)
Kobamelo Kodisang,RSA,FW,24,9.1,5.0,4,2.0,3.0,0.0,2.0,6.0,33.3,4.0,6.0,0.0,6.0,8,13.0,3.0,0.0,Moreirense,Brasileiro,Kobamelo Kodisang (Moreirense)
João Pedro Gomes Camacho,POR,FW,29,8.9,14.0,12,6.0,4.0,4.0,5.0,11.0,45.5,6.0,10.0,1.0,9.0,6,20.0,4.0,0.0,Moreirense,Brasileiro,João Pedro Gomes Camacho (Moreirense)
Madson,BRA,FW,24,8.8,3.0,2,0.0,3.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0,10.0,6,9.0,14.0,0.0,Moreirense,Brasileiro,Madson (Moreirense)
Godfried Frimpong,NED,DF,24,5.8,8.0,4,7.0,0.0,1.0,5.0,8.0,62.5,3.0,7.0,4.0,3.0,8,16.0,24.0,0.0,Moreirense,Brasileiro,Godfried Frimpong (Moreirense)
Dinis Pinto,POR,DF,23,3.1,5.0,4,2.0,3.0,0.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,2,7.0,10.0,0.0,Moreirense,Brasileiro,Dinis Pinto (Moreirense)
Carlos Ponck,CPV,DF,28,3.3,6.0,6,5.0,1.0,0.0,5.0,5.0,100.0,0.0,5.0,4.0,1.0,5,11.0,28.0,0.0,Moreirense,Brasileiro,Carlos Ponck (Moreirense)
Wallisson Luiz,BRA,"MF,FW",26,2.2,13.0,7,4.0,5.0,4.0,6.0,10.0,60.0,4.0,3.0,1.0,2.0,6,19.0,11.0,0.0,Moreirense,Brasileiro,Wallisson Luiz (Moreirense)
Rúben Ramos,POR,MF,24,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0,0.0,5.0,0.0,Moreirense,Brasileiro,Rúben Ramos (Moreirense)
Jeremy Antonisse,CUW,"FW,MF",21,2.1,7.0,5,4.0,3.0,0.0,5.0,10.0,50.0,5.0,5.0,1.0,4.0,2,9.0,3.0,0.0,Moreirense,Brasileiro,Jeremy Antonisse (Moreirense)
Pedro Aparício,POR,"MF,FW",28,1.3,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1,1.0,2.0,0.0,Moreirense,Brasileiro,Pedro Aparício (Moreirense)
Matheus Aiás,BRA,"MF,FW",26,0.7,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Moreirense,Brasileiro,Matheus Aiás (Moreirense)
Rodrigo Macedo,POR,MF,20,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Moreirense,Brasileiro,Rodrigo Macedo (Moreirense)
Gilberto Batista,POR,MF,20,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Moreirense,Brasileiro,Gilberto Batista (Moreirense)
Filipe Relvas,POR,DF,24,13.8,25.0,14,17.0,8.0,0.0,12.0,21.0,57.1,9.0,25.0,16.0,9.0,22,47.0,68.0,1.0,Portimonense,Brasileiro,Filipe Relvas (Portimonense)
Carlinhos,BRA,MF,29,12.9,21.0,13,6.0,14.0,1.0,9.0,19.0,47.4,10.0,6.0,2.0,4.0,5,26.0,13.0,2.0,Portimonense,Brasileiro,Carlinhos (Portimonense)
Vinicius Silvestre,BRA,GK,29,12.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,0.0,8.0,0.0,Portimonense,Brasileiro,Vinicius Silvestre (Portimonense)
Hélio Varela,CPV,"FW,MF",21,11.9,12.0,7,7.0,5.0,0.0,2.0,13.0,15.4,11.0,16.0,2.0,14.0,5,17.0,9.0,0.0,Portimonense,Brasileiro,Hélio Varela (Portimonense)
Pedrão,BRA,DF,26,11.5,20.0,12,17.0,3.0,0.0,9.0,18.0,50.0,9.0,11.0,5.0,6.0,24,44.0,54.0,0.0,Portimonense,Brasileiro,Pedrão (Portimonense)
Alemão,BRA,DF,21,10.9,26.0,19,20.0,6.0,0.0,15.0,22.0,68.2,7.0,20.0,14.0,6.0,11,37.0,69.0,1.0,Portimonense,Brasileiro,Alemão (Portimonense)
Dener,BRA,MF,31,9.8,24.0,14,12.0,11.0,1.0,9.0,25.0,36.0,16.0,7.0,2.0,5.0,10,34.0,27.0,0.0,Portimonense,Brasileiro,Dener (Portimonense)
Sylvester Jasper,BUL,"FW,MF",22,9.4,14.0,9,6.0,4.0,4.0,7.0,14.0,50.0,7.0,8.0,0.0,8.0,6,20.0,9.0,0.0,Portimonense,Brasileiro,Sylvester Jasper (Portimonense)
Gonçalo Costa,POR,"DF,MF",23,9.9,27.0,15,13.0,11.0,3.0,15.0,22.0,68.2,7.0,9.0,2.0,7.0,11,38.0,19.0,0.0,Portimonense,Brasileiro,Gonçalo Costa (Portimonense)
Ronie Carrillo,ECU,FW,27,8.4,5.0,2,1.0,3.0,1.0,1.0,6.0,16.7,5.0,7.0,1.0,6.0,2,7.0,14.0,0.0,Portimonense,Brasileiro,Ronie Carrillo (Portimonense)
Guga,POR,"DF,MF",20,7.2,20.0,10,13.0,6.0,1.0,12.0,23.0,52.2,11.0,9.0,5.0,4.0,5,25.0,9.0,0.0,Portimonense,Brasileiro,Guga (Portimonense)
Igor Marques,BRA,"DF,MF",24,6.4,25.0,16,9.0,13.0,3.0,11.0,22.0,50.0,11.0,9.0,0.0,9.0,15,40.0,21.0,1.0,Portimonense,Brasileiro,Igor Marques (Portimonense)
Maurício,BRA,MF,35,5.0,11.0,8,3.0,8.0,0.0,8.0,14.0,57.1,6.0,7.0,3.0,4.0,9,20.0,11.0,1.0,Portimonense,Brasileiro,Maurício (Portimonense)
Rildo,BRA,"FW,MF",23,5.7,5.0,3,0.0,5.0,0.0,1.0,3.0,33.3,2.0,9.0,0.0,9.0,1,6.0,3.0,0.0,Portimonense,Brasileiro,Rildo (Portimonense)
Moustapha Seck,SEN,"DF,MF",27,3.3,4.0,1,1.0,3.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,2,6.0,11.0,0.0,Portimonense,Brasileiro,Moustapha Seck (Portimonense)
Paulo Estrela Moreira,POR,"MF,FW",24,4.2,11.0,4,3.0,7.0,1.0,3.0,11.0,27.3,8.0,9.0,1.0,8.0,6,17.0,9.0,0.0,Portimonense,Brasileiro,Paulo Estrela Moreira (Portimonense)
Nonoca,BRA,"MF,FW",25,3.6,12.0,8,6.0,5.0,1.0,4.0,7.0,57.1,3.0,6.0,1.0,5.0,3,15.0,2.0,0.0,Portimonense,Brasileiro,Nonoca (Portimonense)
Kosuke Nakamura,JPN,GK,28,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Portimonense,Brasileiro,Kosuke Nakamura (Portimonense)
Paulinho,POR,"FW,MF",24,1.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Portimonense,Brasileiro,Paulinho (Portimonense)
Rafael Alcobia,POR,DF,20,1.3,3.0,3,2.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,3.0,1.0,0.0,Portimonense,Brasileiro,Rafael Alcobia (Portimonense)
Luan Campos,BRA,"FW,MF",21,1.1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,1.0,0.0,Portimonense,Brasileiro,Luan Campos (Portimonense)
Zinho,BRA,"FW,MF",20,1.3,1.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1,2.0,1.0,0.0,Portimonense,Brasileiro,Zinho (Portimonense)
Midana Cassama,GNB,MF,21,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Portimonense,Brasileiro,Midana Cassama (Portimonense)
Jose Souza,POR,MF,22,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Portimonense,Brasileiro,Jose Souza (Portimonense)
Dennis Adeniran,ENG,MF,24,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,Portimonense,Brasileiro,Dennis Adeniran (Portimonense)
Diogo Costa,POR,GK,24,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,2.0,Porto,Brasileiro,Diogo Costa (Porto)
Pepê,BRA,"MF,DF",26,13.2,14.0,7,7.0,5.0,2.0,5.0,17.0,29.4,12.0,15.0,2.0,13.0,14,28.0,3.0,0.0,Porto,Brasileiro,Pepê (Porto)
Stephen Eustáquio,CAN,MF,27,13.1,32.0,21,14.0,14.0,4.0,17.0,30.0,56.7,13.0,18.0,4.0,14.0,14,46.0,18.0,0.0,Porto,Brasileiro,Stephen Eustáquio (Porto)
Mehdi Taremi,IRN,FW,31,12.9,21.0,15,8.0,8.0,5.0,8.0,18.0,44.4,10.0,12.0,2.0,10.0,7,28.0,17.0,0.0,Porto,Brasileiro,Mehdi Taremi (Porto)
João Mário Lopes,POR,DF,23,10.6,11.0,7,5.0,4.0,2.0,9.0,20.0,45.0,11.0,10.0,2.0,8.0,4,15.0,9.0,0.0,Porto,Brasileiro,João Mário Lopes (Porto)
Alan Varela,ARG,MF,22,9.2,13.0,7,7.0,4.0,2.0,6.0,15.0,40.0,9.0,17.0,5.0,12.0,12,25.0,13.0,0.0,Porto,Brasileiro,Alan Varela (Porto)
Galeno,BRA,"MF,DF",26,10.1,11.0,7,7.0,2.0,2.0,3.0,12.0,25.0,9.0,11.0,2.0,9.0,7,18.0,11.0,0.0,Porto,Brasileiro,Galeno (Porto)
Pepe,POR,DF,40,7.2,16.0,10,10.0,6.0,0.0,8.0,14.0,57.1,6.0,6.0,4.0,2.0,11,27.0,28.0,1.0,Porto,Brasileiro,Pepe (Porto)
Evanilson,BRA,FW,24,7.0,3.0,1,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,1,4.0,4.0,0.0,Porto,Brasileiro,Evanilson (Porto)
Fábio Cardoso,POR,DF,29,6.9,2.0,2,0.0,2.0,0.0,0.0,2.0,0.0,2.0,8.0,4.0,4.0,5,7.0,22.0,0.0,Porto,Brasileiro,Fábio Cardoso (Porto)
David Carmo,POR,DF,24,6.8,5.0,4,2.0,2.0,1.0,4.0,5.0,80.0,1.0,11.0,7.0,4.0,2,7.0,31.0,1.0,Porto,Brasileiro,David Carmo (Porto)
Wendell,BRA,DF,30,6.9,14.0,8,5.0,8.0,1.0,8.0,10.0,80.0,2.0,8.0,2.0,6.0,3,17.0,12.0,0.0,Porto,Brasileiro,Wendell (Porto)
Iván Marcano,ESP,DF,36,4.1,9.0,4,5.0,4.0,0.0,5.0,7.0,71.4,2.0,1.0,1.0,0.0,4,13.0,9.0,0.0,Porto,Brasileiro,Iván Marcano (Porto)
Zé Pedro Figueiredo,POR,DF,26,4.7,6.0,3,3.0,2.0,1.0,5.0,8.0,62.5,3.0,3.0,1.0,2.0,6,12.0,17.0,0.0,Porto,Brasileiro,Zé Pedro Figueiredo (Porto)
André Franco,POR,"MF,FW",25,4.1,6.0,5,3.0,3.0,0.0,4.0,10.0,40.0,6.0,1.0,0.0,1.0,4,10.0,4.0,0.0,Porto,Brasileiro,André Franco (Porto)
Nicolás González,ESP,MF,21,4.1,12.0,8,4.0,6.0,2.0,7.0,11.0,63.6,4.0,3.0,0.0,3.0,1,13.0,5.0,0.0,Porto,Brasileiro,Nicolás González (Porto)
Toni Martínez,ESP,FW,26,4.0,1.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Porto,Brasileiro,Toni Martínez (Porto)
Jorge Eduardo Sánchez,MEX,DF,26,3.9,11.0,6,8.0,1.0,2.0,10.0,18.0,55.6,8.0,1.0,0.0,1.0,4,15.0,6.0,0.0,Porto,Brasileiro,Jorge Eduardo Sánchez (Porto)
Zaidu Sanusi,NGA,DF,26,2.8,3.0,2,1.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,4,7.0,4.0,0.0,Porto,Brasileiro,Zaidu Sanusi (Porto)
Francisco Conceição,POR,"MF,FW",21,3.7,8.0,5,2.0,4.0,2.0,4.0,8.0,50.0,4.0,2.0,0.0,2.0,0,8.0,0.0,0.0,Porto,Brasileiro,Francisco Conceição (Porto)
Ivan Jaime Pajuelo,ESP,MF,23,2.9,5.0,3,0.0,3.0,2.0,2.0,5.0,40.0,3.0,2.0,1.0,1.0,2,7.0,1.0,0.0,Porto,Brasileiro,Ivan Jaime Pajuelo (Porto)
João Miguel,POR,DF,23,2.1,2.0,1,1.0,1.0,0.0,2.0,3.0,66.7,1.0,4.0,2.0,2.0,2,4.0,0.0,0.0,Porto,Brasileiro,João Miguel (Porto)
Romário Baró,POR,"MF,FW",23,1.4,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Porto,Brasileiro,Romário Baró (Porto)
Gonçalo Borges,POR,"MF,DF",22,2.3,4.0,3,3.0,1.0,0.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,0,4.0,2.0,0.0,Porto,Brasileiro,Gonçalo Borges (Porto)
Fran Navarro,ESP,"FW,MF",25,1.9,1.0,0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,3,4.0,3.0,0.0,Porto,Brasileiro,Fran Navarro (Porto)
Marko Grujić,SRB,MF,27,1.3,7.0,5,3.0,4.0,0.0,7.0,7.0,100.0,0.0,3.0,1.0,2.0,1,8.0,1.0,0.0,Porto,Brasileiro,Marko Grujić (Porto)
Otávio,POR,"MF,FW",28,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Porto,Brasileiro,Otávio (Porto)
Danny Loader,ENG,"FW,DF",23,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,2.0,0.0,Porto,Brasileiro,Danny Loader (Porto)
Costinha,POR,"MF,DF",23,15.0,37.0,26,12.0,18.0,7.0,15.0,34.0,44.1,19.0,36.0,6.0,30.0,15,52.0,29.0,1.0,Rio Ave,Brasileiro,Costinha (Rio Ave)
Aderlan Santos,BRA,DF,34,15.0,31.0,16,22.0,9.0,0.0,17.0,23.0,73.9,6.0,16.0,11.0,5.0,21,52.0,80.0,1.0,Rio Ave,Brasileiro,Aderlan Santos (Rio Ave)
Fábio Conceição,POR,"MF,DF",22,14.8,20.0,14,15.0,3.0,2.0,12.0,24.0,50.0,12.0,20.0,2.0,18.0,12,32.0,21.0,0.0,Rio Ave,Brasileiro,Fábio Conceição (Rio Ave)
Amine Oudrhiri,MAR,MF,31,12.9,20.0,14,5.0,12.0,3.0,14.0,19.0,73.7,5.0,11.0,2.0,9.0,16,36.0,12.0,0.0,Rio Ave,Brasileiro,Amine Oudrhiri (Rio Ave)
Josué Sá,POR,DF,31,11.7,14.0,8,7.0,7.0,0.0,9.0,14.0,64.3,5.0,14.0,5.0,9.0,13,27.0,42.0,0.0,Rio Ave,Brasileiro,Josué Sá (Rio Ave)
Gonçalo Rodrigues,POR,MF,26,10.8,17.0,10,1.0,13.0,3.0,9.0,25.0,36.0,16.0,7.0,0.0,7.0,3,20.0,7.0,0.0,Rio Ave,Brasileiro,Gonçalo Rodrigues (Rio Ave)
Emmanuel Boateng,GHA,FW,27,9.6,7.0,7,2.0,3.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,2,9.0,6.0,0.0,Rio Ave,Brasileiro,Emmanuel Boateng (Rio Ave)
Joca,POR,"FW,MF",27,6.9,4.0,2,3.0,0.0,1.0,2.0,2.0,100.0,0.0,4.0,0.0,4.0,5,9.0,5.0,0.0,Rio Ave,Brasileiro,Joca (Rio Ave)
Jhonatan,BRA,GK,32,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,Rio Ave,Brasileiro,Jhonatan (Rio Ave)
Miguel Nóbrega,POR,DF,23,7.9,13.0,10,4.0,8.0,1.0,8.0,13.0,61.5,5.0,9.0,6.0,3.0,11,24.0,35.0,0.0,Rio Ave,Brasileiro,Miguel Nóbrega (Rio Ave)
Magrão,BRA,GK,23,7.0,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,Rio Ave,Brasileiro,Magrão (Rio Ave)
André Pereira,POR,FW,28,6.5,10.0,7,1.0,8.0,1.0,4.0,10.0,40.0,6.0,9.0,0.0,9.0,2,12.0,5.0,0.0,Rio Ave,Brasileiro,André Pereira (Rio Ave)
Renato Pantalon,CRO,DF,26,6.3,8.0,5,3.0,4.0,1.0,5.0,8.0,62.5,3.0,6.0,3.0,3.0,5,13.0,20.0,0.0,Rio Ave,Brasileiro,Renato Pantalon (Rio Ave)
Leonardo Ruíz,COL,FW,27,6.4,5.0,5,2.0,2.0,1.0,4.0,8.0,50.0,4.0,2.0,0.0,2.0,3,8.0,9.0,0.0,Rio Ave,Brasileiro,Leonardo Ruíz (Rio Ave)
Bruno Ventura,POR,"FW,MF",22,5.3,3.0,1,2.0,0.0,1.0,2.0,7.0,28.6,5.0,3.0,0.0,3.0,2,5.0,7.0,0.0,Rio Ave,Brasileiro,Bruno Ventura (Rio Ave)
João Graça,POR,"MF,FW",28,5.2,16.0,9,4.0,7.0,5.0,7.0,20.0,35.0,13.0,2.0,1.0,1.0,5,21.0,4.0,0.0,Rio Ave,Brasileiro,João Graça (Rio Ave)
Zé Manuel,POR,"MF,FW",33,4.5,11.0,8,3.0,7.0,1.0,5.0,12.0,41.7,7.0,8.0,0.0,8.0,3,14.0,5.0,0.0,Rio Ave,Brasileiro,Zé Manuel (Rio Ave)
Hernâni Fortes,POR,FW,32,3.8,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1,1.0,1.0,0.0,Rio Ave,Brasileiro,Hernâni Fortes (Rio Ave)
Savio,BRA,"DF,MF",28,2.8,4.0,2,2.0,2.0,0.0,3.0,8.0,37.5,5.0,3.0,1.0,2.0,2,6.0,6.0,2.0,Rio Ave,Brasileiro,Savio (Rio Ave)
Patrick,BRA,DF,26,1.6,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,2.0,2.0,4,5.0,9.0,0.0,Rio Ave,Brasileiro,Patrick (Rio Ave)
Vítor Gomes,POR,MF,36,1.9,3.0,2,1.0,2.0,0.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,0,3.0,2.0,0.0,Rio Ave,Brasileiro,Vítor Gomes (Rio Ave)
Ukra,POR,"MF,FW",35,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rio Ave,Brasileiro,Ukra (Rio Ave)
Nuno Namora,POR,"DF,MF",25,0.3,1.0,0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Rio Ave,Brasileiro,Nuno Namora (Rio Ave)
Julien Lomboto,COD,MF,21,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,Rio Ave,Brasileiro,Julien Lomboto (Rio Ave)
Antonio Adán,ESP,GK,36,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Sporting CP,Brasileiro,Antonio Adán (Sporting CP)
Ousmane Diomande,CIV,DF,20,13.4,21.0,14,10.0,9.0,2.0,9.0,11.0,81.8,2.0,6.0,2.0,4.0,6,27.0,29.0,1.0,Sporting CP,Brasileiro,Ousmane Diomande (Sporting CP)
Pedro Gonçalves,POR,"FW,MF",25,13.3,22.0,14,4.0,10.0,8.0,10.0,27.0,37.0,17.0,11.0,0.0,11.0,5,27.0,2.0,0.0,Sporting CP,Brasileiro,Pedro Gonçalves (Sporting CP)
Viktor Gyökeres,SWE,FW,25,12.9,8.0,5,2.0,4.0,2.0,2.0,3.0,66.7,1.0,9.0,0.0,9.0,1,9.0,10.0,0.0,Sporting CP,Brasileiro,Viktor Gyökeres (Sporting CP)
Hidemasa Morita,JPN,MF,28,12.9,26.0,18,10.0,15.0,1.0,11.0,27.0,40.7,16.0,6.0,0.0,6.0,3,29.0,10.0,0.0,Sporting CP,Brasileiro,Hidemasa Morita (Sporting CP)
Gonçalo Inácio,POR,DF,22,12.4,14.0,11,3.0,10.0,1.0,10.0,16.0,62.5,6.0,14.0,8.0,6.0,13,27.0,29.0,0.0,Sporting CP,Brasileiro,Gonçalo Inácio (Sporting CP)
