Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Filipe Relvas,POR,DF,24,13.8,4,0,0,13,5,2,8,22,14,0.0,0.0,3,59.0,41.0,26.0,61.2,Portimonense,Brasileiro,Filipe Relvas (Portimonense)
Carlinhos,BRA,MF,29,12.9,5,0,0,20,16,1,39,5,13,0.0,0.0,0,70.0,6.0,5.0,54.5,Portimonense,Brasileiro,Carlinhos (Portimonense)
Vinicius Silvestre,BRA,GK,29,12.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0,6.0,8.0,0.0,100.0,Portimonense,Brasileiro,Vinicius Silvestre (Portimonense)
Hélio Varela,CPV,"FW,MF",21,11.9,3,0,0,12,31,0,22,5,7,0.0,0.0,0,53.0,10.0,22.0,31.3,Portimonense,Brasileiro,Hélio Varela (Portimonense)
Pedrão,BRA,DF,26,11.5,2,0,0,17,14,1,3,24,12,0.0,1.0,0,75.0,11.0,8.0,57.9,Portimonense,Brasileiro,Pedrão (Portimonense)
Alemão,BRA,DF,21,10.9,5,0,0,15,8,2,0,11,19,0.0,1.0,0,53.0,20.0,13.0,60.6,Portimonense,Brasileiro,Alemão (Portimonense)
Dener,BRA,MF,31,9.8,6,0,0,16,10,0,2,10,14,0.0,0.0,0,52.0,11.0,14.0,44.0,Portimonense,Brasileiro,Dener (Portimonense)
Sylvester Jasper,BUL,"FW,MF",22,9.4,1,0,0,17,24,2,25,6,9,0.0,0.0,0,40.0,2.0,13.0,13.3,Portimonense,Brasileiro,Sylvester Jasper (Portimonense)
Gonçalo Costa,POR,"DF,MF",23,9.9,3,1,0,15,3,2,50,11,15,1.0,0.0,0,64.0,10.0,6.0,62.5,Portimonense,Brasileiro,Gonçalo Costa (Portimonense)
Ronie Carrillo,ECU,FW,27,8.4,0,1,0,14,13,5,3,2,2,0.0,0.0,0,19.0,17.0,22.0,43.6,Portimonense,Brasileiro,Ronie Carrillo (Portimonense)
Guga,POR,"DF,MF",20,7.2,3,0,0,5,12,2,10,5,10,0.0,0.0,0,36.0,1.0,4.0,20.0,Portimonense,Brasileiro,Guga (Portimonense)
Igor Marques,BRA,"DF,MF",24,6.4,2,0,0,8,6,0,21,15,16,0.0,0.0,0,51.0,4.0,9.0,30.8,Portimonense,Brasileiro,Igor Marques (Portimonense)
Maurício,BRA,MF,35,5.0,1,0,0,11,4,0,0,9,8,0.0,1.0,0,23.0,8.0,4.0,66.7,Portimonense,Brasileiro,Maurício (Portimonense)
Rildo,BRA,"FW,MF",23,5.7,3,0,0,17,9,6,3,1,3,0.0,0.0,0,16.0,5.0,26.0,16.1,Portimonense,Brasileiro,Rildo (Portimonense)
Moustapha Seck,SEN,"DF,MF",27,3.3,2,0,0,5,2,1,14,2,1,0.0,0.0,0,15.0,12.0,6.0,66.7,Portimonense,Brasileiro,Moustapha Seck (Portimonense)
Paulo Estrela Moreira,POR,"MF,FW",24,4.2,0,0,0,11,1,0,12,6,4,0.0,0.0,0,37.0,5.0,4.0,55.6,Portimonense,Brasileiro,Paulo Estrela Moreira (Portimonense)
Nonoca,BRA,"MF,FW",25,3.6,0,0,0,5,6,0,1,3,8,0.0,0.0,0,18.0,0.0,2.0,0.0,Portimonense,Brasileiro,Nonoca (Portimonense)
Kosuke Nakamura,JPN,GK,28,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Portimonense,Brasileiro,Kosuke Nakamura (Portimonense)
Paulinho,POR,"FW,MF",24,1.9,0,0,0,1,2,1,1,0,0,0.0,0.0,0,6.0,5.0,2.0,71.4,Portimonense,Brasileiro,Paulinho (Portimonense)
Rafael Alcobia,POR,DF,20,1.3,0,0,0,1,2,0,0,0,3,0.0,0.0,0,5.0,0.0,2.0,0.0,Portimonense,Brasileiro,Rafael Alcobia (Portimonense)
Luan Campos,BRA,"FW,MF",21,1.1,1,0,0,1,1,1,3,3,1,0.0,0.0,0,3.0,2.0,1.0,66.7,Portimonense,Brasileiro,Luan Campos (Portimonense)
Zinho,BRA,"FW,MF",20,1.3,1,0,0,2,2,0,1,1,0,0.0,0.0,0,10.0,0.0,4.0,0.0,Portimonense,Brasileiro,Zinho (Portimonense)
Midana Cassama,GNB,MF,21,0.2,0,1,0,3,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Portimonense,Brasileiro,Midana Cassama (Portimonense)
Jose Souza,POR,MF,22,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Portimonense,Brasileiro,Jose Souza (Portimonense)
Dennis Adeniran,ENG,MF,24,0.1,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Portimonense,Brasileiro,Dennis Adeniran (Portimonense)
Diogo Costa,POR,GK,24,15.0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,28.0,1.0,2.0,33.3,Porto,Brasileiro,Diogo Costa (Porto)
Pepê,BRA,"MF,DF",26,13.2,1,0,0,10,36,2,18,14,7,0.0,0.0,0,82.0,6.0,11.0,35.3,Porto,Brasileiro,Pepê (Porto)
Stephen Eustáquio,CAN,MF,27,13.1,2,0,0,20,11,0,40,14,21,1.0,0.0,0,70.0,19.0,21.0,47.5,Porto,Brasileiro,Stephen Eustáquio (Porto)
Mehdi Taremi,IRN,FW,31,12.9,3,0,0,19,25,14,0,7,15,1.0,0.0,0,37.0,22.0,27.0,44.9,Porto,Brasileiro,Mehdi Taremi (Porto)
João Mário Lopes,POR,DF,23,10.6,1,0,0,13,18,1,38,4,7,0.0,1.0,0,52.0,7.0,8.0,46.7,Porto,Brasileiro,João Mário Lopes (Porto)
Alan Varela,ARG,MF,22,9.2,5,0,0,14,7,0,4,12,7,0.0,0.0,0,55.0,7.0,7.0,50.0,Porto,Brasileiro,Alan Varela (Porto)
Galeno,BRA,"MF,DF",26,10.1,2,0,0,9,20,1,26,7,7,0.0,1.0,0,43.0,11.0,14.0,44.0,Porto,Brasileiro,Galeno (Porto)
Pepe,POR,DF,40,7.2,2,1,0,5,12,1,4,11,10,0.0,0.0,0,46.0,18.0,15.0,54.5,Porto,Brasileiro,Pepe (Porto)
Evanilson,BRA,FW,24,7.0,2,0,0,9,24,2,3,1,1,1.0,0.0,0,20.0,10.0,16.0,38.5,Porto,Brasileiro,Evanilson (Porto)
Fábio Cardoso,POR,DF,29,6.9,3,1,0,9,6,0,2,5,2,0.0,0.0,0,20.0,17.0,20.0,45.9,Porto,Brasileiro,Fábio Cardoso (Porto)
David Carmo,POR,DF,24,6.8,6,1,1,16,0,0,0,2,4,0.0,0.0,0,31.0,25.0,11.0,69.4,Porto,Brasileiro,David Carmo (Porto)
Wendell,BRA,DF,30,6.9,6,1,1,13,18,1,36,3,8,0.0,0.0,0,44.0,14.0,4.0,77.8,Porto,Brasileiro,Wendell (Porto)
Iván Marcano,ESP,DF,36,4.1,1,0,0,1,2,0,3,4,4,0.0,0.0,0,20.0,12.0,6.0,66.7,Porto,Brasileiro,Iván Marcano (Porto)
Zé Pedro Figueiredo,POR,DF,26,4.7,1,0,0,4,4,0,4,6,3,0.0,0.0,0,26.0,21.0,5.0,80.8,Porto,Brasileiro,Zé Pedro Figueiredo (Porto)
André Franco,POR,"MF,FW",25,4.1,1,0,0,10,5,0,20,4,5,0.0,0.0,0,23.0,0.0,3.0,0.0,Porto,Brasileiro,André Franco (Porto)
Nicolás González,ESP,MF,21,4.1,4,0,0,11,1,0,3,1,8,0.0,0.0,0,32.0,12.0,5.0,70.6,Porto,Brasileiro,Nicolás González (Porto)
Toni Martínez,ESP,FW,26,4.0,3,0,0,9,3,3,4,0,0,0.0,0.0,0,5.0,15.0,12.0,55.6,Porto,Brasileiro,Toni Martínez (Porto)
Jorge Eduardo Sánchez,MEX,DF,26,3.9,3,0,0,11,0,0,8,4,6,0.0,1.0,0,15.0,3.0,3.0,50.0,Porto,Brasileiro,Jorge Eduardo Sánchez (Porto)
Zaidu Sanusi,NGA,DF,26,2.8,0,0,0,7,1,0,14,4,2,0.0,0.0,0,18.0,8.0,3.0,72.7,Porto,Brasileiro,Zaidu Sanusi (Porto)
Francisco Conceição,POR,"MF,FW",21,3.7,6,0,0,13,9,1,17,0,5,0.0,0.0,0,16.0,0.0,4.0,0.0,Porto,Brasileiro,Francisco Conceição (Porto)
Ivan Jaime Pajuelo,ESP,MF,23,2.9,0,0,0,5,11,0,20,2,3,0.0,0.0,0,20.0,2.0,2.0,50.0,Porto,Brasileiro,Ivan Jaime Pajuelo (Porto)
João Miguel,POR,DF,23,2.1,0,0,0,1,1,0,9,2,1,0.0,0.0,0,7.0,1.0,1.0,50.0,Porto,Brasileiro,João Miguel (Porto)
Romário Baró,POR,"MF,FW",23,1.4,0,0,0,1,3,0,2,0,1,0.0,0.0,0,2.0,0.0,2.0,0.0,Porto,Brasileiro,Romário Baró (Porto)
Gonçalo Borges,POR,"MF,DF",22,2.3,2,0,0,6,4,3,25,0,3,1.0,0.0,0,8.0,0.0,3.0,0.0,Porto,Brasileiro,Gonçalo Borges (Porto)
Fran Navarro,ESP,"FW,MF",25,1.9,0,0,0,3,5,2,3,3,0,0.0,0.0,0,8.0,3.0,8.0,27.3,Porto,Brasileiro,Fran Navarro (Porto)
Marko Grujić,SRB,MF,27,1.3,1,0,0,3,1,0,0,1,5,0.0,0.0,0,11.0,6.0,6.0,50.0,Porto,Brasileiro,Marko Grujić (Porto)
Otávio,POR,"MF,FW",28,1.0,1,0,0,3,2,0,3,0,0,0.0,0.0,0,2.0,1.0,3.0,25.0,Porto,Brasileiro,Otávio (Porto)
Danny Loader,ENG,"FW,DF",23,0.5,1,0,0,3,2,0,0,0,0,0.0,0.0,0,4.0,4.0,1.0,80.0,Porto,Brasileiro,Danny Loader (Porto)
Costinha,POR,"MF,DF",23,15.0,1,0,0,21,25,6,61,15,26,1.0,1.0,0,91.0,26.0,22.0,54.2,Rio Ave,Brasileiro,Costinha (Rio Ave)
Aderlan Santos,BRA,DF,34,15.0,4,0,0,14,12,1,0,21,16,0.0,1.0,0,81.0,53.0,36.0,59.6,Rio Ave,Brasileiro,Aderlan Santos (Rio Ave)
Fábio Conceição,POR,"MF,DF",22,14.8,3,0,0,12,31,0,26,12,14,1.0,0.0,0,68.0,11.0,13.0,45.8,Rio Ave,Brasileiro,Fábio Conceição (Rio Ave)
Amine Oudrhiri,MAR,MF,31,12.9,4,0,0,17,25,0,1,16,14,0.0,0.0,0,59.0,7.0,0.0,100.0,Rio Ave,Brasileiro,Amine Oudrhiri (Rio Ave)
Josué Sá,POR,DF,31,11.7,2,0,0,13,2,0,6,13,8,0.0,0.0,1,58.0,11.0,10.0,52.4,Rio Ave,Brasileiro,Josué Sá (Rio Ave)
Gonçalo Rodrigues,POR,MF,26,10.8,2,0,0,15,22,0,53,3,10,0.0,0.0,0,47.0,4.0,3.0,57.1,Rio Ave,Brasileiro,Gonçalo Rodrigues (Rio Ave)
Emmanuel Boateng,GHA,FW,27,9.6,3,0,0,24,21,6,5,2,7,1.0,0.0,0,36.0,23.0,37.0,38.3,Rio Ave,Brasileiro,Emmanuel Boateng (Rio Ave)
Joca,POR,"FW,MF",27,6.9,1,0,0,6,10,2,17,5,2,0.0,0.0,0,34.0,1.0,3.0,25.0,Rio Ave,Brasileiro,Joca (Rio Ave)
Jhonatan,BRA,GK,32,8.0,2,0,0,0,2,0,0,0,0,0.0,0.0,0,8.0,4.0,0.0,100.0,Rio Ave,Brasileiro,Jhonatan (Rio Ave)
Miguel Nóbrega,POR,DF,23,7.9,4,0,0,10,4,0,6,11,10,0.0,0.0,0,35.0,11.0,8.0,57.9,Rio Ave,Brasileiro,Miguel Nóbrega (Rio Ave)
Magrão,BRA,GK,23,7.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,7.0,2.0,0.0,100.0,Rio Ave,Brasileiro,Magrão (Rio Ave)
André Pereira,POR,FW,28,6.5,3,0,0,26,17,2,3,2,7,0.0,0.0,0,33.0,13.0,16.0,44.8,Rio Ave,Brasileiro,André Pereira (Rio Ave)
Renato Pantalon,CRO,DF,26,6.3,5,0,0,11,1,0,3,5,5,0.0,0.0,0,29.0,3.0,6.0,33.3,Rio Ave,Brasileiro,Renato Pantalon (Rio Ave)
Leonardo Ruíz,COL,FW,27,6.4,1,0,0,14,9,3,7,3,5,0.0,0.0,0,17.0,12.0,20.0,37.5,Rio Ave,Brasileiro,Leonardo Ruíz (Rio Ave)
Bruno Ventura,POR,"FW,MF",22,5.3,1,0,0,6,1,3,23,2,1,0.0,0.0,0,22.0,1.0,9.0,10.0,Rio Ave,Brasileiro,Bruno Ventura (Rio Ave)
João Graça,POR,"MF,FW",28,5.2,5,0,0,21,13,0,8,5,9,0.0,0.0,0,20.0,5.0,10.0,33.3,Rio Ave,Brasileiro,João Graça (Rio Ave)
Zé Manuel,POR,"MF,FW",33,4.5,0,0,0,7,9,0,8,3,8,0.0,0.0,0,14.0,1.0,13.0,7.1,Rio Ave,Brasileiro,Zé Manuel (Rio Ave)
Hernâni Fortes,POR,FW,32,3.8,0,0,0,2,5,2,36,1,0,0.0,0.0,0,11.0,1.0,3.0,25.0,Rio Ave,Brasileiro,Hernâni Fortes (Rio Ave)
Savio,BRA,"DF,MF",28,2.8,1,0,0,1,2,0,17,2,2,0.0,0.0,0,21.0,3.0,2.0,60.0,Rio Ave,Brasileiro,Savio (Rio Ave)
Patrick,BRA,DF,26,1.6,0,0,0,0,1,0,0,4,0,0.0,0.0,0,11.0,3.0,4.0,42.9,Rio Ave,Brasileiro,Patrick (Rio Ave)
Vítor Gomes,POR,MF,36,1.9,1,0,0,8,3,0,0,0,2,0.0,0.0,0,14.0,0.0,4.0,0.0,Rio Ave,Brasileiro,Vítor Gomes (Rio Ave)
Ukra,POR,"MF,FW",35,0.7,1,0,0,1,2,0,3,0,0,0.0,0.0,0,2.0,0.0,2.0,0.0,Rio Ave,Brasileiro,Ukra (Rio Ave)
Nuno Namora,POR,"DF,MF",25,0.3,0,0,0,2,0,0,1,0,0,0.0,0.0,0,1.0,2.0,0.0,100.0,Rio Ave,Brasileiro,Nuno Namora (Rio Ave)
Julien Lomboto,COD,MF,21,0.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Rio Ave,Brasileiro,Julien Lomboto (Rio Ave)
Antonio Adán,ESP,GK,36,14.0,0,0,0,1,1,0,1,0,0,0.0,1.0,0,12.0,1.0,0.0,100.0,Sporting CP,Brasileiro,Antonio Adán (Sporting CP)
Ousmane Diomande,CIV,DF,20,13.4,4,1,1,16,11,0,1,6,14,0.0,0.0,0,79.0,27.0,10.0,73.0,Sporting CP,Brasileiro,Ousmane Diomande (Sporting CP)
Pedro Gonçalves,POR,"FW,MF",25,13.3,3,0,0,7,17,4,82,5,14,0.0,0.0,0,50.0,2.0,8.0,20.0,Sporting CP,Brasileiro,Pedro Gonçalves (Sporting CP)
Viktor Gyökeres,SWE,FW,25,12.9,2,0,0,19,40,8,7,1,5,0.0,0.0,0,42.0,21.0,35.0,37.5,Sporting CP,Brasileiro,Viktor Gyökeres (Sporting CP)
Hidemasa Morita,JPN,MF,28,12.9,3,0,0,23,5,0,7,3,18,0.0,0.0,0,75.0,12.0,16.0,42.9,Sporting CP,Brasileiro,Hidemasa Morita (Sporting CP)
Gonçalo Inácio,POR,DF,22,12.4,7,1,1,13,10,0,3,13,11,0.0,0.0,0,75.0,16.0,28.0,36.4,Sporting CP,Brasileiro,Gonçalo Inácio (Sporting CP)
Sebastián Coates,URU,DF,33,10.5,5,0,0,7,8,0,0,11,10,0.0,1.0,0,71.0,39.0,8.0,83.0,Sporting CP,Brasileiro,Sebastián Coates (Sporting CP)
Morten Hjulmand,DEN,MF,24,10.5,5,0,0,19,10,0,7,10,17,0.0,0.0,0,76.0,7.0,7.0,50.0,Sporting CP,Brasileiro,Morten Hjulmand (Sporting CP)
Marcus Edwards,ENG,"FW,MF",25,9.8,4,0,0,11,18,2,36,5,5,1.0,0.0,0,47.0,1.0,3.0,25.0,Sporting CP,Brasileiro,Marcus Edwards (Sporting CP)
Ricardo Esgaio,POR,"MF,DF",30,8.7,4,0,0,13,0,5,33,3,12,0.0,0.0,0,36.0,6.0,8.0,42.9,Sporting CP,Brasileiro,Ricardo Esgaio (Sporting CP)
Nuno Santos,POR,"MF,DF",28,7.9,3,0,0,5,12,1,49,10,7,0.0,0.0,0,47.0,5.0,5.0,50.0,Sporting CP,Brasileiro,Nuno Santos (Sporting CP)
Matheus Reis,BRA,"DF,MF",28,7.8,1,0,0,9,4,1,26,5,8,0.0,0.0,0,40.0,6.0,10.0,37.5,Sporting CP,Brasileiro,Matheus Reis (Sporting CP)
Geny Catamo,MOZ,"MF,DF",22,5.9,0,0,0,6,21,2,12,5,5,0.0,0.0,0,42.0,2.0,3.0,40.0,Sporting CP,Brasileiro,Geny Catamo (Sporting CP)
Paulinho,POR,FW,31,5.4,0,0,0,11,6,8,2,1,6,0.0,0.0,0,20.0,13.0,13.0,50.0,Sporting CP,Brasileiro,Paulinho (Sporting CP)
Daniel Bragança,POR,MF,24,2.3,1,0,0,6,3,0,2,5,3,0.0,0.0,0,11.0,3.0,1.0,75.0,Sporting CP,Brasileiro,Daniel Bragança (Sporting CP)
Francisco Trincão,POR,"FW,MF",24,2.4,0,0,0,2,5,0,6,0,3,0.0,0.0,0,9.0,3.0,5.0,37.5,Sporting CP,Brasileiro,Francisco Trincão (Sporting CP)
Eduardo Quaresma,POR,DF,21,1.3,2,0,0,4,1,0,0,1,3,0.0,0.0,0,7.0,2.0,1.0,66.7,Sporting CP,Brasileiro,Eduardo Quaresma (Sporting CP)
Jerry St. Juste,NED,DF,27,1.2,0,0,0,1,0,0,0,0,2,0.0,0.0,0,7.0,2.0,1.0,66.7,Sporting CP,Brasileiro,Jerry St. Juste (Sporting CP)
Afonso Bastardo,POR,MF,18,0.3,0,0,0,0,1,0,5,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Afonso Bastardo (Sporting CP)
Iván Fresneda,ESP,MF,19,0.1,0,0,0,0,0,0,3,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Iván Fresneda (Sporting CP)
Luís Neto,POR,DF,35,0.1,3,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Luís Neto (Sporting CP)
Mateus Fernandes,POR,FW,19,0.0,0,0,0,0,1,0,2,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0,Sporting CP,Brasileiro,Mateus Fernandes (Sporting CP)
Jorge Filipe Oliveira Fernandes,POR,DF,26,15.0,2,0,0,23,8,0,9,10,19,0.0,0.0,1,91.0,61.0,29.0,67.8,Vitória,Brasileiro,Jorge Filipe Oliveira Fernandes (Vitória)
Bruno Varela,CPV,GK,29,15.0,1,0,0,0,4,0,0,0,0,0.0,0.0,0,25.0,4.0,0.0,100.0,Vitória,Brasileiro,Bruno Varela (Vitória)
Jota Silva,POR,"FW,MF",24,14.1,4,0,0,20,25,16,40,11,10,0.0,0.0,0,51.0,25.0,31.0,44.6,Vitória,Brasileiro,Jota Silva (Vitória)
André Silva,BRA,FW,26,12.4,2,0,0,12,7,8,9,2,3,0.0,0.0,0,47.0,20.0,42.0,32.3,Vitória,Brasileiro,André Silva (Vitória)
Tomás Händel,POR,MF,23,12.1,2,0,0,23,14,0,18,12,19,0.0,0.0,0,96.0,17.0,6.0,73.9,Vitória,Brasileiro,Tomás Händel (Vitória)
Tomás Ribeiro,POR,DF,24,10.4,4,0,0,12,7,2,8,7,7,0.0,0.0,0,44.0,24.0,16.0,60.0,Vitória,Brasileiro,Tomás Ribeiro (Vitória)
Tiago Silva,POR,MF,30,9.5,4,0,0,20,12,0,62,10,12,0.0,0.0,0,57.0,4.0,10.0,28.6,Vitória,Brasileiro,Tiago Silva (Vitória)
João Mendes,POR,"MF,FW",29,8.8,2,1,0,12,12,0,30,6,6,0.0,0.0,0,45.0,2.0,5.0,28.6,Vitória,Brasileiro,João Mendes (Vitória)
Manuel Manu,POR,DF,22,10.0,3,0,0,11,10,0,1,12,15,0.0,2.0,0,73.0,24.0,18.0,57.1,Vitória,Brasileiro,Manuel Manu (Vitória)
Bruno Gaspar,ANG,"MF,DF",30,8.5,2,0,0,13,15,2,30,7,5,0.0,0.0,0,39.0,8.0,14.0,36.4,Vitória,Brasileiro,Bruno Gaspar (Vitória)
Daniel Bandeira,POR,MF,23,7.2,1,0,0,6,6,0,23,10,6,0.0,0.0,0,54.0,11.0,7.0,61.1,Vitória,Brasileiro,Daniel Bandeira (Vitória)
Afonso freitas,POR,"DF,MF",23,6.0,2,0,0,10,9,2,12,2,7,0.0,0.0,0,21.0,9.0,2.0,81.8,Vitória,Brasileiro,Afonso freitas (Vitória)
Ricardo Mangas,POR,"DF,MF",25,6.9,1,0,0,4,17,2,11,1,7,2.0,0.0,0,34.0,19.0,12.0,61.3,Vitória,Brasileiro,Ricardo Mangas (Vitória)
Miguel Magalhães,POR,"DF,MF",21,5.4,1,0,0,5,4,1,9,7,11,0.0,2.0,0,22.0,7.0,9.0,43.8,Vitória,Brasileiro,Miguel Magalhães (Vitória)
Toni Borevkovic,CRO,DF,26,5.0,1,0,0,9,2,0,0,12,4,0.0,0.0,0,20.0,8.0,7.0,53.3,Vitória,Brasileiro,Toni Borevkovic (Vitória)
Mikel Villanueva,VEN,DF,30,3.9,1,0,0,4,1,0,0,8,2,0.0,0.0,0,18.0,14.0,4.0,77.8,Vitória,Brasileiro,Mikel Villanueva (Vitória)
Nelson,ANG,"DF,FW",25,4.5,1,0,0,14,5,0,13,6,8,0.0,0.0,0,35.0,5.0,6.0,45.5,Vitória,Brasileiro,Nelson (Vitória)
Adrián Butzke,ESP,FW,24,1.8,0,0,0,3,5,1,0,0,3,0.0,0.0,0,3.0,8.0,10.0,44.4,Vitória,Brasileiro,Adrián Butzke (Vitória)
Zé Carlos,POR,"MF,DF",22,3.1,4,0,0,4,9,0,13,3,4,0.0,0.0,0,33.0,3.0,1.0,75.0,Vitória,Brasileiro,Zé Carlos (Vitória)
Nuno Santos,POR,"FW,MF",24,2.0,0,1,0,3,2,0,6,0,0,0.0,0.0,0,11.0,1.0,0.0,100.0,Vitória,Brasileiro,Nuno Santos (Vitória)
Safira,BRA,FW,28,1.6,0,0,0,5,5,1,2,0,2,1.0,0.0,0,5.0,9.0,4.0,69.2,Vitória,Brasileiro,Safira (Vitória)
André André,POR,MF,34,0.9,1,0,0,4,7,0,1,3,3,0.0,0.0,0,13.0,0.0,1.0,0.0,Vitória,Brasileiro,André André (Vitória)
Fabijan Buntić,CRO,GK,26,15.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,23.0,0.0,0.0,0.0,Vizela,Brasileiro,Fabijan Buntić (Vizela)
Anderson Jesus,BRA,DF,28,14.9,2,0,0,14,9,2,0,10,11,0.0,0.0,0,38.0,35.0,23.0,60.3,Vizela,Brasileiro,Anderson Jesus (Vizela)
Samuel Essende,FRA,FW,25,14.6,1,0,0,29,26,13,6,2,5,2.0,0.0,0,42.0,61.0,59.0,50.8,Vizela,Brasileiro,Samuel Essende (Vizela)
Samu,POR,"MF,FW",27,14.6,3,0,0,29,20,0,72,13,17,0.0,0.0,0,91.0,9.0,17.0,34.6,Vizela,Brasileiro,Samu (Vizela)
Bruno Wilson,POR,DF,27,14.0,1,1,0,19,13,0,4,18,8,0.0,1.0,0,49.0,28.0,25.0,52.8,Vizela,Brasileiro,Bruno Wilson (Vizela)
Tomás Costa Silva,POR,DF,24,13.5,0,1,0,7,18,0,66,18,31,0.0,0.0,0,85.0,13.0,12.0,52.0,Vizela,Brasileiro,Tomás Costa Silva (Vizela)
Nuno Gonçalo Moreira,POR,"FW,MF",24,9.9,1,0,0,10,18,3,45,10,8,1.0,1.0,0,52.0,3.0,9.0,25.0,Vizela,Brasileiro,Nuno Gonçalo Moreira (Vizela)
Matías Lacava,VEN,"FW,MF",21,9.0,4,1,1,23,14,2,22,6,16,0.0,0.0,0,47.0,5.0,13.0,27.8,Vizela,Brasileiro,Matías Lacava (Vizela)
Matheus Pereira,BRA,"DF,MF",23,10.6,6,0,0,22,29,0,42,8,9,0.0,1.0,0,64.0,8.0,6.0,57.1,Vizela,Brasileiro,Matheus Pereira (Vizela)
Diogo Nascimento,POR,MF,21,10.2,2,0,0,22,10,1,9,5,6,0.0,0.0,0,73.0,5.0,9.0,35.7,Vizela,Brasileiro,Diogo Nascimento (Vizela)
João Escoval,POR,DF,26,6.4,5,0,0,10,1,0,3,10,4,0.0,0.0,0,21.0,16.0,2.0,88.9,Vizela,Brasileiro,João Escoval (Vizela)
Rafael Bustamante,COL,MF,24,5.9,1,0,0,6,5,0,3,11,8,0.0,0.0,0,39.0,4.0,4.0,50.0,Vizela,Brasileiro,Rafael Bustamante (Vizela)
Pedro Ortiz,ESP,MF,23,5.7,5,0,0,14,4,0,1,4,9,0.0,0.0,0,37.0,4.0,3.0,57.1,Vizela,Brasileiro,Pedro Ortiz (Vizela)
Aleksandar Busnić,SRB,"MF,FW",26,4.9,1,0,0,10,6,0,1,6,6,0.0,0.0,0,25.0,13.0,8.0,61.9,Vizela,Brasileiro,Aleksandar Busnić (Vizela)
Alberto Soro,ESP,"MF,FW",24,2.5,2,0,0,7,5,0,6,0,4,0.0,0.0,0,20.0,4.0,5.0,44.4,Vizela,Brasileiro,Alberto Soro (Vizela)
Alexis Méndez,USA,"MF,FW",23,2.5,1,0,0,3,3,3,13,1,2,0.0,0.0,0,15.0,0.0,5.0,0.0,Vizela,Brasileiro,Alexis Méndez (Vizela)
Kiko Bondoso,POR,"FW,MF",28,2.1,0,0,0,0,5,1,3,1,3,0.0,0.0,0,15.0,0.0,5.0,0.0,Vizela,Brasileiro,Kiko Bondoso (Vizela)
Orest Lebedenko,UKR,DF,25,2.1,0,0,0,2,1,0,6,3,0,0.0,0.0,0,11.0,2.0,1.0,66.7,Vizela,Brasileiro,Orest Lebedenko (Vizela)
Hugo Oliveira,POR,"MF,DF",21,1.5,0,0,0,1,4,0,7,3,2,0.0,0.0,0,12.0,0.0,2.0,0.0,Vizela,Brasileiro,Hugo Oliveira (Vizela)
Dylan Saint-Louis,CGO,"FW,MF",28,2.1,1,0,0,4,1,4,15,0,1,0.0,0.0,0,9.0,1.0,7.0,12.5,Vizela,Brasileiro,Dylan Saint-Louis (Vizela)
Jardel,GNB,"FW,MF",26,1.8,0,0,0,2,10,0,1,2,1,0.0,0.0,0,15.0,6.0,9.0,40.0,Vizela,Brasileiro,Jardel (Vizela)
Iker Unzueta,ESP,FW,25,0.3,0,0,0,1,0,0,1,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,Vizela,Brasileiro,Iker Unzueta (Vizela)
Osama Rashid,IRQ,"MF,FW",31,0.2,0,0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,Vizela,Brasileiro,Osama Rashid (Vizela)
