Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Luiz Lúcio Reis Júnior,BRA,GK,22,15.0,555.0,472.0,548.0,7.0,0.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,293.0,1379.0,824.0,0.0,1.0,1.0,0.0,0.0,224.0,0.0,Famalicão,Brasileiro,Luiz Lúcio Reis Júnior (Famalicão)
Moura,POR,DF,24,15.0,845.0,37.0,259.0,334.0,263.0,22.0,845.0,10.0,6.0,60.0,2.0,20.0,363.0,2014.0,1107.0,31.0,12.0,4.0,21.0,7.0,433.0,92.0,Famalicão,Brasileiro,Moura (Famalicão)
Zaydou Youssouf,FRA,MF,24,13.1,730.0,23.0,268.0,386.0,85.0,3.0,729.0,38.0,27.0,71.1,4.0,10.5,435.0,2471.0,1145.0,18.0,6.0,0.0,17.0,12.0,463.0,3.0,Famalicão,Brasileiro,Zaydou Youssouf (Famalicão)
Otavio Ataide,BRA,DF,21,12.2,802.0,119.0,502.0,275.0,30.0,10.0,802.0,9.0,5.0,55.6,2.0,22.2,430.0,1891.0,1027.0,4.0,4.0,0.0,3.0,3.0,519.0,2.0,Famalicão,Brasileiro,Otavio Ataide (Famalicão)
Jhonder Cádiz,VEN,FW,28,9.4,263.0,9.0,18.0,132.0,114.0,35.0,262.0,7.0,2.0,28.6,4.0,57.1,144.0,570.0,180.0,8.0,10.0,4.0,22.0,12.0,211.0,36.0,Famalicão,Brasileiro,Jhonder Cádiz (Famalicão)
Riccieli,BRA,DF,25,9.0,586.0,106.0,403.0,175.0,9.0,7.0,586.0,1.0,1.0,100.0,0.0,0.0,291.0,1110.0,588.0,1.0,0.0,0.0,1.0,0.0,370.0,0.0,Famalicão,Brasileiro,Riccieli (Famalicão)
Mirko Topić,SRB,MF,22,9.3,505.0,23.0,166.0,285.0,61.0,5.0,505.0,4.0,3.0,75.0,1.0,25.0,253.0,1552.0,754.0,11.0,6.0,2.0,9.0,5.0,293.0,7.0,Famalicão,Brasileiro,Mirko Topić (Famalicão)
Nathan,BRA,DF,22,8.0,407.0,17.0,154.0,164.0,93.0,4.0,407.0,27.0,17.0,63.0,10.0,37.0,191.0,1480.0,699.0,22.0,16.0,2.0,8.0,7.0,206.0,23.0,Famalicão,Brasileiro,Nathan (Famalicão)
José Luis Rodríguez,PAN,FW,25,7.6,256.0,6.0,27.0,97.0,144.0,12.0,256.0,38.0,25.0,65.8,13.0,34.2,159.0,1240.0,595.0,30.0,20.0,5.0,20.0,7.0,176.0,38.0,Famalicão,Brasileiro,José Luis Rodríguez (Famalicão)
Gustavo sá,POR,MF,19,6.8,258.0,11.0,48.0,114.0,100.0,16.0,258.0,21.0,8.0,38.1,10.0,47.6,148.0,774.0,311.0,9.0,5.0,2.0,12.0,12.0,170.0,25.0,Famalicão,Brasileiro,Gustavo sá (Famalicão)
Chiquinho,POR,"FW,MF",23,6.7,211.0,5.0,28.0,75.0,115.0,33.0,211.0,29.0,10.0,34.5,14.0,48.3,122.0,805.0,455.0,18.0,11.0,10.0,31.0,14.0,120.0,35.0,Famalicão,Brasileiro,Chiquinho (Famalicão)
Martin Agirregabiria,ESP,DF,27,7.3,447.0,28.0,167.0,174.0,110.0,2.0,447.0,9.0,4.0,44.4,4.0,44.4,186.0,831.0,528.0,12.0,12.0,0.0,3.0,2.0,238.0,39.0,Famalicão,Brasileiro,Martin Agirregabiria (Famalicão)
Henrique Araújo,POR,FW,21,6.0,190.0,5.0,19.0,101.0,70.0,23.0,190.0,9.0,2.0,22.2,6.0,66.7,96.0,394.0,167.0,5.0,4.0,2.0,17.0,3.0,127.0,22.0,Famalicão,Brasileiro,Henrique Araújo (Famalicão)
Óscar Aranda,ESP,"FW,MF",21,6.0,256.0,1.0,37.0,123.0,103.0,11.0,256.0,53.0,23.0,43.4,25.0,47.2,176.0,1407.0,653.0,20.0,16.0,5.0,21.0,8.0,174.0,14.0,Famalicão,Brasileiro,Óscar Aranda (Famalicão)
Justin de Haas,NED,DF,23,6.1,413.0,61.0,271.0,124.0,19.0,9.0,413.0,2.0,0.0,0.0,2.0,100.0,219.0,951.0,437.0,1.0,0.0,0.0,2.0,0.0,273.0,1.0,Famalicão,Brasileiro,Justin de Haas (Famalicão)
Otso Liimatta,FIN,MF,19,4.1,125.0,0.0,15.0,66.0,48.0,12.0,125.0,14.0,4.0,28.6,9.0,64.3,86.0,719.0,322.0,10.0,6.0,3.0,13.0,7.0,83.0,19.0,Famalicão,Brasileiro,Otso Liimatta (Famalicão)
Gustavo Assuncao,POR,MF,23,5.0,283.0,8.0,99.0,157.0,32.0,1.0,283.0,8.0,4.0,50.0,4.0,50.0,155.0,695.0,394.0,5.0,2.0,0.0,3.0,5.0,179.0,2.0,Famalicão,Brasileiro,Gustavo Assuncao (Famalicão)
Tom Lacoux,FRA,MF,21,3.1,198.0,5.0,55.0,115.0,31.0,2.0,198.0,8.0,7.0,87.5,1.0,12.5,93.0,444.0,207.0,3.0,3.0,0.0,3.0,0.0,127.0,1.0,Famalicão,Brasileiro,Tom Lacoux (Famalicão)
Théo Fonseca,FRA,FW,23,3.0,86.0,4.0,21.0,34.0,31.0,8.0,86.0,5.0,2.0,40.0,2.0,40.0,48.0,215.0,61.0,3.0,3.0,1.0,5.0,5.0,57.0,12.0,Famalicão,Brasileiro,Théo Fonseca (Famalicão)
Enea Mihaj,ALB,DF,25,2.7,174.0,31.0,122.0,53.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,108.0,359.0,165.0,0.0,0.0,0.0,2.0,1.0,118.0,0.0,Famalicão,Brasileiro,Enea Mihaj (Famalicão)
Mihai Dobre,ROU,"FW,MF",25,3.0,104.0,2.0,23.0,42.0,41.0,9.0,104.0,11.0,7.0,63.6,2.0,18.2,65.0,409.0,207.0,7.0,8.0,1.0,7.0,2.0,60.0,11.0,Famalicão,Brasileiro,Mihai Dobre (Famalicão)
Pablo,BRA,"FW,MF",19,2.2,79.0,3.0,16.0,35.0,29.0,3.0,79.0,10.0,3.0,30.0,7.0,70.0,47.0,250.0,98.0,2.0,2.0,0.0,5.0,5.0,54.0,9.0,Famalicão,Brasileiro,Pablo (Famalicão)
Afonso Rodrigues,POR,"FW,MF",21,2.6,87.0,2.0,16.0,29.0,44.0,15.0,87.0,9.0,3.0,33.3,6.0,66.7,46.0,293.0,137.0,6.0,3.0,1.0,9.0,2.0,51.0,15.0,Famalicão,Brasileiro,Afonso Rodrigues (Famalicão)
Ricardo Velho,POR,GK,25,14.0,512.0,468.0,511.0,1.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,207.0,1270.0,767.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,Farense,Brasileiro,Ricardo Velho (Farense)
Talocha,POR,DF,34,13.8,824.0,75.0,285.0,377.0,168.0,8.0,824.0,8.0,5.0,62.5,3.0,37.5,294.0,1294.0,689.0,17.0,6.0,3.0,10.0,1.0,403.0,43.0,Farense,Brasileiro,Talocha (Farense)
Claudio Falcão,BRA,MF,29,13.6,615.0,70.0,217.0,344.0,58.0,15.0,615.0,12.0,5.0,41.7,6.0,50.0,220.0,990.0,367.0,4.0,8.0,0.0,6.0,5.0,253.0,5.0,Farense,Brasileiro,Claudio Falcão (Farense)
Mattheus Oliveira,BRA,MF,29,11.7,597.0,30.0,113.0,328.0,166.0,11.0,596.0,13.0,6.0,46.2,6.0,46.2,259.0,1453.0,666.0,14.0,11.0,1.0,16.0,4.0,317.0,23.0,Farense,Brasileiro,Mattheus Oliveira (Farense)
Gonçalo Silva,POR,DF,32,12.2,669.0,128.0,429.0,230.0,12.0,6.0,669.0,0.0,0.0,0.0,0.0,0.0,320.0,1858.0,843.0,1.0,3.0,0.0,5.0,0.0,373.0,1.0,Farense,Brasileiro,Gonçalo Silva (Farense)
Bachir Belloumi,ALG,"FW,MF",21,10.6,450.0,17.0,83.0,193.0,176.0,27.0,450.0,24.0,10.0,41.7,14.0,58.3,228.0,1370.0,814.0,23.0,20.0,5.0,25.0,2.0,288.0,67.0,Farense,Brasileiro,Bachir Belloumi (Farense)
David Pastor,BRA,DF,23,11.9,674.0,54.0,272.0,287.0,124.0,2.0,674.0,19.0,11.0,57.9,7.0,36.8,265.0,1590.0,839.0,17.0,17.0,2.0,28.0,8.0,288.0,25.0,Farense,Brasileiro,David Pastor (Farense)
Marco Matias,POR,"FW,MF",34,9.9,352.0,11.0,56.0,144.0,159.0,20.0,352.0,17.0,7.0,41.2,6.0,35.3,203.0,1294.0,540.0,18.0,10.0,7.0,25.0,10.0,232.0,61.0,Farense,Brasileiro,Marco Matias (Farense)
Bruno Duarte,BRA,FW,27,10.0,355.0,15.0,41.0,175.0,144.0,47.0,353.0,19.0,6.0,31.6,11.0,57.9,161.0,937.0,386.0,18.0,9.0,6.0,22.0,5.0,238.0,48.0,Farense,Brasileiro,Bruno Duarte (Farense)
Zach Muscat,MLT,DF,30,8.8,462.0,97.0,289.0,167.0,9.0,8.0,462.0,0.0,0.0,0.0,0.0,0.0,216.0,1050.0,611.0,1.0,0.0,0.0,1.0,1.0,282.0,1.0,Farense,Brasileiro,Zach Muscat (Farense)
Fabrício Isidoro,BRA,MF,31,8.6,404.0,20.0,89.0,235.0,84.0,13.0,404.0,24.0,10.0,41.7,12.0,50.0,194.0,1050.0,373.0,9.0,8.0,4.0,16.0,10.0,224.0,20.0,Farense,Brasileiro,Fabrício Isidoro (Farense)
Rui Costa,POR,"FW,MF",27,6.0,186.0,7.0,23.0,72.0,95.0,21.0,185.0,24.0,9.0,37.5,12.0,50.0,116.0,726.0,277.0,12.0,6.0,5.0,16.0,5.0,124.0,33.0,Farense,Brasileiro,Rui Costa (Farense)
Artur Jorge Marques Amorim,POR,DF,29,5.4,237.0,54.0,147.0,84.0,8.0,6.0,237.0,0.0,0.0,0.0,0.0,0.0,102.0,632.0,249.0,2.0,1.0,0.0,2.0,1.0,119.0,0.0,Farense,Brasileiro,Artur Jorge Marques Amorim (Farense)
Vítor Gonçalves,POR,MF,31,4.3,195.0,18.0,44.0,91.0,62.0,5.0,195.0,5.0,3.0,60.0,1.0,20.0,77.0,450.0,193.0,5.0,4.0,0.0,2.0,2.0,98.0,12.0,Farense,Brasileiro,Vítor Gonçalves (Farense)
Elves Baldé,POR,"FW,MF",24,2.3,99.0,1.0,10.0,29.0,62.0,8.0,99.0,15.0,7.0,46.7,8.0,53.3,66.0,457.0,209.0,7.0,6.0,2.0,5.0,6.0,72.0,19.0,Farense,Brasileiro,Elves Baldé (Farense)
Fran Delgado,ESP,DF,22,2.1,124.0,9.0,43.0,58.0,23.0,0.0,124.0,2.0,1.0,50.0,1.0,50.0,38.0,199.0,118.0,2.0,0.0,0.0,2.0,0.0,65.0,3.0,Farense,Brasileiro,Fran Delgado (Farense)
Igor Rossi Branco,BRA,DF,34,1.4,72.0,15.0,50.0,19.0,3.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,29.0,140.0,95.0,1.0,0.0,0.0,1.0,0.0,33.0,1.0,Farense,Brasileiro,Igor Rossi Branco (Farense)
Rafael Barbosa,POR,"FW,MF",27,2.3,146.0,1.0,21.0,61.0,64.0,4.0,146.0,4.0,3.0,75.0,1.0,25.0,81.0,427.0,177.0,7.0,6.0,2.0,9.0,4.0,109.0,28.0,Farense,Brasileiro,Rafael Barbosa (Farense)
Zé Luís,CPV,"FW,MF",32,1.5,66.0,3.0,14.0,28.0,25.0,8.0,66.0,4.0,2.0,50.0,2.0,50.0,33.0,180.0,78.0,6.0,3.0,2.0,6.0,3.0,45.0,15.0,Farense,Brasileiro,Zé Luís (Farense)
Facundo Cáseres,ARG,"MF,DF",22,1.1,54.0,2.0,19.0,29.0,6.0,2.0,54.0,2.0,1.0,50.0,1.0,50.0,18.0,113.0,38.0,1.0,0.0,0.0,2.0,1.0,24.0,1.0,Farense,Brasileiro,Facundo Cáseres (Farense)
Cristian Ponde,POR,MF,28,0.5,24.0,1.0,8.0,7.0,10.0,2.0,24.0,1.0,0.0,0.0,1.0,100.0,11.0,32.0,7.0,0.0,0.0,0.0,2.0,0.0,16.0,3.0,Farense,Brasileiro,Cristian Ponde (Farense)
André Seruca,POR,MF,23,0.4,36.0,1.0,11.0,17.0,8.0,1.0,36.0,1.0,0.0,0.0,1.0,100.0,16.0,49.0,21.0,0.0,0.0,0.0,2.0,2.0,21.0,0.0,Farense,Brasileiro,André Seruca (Farense)
Talys Oliveira,BRA,DF,24,0.1,10.0,0.0,1.0,4.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Farense,Brasileiro,Talys Oliveira (Farense)
Rúben Fernandes,POR,DF,37,14.0,952.0,96.0,555.0,383.0,19.0,12.0,952.0,1.0,1.0,100.0,0.0,0.0,547.0,2256.0,1294.0,4.0,1.0,0.0,6.0,0.0,663.0,1.0,Gil Vicente FC,Brasileiro,Rúben Fernandes (Gil Vicente FC)
José Carlos,POR,DF,25,12.7,842.0,41.0,337.0,379.0,132.0,5.0,842.0,12.0,3.0,25.0,4.0,33.3,336.0,1305.0,690.0,12.0,6.0,2.0,16.0,3.0,443.0,37.0,Gil Vicente FC,Brasileiro,José Carlos (Gil Vicente FC)
Maxime Dominguez,SUI,"MF,FW",27,12.0,664.0,17.0,98.0,371.0,205.0,20.0,663.0,35.0,21.0,60.0,12.0,34.3,388.0,2213.0,1071.0,21.0,16.0,4.0,20.0,25.0,442.0,55.0,Gil Vicente FC,Brasileiro,Maxime Dominguez (Gil Vicente FC)
Pedro Tiba,POR,MF,35,11.6,712.0,31.0,177.0,427.0,119.0,10.0,710.0,25.0,11.0,44.0,11.0,44.0,368.0,1827.0,843.0,12.0,10.0,0.0,13.0,17.0,445.0,14.0,Gil Vicente FC,Brasileiro,Pedro Tiba (Gil Vicente FC)
Leonardo Buta,POR,DF,21,12.0,717.0,32.0,245.0,328.0,149.0,9.0,717.0,25.0,5.0,20.0,13.0,52.0,348.0,1783.0,1055.0,30.0,19.0,2.0,15.0,7.0,407.0,39.0,Gil Vicente FC,Brasileiro,Leonardo Buta (Gil Vicente FC)
Andrew,BRA,GK,22,12.0,477.0,424.0,476.0,1.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,216.0,913.0,527.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,Gil Vicente FC,Brasileiro,Andrew (Gil Vicente FC)
Gabriel Pereira,BRA,DF,23,11.9,888.0,143.0,565.0,312.0,15.0,12.0,888.0,3.0,1.0,33.3,2.0,66.7,523.0,2438.0,1312.0,2.0,0.0,1.0,8.0,3.0,622.0,2.0,Gil Vicente FC,Brasileiro,Gabriel Pereira (Gil Vicente FC)
Kanya Fujimoto,JPN,MF,24,9.2,427.0,4.0,45.0,210.0,174.0,24.0,426.0,8.0,5.0,62.5,3.0,37.5,238.0,1098.0,532.0,16.0,14.0,2.0,16.0,10.0,323.0,43.0,Gil Vicente FC,Brasileiro,Kanya Fujimoto (Gil Vicente FC)
Martim Carvalho,POR,MF,20,8.4,477.0,18.0,109.0,290.0,91.0,8.0,477.0,12.0,9.0,75.0,2.0,16.7,271.0,1660.0,978.0,22.0,15.0,4.0,12.0,5.0,309.0,11.0,Gil Vicente FC,Brasileiro,Martim Carvalho (Gil Vicente FC)
Félix Correia,POR,FW,22,7.9,360.0,14.0,55.0,146.0,167.0,28.0,360.0,33.0,13.0,39.4,18.0,54.5,242.0,1459.0,775.0,25.0,24.0,10.0,17.0,11.0,254.0,68.0,Gil Vicente FC,Brasileiro,Félix Correia (Gil Vicente FC)
Murilo Costa,BRA,FW,29,7.1,274.0,6.0,32.0,122.0,123.0,21.0,273.0,29.0,18.0,62.1,10.0,34.5,168.0,1111.0,387.0,16.0,16.0,6.0,14.0,13.0,194.0,53.0,Gil Vicente FC,Brasileiro,Murilo Costa (Gil Vicente FC)
Roko Baturina,CRO,FW,23,6.2,164.0,4.0,5.0,79.0,81.0,20.0,164.0,6.0,2.0,33.3,4.0,66.7,100.0,324.0,136.0,5.0,5.0,3.0,19.0,8.0,137.0,20.0,Gil Vicente FC,Brasileiro,Roko Baturina (Gil Vicente FC)
Marlon,BRA,"FW,MF",26,4.3,175.0,5.0,35.0,76.0,66.0,9.0,175.0,17.0,9.0,52.9,7.0,41.2,106.0,646.0,296.0,12.0,11.0,5.0,9.0,9.0,118.0,34.0,Gil Vicente FC,Brasileiro,Marlon (Gil Vicente FC)
Depú,ANG,FW,23,4.1,112.0,2.0,9.0,51.0,56.0,20.0,112.0,9.0,3.0,33.3,4.0,44.4,54.0,247.0,117.0,4.0,5.0,1.0,12.0,4.0,76.0,19.0,Gil Vicente FC,Brasileiro,Depú (Gil Vicente FC)
Mory Gbane,CIV,MF,23,4.0,224.0,14.0,72.0,137.0,17.0,5.0,224.0,5.0,3.0,60.0,1.0,20.0,105.0,539.0,249.0,7.0,2.0,3.0,9.0,3.0,122.0,3.0,Gil Vicente FC,Brasileiro,Mory Gbane (Gil Vicente FC)
Né lopes,POR,DF,23,2.8,193.0,24.0,112.0,71.0,12.0,3.0,193.0,4.0,3.0,75.0,0.0,0.0,93.0,464.0,275.0,3.0,0.0,0.0,1.0,0.0,137.0,3.0,Gil Vicente FC,Brasileiro,Né lopes (Gil Vicente FC)
Tidjany Chabrol,FRA,"FW,MF",21,4.0,217.0,3.0,24.0,85.0,113.0,18.0,217.0,27.0,14.0,51.9,9.0,33.3,157.0,933.0,519.0,18.0,10.0,4.0,10.0,8.0,169.0,50.0,Gil Vicente FC,Brasileiro,Tidjany Chabrol (Gil Vicente FC)
Vinicius Dias,BRA,GK,26,2.0,54.0,54.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,21.0,101.0,57.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,Gil Vicente FC,Brasileiro,Vinicius Dias (Gil Vicente FC)
Kiko Vilas Boas,POR,DF,24,2.0,135.0,12.0,49.0,58.0,29.0,0.0,135.0,3.0,0.0,0.0,1.0,33.3,52.0,400.0,156.0,5.0,1.0,0.0,4.0,0.0,69.0,8.0,Gil Vicente FC,Brasileiro,Kiko Vilas Boas (Gil Vicente FC)
Ali Alipour,IRN,FW,28,1.7,50.0,0.0,1.0,23.0,26.0,9.0,50.0,4.0,3.0,75.0,1.0,25.0,24.0,81.0,34.0,1.0,1.0,0.0,4.0,1.0,32.0,5.0,Gil Vicente FC,Brasileiro,Ali Alipour (Gil Vicente FC)
Miguel Monteiro,POR,FW,20,2.2,51.0,3.0,4.0,30.0,18.0,10.0,51.0,5.0,1.0,20.0,4.0,80.0,26.0,134.0,74.0,4.0,1.0,2.0,1.0,5.0,34.0,9.0,Gil Vicente FC,Brasileiro,Miguel Monteiro (Gil Vicente FC)
Roan Wilson,CRC,"MF,DF",21,1.0,57.0,4.0,20.0,31.0,8.0,3.0,57.0,3.0,2.0,66.7,1.0,33.3,30.0,122.0,33.0,0.0,1.0,0.0,2.0,2.0,33.0,0.0,Gil Vicente FC,Brasileiro,Roan Wilson (Gil Vicente FC)
Jesús Castillo,PER,MF,22,0.3,42.0,0.0,6.0,29.0,7.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,19.0,47.0,34.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,Gil Vicente FC,Brasileiro,Jesús Castillo (Gil Vicente FC)
Thomas Luciano,BRA,DF,21,0.2,23.0,0.0,6.0,6.0,11.0,0.0,23.0,1.0,0.0,0.0,1.0,100.0,4.0,41.0,30.0,1.0,1.0,0.0,0.0,1.0,10.0,2.0,Gil Vicente FC,Brasileiro,Thomas Luciano (Gil Vicente FC)
André Simões,POR,FW,20,0.2,14.0,0.0,0.0,11.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,68.0,48.0,1.0,1.0,0.0,0.0,2.0,14.0,0.0,Gil Vicente FC,Brasileiro,André Simões (Gil Vicente FC)
Felipe Silva Lipe,BRA,DF,21,0.1,16.0,2.0,7.0,9.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Gil Vicente FC,Brasileiro,Felipe Silva Lipe (Gil Vicente FC)
Marcelo dos Santos Ferreira,BRA,DF,34,15.0,903.0,101.0,516.0,379.0,11.0,10.0,903.0,3.0,1.0,33.3,0.0,0.0,467.0,2377.0,1443.0,2.0,0.0,0.0,5.0,0.0,544.0,0.0,Moreirense,Brasileiro,Marcelo dos Santos Ferreira (Moreirense)
Kewin,BRA,GK,28,15.0,583.0,492.0,579.0,4.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,305.0,1364.0,978.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,Moreirense,Brasileiro,Kewin (Moreirense)
André Luis,BRA,FW,29,14.8,467.0,29.0,46.0,239.0,186.0,45.0,466.0,19.0,9.0,47.4,9.0,47.4,226.0,1086.0,413.0,16.0,17.0,2.0,41.0,13.0,349.0,73.0,Moreirense,Brasileiro,André Luis (Moreirense)
Alan,BRA,MF,23,13.3,693.0,6.0,49.0,387.0,273.0,26.0,693.0,28.0,16.0,57.1,11.0,39.3,389.0,2131.0,1175.0,35.0,21.0,3.0,32.0,16.0,464.0,52.0,Moreirense,Brasileiro,Alan (Moreirense)
Lawrence Ofori,GHA,MF,25,13.7,677.0,12.0,151.0,447.0,90.0,2.0,677.0,27.0,15.0,55.6,10.0,37.0,410.0,2303.0,1209.0,20.0,15.0,1.0,20.0,7.0,477.0,13.0,Moreirense,Brasileiro,Lawrence Ofori (Moreirense)
Gonçalo Franco,POR,MF,23,13.0,607.0,30.0,149.0,353.0,115.0,12.0,607.0,21.0,8.0,38.1,11.0,52.4,283.0,1345.0,496.0,7.0,12.0,1.0,24.0,10.0,324.0,22.0,Moreirense,Brasileiro,Gonçalo Franco (Moreirense)
Maracás,BRA,DF,29,12.0,682.0,119.0,439.0,238.0,6.0,5.0,682.0,2.0,2.0,100.0,0.0,0.0,352.0,1557.0,821.0,2.0,2.0,0.0,5.0,1.0,426.0,0.0,Moreirense,Brasileiro,Maracás (Moreirense)
Fabiano,BRA,DF,23,11.9,699.0,45.0,220.0,346.0,136.0,7.0,699.0,13.0,6.0,46.2,5.0,38.5,306.0,1697.0,914.0,19.0,17.0,2.0,13.0,6.0,342.0,23.0,Moreirense,Brasileiro,Fabiano (Moreirense)
Pedro Amador,POR,DF,25,10.0,598.0,27.0,204.0,256.0,147.0,6.0,598.0,15.0,4.0,26.7,11.0,73.3,246.0,1421.0,765.0,25.0,17.0,1.0,13.0,3.0,289.0,33.0,Moreirense,Brasileiro,Pedro Amador (Moreirense)
Kobamelo Kodisang,RSA,FW,24,9.1,279.0,3.0,28.0,117.0,140.0,34.0,279.0,21.0,11.0,52.4,7.0,33.3,180.0,1181.0,675.0,21.0,13.0,11.0,19.0,8.0,200.0,66.0,Moreirense,Brasileiro,Kobamelo Kodisang (Moreirense)
João Pedro Gomes Camacho,POR,FW,29,8.9,327.0,8.0,46.0,128.0,160.0,29.0,327.0,36.0,17.0,47.2,12.0,33.3,201.0,1656.0,892.0,38.0,20.0,11.0,18.0,12.0,219.0,56.0,Moreirense,Brasileiro,João Pedro Gomes Camacho (Moreirense)
Madson,BRA,FW,24,8.8,361.0,12.0,60.0,109.0,196.0,46.0,361.0,32.0,9.0,28.1,22.0,68.8,227.0,1730.0,871.0,39.0,20.0,18.0,25.0,9.0,239.0,82.0,Moreirense,Brasileiro,Madson (Moreirense)
Godfried Frimpong,NED,DF,24,5.8,343.0,34.0,128.0,132.0,83.0,4.0,343.0,7.0,4.0,57.1,3.0,42.9,148.0,598.0,276.0,3.0,4.0,0.0,4.0,2.0,171.0,17.0,Moreirense,Brasileiro,Godfried Frimpong (Moreirense)
Dinis Pinto,POR,DF,23,3.1,147.0,8.0,57.0,55.0,36.0,2.0,147.0,3.0,1.0,33.3,2.0,66.7,60.0,314.0,146.0,2.0,3.0,0.0,3.0,0.0,58.0,6.0,Moreirense,Brasileiro,Dinis Pinto (Moreirense)
Carlos Ponck,CPV,DF,28,3.3,225.0,34.0,158.0,67.0,2.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,124.0,633.0,298.0,0.0,2.0,1.0,3.0,2.0,141.0,0.0,Moreirense,Brasileiro,Carlos Ponck (Moreirense)
Wallisson Luiz,BRA,"MF,FW",26,2.2,121.0,13.0,34.0,60.0,28.0,5.0,121.0,4.0,4.0,100.0,0.0,0.0,46.0,167.0,58.0,1.0,1.0,0.0,6.0,3.0,56.0,3.0,Moreirense,Brasileiro,Wallisson Luiz (Moreirense)
Rúben Ramos,POR,MF,24,1.0,40.0,4.0,13.0,24.0,4.0,0.0,40.0,2.0,1.0,50.0,1.0,50.0,17.0,145.0,99.0,2.0,1.0,0.0,0.0,1.0,21.0,0.0,Moreirense,Brasileiro,Rúben Ramos (Moreirense)
Jeremy Antonisse,CUW,"FW,MF",21,2.1,96.0,4.0,31.0,29.0,40.0,11.0,96.0,14.0,7.0,50.0,4.0,28.6,59.0,479.0,264.0,7.0,1.0,4.0,6.0,3.0,60.0,17.0,Moreirense,Brasileiro,Jeremy Antonisse (Moreirense)
Pedro Aparício,POR,"MF,FW",28,1.3,77.0,2.0,10.0,38.0,31.0,6.0,77.0,4.0,4.0,100.0,0.0,0.0,50.0,292.0,146.0,5.0,1.0,2.0,5.0,4.0,52.0,7.0,Moreirense,Brasileiro,Pedro Aparício (Moreirense)
Matheus Aiás,BRA,"MF,FW",26,0.7,28.0,0.0,6.0,15.0,7.0,3.0,28.0,6.0,4.0,66.7,2.0,33.3,19.0,93.0,48.0,3.0,1.0,2.0,4.0,0.0,20.0,4.0,Moreirense,Brasileiro,Matheus Aiás (Moreirense)
Rodrigo Macedo,POR,MF,20,0.1,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,8.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,Moreirense,Brasileiro,Rodrigo Macedo (Moreirense)
Gilberto Batista,POR,MF,20,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moreirense,Brasileiro,Gilberto Batista (Moreirense)
Filipe Relvas,POR,DF,24,13.8,911.0,120.0,493.0,364.0,59.0,9.0,911.0,2.0,0.0,0.0,1.0,50.0,406.0,1840.0,993.0,5.0,4.0,0.0,5.0,0.0,534.0,6.0,Portimonense,Brasileiro,Filipe Relvas (Portimonense)
Carlinhos,BRA,MF,29,12.9,704.0,20.0,113.0,414.0,192.0,13.0,702.0,33.0,17.0,51.5,14.0,42.4,397.0,2539.0,1199.0,29.0,24.0,5.0,25.0,11.0,469.0,28.0,Portimonense,Brasileiro,Carlinhos (Portimonense)
Vinicius Silvestre,BRA,GK,29,12.0,439.0,403.0,437.0,2.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,198.0,1113.0,738.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,Portimonense,Brasileiro,Vinicius Silvestre (Portimonense)
