Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Zé Roberto,BRA,"FW,MF",29.0,5.8,4,1,1,19,19,1,2,1,4,0.0,0.0,0,22.0,22.0,18.0,55.0,Coritiba,Brasileiro,Zé Roberto (Coritiba)
Thiago Dombroski,BRA,DF,20.0,5.6,4,0,0,10,1,0,0,6,2,0.0,0.0,0,20.0,8.0,5.0,61.5,Coritiba,Brasileiro,Thiago Dombroski (Coritiba)
Jean Pedroso,BRA,DF,19.0,6.5,1,0,0,6,2,0,0,8,9,0.0,1.0,0,26.0,8.0,7.0,53.3,Coritiba,Brasileiro,Jean Pedroso (Coritiba)
Diogo Batista,BRA,"DF,MF",19.0,5.9,1,0,0,11,4,0,14,2,5,0.0,0.0,0,26.0,5.0,6.0,45.5,Coritiba,Brasileiro,Diogo Batista (Coritiba)
Rodrigo Pinho,BRA,FW,31.0,4.3,2,0,0,8,10,4,1,1,1,0.0,0.0,0,7.0,9.0,23.0,28.1,Coritiba,Brasileiro,Rodrigo Pinho (Coritiba)
Maurício Garcez,BRA,"MF,FW",25.0,6.6,0,0,0,7,16,1,9,0,7,0.0,0.0,0,24.0,17.0,27.0,38.6,Coritiba,Brasileiro,Maurício Garcez (Coritiba)
Fransérgio,BRA,MF,32.0,5.9,1,0,0,7,7,1,3,5,4,0.0,0.0,0,33.0,12.0,17.0,41.4,Coritiba,Brasileiro,Fransérgio (Coritiba)
Luan Polli,BRA,GK,29.0,4.3,2,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,1.0,2.0,33.3,Coritiba,Brasileiro,Luan Polli (Coritiba)
Andreas Samaris,GRE,MF,33.0,2.0,1,0,0,6,2,0,0,4,2,0.0,0.0,0,13.0,1.0,0.0,100.0,Coritiba,Brasileiro,Andreas Samaris (Coritiba)
Gabriel Boschilia,BRA,"MF,FW",26.0,3.8,1,0,0,6,7,0,15,1,5,0.0,0.0,0,26.0,2.0,5.0,28.6,Coritiba,Brasileiro,Gabriel Boschilia (Coritiba)
Hayner,BRA,"DF,MF",27.0,3.4,3,0,0,9,10,0,12,1,4,0.0,0.0,0,19.0,4.0,5.0,44.4,Coritiba,Brasileiro,Hayner (Coritiba)
Jhon Chancellor,VEN,DF,31.0,3.4,0,0,0,2,1,1,0,2,4,0.0,0.0,0,7.0,6.0,7.0,46.2,Coritiba,Brasileiro,Jhon Chancellor (Coritiba)
Pedro Luccas,BRA,GK,19.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,4.0,1.0,80.0,Coritiba,Brasileiro,Pedro Luccas (Coritiba)
Edu,BRA,"FW,MF",29.0,3.6,0,0,0,1,4,2,5,0,0,0.0,0.0,0,10.0,8.0,6.0,57.1,Coritiba,Brasileiro,Edu (Coritiba)
Júnior Urso,BRA,MF,33.0,3.3,2,0,0,4,10,0,1,2,3,0.0,0.0,0,14.0,5.0,4.0,55.6,Coritiba,Brasileiro,Júnior Urso (Coritiba)
Reynaldo Cesar Moraes,BRA,DF,26.0,2.7,3,0,0,7,2,0,2,7,3,0.0,1.0,0,5.0,6.0,6.0,50.0,Coritiba,Brasileiro,Reynaldo Cesar Moraes (Coritiba)
Maurício Antônio,BRA,DF,30.0,2.0,0,0,0,2,0,0,0,5,0,0.0,0.0,0,11.0,4.0,2.0,66.7,Coritiba,Brasileiro,Maurício Antônio (Coritiba)
Marcos Vinicius,BRA,"DF,MF",25.0,1.9,1,0,0,4,2,1,7,4,4,0.0,1.0,0,12.0,3.0,2.0,60.0,Coritiba,Brasileiro,Marcos Vinicius (Coritiba)
William Pottker,BRA,"FW,MF",29.0,1.3,1,0,0,3,3,1,2,1,2,0.0,0.0,0,13.0,2.0,3.0,40.0,Coritiba,Brasileiro,William Pottker (Coritiba)
Gabriel Silva,BRA,"FW,MF",20.0,1.0,0,0,0,0,1,0,0,1,2,0.0,0.0,0,3.0,0.0,4.0,0.0,Coritiba,Brasileiro,Gabriel Silva (Coritiba)
Gustavo Vilar,BRA,DF,22.0,1.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,6.0,1.0,0.0,100.0,Coritiba,Brasileiro,Gustavo Vilar (Coritiba)
Lucas Barbosa,BRA,"MF,FW",21.0,1.1,0,0,0,7,5,0,1,2,2,0.0,0.0,0,8.0,1.0,4.0,20.0,Coritiba,Brasileiro,Lucas Barbosa (Coritiba)
Jesé,ESP,MF,29.0,1.1,0,0,0,0,0,0,3,0,0,0.0,0.0,0,6.0,1.0,2.0,33.3,Coritiba,Brasileiro,Jesé (Coritiba)
Lucas Ronier,BRA,"FW,MF",18.0,0.6,1,0,0,4,1,0,3,0,1,0.0,0.0,0,3.0,0.0,1.0,0.0,Coritiba,Brasileiro,Lucas Ronier (Coritiba)
Wesley Pombo,BRA,MF,20.0,0.6,1,0,0,2,0,0,1,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Coritiba,Brasileiro,Wesley Pombo (Coritiba)
Ruan Lucas,BRA,"MF,FW",18.0,0.3,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Coritiba,Brasileiro,Ruan Lucas (Coritiba)
Éberth Araújo Nogueira,BRA,FW,19.0,0.3,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Coritiba,Brasileiro,Éberth Araújo Nogueira (Coritiba)
Rafael Cabral,BRA,GK,32.0,37.0,3,0,0,1,5,0,0,0,0,0.0,1.0,0,20.0,4.0,0.0,100.0,Cruzeiro,Brasileiro,Rafael Cabral (Cruzeiro)
Luciano Castán,BRA,DF,33.0,35.7,7,0,0,25,20,2,3,29,18,0.0,0.0,0,172.0,89.0,66.0,57.4,Cruzeiro,Brasileiro,Luciano Castán (Cruzeiro)
Marlon,BRA,DF,25.0,35.5,7,0,0,41,39,1,166,49,72,0.0,0.0,0,236.0,25.0,39.0,39.1,Cruzeiro,Brasileiro,Marlon (Cruzeiro)
William,BRA,DF,27.0,29.4,6,0,0,44,48,1,140,49,38,0.0,0.0,0,166.0,30.0,28.0,51.7,Cruzeiro,Brasileiro,William (Cruzeiro)
Bruno Nascimento,BRA,"FW,MF",25.0,31.3,4,0,0,25,58,28,80,8,23,2.0,0.0,0,117.0,27.0,56.0,32.5,Cruzeiro,Brasileiro,Bruno Nascimento (Cruzeiro)
Neris,BRA,DF,30.0,23.5,8,0,0,49,11,0,3,35,18,0.0,1.0,0,115.0,59.0,28.0,67.8,Cruzeiro,Brasileiro,Neris (Cruzeiro)
Mateus Vital,BRA,MF,24.0,20.9,0,0,0,17,25,1,42,7,14,0.0,0.0,0,116.0,15.0,22.0,40.5,Cruzeiro,Brasileiro,Mateus Vital (Cruzeiro)
Machado,BRA,MF,27.0,25.3,5,0,0,31,24,1,63,33,23,0.0,0.0,0,147.0,16.0,23.0,41.0,Cruzeiro,Brasileiro,Machado (Cruzeiro)
Wesley,BRA,"FW,MF",23.0,19.7,6,0,0,51,45,3,42,12,23,0.0,0.0,0,98.0,53.0,34.0,60.9,Cruzeiro,Brasileiro,Wesley (Cruzeiro)
Jussa,BRA,MF,26.0,19.6,9,0,0,44,7,0,3,15,23,0.0,0.0,0,100.0,25.0,22.0,53.2,Cruzeiro,Brasileiro,Jussa (Cruzeiro)
Lucas Silva,BRA,MF,29.0,16.4,3,0,0,20,20,1,71,9,18,0.0,0.0,0,104.0,16.0,15.0,51.6,Cruzeiro,Brasileiro,Lucas Silva (Cruzeiro)
Arthur,BRA,"FW,MF",24.0,15.0,3,0,0,25,25,5,29,5,7,0.0,0.0,0,61.0,4.0,13.0,23.5,Cruzeiro,Brasileiro,Arthur (Cruzeiro)
Lucas Oliveira,BRA,DF,26.0,14.6,7,2,2,9,13,0,2,21,10,0.0,0.0,0,79.0,32.0,13.0,71.1,Cruzeiro,Brasileiro,Lucas Oliveira (Cruzeiro)
Gilberto,BRA,FW,33.0,12.1,4,0,0,21,11,4,6,1,8,0.0,0.0,0,24.0,17.0,40.0,29.8,Cruzeiro,Brasileiro,Gilberto (Cruzeiro)
Matheus Pereira,POR,"FW,MF",26.0,11.4,1,0,0,14,21,1,54,6,4,1.0,0.0,0,44.0,11.0,18.0,37.9,Cruzeiro,Brasileiro,Matheus Pereira (Cruzeiro)
Nikão,BRA,"FW,MF",30.0,8.9,1,0,0,12,17,3,42,6,10,0.0,0.0,0,41.0,13.0,11.0,54.2,Cruzeiro,Brasileiro,Nikão (Cruzeiro)
Ian Luccas,BRA,MF,19.0,5.3,2,0,0,13,5,2,2,5,7,0.0,0.0,0,21.0,9.0,14.0,39.1,Cruzeiro,Brasileiro,Ian Luccas (Cruzeiro)
Helibelton Palacios,COL,DF,29.0,7.0,4,0,0,25,6,0,13,5,12,0.0,0.0,0,25.0,15.0,15.0,50.0,Cruzeiro,Brasileiro,Helibelton Palacios (Cruzeiro)
Rafael Elias,BRA,FW,23.0,6.0,3,0,0,16,7,2,6,1,5,0.0,0.0,0,12.0,10.0,26.0,27.8,Cruzeiro,Brasileiro,Rafael Elias (Cruzeiro)
Neto Moura,BRA,MF,26.0,5.5,1,0,0,12,1,1,4,7,3,0.0,0.0,0,28.0,3.0,7.0,30.0,Cruzeiro,Brasileiro,Neto Moura (Cruzeiro)
Ramiro Benetti,BRA,MF,29.0,4.5,3,0,0,7,0,0,4,1,6,0.0,0.0,0,28.0,1.0,10.0,9.1,Cruzeiro,Brasileiro,Ramiro Benetti (Cruzeiro)
Richard,BRA,MF,28.0,3.8,2,0,0,6,7,2,2,7,6,0.0,0.0,0,30.0,7.0,3.0,70.0,Cruzeiro,Brasileiro,Richard (Cruzeiro)
João Wellington,BRA,MF,19.0,4.1,1,0,0,3,8,0,0,1,4,0.0,0.0,0,18.0,6.0,4.0,60.0,Cruzeiro,Brasileiro,João Wellington (Cruzeiro)
Kaiki,BRA,"DF,FW",19.0,2.5,1,0,0,11,7,1,4,5,6,0.0,0.0,0,19.0,2.0,3.0,40.0,Cruzeiro,Brasileiro,Kaiki (Cruzeiro)
Wallisson Luiz,BRA,MF,25.0,4.4,3,0,0,17,9,0,1,7,11,0.0,0.0,0,29.0,9.0,14.0,39.1,Cruzeiro,Brasileiro,Wallisson Luiz (Cruzeiro)
Henrique Dourado,BRA,FW,33.0,3.8,2,0,0,12,9,8,2,0,2,0.0,0.0,0,10.0,15.0,17.0,46.9,Cruzeiro,Brasileiro,Henrique Dourado (Cruzeiro)
Stênio Toledo,BRA,"FW,MF",19.0,3.2,0,0,0,8,2,1,8,3,7,0.0,0.0,0,17.0,3.0,6.0,33.3,Cruzeiro,Brasileiro,Stênio Toledo (Cruzeiro)
Robert,BRA,"MF,FW",17.0,2.1,1,0,0,2,1,1,1,1,2,0.0,0.0,0,9.0,4.0,5.0,44.4,Cruzeiro,Brasileiro,Robert (Cruzeiro)
João Marcelo,BRA,DF,22.0,1.8,0,0,0,1,2,0,0,4,3,0.0,0.0,0,16.0,3.0,4.0,42.9,Cruzeiro,Brasileiro,João Marcelo (Cruzeiro)
Igor Marques,BRA,DF,24.0,1.3,1,0,0,2,0,0,8,1,2,0.0,1.0,0,8.0,2.0,1.0,66.7,Cruzeiro,Brasileiro,Igor Marques (Cruzeiro)
Anderson,BRA,GK,24.0,1.0,2,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Cruzeiro,Brasileiro,Anderson (Cruzeiro)
Rafael Bilu,BRA,FW,23.0,1.0,0,0,0,1,4,1,1,1,0,0.0,0.0,0,11.0,1.0,3.0,25.0,Cruzeiro,Brasileiro,Rafael Bilu (Cruzeiro)
Reynaldo Cesar Moraes,BRA,DF,26.0,0.7,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.0,0.0,Cruzeiro,Brasileiro,Reynaldo Cesar Moraes (Cruzeiro)
Fernando Henrique,BRA,MF,21.0,1.5,0,1,0,1,5,0,0,1,2,0.0,0.0,0,5.0,1.0,2.0,33.3,Cruzeiro,Brasileiro,Fernando Henrique (Cruzeiro)
Paulo Vitor,BRA,"MF,DF",23.0,1.4,0,0,0,1,4,0,8,0,2,0.0,0.0,0,8.0,1.0,0.0,100.0,Cruzeiro,Brasileiro,Paulo Vitor (Cruzeiro)
Daniel,BRA,MF,20.0,0.3,0,0,0,1,5,0,1,0,0,0.0,0.0,0,5.0,0.0,2.0,0.0,Cruzeiro,Brasileiro,Daniel (Cruzeiro)
João Pedro,BRA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Cruzeiro,Brasileiro,João Pedro (Cruzeiro)
Luis,BRA,FW,17.0,0.1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,2.0,0.0,1.0,0.0,Cruzeiro,Brasileiro,Luis (Cruzeiro)
Marllon Borges,BRA,DF,30.0,36.0,7,0,0,28,18,1,1,27,34,0.0,1.0,0,174.0,62.0,35.0,63.9,Cuiabá,Brasileiro,Marllon Borges (Cuiabá)
Walter,BRA,GK,35.0,35.0,3,0,0,1,4,0,0,2,0,0.0,1.0,0,21.0,10.0,0.0,100.0,Cuiabá,Brasileiro,Walter (Cuiabá)
Deyverson,BRA,FW,31.0,32.3,6,0,0,33,72,35,16,8,9,1.0,0.0,0,90.0,136.0,108.0,55.7,Cuiabá,Brasileiro,Deyverson (Cuiabá)
Raniele,BRA,"MF,DF",26.0,32.1,10,0,0,36,67,1,15,37,41,0.0,1.0,0,145.0,86.0,44.0,66.2,Cuiabá,Brasileiro,Raniele (Cuiabá)
Matheus Alexandre,BRA,DF,23.0,33.1,5,0,0,36,12,4,72,42,58,0.0,1.0,0,177.0,39.0,31.0,55.7,Cuiabá,Brasileiro,Matheus Alexandre (Cuiabá)
Alan Empereur,BRA,DF,28.0,32.8,9,0,0,20,17,0,13,27,15,0.0,0.0,1,139.0,46.0,40.0,53.5,Cuiabá,Brasileiro,Alan Empereur (Cuiabá)
Rikelme,BRA,DF,19.0,26.0,3,0,0,24,18,3,84,40,46,0.0,0.0,1,109.0,40.0,23.0,63.5,Cuiabá,Brasileiro,Rikelme (Cuiabá)
Denilson,BRA,MF,21.0,21.2,8,0,0,37,33,0,80,13,30,0.0,0.0,0,151.0,6.0,10.0,37.5,Cuiabá,Brasileiro,Denilson (Cuiabá)
Jonathan Cafu,BRA,"FW,MF",31.0,19.0,5,0,0,34,43,6,49,10,21,2.0,0.0,0,92.0,20.0,31.0,39.2,Cuiabá,Brasileiro,Jonathan Cafu (Cuiabá)
Clayson,BRA,"FW,MF",27.0,18.2,3,1,1,18,44,4,102,8,10,1.0,0.0,0,79.0,8.0,10.0,44.4,Cuiabá,Brasileiro,Clayson (Cuiabá)
Fernando Sobral,BRA,MF,28.0,21.1,7,0,0,36,41,1,48,15,45,1.0,0.0,0,123.0,15.0,12.0,55.6,Cuiabá,Brasileiro,Fernando Sobral (Cuiabá)
Allyson Aires dos Santos,BRA,DF,32.0,12.6,1,0,0,9,15,0,1,8,14,0.0,0.0,0,55.0,28.0,15.0,65.1,Cuiabá,Brasileiro,Allyson Aires dos Santos (Cuiabá)
Wellington Silva,BRA,FW,30.0,14.8,1,0,0,13,39,3,30,6,15,0.0,0.0,0,71.0,7.0,11.0,38.9,Cuiabá,Brasileiro,Wellington Silva (Cuiabá)
Pablo Ceppelini,URU,MF,31.0,11.1,3,0,0,15,14,1,120,9,6,0.0,0.0,0,54.0,5.0,9.0,35.7,Cuiabá,Brasileiro,Pablo Ceppelini (Cuiabá)
Filipe Augusto,BRA,MF,29.0,11.8,6,1,1,26,15,0,35,7,15,0.0,0.0,0,73.0,14.0,15.0,48.3,Cuiabá,Brasileiro,Filipe Augusto (Cuiabá)
Isidro Pitta,PAR,FW,23.0,9.1,0,0,0,22,18,6,18,2,1,0.0,0.0,0,30.0,23.0,24.0,48.9,Cuiabá,Brasileiro,Isidro Pitta (Cuiabá)
Lucas Mineiro,BRA,MF,26.0,6.8,4,0,0,15,10,1,5,4,3,0.0,0.0,0,26.0,11.0,12.0,47.8,Cuiabá,Brasileiro,Lucas Mineiro (Cuiabá)
Derik Lacerda,BRA,"FW,MF",23.0,7.3,0,0,0,20,26,2,8,3,10,2.0,0.0,0,24.0,10.0,9.0,52.6,Cuiabá,Brasileiro,Derik Lacerda (Cuiabá)
Patric Calmon,BRA,DF,28.0,5.8,3,1,1,11,4,1,29,9,9,0.0,0.0,0,22.0,13.0,7.0,65.0,Cuiabá,Brasileiro,Patric Calmon (Cuiabá)
Emerson Negueba,BRA,FW,22.0,5.4,0,0,0,5,14,1,9,3,4,0.0,0.0,0,26.0,7.0,14.0,33.3,Cuiabá,Brasileiro,Emerson Negueba (Cuiabá)
Matheusinho,BRA,DF,24.0,4.8,2,0,0,6,10,0,23,5,8,0.0,0.0,0,34.0,8.0,6.0,57.1,Cuiabá,Brasileiro,Matheusinho (Cuiabá)
Ronald,BRA,MF,25.0,6.5,2,0,0,12,11,0,24,9,9,0.0,0.0,0,56.0,5.0,4.0,55.6,Cuiabá,Brasileiro,Ronald (Cuiabá)
Iury de Castilho,BRA,FW,27.0,4.4,1,0,0,8,11,6,10,1,3,0.0,0.0,0,20.0,9.0,17.0,34.6,Cuiabá,Brasileiro,Iury de Castilho (Cuiabá)
Uendel,BRA,DF,34.0,4.0,1,0,0,3,1,0,17,0,1,0.0,0.0,0,12.0,4.0,3.0,57.1,Cuiabá,Brasileiro,Uendel (Cuiabá)
João Carlos,BRA,GK,34.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Cuiabá,Brasileiro,João Carlos (Cuiabá)
Nicolás Quagliata,URU,"FW,MF",23.0,2.6,0,0,0,4,3,1,18,0,2,0.0,0.0,0,18.0,0.0,1.0,0.0,Cuiabá,Brasileiro,Nicolás Quagliata (Cuiabá)
Pablinho,BRA,FW,19.0,0.4,0,0,0,0,2,0,0,0,2,0.0,0.0,0,1.0,1.0,0.0,100.0,Cuiabá,Brasileiro,Pablinho (Cuiabá)
Rafael Gava,BRA,MF,29.0,0.2,0,0,0,1,1,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Cuiabá,Brasileiro,Rafael Gava (Cuiabá)
Vitão,BRA,DF,22.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,Cuiabá,Brasileiro,Vitão (Cuiabá)
Ricardo,BRA,MF,20.0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Cuiabá,Brasileiro,Ricardo (Cuiabá)
Fabrício Bruno,BRA,DF,26.0,34.0,8,0,0,14,17,0,14,25,28,0.0,0.0,0,169.0,47.0,29.0,61.8,Flamengo,Brasileiro,Fabrício Bruno (Flamengo)
Léo Pereira,BRA,DF,27.0,29.4,6,0,0,28,24,1,11,29,29,0.0,1.0,0,163.0,58.0,19.0,75.3,Flamengo,Brasileiro,Léo Pereira (Flamengo)
Gerson,BRA,MF,25.0,29.9,4,1,0,49,74,4,32,15,22,1.0,1.0,0,159.0,22.0,37.0,37.3,Flamengo,Brasileiro,Gerson (Flamengo)
Ayrton Lucas,BRA,DF,25.0,28.8,8,0,0,41,47,0,72,14,45,1.0,0.0,0,172.0,31.0,28.0,52.5,Flamengo,Brasileiro,Ayrton Lucas (Flamengo)
Wesley,BRA,DF,19.0,27.9,3,0,0,50,45,9,65,40,48,2.0,1.0,0,162.0,41.0,36.0,53.2,Flamengo,Brasileiro,Wesley (Flamengo)
Pedro,BRA,FW,25.0,23.9,1,0,0,18,20,2,4,8,13,1.0,0.0,0,57.0,24.0,37.0,39.3,Flamengo,Brasileiro,Pedro (Flamengo)
Thiago Maia,BRA,MF,25.0,23.3,7,0,0,36,7,0,9,29,31,0.0,1.0,0,155.0,26.0,22.0,54.2,Flamengo,Brasileiro,Thiago Maia (Flamengo)
Erick Pulgar,CHI,MF,29.0,22.2,9,0,0,47,14,3,18,25,26,0.0,0.0,0,139.0,28.0,22.0,56.0,Flamengo,Brasileiro,Erick Pulgar (Flamengo)
Giorgian De Arrascaeta,URU,"MF,FW",28.0,20.5,3,0,0,22,41,4,119,7,24,1.0,0.0,0,93.0,14.0,18.0,43.8,Flamengo,Brasileiro,Giorgian De Arrascaeta (Flamengo)
Everton Soares,BRA,"FW,MF",26.0,19.3,0,0,0,21,26,7,76,11,22,1.0,0.0,0,78.0,15.0,29.0,34.1,Flamengo,Brasileiro,Everton Soares (Flamengo)
Matheus Cunha,BRA,GK,21.0,17.6,1,0,0,0,4,0,0,0,0,0.0,0.0,0,16.0,2.0,0.0,100.0,Flamengo,Brasileiro,Matheus Cunha (Flamengo)
Gabriel Barbosa,BRA,FW,26.0,17.1,7,2,0,12,15,7,25,2,1,0.0,0.0,0,32.0,3.0,10.0,23.1,Flamengo,Brasileiro,Gabriel Barbosa (Flamengo)
Everton Ribeiro,BRA,"FW,MF",33.0,16.4,3,0,0,18,40,1,58,11,12,0.0,1.0,0,89.0,3.0,11.0,21.4,Flamengo,Brasileiro,Everton Ribeiro (Flamengo)
Agustín Rossi,ARG,GK,27.0,15.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,17.0,3.0,1.0,75.0,Flamengo,Brasileiro,Agustín Rossi (Flamengo)
Bruno Henrique,BRA,"FW,MF",32.0,17.1,7,1,0,34,47,9,30,3,21,1.0,0.0,0,53.0,37.0,33.0,52.9,Flamengo,Brasileiro,Bruno Henrique (Flamengo)
Victor Hugo,BRA,"MF,FW",18.0,14.2,2,0,0,12,23,1,11,13,19,0.0,0.0,0,61.0,16.0,18.0,47.1,Flamengo,Brasileiro,Victor Hugo (Flamengo)
David Luiz,BRA,DF,35.0,11.0,1,0,0,15,3,0,5,10,9,0.0,0.0,0,60.0,21.0,9.0,70.0,Flamengo,Brasileiro,David Luiz (Flamengo)
Luiz Araújo,BRA,"FW,MF",26.0,8.7,2,1,0,19,26,1,37,7,16,1.0,0.0,0,43.0,8.0,5.0,61.5,Flamengo,Brasileiro,Luiz Araújo (Flamengo)
Matheuzinho,BRA,DF,22.0,6.9,2,0,0,5,6,0,16,7,9,0.0,0.0,0,27.0,7.0,6.0,53.8,Flamengo,Brasileiro,Matheuzinho (Flamengo)
Filipe Luís,BRA,DF,37.0,5.9,3,0,0,5,8,1,7,11,9,0.0,1.0,0,30.0,4.0,7.0,36.4,Flamengo,Brasileiro,Filipe Luís (Flamengo)
Santos,BRA,GK,32.0,5.4,0,0,0,0,1,0,0,0,0,0.0,0.0,0,8.0,0.0,0.0,0.0,Flamengo,Brasileiro,Santos (Flamengo)
Matheus França,BRA,"MF,FW",18.0,4.1,0,0,0,9,4,0,8,5,6,0.0,0.0,0,18.0,6.0,3.0,66.7,Flamengo,Brasileiro,Matheus França (Flamengo)
Allan,BRA,MF,25.0,5.4,1,0,0,10,9,0,3,9,5,0.0,0.0,0,37.0,2.0,3.0,40.0,Flamengo,Brasileiro,Allan (Flamengo)
Pablo,BRA,DF,31.0,4.7,1,0,0,7,2,0,0,7,3,0.0,0.0,0,23.0,21.0,7.0,75.0,Flamengo,Brasileiro,Pablo (Flamengo)
Guillermo Varela,URU,DF,29.0,2.6,0,0,0,7,2,0,10,5,1,0.0,1.0,0,8.0,3.0,4.0,42.9,Flamengo,Brasileiro,Guillermo Varela (Flamengo)
Arturo Vidal,CHI,"MF,DF",35.0,2.8,2,0,0,4,5,0,3,2,5,0.0,0.0,0,13.0,6.0,6.0,50.0,Flamengo,Brasileiro,Arturo Vidal (Flamengo)
Marinho,BRA,"FW,DF",32.0,0.9,1,0,0,2,0,1,4,0,2,0.0,0.0,0,7.0,0.0,0.0,0.0,Flamengo,Brasileiro,Marinho (Flamengo)
Igor,BRA,MF,19.0,0.9,1,0,0,5,4,0,0,3,1,0.0,0.0,0,8.0,2.0,1.0,66.7,Flamengo,Brasileiro,Igor (Flamengo)
Rodrigo Caio,BRA,"MF,DF",29.0,0.7,0,0,0,1,2,0,0,0,2,0.0,0.0,0,4.0,1.0,2.0,33.3,Flamengo,Brasileiro,Rodrigo Caio (Flamengo)
Pedrinho,BRA,FW,19.0,0.2,0,0,0,0,0,0,2,1,0,0.0,0.0,0,0.0,2.0,1.0,66.7,Flamengo,Brasileiro,Pedrinho (Flamengo)
Matheus Gonçalves,BRA,"FW,MF",17.0,0.2,0,0,0,1,2,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Flamengo,Brasileiro,Matheus Gonçalves (Flamengo)
André Inácio,BRA,FW,20.0,0.2,1,0,0,1,0,0,0,0,2,0.0,0.0,0,0.0,1.0,1.0,50.0,Flamengo,Brasileiro,André Inácio (Flamengo)
Fábio,BRA,GK,42.0,35.0,3,0,0,0,2,0,0,0,0,0.0,0.0,0,32.0,12.0,1.0,92.3,Fluminense,Brasileiro,Fábio (Fluminense)
André,BRA,"MF,DF",21.0,29.4,11,1,0,41,49,0,5,31,37,0.0,0.0,0,214.0,12.0,14.0,46.2,Fluminense,Brasileiro,André (Fluminense)
Germán Cano,ARG,FW,34.0,27.4,8,0,0,33,12,17,21,6,9,0.0,0.0,0,73.0,10.0,20.0,33.3,Fluminense,Brasileiro,Germán Cano (Fluminense)
Lima,BRA,"MF,FW",26.0,28.1,8,0,0,37,74,5,57,21,20,0.0,0.0,0,167.0,15.0,27.0,35.7,Fluminense,Brasileiro,Lima (Fluminense)
Jhon Arias,COL,"FW,MF",25.0,26.5,5,1,0,41,72,9,158,9,31,1.0,0.0,0,141.0,17.0,32.0,34.7,Fluminense,Brasileiro,Jhon Arias (Fluminense)
Nino,BRA,DF,25.0,23.9,5,2,0,24,25,0,7,22,6,0.0,0.0,0,124.0,68.0,34.0,66.7,Fluminense,Brasileiro,Nino (Fluminense)
Samuel Xavier,BRA,DF,32.0,23.4,7,0,0,22,40,4,32,16,18,0.0,0.0,0,116.0,17.0,33.0,34.0,Fluminense,Brasileiro,Samuel Xavier (Fluminense)
Ganso,BRA,MF,33.0,19.3,5,0,0,16,30,1,46,6,17,0.0,0.0,0,71.0,8.0,9.0,47.1,Fluminense,Brasileiro,Ganso (Fluminense)
Martinelli,BRA,"MF,DF",21.0,20.9,5,1,1,39,23,1,7,13,24,0.0,0.0,0,103.0,13.0,24.0,35.1,Fluminense,Brasileiro,Martinelli (Fluminense)
Keno,BRA,"FW,MF",33.0,17.9,5,0,0,17,27,6,96,10,15,1.0,0.0,0,62.0,13.0,18.0,41.9,Fluminense,Brasileiro,Keno (Fluminense)
Marcelo,BRA,DF,34.0,14.7,4,0,0,8,27,1,85,12,19,0.0,0.0,0,72.0,7.0,8.0,46.7,Fluminense,Brasileiro,Marcelo (Fluminense)
Felipe Melo,BRA,DF,39.0,11.0,10,1,1,13,9,0,1,8,10,0.0,1.0,0,57.0,26.0,16.0,61.9,Fluminense,Brasileiro,Felipe Melo (Fluminense)
Guga,BRA,DF,24.0,16.8,4,0,0,19,20,0,36,14,21,0.0,1.0,1,72.0,25.0,20.0,55.6,Fluminense,Brasileiro,Guga (Fluminense)
John Kennedy,BRA,"FW,MF",20.0,15.2,10,0,0,26,28,8,4,3,9,2.0,0.0,0,42.0,19.0,18.0,51.4,Fluminense,Brasileiro,John Kennedy (Fluminense)
Alexsander,BRA,"MF,DF",19.0,13.3,3,0,0,27,19,1,17,10,19,0.0,1.0,0,74.0,11.0,14.0,44.0,Fluminense,Brasileiro,Alexsander (Fluminense)
