Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Team,Championship,Player_Team
Murillo,BRA,DF,20.0,12.9,16.0,9,7.0,9.0,0.0,4.0,11.0,36.4,7.0,31.0,22.0,9.0,16,32.0,65.0,1.0,Corinthians,Brasileiro,Murillo (Corinthians)
Ruan Oliveira Ferreira,BRA,"MF,FW",22.0,9.8,23.0,13,12.0,10.0,1.0,13.0,36.0,36.1,23.0,13.0,1.0,12.0,8,31.0,13.0,1.0,Corinthians,Brasileiro,Ruan Oliveira Ferreira (Corinthians)
Adson,BRA,"FW,MF",22.0,9.5,33.0,26,22.0,8.0,3.0,12.0,21.0,57.1,9.0,16.0,2.0,14.0,8,41.0,1.0,0.0,Corinthians,Brasileiro,Adson (Corinthians)
Wesley Ribeiro,BRA,"FW,MF",17.0,9.6,15.0,11,8.0,5.0,2.0,9.0,22.0,40.9,13.0,8.0,0.0,8.0,6,21.0,4.0,0.0,Corinthians,Brasileiro,Wesley Ribeiro (Corinthians)
Budiga Roni,BRA,MF,23.0,7.5,23.0,13,12.0,11.0,0.0,10.0,26.0,38.5,16.0,15.0,6.0,9.0,6,29.0,12.0,0.0,Corinthians,Brasileiro,Budiga Roni (Corinthians)
Matías Rojas,PAR,"MF,FW",27.0,7.0,7.0,4,1.0,5.0,1.0,3.0,10.0,30.0,7.0,7.0,1.0,6.0,1,8.0,4.0,0.0,Corinthians,Brasileiro,Matías Rojas (Corinthians)
Pedrinho Santos,BRA,"FW,MF",16.0,6.9,9.0,4,7.0,2.0,0.0,6.0,14.0,42.9,8.0,6.0,2.0,4.0,5,14.0,3.0,0.0,Corinthians,Brasileiro,Pedrinho Santos (Corinthians)
Guilherme Biro,BRA,"FW,MF",18.0,6.4,8.0,4,5.0,2.0,1.0,3.0,14.0,21.4,11.0,12.0,0.0,12.0,3,11.0,2.0,0.0,Corinthians,Brasileiro,Guilherme Biro (Corinthians)
Matheus Araújo,BRA,"MF,FW",20.0,6.5,12.0,7,3.0,4.0,5.0,4.0,18.0,22.2,14.0,12.0,3.0,9.0,9,21.0,6.0,0.0,Corinthians,Brasileiro,Matheus Araújo (Corinthians)
Felipe Augusto,BRA,"FW,MF",18.0,3.6,5.0,2,3.0,2.0,0.0,2.0,10.0,20.0,8.0,10.0,2.0,8.0,1,6.0,2.0,0.0,Corinthians,Brasileiro,Felipe Augusto (Corinthians)
Víctor Cantillo,COL,MF,29.0,3.0,7.0,6,4.0,3.0,0.0,3.0,10.0,30.0,7.0,7.0,2.0,5.0,6,13.0,11.0,0.0,Corinthians,Brasileiro,Víctor Cantillo (Corinthians)
Du Queiroz,BRA,"MF,DF",23.0,2.0,2.0,1,1.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,3,5.0,4.0,0.0,Corinthians,Brasileiro,Du Queiroz (Corinthians)
Léo Mana,BRA,DF,18.0,1.5,2.0,2,1.0,0.0,1.0,1.0,2.0,50.0,1.0,4.0,1.0,3.0,2,4.0,2.0,0.0,Corinthians,Brasileiro,Léo Mana (Corinthians)
Chrystian Barletta,BRA,MF,21.0,1.4,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,Corinthians,Brasileiro,Chrystian Barletta (Corinthians)
Gustavo Mosquito,BRA,"FW,MF",25.0,3.4,7.0,5,2.0,3.0,2.0,3.0,7.0,42.9,4.0,2.0,1.0,1.0,1,8.0,10.0,0.0,Corinthians,Brasileiro,Gustavo Mosquito (Corinthians)
Paulinho,BRA,"MF,FW",34.0,1.6,4.0,3,2.0,2.0,0.0,3.0,5.0,60.0,2.0,4.0,1.0,3.0,1,5.0,4.0,0.0,Corinthians,Brasileiro,Paulinho (Corinthians)
Giovane,BRA,FW,19.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,0.0,2.0,0.0,Corinthians,Brasileiro,Giovane (Corinthians)
Carlos Miguel,BRA,GK,24.0,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Corinthians,Brasileiro,Carlos Miguel (Corinthians)
Fabián Balbuena,PAR,DF,31.0,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,4.0,5.0,1.0,Corinthians,Brasileiro,Fabián Balbuena (Corinthians)
Júnior Moraes,UKR,DF,35.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Corinthians,Brasileiro,Júnior Moraes (Corinthians)
Gabriel,BRA,GK,30.0,30.7,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,20.0,2.0,Coritiba,Brasileiro,Gabriel (Coritiba)
Robson,BRA,"MF,FW",31.0,26.1,52.0,29,23.0,23.0,6.0,20.0,56.0,35.7,36.0,28.0,5.0,23.0,20,72.0,28.0,1.0,Coritiba,Brasileiro,Robson (Coritiba)
Natanael,BRA,DF,21.0,27.8,91.0,63,55.0,29.0,7.0,54.0,87.0,62.1,33.0,39.0,10.0,29.0,31,122.0,70.0,1.0,Coritiba,Brasileiro,Natanael (Coritiba)
Marcelino Moreno,ARG,MF,28.0,25.6,32.0,19,11.0,19.0,2.0,8.0,27.0,29.6,19.0,15.0,2.0,13.0,13,45.0,5.0,0.0,Coritiba,Brasileiro,Marcelino Moreno (Coritiba)
Bruno Gomes,BRA,MF,21.0,24.4,56.0,28,19.0,26.0,11.0,33.0,76.0,43.4,43.0,23.0,2.0,21.0,33,89.0,18.0,0.0,Coritiba,Brasileiro,Bruno Gomes (Coritiba)
Benjamín Kuscevic,CHI,DF,26.0,22.5,41.0,26,27.0,12.0,2.0,27.0,47.0,57.4,20.0,44.0,28.0,16.0,38,79.0,111.0,0.0,Coritiba,Brasileiro,Benjamín Kuscevic (Coritiba)
Henrique,BRA,DF,36.0,22.5,16.0,5,10.0,6.0,0.0,11.0,22.0,50.0,11.0,29.0,21.0,8.0,18,34.0,129.0,2.0,Coritiba,Brasileiro,Henrique (Coritiba)
Jamerson,BRA,"DF,FW",24.0,21.0,50.0,32,32.0,14.0,4.0,29.0,43.0,67.4,14.0,27.0,6.0,21.0,28,78.0,51.0,0.0,Coritiba,Brasileiro,Jamerson (Coritiba)
Sebastián Gómez,COL,MF,26.0,15.9,23.0,14,8.0,10.0,5.0,13.0,34.0,38.2,21.0,18.0,3.0,15.0,15,38.0,12.0,0.0,Coritiba,Brasileiro,Sebastián Gómez (Coritiba)
Victor Luis,BRA,DF,29.0,17.4,27.0,21,16.0,9.0,2.0,15.0,31.0,48.4,16.0,25.0,11.0,14.0,27,54.0,41.0,0.0,Coritiba,Brasileiro,Victor Luis (Coritiba)
Matheus Bianqui,BRA,MF,25.0,15.8,44.0,25,11.0,30.0,3.0,17.0,36.0,47.2,19.0,34.0,10.0,24.0,20,64.0,33.0,0.0,Coritiba,Brasileiro,Matheus Bianqui (Coritiba)
Andrey Ramos do Nascimento,BRA,MF,24.0,12.5,37.0,21,18.0,16.0,3.0,14.0,35.0,40.0,21.0,19.0,3.0,16.0,20,57.0,23.0,0.0,Coritiba,Brasileiro,Andrey Ramos do Nascimento (Coritiba)
Willian Farias,BRA,MF,33.0,10.7,15.0,10,3.0,11.0,1.0,7.0,15.0,46.7,8.0,12.0,4.0,8.0,23,38.0,15.0,1.0,Coritiba,Brasileiro,Willian Farias (Coritiba)
Thalisson Gabriel,BRA,DF,21.0,10.5,9.0,8,8.0,1.0,0.0,6.0,15.0,40.0,9.0,10.0,6.0,4.0,11,20.0,58.0,1.0,Coritiba,Brasileiro,Thalisson Gabriel (Coritiba)
Islam Slimani,ALG,FW,34.0,9.1,2.0,0,0.0,1.0,1.0,0.0,6.0,0.0,6.0,6.0,1.0,5.0,0,2.0,14.0,0.0,Coritiba,Brasileiro,Islam Slimani (Coritiba)
Kaio,BRA,"MF,FW",18.0,9.8,22.0,16,12.0,4.0,6.0,9.0,28.0,32.1,19.0,9.0,3.0,6.0,7,29.0,5.0,0.0,Coritiba,Brasileiro,Kaio (Coritiba)
Bruno Viana,BRA,DF,27.0,9.0,11.0,6,7.0,4.0,0.0,5.0,8.0,62.5,3.0,14.0,8.0,6.0,12,23.0,40.0,0.0,Coritiba,Brasileiro,Bruno Viana (Coritiba)
Alef Manga,BRA,"FW,MF",28.0,8.9,10.0,7,4.0,3.0,3.0,5.0,8.0,62.5,3.0,4.0,0.0,4.0,3,13.0,5.0,0.0,Coritiba,Brasileiro,Alef Manga (Coritiba)
Diogo,BRA,"FW,MF",26.0,8.4,18.0,13,9.0,7.0,2.0,7.0,14.0,50.0,7.0,8.0,0.0,8.0,4,22.0,6.0,0.0,Coritiba,Brasileiro,Diogo (Coritiba)
Liziero,BRA,MF,24.0,6.5,15.0,10,4.0,11.0,0.0,9.0,23.0,39.1,14.0,8.0,3.0,5.0,8,23.0,9.0,0.0,Coritiba,Brasileiro,Liziero (Coritiba)
Zé Roberto,BRA,"FW,MF",29.0,5.8,5.0,4,1.0,3.0,1.0,0.0,5.0,0.0,5.0,4.0,1.0,3.0,1,6.0,6.0,0.0,Coritiba,Brasileiro,Zé Roberto (Coritiba)
Thiago Dombroski,BRA,DF,20.0,5.6,2.0,2,1.0,1.0,0.0,1.0,4.0,25.0,3.0,4.0,2.0,2.0,6,8.0,28.0,0.0,Coritiba,Brasileiro,Thiago Dombroski (Coritiba)
Jean Pedroso,BRA,DF,19.0,6.5,10.0,9,8.0,2.0,0.0,5.0,15.0,33.3,10.0,8.0,3.0,5.0,8,18.0,13.0,1.0,Coritiba,Brasileiro,Jean Pedroso (Coritiba)
Diogo Batista,BRA,"DF,MF",19.0,5.9,13.0,5,8.0,2.0,3.0,8.0,17.0,47.1,9.0,10.0,2.0,8.0,2,15.0,19.0,0.0,Coritiba,Brasileiro,Diogo Batista (Coritiba)
Rodrigo Pinho,BRA,FW,31.0,4.3,5.0,1,1.0,4.0,0.0,0.0,8.0,0.0,8.0,6.0,2.0,4.0,1,6.0,4.0,0.0,Coritiba,Brasileiro,Rodrigo Pinho (Coritiba)
Maurício Garcez,BRA,"MF,FW",25.0,6.6,12.0,7,4.0,5.0,3.0,6.0,8.0,75.0,2.0,5.0,1.0,4.0,0,12.0,11.0,0.0,Coritiba,Brasileiro,Maurício Garcez (Coritiba)
Fransérgio,BRA,MF,32.0,5.9,11.0,4,5.0,5.0,1.0,6.0,10.0,60.0,4.0,6.0,2.0,4.0,5,16.0,13.0,0.0,Coritiba,Brasileiro,Fransérgio (Coritiba)
Luan Polli,BRA,GK,29.0,4.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,Coritiba,Brasileiro,Luan Polli (Coritiba)
Andreas Samaris,GRE,MF,33.0,2.0,4.0,2,1.0,2.0,1.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,4,8.0,3.0,0.0,Coritiba,Brasileiro,Andreas Samaris (Coritiba)
Gabriel Boschilia,BRA,"MF,FW",26.0,3.8,12.0,5,3.0,8.0,1.0,7.0,13.0,53.8,6.0,5.0,1.0,4.0,1,13.0,3.0,0.0,Coritiba,Brasileiro,Gabriel Boschilia (Coritiba)
Hayner,BRA,"DF,MF",27.0,3.4,5.0,4,3.0,2.0,0.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,1,6.0,9.0,0.0,Coritiba,Brasileiro,Hayner (Coritiba)
Jhon Chancellor,VEN,DF,31.0,3.4,6.0,4,6.0,0.0,0.0,4.0,4.0,100.0,0.0,5.0,4.0,1.0,2,8.0,21.0,0.0,Coritiba,Brasileiro,Jhon Chancellor (Coritiba)
Pedro Luccas,BRA,GK,19.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Coritiba,Brasileiro,Pedro Luccas (Coritiba)
Edu,BRA,"FW,MF",29.0,3.6,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,0.0,2.0,0.0,Coritiba,Brasileiro,Edu (Coritiba)
Júnior Urso,BRA,MF,33.0,3.3,4.0,3,3.0,1.0,0.0,3.0,7.0,42.9,4.0,2.0,0.0,2.0,2,6.0,4.0,0.0,Coritiba,Brasileiro,Júnior Urso (Coritiba)
Reynaldo Cesar Moraes,BRA,DF,26.0,2.7,4.0,3,4.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,2.0,0.0,7,11.0,19.0,0.0,Coritiba,Brasileiro,Reynaldo Cesar Moraes (Coritiba)
Maurício Antônio,BRA,DF,30.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5,5.0,18.0,0.0,Coritiba,Brasileiro,Maurício Antônio (Coritiba)
Marcos Vinicius,BRA,"DF,MF",25.0,1.9,4.0,4,1.0,3.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,4,8.0,6.0,0.0,Coritiba,Brasileiro,Marcos Vinicius (Coritiba)
William Pottker,BRA,"FW,MF",29.0,1.3,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,3.0,1.0,0.0,Coritiba,Brasileiro,William Pottker (Coritiba)
Gabriel Silva,BRA,"FW,MF",20.0,1.0,3.0,2,0.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,Coritiba,Brasileiro,Gabriel Silva (Coritiba)
Gustavo Vilar,BRA,DF,22.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,0.0,Coritiba,Brasileiro,Gustavo Vilar (Coritiba)
Lucas Barbosa,BRA,"MF,FW",21.0,1.1,4.0,2,1.0,2.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,2,6.0,3.0,0.0,Coritiba,Brasileiro,Lucas Barbosa (Coritiba)
Jesé,ESP,MF,29.0,1.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Coritiba,Brasileiro,Jesé (Coritiba)
Lucas Ronier,BRA,"FW,MF",18.0,0.6,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Coritiba,Brasileiro,Lucas Ronier (Coritiba)
Wesley Pombo,BRA,MF,20.0,0.6,2.0,0,0.0,1.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Coritiba,Brasileiro,Wesley Pombo (Coritiba)
Ruan Lucas,BRA,"MF,FW",18.0,0.3,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0.0,0.0,0.0,Coritiba,Brasileiro,Ruan Lucas (Coritiba)
Éberth Araújo Nogueira,BRA,FW,19.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Coritiba,Brasileiro,Éberth Araújo Nogueira (Coritiba)
Rafael Cabral,BRA,GK,32.0,37.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,7.0,0.0,Cruzeiro,Brasileiro,Rafael Cabral (Cruzeiro)
Luciano Castán,BRA,DF,33.0,35.7,29.0,18,21.0,7.0,1.0,19.0,26.0,73.1,7.0,26.0,20.0,6.0,29,58.0,145.0,1.0,Cruzeiro,Brasileiro,Luciano Castán (Cruzeiro)
Marlon,BRA,DF,25.0,35.5,114.0,72,70.0,35.0,9.0,74.0,123.0,60.2,49.0,47.0,4.0,43.0,49,163.0,92.0,1.0,Cruzeiro,Brasileiro,Marlon (Cruzeiro)
William,BRA,DF,27.0,29.4,64.0,38,36.0,17.0,11.0,31.0,84.0,36.9,53.0,53.0,4.0,49.0,49,113.0,58.0,1.0,Cruzeiro,Brasileiro,William (Cruzeiro)
Bruno Nascimento,BRA,"FW,MF",25.0,31.3,36.0,23,12.0,14.0,10.0,11.0,28.0,39.3,17.0,29.0,0.0,29.0,8,44.0,22.0,0.0,Cruzeiro,Brasileiro,Bruno Nascimento (Cruzeiro)
Neris,BRA,DF,30.0,23.5,31.0,18,19.0,10.0,2.0,21.0,30.0,70.0,9.0,17.0,9.0,8.0,35,66.0,98.0,1.0,Cruzeiro,Brasileiro,Neris (Cruzeiro)
Mateus Vital,BRA,MF,24.0,20.9,24.0,14,8.0,14.0,2.0,10.0,24.0,41.7,14.0,14.0,1.0,13.0,7,31.0,4.0,0.0,Cruzeiro,Brasileiro,Mateus Vital (Cruzeiro)
Machado,BRA,MF,27.0,25.3,38.0,23,13.0,16.0,9.0,12.0,29.0,41.4,17.0,18.0,5.0,13.0,33,71.0,25.0,2.0,Cruzeiro,Brasileiro,Machado (Cruzeiro)
Wesley,BRA,"FW,MF",23.0,19.7,36.0,23,12.0,20.0,4.0,17.0,47.0,36.2,30.0,17.0,0.0,17.0,12,48.0,9.0,0.0,Cruzeiro,Brasileiro,Wesley (Cruzeiro)
Jussa,BRA,MF,26.0,19.6,34.0,23,9.0,23.0,2.0,18.0,28.0,64.3,10.0,15.0,4.0,11.0,15,49.0,33.0,0.0,Cruzeiro,Brasileiro,Jussa (Cruzeiro)
Lucas Silva,BRA,MF,29.0,16.4,28.0,18,8.0,14.0,6.0,15.0,22.0,68.2,7.0,12.0,1.0,11.0,9,37.0,5.0,1.0,Cruzeiro,Brasileiro,Lucas Silva (Cruzeiro)
Arthur,BRA,"FW,MF",24.0,15.0,9.0,7,5.0,4.0,0.0,3.0,9.0,33.3,6.0,17.0,0.0,17.0,5,14.0,3.0,0.0,Cruzeiro,Brasileiro,Arthur (Cruzeiro)
Lucas Oliveira,BRA,DF,26.0,14.6,16.0,10,12.0,4.0,0.0,7.0,17.0,41.2,10.0,30.0,19.0,11.0,21,37.0,66.0,0.0,Cruzeiro,Brasileiro,Lucas Oliveira (Cruzeiro)
Gilberto,BRA,FW,33.0,12.1,11.0,8,3.0,5.0,3.0,3.0,9.0,33.3,6.0,7.0,3.0,4.0,1,12.0,6.0,0.0,Cruzeiro,Brasileiro,Gilberto (Cruzeiro)
Matheus Pereira,POR,"FW,MF",26.0,11.4,6.0,4,0.0,4.0,2.0,4.0,17.0,23.5,13.0,7.0,0.0,7.0,6,12.0,3.0,0.0,Cruzeiro,Brasileiro,Matheus Pereira (Cruzeiro)
Nikão,BRA,"FW,MF",30.0,8.9,15.0,10,7.0,8.0,0.0,8.0,13.0,61.5,5.0,8.0,1.0,7.0,6,21.0,4.0,0.0,Cruzeiro,Brasileiro,Nikão (Cruzeiro)
Ian Luccas,BRA,MF,19.0,5.3,15.0,7,6.0,5.0,4.0,4.0,10.0,40.0,6.0,2.0,0.0,2.0,5,20.0,11.0,0.0,Cruzeiro,Brasileiro,Ian Luccas (Cruzeiro)
Helibelton Palacios,COL,DF,29.0,7.0,14.0,12,5.0,8.0,1.0,7.0,15.0,46.7,8.0,11.0,0.0,11.0,5,19.0,20.0,0.0,Cruzeiro,Brasileiro,Helibelton Palacios (Cruzeiro)
Rafael Elias,BRA,FW,23.0,6.0,8.0,5,0.0,3.0,5.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,1,9.0,3.0,0.0,Cruzeiro,Brasileiro,Rafael Elias (Cruzeiro)
Neto Moura,BRA,MF,26.0,5.5,9.0,3,3.0,5.0,1.0,4.0,23.0,17.4,19.0,4.0,0.0,4.0,7,16.0,3.0,0.0,Cruzeiro,Brasileiro,Neto Moura (Cruzeiro)
Ramiro Benetti,BRA,MF,29.0,4.5,7.0,6,1.0,5.0,1.0,1.0,7.0,14.3,6.0,4.0,1.0,3.0,1,8.0,1.0,0.0,Cruzeiro,Brasileiro,Ramiro Benetti (Cruzeiro)
Richard,BRA,MF,28.0,3.8,9.0,6,4.0,5.0,0.0,3.0,4.0,75.0,1.0,6.0,0.0,6.0,7,16.0,5.0,0.0,Cruzeiro,Brasileiro,Richard (Cruzeiro)
João Wellington,BRA,MF,19.0,4.1,5.0,4,4.0,1.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,1,6.0,10.0,0.0,Cruzeiro,Brasileiro,João Wellington (Cruzeiro)
Kaiki,BRA,"DF,FW",19.0,2.5,7.0,6,3.0,3.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,5,12.0,6.0,0.0,Cruzeiro,Brasileiro,Kaiki (Cruzeiro)
Wallisson Luiz,BRA,MF,25.0,4.4,15.0,11,5.0,8.0,2.0,4.0,12.0,33.3,8.0,3.0,0.0,3.0,7,22.0,3.0,0.0,Cruzeiro,Brasileiro,Wallisson Luiz (Cruzeiro)
Henrique Dourado,BRA,FW,33.0,3.8,3.0,2,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0,3.0,1.0,0.0,Cruzeiro,Brasileiro,Henrique Dourado (Cruzeiro)
Stênio Toledo,BRA,"FW,MF",19.0,3.2,7.0,7,3.0,4.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,3,10.0,1.0,0.0,Cruzeiro,Brasileiro,Stênio Toledo (Cruzeiro)
Robert,BRA,"MF,FW",17.0,2.1,5.0,2,4.0,1.0,0.0,3.0,8.0,37.5,5.0,4.0,0.0,4.0,1,6.0,2.0,0.0,Cruzeiro,Brasileiro,Robert (Cruzeiro)
João Marcelo,BRA,DF,22.0,1.8,3.0,3,2.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,4,7.0,9.0,0.0,Cruzeiro,Brasileiro,João Marcelo (Cruzeiro)
Igor Marques,BRA,DF,24.0,1.3,5.0,2,2.0,3.0,0.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,1,6.0,4.0,0.0,Cruzeiro,Brasileiro,Igor Marques (Cruzeiro)
Anderson,BRA,GK,24.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Anderson (Cruzeiro)
Rafael Bilu,BRA,FW,23.0,1.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1,3.0,0.0,0.0,Cruzeiro,Brasileiro,Rafael Bilu (Cruzeiro)
Reynaldo Cesar Moraes,BRA,DF,26.0,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Cruzeiro,Brasileiro,Reynaldo Cesar Moraes (Cruzeiro)
Fernando Henrique,BRA,MF,21.0,1.5,4.0,2,0.0,4.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,1,5.0,1.0,0.0,Cruzeiro,Brasileiro,Fernando Henrique (Cruzeiro)
Paulo Vitor,BRA,"MF,DF",23.0,1.4,2.0,2,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0,2.0,1.0,0.0,Cruzeiro,Brasileiro,Paulo Vitor (Cruzeiro)
Daniel,BRA,MF,20.0,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Cruzeiro,Brasileiro,Daniel (Cruzeiro)
João Pedro,BRA,FW,19.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Cruzeiro,Brasileiro,João Pedro (Cruzeiro)
Luis,BRA,FW,17.0,0.1,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,3.0,1.0,0.0,Cruzeiro,Brasileiro,Luis (Cruzeiro)
Marllon Borges,BRA,DF,30.0,36.0,50.0,34,31.0,18.0,1.0,23.0,44.0,52.3,21.0,38.0,21.0,17.0,27,77.0,151.0,0.0,Cuiabá,Brasileiro,Marllon Borges (Cuiabá)
Walter,BRA,GK,35.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,9.0,1.0,Cuiabá,Brasileiro,Walter (Cuiabá)
Deyverson,BRA,FW,31.0,32.3,12.0,9,3.0,5.0,4.0,8.0,19.0,42.1,11.0,14.0,5.0,9.0,8,20.0,39.0,0.0,Cuiabá,Brasileiro,Deyverson (Cuiabá)
Raniele,BRA,"MF,DF",26.0,32.1,74.0,41,30.0,39.0,5.0,30.0,76.0,39.5,46.0,52.0,28.0,24.0,37,111.0,99.0,0.0,Cuiabá,Brasileiro,Raniele (Cuiabá)
Matheus Alexandre,BRA,DF,23.0,33.1,86.0,58,56.0,25.0,5.0,55.0,102.0,53.9,47.0,37.0,5.0,32.0,42,128.0,74.0,1.0,Cuiabá,Brasileiro,Matheus Alexandre (Cuiabá)
Alan Empereur,BRA,DF,28.0,32.8,23.0,15,20.0,3.0,0.0,18.0,37.0,48.6,19.0,28.0,15.0,13.0,27,50.0,116.0,1.0,Cuiabá,Brasileiro,Alan Empereur (Cuiabá)
Rikelme,BRA,DF,19.0,26.0,61.0,46,39.0,15.0,7.0,39.0,78.0,50.0,39.0,33.0,7.0,26.0,40,101.0,87.0,0.0,Cuiabá,Brasileiro,Rikelme (Cuiabá)
Denilson,BRA,MF,21.0,21.2,47.0,30,13.0,26.0,8.0,20.0,41.0,48.8,21.0,23.0,7.0,16.0,13,60.0,2.0,0.0,Cuiabá,Brasileiro,Denilson (Cuiabá)
Jonathan Cafu,BRA,"FW,MF",31.0,19.0,33.0,21,10.0,17.0,6.0,10.0,33.0,30.3,23.0,20.0,0.0,20.0,10,43.0,10.0,0.0,Cuiabá,Brasileiro,Jonathan Cafu (Cuiabá)
Clayson,BRA,"FW,MF",27.0,18.2,19.0,10,10.0,6.0,3.0,12.0,39.0,30.8,27.0,18.0,2.0,16.0,8,27.0,6.0,2.0,Cuiabá,Brasileiro,Clayson (Cuiabá)
Fernando Sobral,BRA,MF,28.0,21.1,70.0,45,39.0,22.0,9.0,32.0,70.0,45.7,38.0,45.0,5.0,40.0,15,85.0,15.0,0.0,Cuiabá,Brasileiro,Fernando Sobral (Cuiabá)
Allyson Aires dos Santos,BRA,DF,32.0,12.6,18.0,14,13.0,5.0,0.0,9.0,13.0,69.2,4.0,16.0,11.0,5.0,8,26.0,64.0,1.0,Cuiabá,Brasileiro,Allyson Aires dos Santos (Cuiabá)
Wellington Silva,BRA,FW,30.0,14.8,23.0,15,10.0,8.0,5.0,12.0,30.0,40.0,18.0,19.0,0.0,19.0,6,29.0,8.0,0.0,Cuiabá,Brasileiro,Wellington Silva (Cuiabá)
Pablo Ceppelini,URU,MF,31.0,11.1,14.0,6,6.0,7.0,1.0,6.0,33.0,18.2,27.0,10.0,1.0,9.0,9,23.0,10.0,0.0,Cuiabá,Brasileiro,Pablo Ceppelini (Cuiabá)
Filipe Augusto,BRA,MF,29.0,11.8,26.0,15,13.0,10.0,3.0,15.0,36.0,41.7,21.0,18.0,11.0,7.0,7,33.0,24.0,0.0,Cuiabá,Brasileiro,Filipe Augusto (Cuiabá)
Isidro Pitta,PAR,FW,23.0,9.1,2.0,1,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,2,4.0,5.0,0.0,Cuiabá,Brasileiro,Isidro Pitta (Cuiabá)
