Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Breno,BRA,MF,22.0,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,4,3.0,1.0,0.0,1.0,9.0,8.47,0.3,0.1,0.2,1.58,1.55,Botafogo (RJ),Brasileiro,Breno (Botafogo (RJ))
Newton,BRA,DF,23.0,1,8.0,8.0,0.2,0.1,0,0.0,0,1,8.0,2,1.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Newton (Botafogo (RJ))
Rai,BRA,MF,20.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,13,3.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,3.85,3.82,Botafogo (RJ),Brasileiro,Rai (Botafogo (RJ))
Douglas Borges,BRA,GK,32.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Douglas Borges (Botafogo (RJ))
Joel Carli,ARG,DF,36.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Joel Carli (Botafogo (RJ))
João Fernando,BRA,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,João Fernando (Botafogo (RJ))
Igo Gabriel,BRA,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Igo Gabriel (Botafogo (RJ))
Jacob Montes,NCA,MF,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Jacob Montes (Botafogo (RJ))
Wallison Silva,BRA,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Wallison Silva (Botafogo (RJ))
David Sousa,BRA,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,David Sousa (Botafogo (RJ))
Henrique Vermudt,BRA,MF,23.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Henrique Vermudt (Botafogo (RJ))
Cleiton Schwengber,BRA,GK,25.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,0.0,1,1.59,39.0,29.0,10.0,0.3,-0.5,48.3,36.2,12.1,0.37,-0.26,Bragantino,Brasileiro,Cleiton Schwengber (Bragantino)
Juninho Capixaba,BRA,DF,25.0,34,2875.0,85.0,84.1,31.9,33,86.0,25,1,45.0,0,1.65,41.0,26.0,15.0,0.47,0.63,49.0,33.2,15.8,0.5,0.6,Bragantino,Brasileiro,Juninho Capixaba (Bragantino)
Lucas Evangelista,BRA,MF,27.0,33,2722.0,82.0,79.6,30.2,32,84.0,24,1,45.0,0,1.76,44.0,22.0,22.0,0.73,1.76,48.2,32.4,15.9,0.53,0.61,Bragantino,Brasileiro,Lucas Evangelista (Bragantino)
Matheus Fernandes,BRA,MF,24.0,33,2336.0,71.0,68.3,26.0,31,74.0,13,2,27.0,2,1.82,34.0,22.0,12.0,0.46,0.3,41.1,27.5,13.5,0.52,0.38,Bragantino,Brasileiro,Matheus Fernandes (Bragantino)
Eduardo Sasha,BRA,"FW,MF",30.0,33,2229.0,68.0,65.2,24.8,31,70.0,7,2,32.0,0,1.64,33.0,22.0,11.0,0.44,0.22,37.2,26.9,10.2,0.41,0.04,Bragantino,Brasileiro,Eduardo Sasha (Bragantino)
Vitinho,BRA,"FW,MF",23.0,33,2049.0,62.0,59.9,22.8,23,73.0,9,10,38.0,0,1.64,29.0,17.0,12.0,0.53,0.4,32.7,23.4,9.2,0.41,0.01,Bragantino,Brasileiro,Vitinho (Bragantino)
Jadsom,BRA,MF,21.0,31,1896.0,61.0,55.4,21.1,22,74.0,10,9,31.0,0,1.65,25.0,24.0,1.0,0.05,-0.72,30.6,26.5,4.1,0.2,-0.45,Bragantino,Brasileiro,Jadsom (Bragantino)
Helinho,BRA,FW,22.0,24,1384.0,58.0,40.5,15.4,20,62.0,0,4,36.0,2,1.5,18.0,15.0,3.0,0.2,-0.29,21.8,16.1,5.7,0.37,-0.05,Bragantino,Brasileiro,Helinho (Bragantino)
Leonardo Realpe,ECU,DF,21.0,21,1680.0,80.0,49.1,18.7,19,85.0,16,2,32.0,5,1.67,23.0,15.0,8.0,0.43,0.12,27.1,20.5,6.5,0.35,-0.1,Bragantino,Brasileiro,Leonardo Realpe (Bragantino)
Leo Ortiz,BRA,DF,27.0,20,1603.0,80.0,46.9,17.8,19,84.0,16,1,16.0,2,1.6,21.0,15.0,6.0,0.34,-0.06,28.7,20.8,7.9,0.44,0.08,Bragantino,Brasileiro,Leo Ortiz (Bragantino)
José Hurtado,ECU,DF,21.0,25,1618.0,65.0,47.3,18.0,17,77.0,10,8,39.0,8,1.36,22.0,22.0,0.0,0.0,-0.7,28.5,19.2,9.3,0.52,0.22,Bragantino,Brasileiro,José Hurtado (Bragantino)
Aderlan Silva,BRA,DF,32.0,22,1421.0,65.0,41.5,15.8,17,75.0,11,5,28.0,12,1.77,22.0,13.0,9.0,0.57,0.34,22.5,20.4,2.1,0.13,-0.45,Bragantino,Brasileiro,Aderlan Silva (Bragantino)
Eric Ramires,BRA,MF,22.0,23,1376.0,60.0,40.2,15.3,17,68.0,5,6,38.0,2,1.7,21.0,15.0,6.0,0.39,0.04,21.9,17.1,4.9,0.32,-0.14,Bragantino,Brasileiro,Eric Ramires (Bragantino)
Luan Patrick,BRA,DF,21.0,14,1113.0,80.0,32.5,12.4,12,86.0,11,2,39.0,11,1.93,16.0,10.0,6.0,0.49,0.17,19.1,12.2,6.9,0.56,0.24,Bragantino,Brasileiro,Luan Patrick (Bragantino)
Luan Cândido,BRA,DF,21.0,22,1082.0,49.0,31.6,12.0,11,78.0,8,11,20.0,3,1.73,13.0,12.0,1.0,0.08,-0.42,16.9,15.9,1.1,0.09,-0.45,Bragantino,Brasileiro,Luan Cândido (Bragantino)
Eduardo Santos,BRA,DF,25.0,13,1020.0,78.0,29.8,11.3,11,84.0,10,2,51.0,0,1.62,20.0,12.0,8.0,0.71,0.48,17.0,13.6,3.3,0.29,-0.15,Bragantino,Brasileiro,Eduardo Santos (Bragantino)
Thiago Borbas,URU,FW,20.0,33,1428.0,43.0,41.8,15.9,10,75.0,4,23,30.0,2,1.58,19.0,16.0,3.0,0.19,-0.31,25.1,18.0,7.1,0.45,0.08,Bragantino,Brasileiro,Thiago Borbas (Bragantino)
Henry Mosquera,COL,"FW,MF",21.0,21,1061.0,51.0,31.0,11.8,10,64.0,2,11,38.0,1,1.38,19.0,13.0,6.0,0.51,0.2,20.0,13.9,6.1,0.52,0.17,Bragantino,Brasileiro,Henry Mosquera (Bragantino)
Natan,BRA,DF,21.0,10,836.0,84.0,24.4,9.3,9,85.0,8,1,71.0,0,1.2,11.0,12.0,-1.0,-0.11,-0.63,14.4,11.2,3.3,0.35,-0.06,Bragantino,Brasileiro,Natan (Bragantino)
Bruno,BRA,"FW,MF",19.0,16,715.0,45.0,20.9,7.9,9,60.0,1,7,25.0,14,1.38,11.0,10.0,1.0,0.13,-0.31,13.3,8.2,5.2,0.65,0.32,Bragantino,Brasileiro,Bruno (Bragantino)
Marcos Vinicios Sorriso,BRA,"FW,DF",21.0,23,938.0,41.0,27.4,10.4,8,70.0,4,15,25.0,14,1.65,12.0,9.0,3.0,0.29,-0.11,16.7,10.7,6.0,0.58,0.25,Bragantino,Brasileiro,Marcos Vinicios Sorriso (Bragantino)
Lucão,BRA,GK,21.0,5,450.0,90.0,13.2,5.0,5,90.0,5,0,0.0,24,1.6,10.0,8.0,2.0,0.4,0.04,9.5,6.4,3.1,0.63,0.26,Bragantino,Brasileiro,Lucão (Bragantino)
Gustavinho,BRA,"MF,FW",18.0,19,666.0,35.0,19.5,7.4,4,67.0,1,15,27.0,19,1.58,7.0,9.0,-2.0,-0.27,-0.79,7.9,10.1,-2.2,-0.3,-0.86,Bragantino,Brasileiro,Gustavinho (Bragantino)
Matheus Gonçalves,BRA,"FW,MF",17.0,12,462.0,39.0,13.5,5.1,4,62.0,1,8,27.0,7,1.67,7.0,3.0,4.0,0.78,0.47,10.8,5.8,5.1,0.99,0.68,Bragantino,Brasileiro,Matheus Gonçalves (Bragantino)
Alerrandro,BRA,"FW,MF",23.0,14,405.0,29.0,11.8,4.5,2,64.0,0,12,23.0,10,1.43,6.0,2.0,4.0,0.89,0.59,8.6,3.7,5.0,1.1,0.8,Bragantino,Brasileiro,Alerrandro (Bragantino)
Lucão,BRA,DF,24.0,3,201.0,67.0,5.9,2.2,2,78.0,1,1,45.0,4,2.0,4.0,2.0,2.0,0.9,0.56,3.4,3.3,0.1,0.04,-0.38,Bragantino,Brasileiro,Lucão (Bragantino)
Guilherme,BRA,"DF,MF",20.0,9,263.0,29.0,7.7,2.9,1,80.0,0,8,23.0,23,1.56,2.0,2.0,0.0,0.0,-0.4,2.5,4.2,-1.6,-0.57,-1.05,Bragantino,Brasileiro,Guilherme (Bragantino)
Ignacio Laquintana,URU,FW,23.0,4,183.0,46.0,5.4,2.0,1,69.0,0,3,38.0,11,2.0,3.0,2.0,1.0,0.49,0.13,3.3,3.1,0.3,0.13,-0.29,Bragantino,Brasileiro,Ignacio Laquintana (Bragantino)
Talisson,BRA,FW,20.0,7,151.0,22.0,4.4,1.7,1,45.0,0,6,18.0,13,2.14,3.0,3.0,0.0,0.0,-0.39,2.3,1.7,0.5,0.33,-0.08,Bragantino,Brasileiro,Talisson (Bragantino)
Raul,BRA,"MF,DF",26.0,3,107.0,36.0,3.1,1.2,1,45.0,0,2,31.0,11,2.33,2.0,0.0,2.0,1.68,1.36,2.7,1.9,0.8,0.68,0.29,Bragantino,Brasileiro,Raul (Bragantino)
Yani Quintero,COL,MF,20.0,3,101.0,34.0,3.0,1.1,1,45.0,0,2,28.0,8,2.33,0.0,0.0,0.0,0.0,-0.38,1.1,0.6,0.5,0.47,0.07,Bragantino,Brasileiro,Yani Quintero (Bragantino)
Cipriano,BRA,DF,20.0,1,75.0,75.0,2.2,0.8,1,75.0,0,0,0.0,4,3.0,1.0,0.0,1.0,1.2,0.85,0.8,0.3,0.5,0.61,0.21,Bragantino,Brasileiro,Cipriano (Bragantino)
Lucas Cunha,BRA,DF,26.0,1,70.0,70.0,2.0,0.8,1,70.0,0,0,0.0,3,0.0,1.0,2.0,-1.0,-1.29,-1.69,1.4,0.6,0.7,0.92,0.53,Bragantino,Brasileiro,Lucas Cunha (Bragantino)
Nathan Camargo,BRA,MF,17.0,1,12.0,12.0,0.4,0.1,0,0.0,0,1,12.0,4,3.0,0.0,0.0,0.0,0.0,-0.37,0.1,0.0,0.1,0.47,0.07,Bragantino,Brasileiro,Nathan Camargo (Bragantino)
Bruno Praxedes,BRA,MF,20.0,1,8.0,8.0,0.2,0.1,0,0.0,0,1,8.0,13,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.3,-0.3,-3.11,-3.52,Bragantino,Brasileiro,Bruno Praxedes (Bragantino)
Gabriel Caetano,BRA,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Gabriel Caetano (Bragantino)
Everton,BRA,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Everton (Bragantino)
Fabrício,BRA,GK,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Fabrício (Bragantino)
Gustavo Henrique,BRA,DF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Gustavo Henrique (Bragantino)
Jhonny,BRA,DF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Jhonny (Bragantino)
Marcelinho,BRA,FW,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Marcelinho (Bragantino)
Maycon,BRA,GK,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Maycon (Bragantino)
Werik,BRA,FW,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Werik (Bragantino)
Cássio,BRA,GK,35.0,37,3310.0,89.0,96.8,36.8,37,89.0,36,0,0.0,0,1.27,45.0,48.0,-3.0,-0.08,-1.72,39.4,48.2,-8.8,-0.24,-0.11,Corinthians,Brasileiro,Cássio (Corinthians)
Gil,BRA,DF,35.0,32,2880.0,90.0,84.2,32.0,32,90.0,32,0,0.0,2,1.28,36.0,38.0,-2.0,-0.06,-0.23,33.8,40.3,-6.5,-0.2,0.2,Corinthians,Brasileiro,Gil (Corinthians)
Yuri Alberto,BRA,FW,21.0,34,2722.0,80.0,79.6,30.2,32,83.0,17,2,28.0,1,1.35,41.0,36.0,5.0,0.17,0.94,33.1,37.2,-4.2,-0.14,0.48,Corinthians,Brasileiro,Yuri Alberto (Corinthians)
Maycon,BRA,MF,25.0,32,2403.0,75.0,70.3,26.7,27,84.0,14,5,29.0,2,1.28,34.0,36.0,-2.0,-0.07,-0.16,30.1,34.8,-4.7,-0.17,0.21,Corinthians,Brasileiro,Maycon (Corinthians)
Fagner,BRA,DF,33.0,30,2095.0,70.0,61.3,23.3,22,85.0,19,8,28.0,0,1.53,34.0,34.0,0.0,0.0,0.07,27.5,28.7,-1.2,-0.05,0.48,Corinthians,Brasileiro,Fagner (Corinthians)
Fábio Santos,BRA,DF,37.0,25,1673.0,67.0,48.9,18.6,20,78.0,12,5,23.0,7,1.36,23.0,28.0,-5.0,-0.27,-0.48,20.4,23.3,-2.9,-0.16,0.15,Corinthians,Brasileiro,Fábio Santos (Corinthians)
Bruno Méndez,URU,DF,23.0,27,1650.0,61.0,48.2,18.3,20,76.0,12,7,19.0,6,1.44,18.0,16.0,2.0,0.11,0.26,17.9,23.4,-5.5,-0.3,-0.13,Corinthians,Brasileiro,Bruno Méndez (Corinthians)
Matheus Bidu,BRA,DF,23.0,24,1659.0,69.0,48.5,18.4,19,80.0,11,5,28.0,14,1.42,24.0,19.0,5.0,0.27,0.58,19.2,23.4,-4.2,-0.23,0.01,Corinthians,Brasileiro,Matheus Bidu (Corinthians)
Giuliano de Paula,BRA,"MF,FW",32.0,30,1633.0,54.0,47.7,18.1,19,71.0,5,11,26.0,6,1.27,21.0,22.0,-1.0,-0.06,-0.06,17.7,24.3,-6.7,-0.37,-0.25,Corinthians,Brasileiro,Giuliano de Paula (Corinthians)
Fausto Vera,ARG,MF,22.0,21,1381.0,66.0,40.4,15.3,17,74.0,5,4,29.0,6,1.33,16.0,14.0,2.0,0.13,0.26,16.2,15.6,0.6,0.04,0.46,Corinthians,Brasileiro,Fausto Vera (Corinthians)
Renato Augusto,BRA,MF,34.0,24,1282.0,53.0,37.5,14.2,16,66.0,2,8,29.0,0,1.54,21.0,20.0,1.0,0.07,0.15,14.7,16.8,-2.0,-0.14,0.15,Corinthians,Brasileiro,Renato Augusto (Corinthians)
Roger Guedes,BRA,"FW,MF",26.0,15,1349.0,90.0,39.4,15.0,15,90.0,14,0,0.0,0,1.2,15.0,18.0,-3.0,-0.2,-0.29,15.6,18.9,-3.3,-0.22,0.02,Corinthians,Brasileiro,Roger Guedes (Corinthians)
Lucas Veríssimo,BRA,DF,27.0,15,1304.0,87.0,38.1,14.5,15,87.0,13,0,0.0,2,1.53,19.0,19.0,0.0,0.0,0.04,16.1,17.7,-1.6,-0.11,0.2,Corinthians,Brasileiro,Lucas Veríssimo (Corinthians)
Gabriel Moscardo,BRA,MF,17.0,18,1132.0,63.0,33.1,12.6,15,67.0,3,3,40.0,2,1.61,14.0,16.0,-2.0,-0.16,-0.2,12.8,14.3,-1.5,-0.12,0.17,Corinthians,Brasileiro,Gabriel Moscardo (Corinthians)
Caetano,BRA,DF,23.0,16,1204.0,75.0,35.2,13.4,13,87.0,12,3,26.0,18,1.44,21.0,18.0,3.0,0.22,0.39,13.1,21.7,-8.5,-0.64,-0.62,Corinthians,Brasileiro,Caetano (Corinthians)
Ángel Romero,PAR,FW,30.0,22,1196.0,54.0,35.0,13.3,13,75.0,2,9,25.0,10,1.23,18.0,20.0,-2.0,-0.15,-0.19,14.6,17.2,-2.7,-0.2,0.05,Corinthians,Brasileiro,Ángel Romero (Corinthians)
Murillo,BRA,DF,20.0,13,1165.0,90.0,34.1,12.9,13,90.0,12,0,0.0,4,1.08,12.0,14.0,-2.0,-0.15,-0.19,12.8,15.6,-2.8,-0.21,0.03,Corinthians,Brasileiro,Murillo (Corinthians)
Ruan Oliveira Ferreira,BRA,"MF,FW",22.0,19,883.0,46.0,25.8,9.8,11,67.0,2,8,18.0,7,1.58,16.0,10.0,6.0,0.61,0.86,11.6,15.6,-4.0,-0.41,-0.23,Corinthians,Brasileiro,Ruan Oliveira Ferreira (Corinthians)
Adson,BRA,"FW,MF",22.0,15,857.0,57.0,25.1,9.5,9,73.0,1,6,33.0,2,1.53,10.0,9.0,1.0,0.11,0.18,10.2,10.8,-0.6,-0.06,0.23,Corinthians,Brasileiro,Adson (Corinthians)
Wesley Ribeiro,BRA,"FW,MF",17.0,24,861.0,36.0,25.2,9.6,7,57.0,0,17,27.0,7,1.25,13.0,11.0,2.0,0.21,0.31,11.3,14.0,-2.7,-0.28,-0.06,Corinthians,Brasileiro,Wesley Ribeiro (Corinthians)
Budiga Roni,BRA,MF,23.0,15,676.0,45.0,19.8,7.5,7,77.0,5,8,17.0,13,1.27,6.0,11.0,-5.0,-0.67,-0.8,6.3,11.1,-4.8,-0.64,-0.51,Corinthians,Brasileiro,Budiga Roni (Corinthians)
Matías Rojas,PAR,"MF,FW",27.0,15,634.0,42.0,18.5,7.0,7,66.0,1,8,22.0,2,1.4,9.0,10.0,-1.0,-0.14,-0.14,7.6,9.4,-1.9,-0.27,-0.04,Corinthians,Brasileiro,Matías Rojas (Corinthians)
Pedrinho Santos,BRA,"FW,MF",16.0,15,618.0,41.0,18.1,6.9,7,57.0,0,8,28.0,13,0.6,8.0,13.0,-5.0,-0.73,-0.86,9.1,7.7,1.4,0.21,0.54,Corinthians,Brasileiro,Pedrinho Santos (Corinthians)
Guilherme Biro,BRA,"FW,MF",18.0,11,572.0,52.0,16.7,6.4,7,66.0,0,4,27.0,10,1.27,6.0,6.0,0.0,0.0,0.03,5.7,7.9,-2.2,-0.34,-0.13,Corinthians,Brasileiro,Guilherme Biro (Corinthians)
Matheus Araújo,BRA,"MF,FW",20.0,16,584.0,37.0,17.1,6.5,3,73.0,1,13,28.0,14,1.38,8.0,9.0,-1.0,-0.15,-0.15,8.7,10.2,-1.5,-0.24,0.0,Corinthians,Brasileiro,Matheus Araújo (Corinthians)
Felipe Augusto,BRA,"FW,MF",18.0,15,322.0,21.0,9.4,3.6,2,62.0,0,13,15.0,17,1.13,3.0,7.0,-4.0,-1.12,-1.21,4.2,6.6,-2.4,-0.66,-0.47,Corinthians,Brasileiro,Felipe Augusto (Corinthians)
Víctor Cantillo,COL,MF,29.0,6,266.0,44.0,7.8,3.0,2,73.0,1,4,30.0,10,1.67,7.0,4.0,3.0,1.02,1.13,3.3,4.4,-1.1,-0.38,-0.16,Corinthians,Brasileiro,Víctor Cantillo (Corinthians)
Du Queiroz,BRA,"MF,DF",23.0,3,176.0,59.0,5.1,2.0,2,88.0,1,1,1.0,0,1.0,2.0,6.0,-4.0,-2.05,-2.13,1.0,2.8,-1.8,-0.93,-0.73,Corinthians,Brasileiro,Du Queiroz (Corinthians)
Léo Mana,BRA,DF,18.0,3,134.0,45.0,3.9,1.5,2,56.0,0,1,23.0,5,0.67,2.0,2.0,0.0,0.0,0.03,1.4,3.3,-1.9,-1.26,-1.07,Corinthians,Brasileiro,Léo Mana (Corinthians)
Chrystian Barletta,BRA,MF,21.0,3,127.0,42.0,3.7,1.4,2,57.0,0,1,13.0,6,1.0,2.0,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Chrystian Barletta (Corinthians)
Gustavo Mosquito,BRA,"FW,MF",25.0,11,308.0,28.0,9.0,3.4,1,45.0,0,10,26.0,1,1.09,4.0,5.0,-1.0,-0.29,-0.29,2.4,8.7,-6.2,-1.82,-1.74,Corinthians,Brasileiro,Gustavo Mosquito (Corinthians)
Paulinho,BRA,"MF,FW",34.0,4,148.0,37.0,4.3,1.6,1,90.0,1,3,19.0,2,0.25,2.0,3.0,-1.0,-0.61,-0.61,1.8,1.5,0.3,0.16,0.42,Corinthians,Brasileiro,Paulinho (Corinthians)
Giovane,BRA,FW,19.0,5,133.0,27.0,3.9,1.5,1,45.0,0,4,22.0,5,1.4,3.0,1.0,2.0,1.35,1.44,1.4,2.5,-1.1,-0.74,-0.53,Corinthians,Brasileiro,Giovane (Corinthians)
Carlos Miguel,BRA,GK,24.0,2,110.0,55.0,3.2,1.2,1,90.0,1,1,20.0,36,3.0,2.0,0.0,2.0,1.64,1.72,1.1,1.2,-0.2,-0.13,0.11,Corinthians,Brasileiro,Carlos Miguel (Corinthians)
Fabián Balbuena,PAR,DF,31.0,1,89.0,89.0,2.6,1.0,1,89.0,0,0,0.0,3,0.0,1.0,2.0,-1.0,-1.01,-1.01,0.5,1.0,-0.6,-0.58,-0.36,Corinthians,Brasileiro,Fabián Balbuena (Corinthians)
Júnior Moraes,UKR,DF,35.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,1,0.0,0.0,1.0,-1.0,-90.0,-90.0,0.0,0.2,-0.2,-15.84,-15.61,Corinthians,Brasileiro,Júnior Moraes (Corinthians)
Matheus Donelli,BRA,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Matheus Donelli (Corinthians)
Ryan Gustavo,BRA,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Ryan Gustavo (Corinthians)
João Pedro,BRA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,João Pedro (Corinthians)
Rafael Ramos,POR,DF,28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Rafael Ramos (Corinthians)
Renato Santos,BRA,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Renato Santos (Corinthians)
Gabriel,BRA,GK,30.0,31,2765.0,89.0,80.8,30.7,31,89.0,30,0,0.0,0,0.84,32.0,60.0,-28.0,-0.91,-0.36,30.8,47.5,-16.8,-0.55,0.11,Coritiba,Brasileiro,Gabriel (Coritiba)
Robson,BRA,"MF,FW",31.0,32,2351.0,73.0,68.7,26.1,30,76.0,11,2,37.0,1,0.84,31.0,46.0,-15.0,-0.57,0.86,29.0,39.4,-10.4,-0.4,0.54,Coritiba,Brasileiro,Robson (Coritiba)
Natanael,BRA,DF,21.0,33,2506.0,76.0,73.3,27.8,29,83.0,20,4,28.0,3,0.82,30.0,45.0,-15.0,-0.54,1.14,27.1,38.8,-11.7,-0.42,0.55,Coritiba,Brasileiro,Natanael (Coritiba)
Marcelino Moreno,ARG,MF,28.0,31,2306.0,74.0,67.4,25.6,27,81.0,14,4,29.0,4,0.81,29.0,43.0,-14.0,-0.55,0.91,26.8,38.4,-11.6,-0.45,0.36,Coritiba,Brasileiro,Marcelino Moreno (Coritiba)
Bruno Gomes,BRA,MF,21.0,29,2194.0,76.0,64.2,24.4,26,80.0,13,3,38.0,0,0.72,27.0,44.0,-17.0,-0.7,0.4,25.8,37.6,-11.7,-0.48,0.24,Coritiba,Brasileiro,Bruno Gomes (Coritiba)
Benjamín Kuscevic,CHI,DF,26.0,23,2025.0,88.0,59.2,22.5,23,88.0,22,0,0.0,0,0.83,23.0,46.0,-23.0,-1.02,-0.44,24.3,40.3,-16.0,-0.71,-0.35,Coritiba,Brasileiro,Benjamín Kuscevic (Coritiba)
Henrique,BRA,DF,36.0,24,2024.0,84.0,59.2,22.5,23,88.0,21,1,9.0,5,1.13,30.0,38.0,-8.0,-0.36,1.19,23.5,31.5,-7.9,-0.35,0.53,Coritiba,Brasileiro,Henrique (Coritiba)
Jamerson,BRA,"DF,FW",24.0,29,1893.0,65.0,55.4,21.0,22,80.0,15,7,19.0,6,0.9,23.0,46.0,-23.0,-1.09,-0.56,25.1,35.4,-10.3,-0.49,0.18,Coritiba,Brasileiro,Jamerson (Coritiba)
Sebastián Gómez,COL,MF,26.0,20,1427.0,71.0,41.7,15.9,18,75.0,6,2,39.0,0,0.75,19.0,33.0,-14.0,-0.88,-0.07,14.6,28.1,-13.5,-0.85,-0.48,Coritiba,Brasileiro,Sebastián Gómez (Coritiba)
Victor Luis,BRA,DF,29.0,24,1568.0,65.0,45.8,17.4,17,81.0,9,7,27.0,11,1.08,19.0,27.0,-8.0,-0.46,0.71,15.4,23.6,-8.2,-0.47,0.18,Coritiba,Brasileiro,Victor Luis (Coritiba)
Matheus Bianqui,BRA,MF,25.0,28,1420.0,51.0,41.5,15.8,17,67.0,3,11,25.0,6,0.79,16.0,25.0,-9.0,-0.57,0.46,15.2,21.5,-6.3,-0.4,0.29,Coritiba,Brasileiro,Matheus Bianqui (Coritiba)
